Pair,Peptide,Score
R1C1P1,ADDB_706_718,0.0918160873699616
R1C1P1,CENPA_1_14,-0.5673494879270633
R1C1P1,CSF1R_701_713,0.2939284137795779
R1C1P1,ERBB2_679_691,0.33267447635135916
R1C1P1,GBRB2_427_439,-0.2230549678651483
R1C1P1,H32_3_18,0.1799888671296701
R1C1P1,KIF2C_105_118_S106G,-0.08840100518197591
R1C1P1,PPR1A_28_40,0.09259864191210188
R1C1P1,RS6_228_240,0.03368312625628844
R1C1P1,RYR1_4317_4329,0.2483926405407351
R1C1P1,STK6_283_295,-0.22239242133644763
R1C1P1,TOP2A_1463_1475,-0.2596066356876827
R1C1P2,ADDB_706_718,0.01331045358337768
R1C1P2,CENPA_1_14,0.5217778098697821
R1C1P2,CSF1R_701_713,-0.0480408995419257
R1C1P2,ERBB2_679_691,0.11011212306016473
R1C1P2,GBRB2_427_439,0.6870711200120301
R1C1P2,H32_3_18,-0.29376284075894965
R1C1P2,KIF2C_105_118_S106G,0.4275960344124563
R1C1P2,PPR1A_28_40,0.3910942875035088
R1C1P2,RS6_228_240,0.718075700195286
R1C1P2,RYR1_4317_4329,0.6390777734967736
R1C1P2,STK6_283_295,0.8343034270923289
R1C1P2,TOP2A_1463_1475,0.7334669382730716
R1C2P3,ADDB_706_718,-0.43738142049663686
R1C2P3,CENPA_1_14,0.3275122131590642
R1C2P3,CSF1R_701_713,-0.1822935588727308
R1C2P3,ERBB2_679_691,-0.5052866195815273
R1C2P3,GBRB2_427_439,0.30733790649048665
R1C2P3,H32_3_18,0.19097670293712987
R1C2P3,KIF2C_105_118_S106G,0.3355680882789116
R1C2P3,PPR1A_28_40,0.18200029836945664
R1C2P3,RS6_228_240,0.792287473968663
R1C2P3,RYR1_4317_4329,0.3706262959920217
R1C2P3,STK6_283_295,0.3274936054685309
R1C2P3,TOP2A_1463_1475,0.2558587870798057
R1C2P4,ADDB_706_718,0.2075795461676284
R1C2P4,CENPA_1_14,-0.7175013020523906
R1C2P4,CSF1R_701_713,0.520062725928061
R1C2P4,ERBB2_679_691,-0.29523918781389735
R1C2P4,GBRB2_427_439,1.5991697728637495
R1C2P4,H32_3_18,-0.6133127909846037
R1C2P4,KIF2C_105_118_S106G,-0.770362574625751
R1C2P4,PPR1A_28_40,1.1632888299938395
R1C2P4,RS6_228_240,1.6331667488227692
R1C2P4,RYR1_4317_4329,-0.2500171752321849
R1C2P4,STK6_283_295,-0.7804073419899602
R1C2P4,TOP2A_1463_1475,0.00885997692022844
R1C3P5,ADDB_706_718,0.07910654499250658
R1C3P5,CENPA_1_14,-0.3000582330634023
R1C3P5,CSF1R_701_713,-0.3617683594191536
R1C3P5,ERBB2_679_691,-0.1295646741301688
R1C3P5,GBRB2_427_439,0.09270770731499224
R1C3P5,H32_3_18,0.06589518856937637
R1C3P5,KIF2C_105_118_S106G,-0.3197181965115954
R1C3P5,PPR1A_28_40,-0.1912291151860117
R1C3P5,RS6_228_240,0.20183424939705663
R1C3P5,RYR1_4317_4329,-0.25222659947320913
R1C3P5,STK6_283_295,-0.23271395449086185
R1C3P5,TOP2A_1463_1475,-0.11290602614786938
R2C1P1,ADDB_706_718,-0.07038932789139807
R2C1P1,CENPA_1_14,0.08503610385579918
R2C1P1,CSF1R_701_713,0.20131542058985907
R2C1P1,ERBB2_679_691,0.242720827040805
R2C1P1,GBRB2_427_439,0.19366070279313163
R2C1P1,H32_3_18,0.18286405714981013
R2C1P1,KIF2C_105_118_S106G,0.11699664361713724
R2C1P1,PPR1A_28_40,-0.00814789025399775
R2C1P1,RS6_228_240,0.228972569760161
R2C1P1,RYR1_4317_4329,-0.00555952534190051
R2C1P1,STK6_283_295,-0.434521706354313
R2C1P1,TOP2A_1463_1475,-0.10445116396503051
R2C1P2,ADDB_706_718,-0.04730571477835665
R2C1P2,CENPA_1_14,-0.10044790566533468
R2C1P2,CSF1R_701_713,0.10180228052285888
R2C1P2,ERBB2_679_691,-0.22755748639763865
R2C1P2,GBRB2_427_439,-0.13350159319243815
R2C1P2,H32_3_18,0.19592020997525683
R2C1P2,KIF2C_105_118_S106G,-0.15306156380866165
R2C1P2,PPR1A_28_40,0.01223545158407901
R2C1P2,RS6_228_240,-0.21681138907314823
R2C1P2,RYR1_4317_4329,-0.14994943467707555
R2C1P2,STK6_283_295,-0.10487924835680128
R2C1P2,TOP2A_1463_1475,-0.29297672119123286
R2C2P3,ADDB_706_718,-0.15913581575214497
R2C2P3,CENPA_1_14,0.32217447778282793
R2C2P3,CSF1R_701_713,-0.24623916329081608
R2C2P3,ERBB2_679_691,0.5700932582889449
R2C2P3,GBRB2_427_439,0.16736929653855626
R2C2P3,H32_3_18,0.26960705975728017
R2C2P3,KIF2C_105_118_S106G,0.05688102193188982
R2C2P3,PPR1A_28_40,0.17780103966994876
R2C2P3,RS6_228_240,0.5463948444616689
R2C2P3,RYR1_4317_4329,0.3004483674769114
R2C2P3,STK6_283_295,0.39105280438700785
R2C2P3,TOP2A_1463_1475,-0.13372435972674124
R2C2P4,ADDB_706_718,0.06354179458085607
R2C2P4,CENPA_1_14,0.13294764088738908
R2C2P4,CSF1R_701_713,-0.23371883900923815
R2C2P4,ERBB2_679_691,0.2023185051785417
R2C2P4,GBRB2_427_439,-0.2498590170860604
R2C2P4,H32_3_18,0.16992500144231215
R2C2P4,KIF2C_105_118_S106G,0.01804259738188207
R2C2P4,PPR1A_28_40,-0.0351786120757902
R2C2P4,RS6_228_240,-0.00799279075353087
R2C2P4,RYR1_4317_4329,-0.39040552218259705
R2C2P4,STK6_283_295,0.1129131548943576
R2C2P4,TOP2A_1463_1475,0.0767870990895485
R2C3P5,ADDB_706_718,-0.6550543963795881
R2C3P5,CENPA_1_14,-0.8557325553345558
R2C3P5,CSF1R_701_713,-0.7566479600279057
R2C3P5,ERBB2_679_691,-1.3003627450524284
R2C3P5,GBRB2_427_439,-1.1888982868893048
R2C3P5,H32_3_18,-0.6703539919518011
R2C3P5,KIF2C_105_118_S106G,-1.066042277359942
R2C3P5,PPR1A_28_40,-0.6897299340987821
R2C3P5,RS6_228_240,-0.9718946623196456
R2C3P5,RYR1_4317_4329,-0.956842417583871
R2C3P5,STK6_283_295,-1.369470026619319
R2C3P5,TOP2A_1463_1475,-1.4650683765645995
R2C3P6,ADDB_706_718,-0.25589822455216504
R2C3P6,CENPA_1_14,0.09362540292986044
R2C3P6,CSF1R_701_713,-0.07858202397568004
R2C3P6,ERBB2_679_691,-0.03745378208790306
R2C3P6,GBRB2_427_439,-0.34300781300618954
R2C3P6,H32_3_18,-0.19052190604942565
R2C3P6,KIF2C_105_118_S106G,-0.4393794596508051
R2C3P6,PPR1A_28_40,0.04844035505775324
R2C3P6,RS6_228_240,-0.28047209817760166
R2C3P6,RYR1_4317_4329,-0.30993449889277347
R2C3P6,STK6_283_295,-0.01272172671609706
R2C3P6,TOP2A_1463_1475,-0.21776772104814943
R3C1P1,ADDB_706_718,0.5333483931136169
R3C1P1,CENPA_1_14,0.4792948065592255
R3C1P1,CSF1R_701_713,0.5516779090090838
R3C1P1,ERBB2_679_691,0.9589513504660614
R3C1P1,GBRB2_427_439,1.3073236819785907
R3C1P1,KIF2C_105_118_S106G,0.955933218545038
R3C1P1,PPR1A_28_40,0.41634302134921697
R3C1P1,RS6_228_240,0.5125033087144613
R3C1P1,RYR1_4317_4329,0.874947703105764
R3C1P1,STK6_283_295,1.2250966302648258
R3C1P1,TOP2A_1463_1475,1.128682019210431
R3C1P2,ADDB_706_718,-0.40335569423120887
R3C1P2,CENPA_1_14,0.13617139527034938
R3C1P2,CSF1R_701_713,-0.06634249482869592
R3C1P2,ERBB2_679_691,0.32960554326278224
R3C1P2,GBRB2_427_439,-0.11062292266216556
R3C1P2,H32_3_18,0.2452565296881848
R3C1P2,KIF2C_105_118_S106G,0.26188530578030145
