Pair,Peptide,Score
R1C1P1,ADRB2_338_350,-0.1077561803558833
R1C1P1,ANDR_785_797,-0.045252900971116
R1C1P1,BAD_112_124,-3.369019823453388
R1C1P1,BAD_69_81,0.7483105677602153
R1C1P1,BAD_93_105,0.292507023907409
R1C1P1,CD27_212_224,0.18637319853546597
R1C1P1,CFTR_761_773,0.04973104540872253
R1C1P1,CSF1R_701_713,0.2939284137795779
R1C1P1,ESR1_160_172,-0.2866061129878066
R1C1P1,F263_454_466,-0.1134941311408344
R1C1P1,GRIK2_708_720,0.05784407457228413
R1C1P1,GSUB_61_73,-0.13857522990858184
R1C1P1,H32_3_18,0.1799888671296701
R1C1P1,KAP2_92_104,0.2415632720065215
R1C1P1,KAP3_107_119,0.01371599311702809
R1C1P1,KAPCG_192_206,0.08497512902259219
R1C1P1,KCC2G_278_289,-0.31841827441252324
R1C1P1,KCNA6_504_516,-0.01471078337544096
R1C1P1,KIF2C_105_118_S106G,-0.08840100518197591
R1C1P1,NCF1_296_308,0.2083471334419138
R1C1P1,NOS3_1171_1183,0.14887887769223518
R1C1P1,PTK6_436_448,0.25543268310045564
R1C1P1,PTN12_32_44,-0.20880263338976413
R1C1P1,RBL2_655_667,0.13353076418191367
R1C1P1,RS6_228_240,0.03368312625628844
R1C1P1,STK6_283_295,-0.22239242133644763
R1C1P1,TOP2A_1463_1475,-0.2596066356876827
R1C1P1,VASP_271_283,-0.6647372666110272
R1C1P1,VTNC_390_402,0.2286829010430167
R1C1P2,ADRB2_338_350,0.7204774713776372
R1C1P2,ANDR_785_797,0.5320349434368019
R1C1P2,BAD_112_124,3.799508748188817
R1C1P2,BAD_69_81,-0.36773178450048727
R1C1P2,BAD_93_105,-1.592401390260615
R1C1P2,CD27_212_224,0.7029515619011528
R1C1P2,CFTR_761_773,0.757629548277631
R1C1P2,CSF1R_701_713,-0.0480408995419257
R1C1P2,ESR1_160_172,1.453870965485455
R1C1P2,F263_454_466,0.7790910698388829
R1C1P2,GRIK2_708_720,0.9385994553358564
R1C1P2,GSUB_61_73,0.22786755140259896
R1C1P2,H32_3_18,-0.29376284075894965
R1C1P2,KAP2_92_104,0.8005057911413846
R1C1P2,KAP3_107_119,0.7662142784070456
R1C1P2,KAPCG_192_206,0.17333160288556204
R1C1P2,KCC2G_278_289,0.4637338077886088
R1C1P2,KCNA2_442_454,0
R1C1P2,KCNA6_504_516,1.6649618227863758
R1C1P2,KIF2C_105_118_S106G,0.4275960344124563
R1C1P2,NCF1_296_308,0.4484479145451141
R1C1P2,NOS3_1171_1183,0.24200812925784287
R1C1P2,PTK6_436_448,0.21480924991738393
R1C1P2,PTN12_32_44,0.4518478831314736
R1C1P2,RBL2_655_667,0.5396664150683099
R1C1P2,RS6_228_240,0.718075700195286
R1C1P2,STK6_283_295,0.8343034270923289
R1C1P2,TOP2A_1463_1475,0.7334669382730716
R1C1P2,VASP_271_283,3.3300331445244176
R1C1P2,VTNC_390_402,0.4410327078117886
R1C2P3,ADRB2_338_350,0.03669479998068237
R1C2P3,ANDR_785_797,-0.14030671785430382
R1C2P3,BAD_112_124,0.24381242589627572
R1C2P3,BAD_69_81,-0.16542360920737176
R1C2P3,BAD_93_105,-0.15188668605071687
R1C2P3,CD27_212_224,0.16077599203172444
R1C2P3,CFTR_761_773,-0.2405654531734411
R1C2P3,CSF1R_701_713,-0.1822935588727308
R1C2P3,ESR1_160_172,0.38874047801266176
R1C2P3,F263_454_466,0.17817971600412277
R1C2P3,GRIK2_708_720,0.2787160280660639
R1C2P3,GSUB_61_73,0.00392570321379981
R1C2P3,H32_3_18,0.19097670293712987
R1C2P3,KAP2_92_104,0.5808108574506887
R1C2P3,KAP3_107_119,-0.03303718597980776
R1C2P3,KAPCG_192_206,-0.6145206919560899
R1C2P3,KCC2G_278_289,0.2882429795203567
R1C2P3,KCNA2_442_454,-0.07108309806148272
R1C2P3,KCNA6_504_516,0.6573314318772558
R1C2P3,KIF2C_105_118_S106G,0.3355680882789116
R1C2P3,NCF1_296_308,0.5363400640537446
R1C2P3,NOS3_1171_1183,-0.3819468857091852
R1C2P3,PTK6_436_448,-0.28605105855876545
R1C2P3,PTN12_32_44,0.29210139314785266
R1C2P3,RBL2_655_667,-0.08576806228219258
R1C2P3,RS6_228_240,0.792287473968663
R1C2P3,STK6_283_295,0.3274936054685309
R1C2P3,TOP2A_1463_1475,0.2558587870798057
R1C2P3,VASP_271_283,1.005277549660331
R1C2P3,VTNC_390_402,0.6879818515344667
R1C2P4,ADRB2_338_350,-0.08890941586219547
R1C2P4,ANDR_785_797,-0.1797222890425907
R1C2P4,BAD_112_124,-0.20237941861313313
R1C2P4,BAD_69_81,-0.12553088208385876
R1C2P4,BAD_93_105,-0.40211715051444497
R1C2P4,CD27_212_224,-0.18461212493149315
R1C2P4,CFTR_761_773,2.792971003894949
R1C2P4,CSF1R_701_713,0.520062725928061
R1C2P4,ESR1_160_172,-0.9709550775920208
R1C2P4,F263_454_466,3.270463001705995
R1C2P4,GRIK2_708_720,2.638278315253613
R1C2P4,GSUB_61_73,-0.2889776730860758
R1C2P4,H32_3_18,-0.6133127909846037
R1C2P4,KAP2_92_104,-0.49929435023009194
R1C2P4,KAP3_107_119,0.2476115371603251
R1C2P4,KAPCG_192_206,-0.31698735361709174
R1C2P4,KCC2G_278_289,-0.3443376016934021
R1C2P4,KCNA2_442_454,0.02765634290286534
R1C2P4,KCNA6_504_516,1.7699597184786713
R1C2P4,KIF2C_105_118_S106G,-0.770362574625751
R1C2P4,NCF1_296_308,0.02944377789248165
R1C2P4,NOS3_1171_1183,-0.5503150407881048
R1C2P4,PTK6_436_448,1.1350499601638528
R1C2P4,PTN12_32_44,0.6086785696949635
R1C2P4,RBL2_655_667,-0.5488233821853159
R1C2P4,RS6_228_240,1.6331667488227692
R1C2P4,STK6_283_295,-0.7804073419899602
R1C2P4,TOP2A_1463_1475,0.00885997692022844
R1C2P4,VASP_271_283,-1.2086260564091562
R1C2P4,VTNC_390_402,1.718469250548817
R1C3P5,ADRB2_338_350,0.18201807343033227
R1C3P5,ANDR_785_797,-0.10021847964929352
R1C3P5,BAD_112_124,-0.2326607567902741
R1C3P5,BAD_69_81,-0.16529991605850824
R1C3P5,BAD_93_105,-0.08229503801566818
R1C3P5,CD27_212_224,-0.09530696009572726
R1C3P5,CFTR_761_773,0.24195026772724937
R1C3P5,CSF1R_701_713,-0.3617683594191536
R1C3P5,ESR1_160_172,-0.4778722694198097
R1C3P5,F263_454_466,-0.06806427494515344
R1C3P5,GRIK2_708_720,0.01433943927251935
R1C3P5,GSUB_61_73,0.0896784989912085
R1C3P5,H32_3_18,0.06589518856937637
R1C3P5,KAP2_92_104,0.3058486524289705
R1C3P5,KAP3_107_119,0.28667724770431047
R1C3P5,KAPCG_192_206,-0.0837107063892315
R1C3P5,KCC2G_278_289,-0.13598594557810095
R1C3P5,KCNA2_442_454,-0.3815627947277558
R1C3P5,KCNA6_504_516,-0.3890692215201303
R1C3P5,KIF2C_105_118_S106G,-0.3197181965115954
R1C3P5,NCF1_296_308,-0.28798076296402453
R1C3P5,NOS3_1171_1183,0.09638135307604312
R1C3P5,PTK6_436_448,-0.2986583155645155
R1C3P5,PTN12_32_44,-0.02649334804674641
R1C3P5,RBL2_655_667,-0.05917244377202646
R1C3P5,RS6_228_240,0.20183424939705663
R1C3P5,STK6_283_295,-0.23271395449086185
R1C3P5,TOP2A_1463_1475,-0.11290602614786938
R1C3P5,VASP_271_283,-0.26661728986293376
R1C3P5,VTNC_390_402,-0.3079438654516613
R2C1P1,ADRB2_338_350,-0.438442103613788
R2C1P1,ANDR_785_797,-0.26078355147327237
R2C1P1,BAD_112_124,0.1388277046973165
R2C1P1,BAD_69_81,0.1334309874086279
R2C1P1,BAD_93_105,-0.23657446420285844
R2C1P1,CD27_212_224,0.18489984540984936
R2C1P1,CFTR_761_773,0.10910608518932197
R2C1P1,CSF1R_701_713,0.20131542058985907
R2C1P1,ESR1_160_172,-0.6883402405664651
R2C1P1,GRIK2_708_720,0.24582511580157052
R2C1P1,GSUB_61_73,0.29647136540162267
R2C1P1,H32_3_18,0.18286405714981013
R2C1P1,KAP2_92_104,-0.15332849091161815
R2C1P1,KAP3_107_119,-0.15842936260448237
R2C1P1,KAPCG_192_206,-0.3959286763311394
R2C1P1,KCC2G_278_289,0
R2C1P1,KCNA6_504_516,0.5885737542735348
R2C1P1,KIF2C_105_118_S106G,0.11699664361713724
R2C1P1,NCF1_296_308,0.10912172238011264
R2C1P1,NOS3_1171_1183,-0.03924080413195163
R2C1P1,PTN12_32_44,0.07096652135414372
R2C1P1,RBL2_655_667,-0.1644808627521841
R2C1P1,RS6_228_240,0.228972569760161
R2C1P1,STK6_283_295,-0.434521706354313
R2C1P1,TOP2A_1463_1475,-0.10445116396503051
R2C1P1,VASP_271_283,-0.5771851501294369
R2C1P2,ADRB2_338_350,-0.1375035237499347
R2C1P2,ANDR_785_797,0.00887815134645286
R2C1P2,BAD_112_124,-0.7584987557158474
R2C1P2,BAD_69_81,-0.43907119147850215
R2C1P2,BAD_93_105,0.02677075146383778
R2C1P2,CD27_212_224,-0.01547140876244013
R2C1P2,CFTR_761_773,0.318626731797111
R2C1P2,CSF1R_701_713,0.10180228052285888
R2C1P2,ESR1_160_172,-0.4873790535045206
R2C1P2,GRIK2_708_720,-0.3286227474613703
R2C1P2,GSUB_61_73,-0.17402939977504903
R2C1P2,H32_3_18,0.19592020997525683
R2C1P2,KAP2_92_104,0.14647964440805872
R2C1P2,KAP3_107_119,0.1449769673456709
R2C1P2,KAPCG_192_206,-0.0962153152593026
R2C1P2,KCC2G_278_289,0.06619027969446645
R2C1P2,KCNA6_504_516,-0.566918325251395
R2C1P2,KIF2C_105_118_S106G,-0.15306156380866165
R2C1P2,NCF1_296_308,0.701059565644027
R2C1P2,NOS3_1171_1183,0.17282363702965142
R2C1P2,PTN12_32_44,-0.08042826448960927
R2C1P2,RBL2_655_667,0.1880409165456709
R2C1P2,RS6_228_240,-0.21681138907314823
R2C1P2,STK6_283_295,-0.10487924835680128
R2C1P2,TOP2A_1463_1475,-0.29297672119123286
R2C1P2,VASP_271_283,-0.6949109673390419
R2C2P3,ADRB2_338_350,0.10663284849122734
R2C2P3,ANDR_785_797,-0.3010443279475732
R2C2P3,BAD_112_124,-0.267585498064981
R2C2P3,BAD_69_81,-0.502500340529183
R2C2P3,BAD_93_105,0.17070839919131853
R2C2P3,CD27_212_224,0.3650153258021032
R2C2P3,CFTR_761_773,0.14565863100945542
R2C2P3,CSF1R_701_713,-0.24623916329081608
R2C2P3,ESR1_160_172,0.3933595858606784
R2C2P3,GRIK2_708_720,-0.1957617243065393
R2C2P3,GSUB_61_73,0.15718333255073036
R2C2P3,H32_3_18,0.26960705975728017
R2C2P3,KAP2_92_104,0.1771193453573776
R2C2P3,KAP3_107_119,0.14199625786160563
R2C2P3,KAPCG_192_206,0.26514206879578506
R2C2P3,KCC2G_278_289,0.07434734146008104
R2C2P3,KCNA6_504_516,-0.5296194668773815
R2C2P3,KIF2C_105_118_S106G,0.05688102193188982
R2C2P3,NCF1_296_308,-0.02817853331159403
R2C2P3,NOS3_1171_1183,-0.352268451864723
R2C2P3,PTN12_32_44,0.5359993490796509
R2C2P3,RBL2_655_667,0.00789078561946521
R2C2P3,RS6_228_240,0.5463948444616689
R2C2P3,STK6_283_295,0.39105280438700785
R2C2P3,TOP2A_1463_1475,-0.13372435972674124
R2C2P3,VASP_271_283,0.32584846425870495
R2C2P4,ADRB2_338_350,-0.5591224957858967
R2C2P4,ANDR_785_797,0.01845409407742959
R2C2P4,BAD_112_124,-0.2707346645153761
R2C2P4,BAD_69_81,-0.05733317506595181
R2C2P4,BAD_93_105,0.16554320527595312
R2C2P4,CD27_212_224,0.04013939085321461
R2C2P4,CFTR_761_773,-0.1416559257108565
R2C2P4,CSF1R_701_713,-0.23371883900923815
R2C2P4,ESR1_160_172,0.21535263099367263
R2C2P4,GRIK2_708_720,-0.2426553252289536
R2C2P4,GSUB_61_73,-0.1378495352735718
R2C2P4,H32_3_18,0.16992500144231215
R2C2P4,KAP2_92_104,0.03919146301378617
R2C2P4,KAP3_107_119,-0.0066002175700115
R2C2P4,KAPCG_192_206,-0.14063350027167676
R2C2P4,KCC2G_278_289,0.05733317506595181
R2C2P4,KCNA6_504_516,-0.19358647767621617
R2C2P4,KIF2C_105_118_S106G,0.01804259738188207
R2C2P4,NCF1_296_308,-0.12348305343499975
R2C2P4,NOS3_1171_1183,-0.47180081393005846
R2C2P4,PTN12_32_44,0.11051245065292736
R2C2P4,RBL2_655_667,-0.32655954361900763
R2C2P4,RS6_228_240,-0.00799279075353087
R2C2P4,STK6_283_295,0.1129131548943576
R2C2P4,TOP2A_1463_1475,0.0767870990895485
R2C2P4,VASP_271_283,0.05749981613352251
R2C3P5,ADRB2_338_350,-0.929610672108602
R2C3P5,ANDR_785_797,-0.7442736597619621
R2C3P5,BAD_112_124,-0.31697321294459724
R2C3P5,BAD_69_81,-0.5510990488548719
R2C3P5,BAD_93_105,-0.6816269559715051
R2C3P5,CD27_212_224,-0.9316130250197504
R2C3P5,CFTR_761_773,-1.204999313603662
R2C3P5,CSF1R_701_713,-0.7566479600279057
R2C3P5,ESR1_160_172,-1.199419715661204
R2C3P5,GRIK2_708_720,-1.3196896226913628
R2C3P5,GSUB_61_73,-0.6121327018866265
R2C3P5,H32_3_18,-0.6703539919518011
R2C3P5,KAP2_92_104,-0.9389127373593862
R2C3P5,KAP3_107_119,-1.0039871836734369
R2C3P5,KAPCG_192_206,-0.32457281614292643
R2C3P5,KCC2G_278_289,0
R2C3P5,KCNA6_504_516,-2.0086996949503853
R2C3P5,KIF2C_105_118_S106G,-1.066042277359942
R2C3P5,NCF1_296_308,-0.8619553641448698
R2C3P5,NOS3_1171_1183,-0.8443423128150256
R2C3P5,PTN12_32_44,-1.8466023244831968
R2C3P5,RBL2_655_667,-0.5899736035046419
R2C3P5,RS6_228_240,-0.9718946623196456
R2C3P5,STK6_283_295,-1.369470026619319
R2C3P5,TOP2A_1463_1475,-1.4650683765645995
R2C3P5,VASP_271_283,-2.246470560959345
R2C3P6,ADRB2_338_350,-0.13565509935756603
R2C3P6,ANDR_785_797,-0.06882203274443732
R2C3P6,BAD_69_81,-0.40174067666538615
R2C3P6,BAD_93_105,0.1271520046802692
R2C3P6,CD27_212_224,-0.18882561538852727
R2C3P6,CFTR_761_773,-0.4967402917737971
R2C3P6,CSF1R_701_713,-0.07858202397568004
R2C3P6,ESR1_160_172,-0.08522462162171696
R2C3P6,GRIK2_708_720,0.03080604678117504
R2C3P6,GSUB_61_73,-0.6885851317953138
R2C3P6,H32_3_18,-0.19052190604942565
R2C3P6,KAP2_92_104,0.04051029766955238
R2C3P6,KAP3_107_119,-0.07047751488007936
R2C3P6,KAPCG_192_206,0.04362693240025805
R2C3P6,KCC2G_278_289,-0.6566982543200703
R2C3P6,KCNA6_504_516,0.00409275463388292
R2C3P6,KIF2C_105_118_S106G,-0.4393794596508051
R2C3P6,NCF1_296_308,-0.9195100821396318
R2C3P6,NOS3_1171_1183,-0.4172649121667069
R2C3P6,PTN12_32_44,-0.4447004770086576
R2C3P6,RBL2_655_667,-0.07038932789139807
R2C3P6,RS6_228_240,-0.28047209817760166
R2C3P6,STK6_283_295,-0.01272172671609706
R2C3P6,TOP2A_1463_1475,-0.21776772104814943
R2C3P6,VASP_271_283,-0.3836316949125376
R3C1P1,ADRB2_338_350,0.5459683691052919
R3C1P1,ANDR_785_797,0.3625700793847084
R3C1P1,BAD_112_124,0.5647073556938897
R3C1P1,BAD_69_81,0.6338721012021029
R3C1P1,BAD_93_105,0.6631166574075884
R3C1P1,CD27_212_224,0.5266894591458144
R3C1P1,CDN1A_139_151,1.868072527009936
R3C1P1,CFTR_761_773,0.6151446411879515
R3C1P1,CSF1R_701_713,0.5516779090090838
R3C1P1,ESR1_160_172,1.530442931897627
R3C1P1,GRIK2_708_720,0.44745897697122095
R3C1P1,GSUB_61_73,0.01537522588691553
R3C1P1,KAP2_92_104,0.6251018915743707
R3C1P1,KAP3_107_119,0.7523976475632059
R3C1P1,KAPCG_192_206,0.21693799124433968
R3C1P1,KCC2G_278_289,0.4848589487764152
R3C1P1,KCNA6_504_516,1.3845126322653856
R3C1P1,KIF2C_105_118_S106G,0.955933218545038
R3C1P1,NCF1_296_308,0.46210575293562295
R3C1P1,NOS3_1171_1183,0.548276476497966
R3C1P1,PTN12_32_44,0.6942839910908618
R3C1P1,RBL2_655_667,0.09872448711352444
R3C1P1,RS6_228_240,0.5125033087144613
R3C1P1,STK6_283_295,1.2250966302648258
R3C1P1,TOP2A_1463_1475,1.128682019210431
R3C1P1,VASP_271_283,2.366101770354961
R3C1P1,VTNC_390_402,0.735352743197905
R3C1P2,ADRB2_338_350,0.10445116396503051
R3C1P2,ANDR_785_797,0.00297769979989492
R3C1P2,BAD_112_124,0.07581578169874081
R3C1P2,BAD_69_81,0.5433960079955118
R3C1P2,BAD_93_105,0.01686928279310962
R3C1P2,CD27_212_224,0.14657235428823245
R3C1P2,CDN1A_139_151,0.427911960090265
R3C1P2,CFTR_761_773,-0.6084089732090385
R3C1P2,CSF1R_701_713,-0.06634249482869592
R3C1P2,ESR1_160_172,0.5908278240444744
R3C1P2,GRIK2_708_720,-0.461580085215874
R3C1P2,GSUB_61_73,-0.20794126503890764
R3C1P2,H32_3_18,0.2452565296881848
R3C1P2,KAP2_92_104,0.01684426654640614
R3C1P2,KAP3_107_119,-0.2050317354891673
R3C1P2,KAPCG_192_206,0.09600181987735425
R3C1P2,KCC2G_278_289,-0.08161376555365196
R3C1P2,KCNA6_504_516,-0.6887604690354014
R3C1P2,KIF2C_105_118_S106G,0.26188530578030145
R3C1P2,NCF1_296_308,-0.6717144095957588
R3C1P2,NOS3_1171_1183,0.07174639227599577
R3C1P2,PTN12_32_44,0.0040355132351566
R3C1P2,RBL2_655_667,-0.4142042939187576
R3C1P2,RS6_228_240,-0.8073549220576044
R3C1P2,STK6_283_295,0.26900212909343235
R3C1P2,TOP2A_1463_1475,0.02500400612989439
R3C1P2,VASP_271_283,0.35693454471527497
R3C1P2,VTNC_390_402,-0.7173610362266947
R3C2P3,ADRB2_338_350,0.7511794533859071
R3C2P3,ANDR_785_797,0.09967900423911492
R3C2P3,BAD_112_124,-0.11189288007089716
R3C2P3,BAD_69_81,0.09280215382256608
R3C2P3,BAD_93_105,-0.06321708019706485
R3C2P3,CD27_212_224,0.01201696477521707
R3C2P3,CDN1A_139_151,0.26543391224894286
R3C2P3,CFTR_761_773,0.4014159895950789
R3C2P3,CSF1R_701_713,0.1844245711374275
R3C2P3,ESR1_160_172,0.4809642917445167
R3C2P3,GRIK2_708_720,0.2820700283532034
R3C2P3,GSUB_61_73,-0.09225850785198864
R3C2P3,H32_3_18,-0.01915110034491141
R3C2P3,KAP2_92_104,0.4285632108133406
R3C2P3,KAP3_107_119,0.32407798440980784
R3C2P3,KAPCG_192_206,-0.04137043441986021
R3C2P3,KCC2G_278_289,-0.10443741019299412
R3C2P3,KCNA6_504_516,1.0713644513086424
R3C2P3,KIF2C_105_118_S106G,0.41422949307408263
R3C2P3,NCF1_296_308,0.48655879666016144
R3C2P3,NOS3_1171_1183,-0.38801571073646457
R3C2P3,PTN12_32_44,0.3938508454643688
R3C2P3,RBL2_655_667,-0.24823740390571336
R3C2P3,RS6_228_240,0.46639930342747826
R3C2P3,STK6_283_295,0.700817911720967
R3C2P3,TOP2A_1463_1475,0.6398887112247493
R3C2P3,VASP_271_283,0.9414210006719436
R3C2P3,VTNC_390_402,1.0111405576052004
R3C2P4,ADRB2_338_350,-0.05444778402237649
R3C2P4,ANDR_785_797,0.01947900794022583
R3C2P4,BAD_112_124,-0.08293634098207248
R3C2P4,BAD_69_81,0.1971216391510815
R3C2P4,BAD_93_105,0.02511149912554966
R3C2P4,CD27_212_224,-0.02883789807206804
R3C2P4,CDN1A_139_151,-0.2219739787170756
R3C2P4,CFTR_761_773,-0.8772438287549944
R3C2P4,CSF1R_701_713,-0.4528589647138115
R3C2P4,ESR1_160_172,-0.5134514713030773
R3C2P4,GRIK2_708_720,-0.9773447943396896
R3C2P4,GSUB_61_73,0.07202968627265305
R3C2P4,H32_3_18,-0.2431895944369229
R3C2P4,KAP2_92_104,0.04207821661286548
R3C2P4,KAP3_107_119,-0.1498041274121018
R3C2P4,KAPCG_192_206,-0.28765819280261606
R3C2P4,KCC2G_278_289,0.01026833545382732
R3C2P4,KCNA6_504_516,-1.685050825127666
R3C2P4,KIF2C_105_118_S106G,-0.32557587190250725
R3C2P4,NCF1_296_308,-0.48433013761466537
R3C2P4,NOS3_1171_1183,-0.1754305225901973
R3C2P4,PTN12_32_44,-0.8613630245425119
R3C2P4,RBL2_655_667,-0.027324586512234902
R3C2P4,RS6_228_240,-0.12444737092448845
R3C2P4,STK6_283_295,-0.1560432925730808
R3C2P4,TOP2A_1463_1475,-0.9847332433466888
R3C2P4,VASP_271_283,-0.366194139760323
R3C2P4,VTNC_390_402,-1.005924833957105
R3C3P5,ADRB2_338_350,0.25321534480334806
R3C3P5,ANDR_785_797,0.27396705643619423
R3C3P5,BAD_112_124,-0.668924811865484
R3C3P5,BAD_69_81,1.239704969579689
R3C3P5,BAD_93_105,0.0579557389954255
R3C3P5,CD27_212_224,0.6633427310230258
R3C3P5,CDN1A_139_151,0.3155457647163473
R3C3P5,CFTR_761_773,0.834671339296456
R3C3P5,CSF1R_701_713,0.2469147404705172
R3C3P5,ESR1_160_172,-0.4355389536499992
R3C3P5,GRIK2_708_720,0.02141898363490613
R3C3P5,GSUB_61_73,0.13520073788051423
R3C3P5,H32_3_18,0.33184356375244484
R3C3P5,KAP2_92_104,0.8629051138511237
R3C3P5,KAP3_107_119,0.7997188000278266
R3C3P5,KAPCG_192_206,0.32443495049793647
R3C3P5,KCC2G_278_289,0.13750352374993513
R3C3P5,KCNA6_504_516,-0.37250038521986806
R3C3P5,KIF2C_105_118_S106G,-0.13595970868459784
R3C3P5,NCF1_296_308,0.6024234707873783
R3C3P5,NOS3_1171_1183,0.4990557824880284
R3C3P5,PTN12_32_44,0.31047639104210845
R3C3P5,RBL2_655_667,0.0287242890366306
R3C3P5,RS6_228_240,0.5575563433805044
R3C3P5,STK6_283_295,0.10044103601607636
R3C3P5,TOP2A_1463_1475,-0.21436628079753017
R3C3P5,VASP_271_283,-0.5622185450648658
R3C3P5,VTNC_390_402,-0.20289624571065049
R3C3P6,ADRB2_338_350,-0.1882666374318216
R3C3P6,ANDR_785_797,-0.16294854030739803
R3C3P6,BAD_112_124,-0.06175101109144432
R3C3P6,BAD_69_81,0.19612107249432675
R3C3P6,BAD_93_105,-8.881784197001252e-16
R3C3P6,CD27_212_224,-0.10791533916688724
R3C3P6,CDN1A_139_151,-0.01222386165370359
R3C3P6,CFTR_761_773,-0.7824085649273727
R3C3P6,CSF1R_701_713,0
R3C3P6,ESR1_160_172,-0.2033970657088542
R3C3P6,GRIK2_708_720,-0.4557838416221527
R3C3P6,GSUB_61_73,0.228972569760161
R3C3P6,H32_3_18,0.06871275008401412
R3C3P6,KAP2_92_104,-0.0842631654079371
R3C3P6,KAP3_107_119,-0.09992606593345864
R3C3P6,KAPCG_192_206,-0.03789660775852876
R3C3P6,KCC2G_278_289,0.17544200640987873
R3C3P6,KCNA6_504_516,-0.4962582754496761
R3C3P6,KIF2C_105_118_S106G,-0.01820981771800767
R3C3P6,NCF1_296_308,-0.47916783669855967
R3C3P6,NOS3_1171_1183,-0.16132239816434257
R3C3P6,PTN12_32_44,-0.4629248286753942
R3C3P6,RBL2_655_667,-0.1211571264922906
R3C3P6,RS6_228_240,-0.05514155419246114
R3C3P6,STK6_283_295,0.0612008523824139
R3C3P6,TOP2A_1463_1475,-0.18131000839933975
R3C3P6,VASP_271_283,-0.44900409114679096
R3C3P6,VTNC_390_402,-0.4474589769712214
R4C1P1,ADRB2_338_350,0.28255385655321774
R4C1P1,BAD_69_81,0.3946312886170067
R4C1P1,BAD_93_105,0.14777286046378446
R4C1P1,CD27_212_224,0.38376279394566026
R4C1P1,CFTR_761_773,0.3670091445512047
R4C1P1,CSF1R_701_713,0.37020592938159025
R4C1P1,ESR1_160_172,0.4232673849216493
R4C1P1,GRIK2_708_720,0.29790486568084606
R4C1P1,GSUB_61_73,0.6568963949628011
R4C1P1,KAP2_92_104,0.3621616153273677
R4C1P1,KAP3_107_119,0.41600154544962376
R4C1P1,KCNA6_504_516,0.5467735308894106
R4C1P1,KIF2C_105_118_S106G,0.2917171605378788
R4C1P1,NCF1_296_308,0.20233847414624015
R4C1P1,NOS3_1171_1183,0.2044780572173961
R4C1P1,RBL2_655_667,0.08291363728559276
R4C1P1,STK6_283_295,0.5775045780874155
R4C1P1,VASP_271_283,0.6722014701156951
R4C1P1,VTNC_390_402,0.21262945239655065
R4C1P2,ADRB2_338_350,0.28255385655321774
R4C1P2,BAD_69_81,0.3946312886170067
R4C1P2,BAD_93_105,0.14777286046378446
R4C1P2,CD27_212_224,0.38376279394566026
R4C1P2,CFTR_761_773,0.3670091445512047
R4C1P2,CSF1R_701_713,0.37020592938159025
