Barcode	Peptide	LFC	totalMeanLFC
710144414	P53_12_24	-0.1006323631064916	-0.4459496708382047
710144414	PLEK_106_118	0.23229088240268592	-0.07165293863913091
710144414	PLM_76_88	0.2543521627339924	0.20625992707302632
710144414	PP2AB_297_309	0.019736218061262356	-0.4273664499274392
710144414	PPR1A_28_40	0.058374744367890585	-0.21825803130008392
710144414	PRKDC_2618_2630	0.039528364186637965	-0.5286400483773115
710144414	PTK6_436_448	0.2575174008662273	0.06411719196063048
710144414	PTN12_32_44	0.2569946909916574	0.005106986155680282
710144414	RAF1_253_265	0.28255385655321774	0.05530058688196138
710144414	RAP1B_172_184	0.22503714259201102	-0.04697683460789914
710144414	RB_242_254	0.4048417321729554	0.03871925360972095
710144414	REL_260_272	0.2306984237141041	0.08936750104632685
710144414	RS6_228_240	-0.0013849873456202033	-0.09707720080392646
710144414	RYR1_4317_4329	-0.07534274829180188	-0.10279471252103889
710144414	SCN7A_898_910	0.31738527036798203	0.12794519900081625
710144414	STK6_283_295	0.2594981053970793	-0.02929979064526478
710144414	STMN2_90_102	0.21443031691825087	0.08946581784843222
710144414	TOP2A_1463_1475	0.17949972808342984	-0.03414089086551053
710144414	TY3H_65_77	0.2061510197097931	0.009184188803054383
710144414	VASP_150_162	0.29093844850797357	0.20490460972878655
710144414	VASP_271_283	0.11889534908699595	-0.033921269113822206
710144414	VTNC_390_402	0.2956587710978127	0.17044268731726175
