Kinase Score
PKCD 3.4545993724291284
MLK 2.8449893769424732
AUR 2.703618744728611
JNK -2.537272831969059
DMPK 2.373680179622404
CK1 -2.25609667345666
PAKB 2.2430752770985163
ERK -2.0077362789550084
STE7 -1.9877073993048904
DAPK 1.7170554401357143
NDR 1.6721788852405464
PHK 1.6691696994620027
BUD32 1.6397231113571642
VRK1 1.6362577482007794
PASK 1.6051568840896053
MELK 1.523392602228777
BARK2 1.5186600204238905
DYRK -1.5059717672066326
CDK -1.5044293066101149
IKK 1.474435905389352
NMO -1.454961381871376
PKCA 1.3761425412108992
FRAY 1.3676662386250789
P38 -1.3072798661751188
PAKA 1.300255292679535
PKA 1.2673192583078214
MSN -1.2616518390258498
AKT 1.193837977165491
PRKDC 1.0823505302646828
CHK1 -1.0594910027698798
MAPKAPK -1.0272527242511078
CK2 -0.9848856296614029
CAMK2 -0.9583437403598766
PKCH 0.9563770917976292
GSK -0.9483351343072707
TLK -0.8866057999490395
PKN -0.8830798498699569
HAL -0.8769853641156072
ATR 0.8665565338638457
GRK -0.8651401578894437
RAF -0.8506252462958149
NAK -0.8471339200242176
STKR -0.8123130912095831
NUAK 0.7143161220114417
PDHK 0.6845328782124644
TTK 0.6658035358552158
MOS -0.6373904031437017
CAMKK -0.6327400287460807
TAO -0.6311910153844855
SLK -0.6265471102295878
MARK -0.6252032002549515
WNK -0.625000139082043
RIPK 0.6193139117511265
MLCK 0.617701982507799
CLK -0.6157277723598088
NIK -0.6157277723598088
BRSK -0.613411982399603
ULK -0.6126402374335986
KHS -0.608011580639531
STE11 -0.5427305125560161
MST -0.4393478439113397
CAMK1 -0.4052053566548981
COT -0.38998465254534104
SGK 0.38252585190796035
PEK -0.3418485119613281
QIK -0.25392460236557823
PDK1 -0.20041072078833383
PLK 0.16212406337236931
AMPK 0.1598542193747075
PKG -0.15780457103812848
NEK 0.1362313267712154
PIM 0.12080303671227295
IRAK 0.10840087241814776
ATM -0.08439488669913783
MTOR 0.07148613503699262
PKD 0.05977182777402924
LKB -0.055286949782105736
RSK 0.04452422279927486
RAD53 -0.033120993306351286
PKCI -0.016642221774215198
