Kinase Score
PKCD 2.8110717913533128
PAKA 2.328019199371579
ERK -2.289525283802384
FRAY 2.172341020848422
P38 -1.9245448096140596
AUR 1.9156157844456931
STE7 -1.872586285028781
STKR -1.7100913650618088
RIPK 1.6884886625823659
WNK 1.609151621431007
JNK -1.5811325699070409
NDR 1.5386411355804197
NMO -1.537587642355419
BUD32 1.5307871715390404
PASK 1.5289632809600782
COT -1.4602850079440586
RAF -1.425453470267921
DYRK -1.4058942781214883
AKT 1.3697850480730114
PKA 1.3655842673117744
MSN -1.3067811284388222
DMPK 1.247557294645831
CK1 -1.1823524955962361
ATR -1.157989726651676
PHK 1.1289410090244567
PEK 1.1144355763363372
CAMK2 -1.0781381885087795
GRK -0.9694403894410777
PKCA 0.9624825147559627
MLK 0.9520159655236313
PLK -0.9506768490339816
TLK -0.9314481364974218
PAKB -0.9209742801950623
HAL -0.9172504277693774
NAK -0.8988775272391086
PKN -0.8954122484663393
LKB -0.8131901418240705
PKG 0.7988488087448713
IKK 0.7685307027696582
MARK -0.6953828566207791
PDHK 0.6838735362247181
RSK 0.6646863232632827
TTK 0.6588304202989753
BRSK -0.6544899868272568
TAO -0.6490403500378513
MOS -0.6435992102410582
CLK -0.6428225634314162
CAMKK -0.6389416865984245
KHS -0.6335147393845854
NIK -0.6265471102295878
STE11 -0.6227750567365609
SLK -0.6226805678043646
ULK -0.6203620156577241
NUAK 0.6039612701705982
RAD53 0.5905477606379613
MST -0.5853761003239072
PKD 0.574525462618613
MTOR -0.5662885155838404
CK2 0.5532521343971752
MLCK 0.5305089800483965
PKCI 0.523879590845383
QIK 0.5026928594878721
DAPK 0.48132901569374575
CDK -0.46800905624792033
CHK1 -0.4616276229772139
VRK1 -0.398509133226582
MELK 0.39533335772510214
PKCH -0.3843057777095641
PRKDC -0.34529968208041506
MAPKAPK 0.3055304521979286
PIM -0.24633282970211268
SGK -0.2164426916822003
BARK2 0.1601546161658367
PDK1 -0.1549016850873531
ATM -0.13581317218426872
CAMK1 -0.07351402817104179
GSK -0.06465993590168591
NEK -0.059556001280915975
IRAK -0.05797795257526309
AMPK 0.018638231268018644
