Barcode,Peptide,LFC,totalMeanLFC,LFC_SD
710144413,ACM5_494_506,-0.6254233806411778,-0.05979692044169749,0.7999166112511906
710144413,ACM5_498_510,-0.38119404430704984,-0.0336516342425528,0.49149918981304336
710144413,ADDB_706_718,-0.09149835448549659,-0.10553998511908458,0.019857864479853646
710144413,ADRB2_338_350,-0.22995138713518504,0.022966896940909365,0.3576804675125439
710144413,ANDR_785_797,-0.7428904281233115,-0.4174136931284689,0.46029361286662024
710144413,ANXA1_209_221,0.0871984419018692,0.12021638326059514,0.04669442047114975
710144413,BAD_112_124,-0.2577294302498032,-0.043206111659812585,0.30338178659524906
710144413,BAD_69_81,-0.31106710225559553,0.0010039930388969776,0.44133517539009787
710144413,BAD_93_105,-0.5985943663089226,-0.25613037797241955,0.484317216929864
710144413,CAC1C_1974_1986,-0.05247701122913462,0.16305252461988395,0.30480479268966026
710144413,CDN1A_139_151,-0.20340857008047664,-0.30620909765437077,0.1453819003141104
710144413,CENPA_1_14,-0.47149448099885216,-0.10238986433855457,0.5219927548155151
710144413,CFTR_730_742,0.017337767419738803,0.15810021481042025,0.199068162172731
710144413,CFTR_761_773,0.3015137962472476,0.24576510781451422,0.07884055126608365
710144413,CGHB_109_121,-0.09702445439486462,-0.046462943090622044,0.07150477502054041
710144413,CREB1_126_138,-0.18782467325087548,0.01530893093248853,0.28727429800984144
710144413,CSF1R_701_713,-0.0931898917156051,0.10320216935236814,0.27774031630473284
710144413,DESP_2842_2854,-0.13849318887786044,0.07825465379574581,0.30652773872412387
710144413,E1A_ADE05_212_224,0.19836696950623267,0.13483813437974002,0.0898433402376502
710144413,EPB42_241_253,-0.20958395083452874,-0.04380949082109176,0.23444048964607891
710144413,ERBB2_679_691,-0.3174821898561704,0.07932594175216723,0.5611714413804391
710144413,ESR1_160_172,-0.4167792758701969,-0.14209741972815282,0.3884588062938942
710144413,F263_454_466,0.17182812469875763,0.22330361207075633,0.07279733237124554
710144413,FOXO3_25_37,-1.209105803642907,-0.5408385592750429,0.9450726002747287
710144413,FRAP_2443_2455,0.1230420769708207,0.34720063794607814,0.31700807705324546
710144413,GBRB2_427_439,-0.21477407503248802,-0.1518395253069147,0.08900289376374974
710144413,GPR6_349_361,0.10092890885078099,0.3456832698190442,0.34613493673127793
710144413,GPSM2_394_406,0.07973083483521304,0.3436522708683736,0.3732412742390789
710144413,GRIK2_708_720,-0.19193015714240858,-0.09248412304461251,0.14063793014532044
710144413,GYS2_1_13,-0.7476507508474439,-0.2715778387327794,0.6732687689910131
710144413,K6PL_766_778,-0.26735733992722954,-0.06252755560656253,0.2896730589642432
710144413,KAP2_92_104,-0.26771816348128397,-0.11182369271775183,0.2204680748527631
710144413,KAP3_107_119,-0.10226593280657603,0.017371926835900275,0.16919348367967876
710144413,KCC2G_278_289,-0.3628926954491094,-0.17452565543687903,0.26639122268937165
710144413,KCNA1_438_450,0.06436881911971959,0.17866136896658658,0.1616340740716423
710144413,KCNA2_442_454,0.06446101588872422,0.12869964736732875,0.09084714386532976
710144413,KCNA3_461_473,0.1939418825608481,0.15549065187553368,0.05437825192510817
710144413,KCNA6_504_516,-0.04628213876052634,0.07154408234117415,0.1666314398851958
710144413,KIF2C_105_118_S106G,0.03353863045300631,0.10403570650543115,0.09969792106098672
710144413,KPB1_1011_1023,0.0829432532715435,0.2549824348618852,0.24330014386462895
710144413,KPCB_19_31_A25S,-0.6672920663593951,0.024886985184553234,0.9788890022839973
710144413,KS6A1_374_386,0.042310804857964346,0.12856002738767414,0.12197482024565069
710144413,LIPS_944_956,0.11250535940121154,0.12914357993152903,0.02352999712772947
710144413,MPIP1_172_184,-0.07327464495243508,0.07518532984704773,0.2099541098309965
710144413,MYPC3_268_280,0.0527665170323246,0.18472588789363975,0.1866187319542929
710144413,NCF1_296_308,-0.18558191907582255,0.058695132810008044,0.34545991975345786
