Group,Barcode,SampleName,Peptide,slope,r.seq,nobs
CTL_195,710317303,CTL_195_710317303,FIBA_569_581,2.072979445357106,0.977378144654088,5
CTL_195,710317303,CTL_195_710317303,PLEK_106_118,7.092258507851989,0.9999765596843779,5
CTL_195,710317303,CTL_195_710317303,GRIK2_708_720,3.602996423551418,0.9943084558030256,5
CTL_195,710317303,CTL_195_710317303,ACM1_421_433,4.7659349946776235,0.9970338759559828,5
CTL_195,710317303,CTL_195_710317303,FOXO3_25_37,7.068524804498652,0.9998709091853824,5
CTL_195,710317303,CTL_195_710317303,RBL2_655_667,3.7659349946776235,0.9988106674864543,5
CTL_195,710317303,CTL_195_710317303,KAP2_92_104,5.178218541632181,0.9996012518899141,5
CTL_195,710317303,CTL_195_710317303,RS6_228_240,3.5247449778870497,0.997266295025729,5
CTL_195,710317303,CTL_195_710317303,ACM1_444_456,3.793679985160528,0.9973507366244508,5
CTL_195,710317303,CTL_195_710317303,BAD_112_124,2.0402638702137272,0.9853618080033174,5
CTL_195,710317303,CTL_195_710317303,CENPA_1_14,4.988899006766751,0.9994985726434503,5
CTL_195,710317303,CTL_195_710317303,NEK2_172_184,2.9159357352115256,0.9706970818418977,5
CTL_195,710317303,CTL_195_710317303,PPR1A_28_40,7.554733635163221,0.9999722569024927,5
CTL_195,710317303,CTL_195_710317303,ADRB2_338_350,3.2944473584652556,0.9984122881512388,5
CTL_195,710317303,CTL_195_710317303,KCC2G_278_289,1.937415462621977,0.9842130403630284,5
CTL_195,710317303,CTL_195_710317303,RYR1_4317_4329,4.171436468359912,0.9998848848300134,5
CTL_195,710317303,CTL_195_710317303,ACM4_456_468,4.768933322824842,0.999155417529991,5
CTL_195,710317303,CTL_195_710317303,BAD_69_81,2.9159357352115256,0.986558145270687,5
CTL_195,710317303,CTL_195_710317303,KAPCG_192_206,2.3648366863566537,0.990287005049163,5
CTL_195,710317303,CTL_195_710317303,MARCS_152_164,3.388423506674269,0.9985897685275238,5
CTL_195,710317303,CTL_195_710317303,NEK3_158_170,2.0402638702137272,0.9746513535684987,5
CTL_195,710317303,CTL_195_710317303,PRKDC_2618_2630,2.860794181019065,0.9917369195771444,5
CTL_195,710317303,CTL_195_710317303,ACM5_494_506,6.9655665029361264,0.9998973608241032,5
CTL_195,710317303,CTL_195_710317303,BAD_93_105,7.864536582704881,0.9999705327953734,5
CTL_195,710317303,CTL_195_710317303,CSF1R_701_713,3.5365221456634033,0.9925341800719029,5
CTL_195,710317303,CTL_195_710317303,GPR6_349_361,3.072979445357106,0.9955257494619888,5
CTL_195,710317303,CTL_195_710317303,MARCS_160_172,4.850452236797606,0.9995514966501203,5
CTL_195,710317303,CTL_195_710317303,NMDZ1_890_902,4.283306800860055,0.9928257140726378,5
CTL_195,710317303,CTL_195_710317303,CAC1C_1974_1986,3.5200070588803865,0.9949775253680725,5
CTL_195,710317303,CTL_195_710317303,ACM5_498_510,5.6676136808991044,0.9993178742019032,5
CTL_195,710317303,CTL_195_710317303,MBP_222_234,6.276300011754996,0.9993369993000475,5
CTL_195,710317303,CTL_195_710317303,NOS3_1171_1183,6.503900724094206,0.9999775248069942,5
CTL_195,710317303,CTL_195_710317303,STK6_283_295,7.0709563135701,0.9999695951787091,5
CTL_195,710317303,CTL_195_710317303,VASP_271_283,5.030302760163526,0.998596556637062,5
CTL_195,710317303,CTL_195_710317303,ADDB_696_708,1.6208076996678786,0.9829448760636329,5
CTL_195,710317303,CTL_195_710317303,GSUB_61_73,2.92313123661573,0.9804283200873627,5
CTL_195,710317303,CTL_195_710317303,NR4A1_344_356,4.57357574041935,0.9993311204673372,5
CTL_195,710317303,CTL_195_710317303,CGHB_109_121,6.693618452285079,0.9998287784434917,5
CTL_195,710317303,CTL_195_710317303,NCF1_296_308,3.7778910993563954,0.9952340601815238,5
CTL_195,710317303,CTL_195_710317303,ADDB_706_718,3.193920482511291,0.9951137998138591,5
CTL_195,710317303,CTL_195_710317303,GYS2_1_13,7.899385425951649,0.9999444585334617,5
CTL_195,710317303,CTL_195_710317303,RAP1B_172_184,3.199857507519143,0.9944192872117401,5
CTL_195,710317303,CTL_195_710317303,CREB1_126_138,3.7838321992041806,0.9984823218601863,5
CTL_195,710317303,CTL_195_710317303,NCF1_321_333,3.280508167507382,0.996861610163121,5
CTL_195,710317303,CTL_195_710317303,CFTR_761_773,5.885408599807855,0.9994154619032055,5
CTL_195,710317303,CTL_195_710317303,CA2D1_494_506,5.914131238364778,0.9997656802857253,5
CTL_195,710317303,CTL_195_710317303,H2B1B_ 27_40,2.7719254325200064,0.981162024558251,5
CTL_195,710317303,CTL_195_710317303,KIF2C_105_118_S106G,4.180472166210551,0.9974198356211728,5
CTL_195,710317303,CTL_195_710317303,MP2K1_287_299,4.966437432658253,0.9995118293113554,5
CTL_195,710317303,CTL_195_710317303,P53_12_24,1.3273619809379908,0.9535849056603775,5
CTL_195,710317303,CTL_195_710317303,RB_242_254,4.136265690091081,0.9962998222171245,5
CTL_195,710317303,CTL_195_710317303,ANDR_785_797,5.403293450523074,0.9986896668089288,5
CTL_195,710317303,CTL_195_710317303,CD27_212_224,4.543542573341176,0.998768289334327,5
CTL_195,710317303,CTL_195_710317303,ERBB2_679_691,6.776401993728692,0.9998705586740942,5
CTL_195,710317303,CTL_195_710317303,H32_3_18,3.2999855420066857,0.9963580517770951,5
CTL_195,710317303,CTL_195_710317303,KPCB_19_31_A25S,5.587229107693101,0.9988282932713017,5
CTL_195,710317303,CTL_195_710317303,RB_350_362,1.7877793837208438,0.9430864545198535,5
CTL_195,710317303,CTL_195_710317303,TOP2A_1463_1475,4.444507054082283,0.9982803727108492,5
CTL_195,710317303,CTL_195_710317303,E1A_ADE05_212_224,6.873618221376648,0.9998857124810772,5
CTL_195,710317303,CTL_195_710317303,KAP3_107_119,5.943178271185267,0.999919228809081,5
CTL_195,710317303,CTL_195_710317303,CDC2_154_169,1.979438677517684,0.9056811113414887,5
CTL_195,710317303,CTL_195_710317303,IF4E_203_215,3.1577759187761965,0.9862854875683301,5
CTL_195,710317303,CTL_195_710317303,KPCB_626_639,1.3806040022149704,0.9711371749107598,5
CTL_195,710317303,CTL_195_710317303,MPIP1_172_184,4.440751663569031,0.9986514296052283,5
CTL_195,710317303,CTL_195_710317303,EPB42_241_253,4.393613062776833,0.9989342520445618,5
CTL_195,710317303,CTL_195_710317303,PTN12_32_44,5.286100015751735,0.9993933473857386,5
CTL_195,710317303,CTL_195_710317303,KCNA6_504_516,4.234975550774061,0.9980100001002014,5
CTL_195,710317303,CTL_195_710317303,CDK7_163_175,3.202816882999687,0.9768006562756358,5
CTL_195,710317303,CTL_195_710317303,ESR1_160_172,5.506298223675272,0.9992322314704171,5
CTL_195,710317303,CTL_195_710317303,KS6A1_374_386,4.522377963343134,0.998609306740083,5
CTL_195,710317303,CTL_195_710317303,MPIP3_208_220,2.375367353848823,0.9773197208581029,5
CTL_195,710317303,CTL_195_710317303,RB_803_815,5.451988635451736,0.9998495321564643,5
CTL_195,710317303,CTL_195_710317303,GBRB2_427_439,5.005942265115343,0.9989215868620278,5
CTL_195,710317303,CTL_195_710317303,PYGL_8_20,4.411630897835594,0.999053070454385,5
SCZ_565,710317303,SCZ_565_710317303,FIBA_569_581,1.5758602936139041,0.9235664076951535,5
SCZ_565,710317303,SCZ_565_710317303,PLEK_106_118,5.2593435575093395,0.9997792232053394,5
SCZ_565,710317303,SCZ_565_710317303,GRIK2_708_720,2.283306800860055,0.9811910377358491,5
SCZ_565,710317303,SCZ_565_710317303,ACM1_421_433,3.9742522308023487,0.9933418272396712,5
SCZ_565,710317303,SCZ_565_710317303,FOXO3_25_37,6.161963715739629,0.9998024973498546,5
SCZ_565,710317303,SCZ_565_710317303,RBL2_655_667,3.1759613911729816,0.9951897636087617,5
SCZ_565,710317303,SCZ_565_710317303,KAP2_92_104,4.239305804272795,0.9981879221374349,5
