Kinase,Z,method,AvgZ
CK1,-3.36,710317303>0.15,-3.2399999999999998
CDK,-3.34,710317303>0.15,-3.1
STE7,-3.12,710317303>0.15,-3.5300000000000002
PLK,-3.03,710317303>0.15,-2.8225
JNK,-2.98,710317303>0.15,-2.7375
P38,-2.98,710317303>0.15,-2.895
PKCH,2.78,710317303>0.15,2.23
PKCD,2.74,710317303>0.15,2.805
NMO,-2.73,710317303>0.15,-2.6325000000000003
RAD53,2.32,710317303>0.15,2.495
DYRK,-2.23,710317303>0.15,-2.385
PKCI,2.18,710317303>0.15,2.1575
DMPK,2.07,710317303>0.15,2.4575
ERK,-2,710317303>0.15,-2.15
FRAY,1.96,710317303>0.15,1.77
STKR,-1.92,710317303>0.15,-1.8074999999999999
RIPK,-1.76,710317303>0.15,-1.525
GRK,-1.72,710317303>0.15,-1.6325
AUR,1.65,710317303>0.15,1.76
PEK,-1.61,710317303>0.15,-1.59
MARK,-1.59,710317303>0.15,-1.5325
IKK,-1.58,710317303>0.15,-1.3475000000000001
PAKA,1.52,710317303>0.15,1.6225
NAK,-1.45,710317303>0.15,-1.3925
PAKB,1.43,710317303>0.15,1.46
TLK,-1.41,710317303>0.15,-1.3725
PIM,1.41,710317303>0.15,1.585
NUAK,-1.41,710317303>0.15,-1.38
TTK,-1.41,710317303>0.15,-1.365
PKN,1.39,710317303>0.15,1.44
PDK1,-1.35,710317303>0.15,-1.4500000000000002
NDR,-1.32,710317303>0.15,-1.245
PKA,1.24,710317303>0.15,1.4525000000000001
STE11,-1.23,710317303>0.15,-1.805
PKD,1.09,710317303>0.15,1.2275
MLK,1.07,710317303>0.15,1.2225000000000001
BRSK,1.04,710317303>0.15,1.0575
KHS,-1.03,710317303>0.15,-0.97
PASK,1.02,710317303>0.15,1.05
WNK,1,710317303>0.15,1.0425
CLK,-1,710317303>0.15,-0.96
NIK,-0.99,710317303>0.15,-0.9550000000000001
MOS,-0.99,710317303>0.15,-0.95
TAO,-0.97,710317303>0.15,-0.955
SLK,-0.96,710317303>0.15,-0.9450000000000001
CAMKK,-0.96,710317303>0.15,-0.95
BUD32,-0.96,710317303>0.15,-0.9325
ULK,-0.96,710317303>0.15,-0.9450000000000001
PDHK,0.94,710317303>0.15,0.5325
ATM,-0.92,710317303>0.15,-0.895
PHK,0.9,710317303>0.15,1.23
PKG,0.9,710317303>0.15,1.05
AKT,0.85,710317303>0.15,1.0899999999999999
CHK1,-0.81,710317303>0.15,-0.6900000000000001
ATR,-0.78,710317303>0.15,-0.67
CAMK2,-0.69,710317303>0.15,-1.21
CK2,-0.68,710317303>0.15,-0.6
GSK,-0.65,710317303>0.15,-0.5975
BARK2,0.63,710317303>0.15,0.6699999999999999
CAMK1,-0.63,710317303>0.15,-0.7225
QIK,-0.6,710317303>0.15,-0.33749999999999997
MST,-0.56,710317303>0.15,-0.94
MELK,0.56,710317303>0.15,0.41500000000000004
PRKDC,-0.5,710317303>0.15,-0.41500000000000004
IRAK,-0.49,710317303>0.15,-0.665
COT,0.48,710317303>0.15,0.565
PKCA,0.4,710317303>0.15,0.845
VRK1,-0.38,710317303>0.15,-0.3225
MLCK,-0.38,710317303>0.15,-0.325
AMPK,-0.34,710317303>0.15,-0.30000000000000004
DAPK,-0.34,710317303>0.15,-0.18250000000000002
MTOR,0.33,710317303>0.15,0.14750000000000002
SGK,-0.29,710317303>0.15,-0.13499999999999998
LKB,-0.24,710317303>0.15,-0.94
NEK,-0.17,710317303>0.15,-0.5925
RSK,0.14,710317303>0.15,0.275
RAF,0.08,710317303>0.15,0.1325
MSN,0.03,710317303>0.15,0.0825
MAPKAPK,0.03,710317303>0.15,0.2625
HAL,-0.01,710317303>0.15,0.0475
