Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
MAPK9,P45984,CMGC,MAPK,0.4709757751900838,1.7982693714076938,2.2695407399542313,2.8639139026159026,0.5131691162202028,0.5134206799409512,0.010133528978734463,0.18601069782995303,6
CDK2,P24941,CMGC,CDK,0.44270609591322624,1.694954238151883,2.239577516576788,2.4211316713339714,0.5543413840481124,0.5500824963342895,0.011267957752523676,0.19643793308809998,4
MAPK10,P53779,CMGC,MAPK,0.38110116686687445,1.4272253462752473,1.8046539416515803,2.009128595198514,0.45649417042384566,0.45952659054246414,0.004548630177927754,0.2039227923166687,9
MAPK8,P45983,CMGC,MAPK,0.38110116686687445,1.4320548678064795,1.8046539416515803,2.009128595198514,0.45649417042384566,0.458515783836258,0.004011514752266773,0.2039227923166687,9
RPS6KB2,Q9UBS0,AGC,RSK,0.39878407168415836,1.4991784928682779,1.783464642581642,2.3914739664228057,0.40373285162388184,0.4187520864047415,0.04623545566840225,0.19046138452358072,21
PRKCA,P17252,AGC,PKC,0.3963662604498981,1.0842835233047636,1.408935392973501,1.7990401216081546,0.3801248326569631,0.3840352480281482,0.007697110667057316,0.18173687778669914,21
PRKY,O43930,AGC,PKA,0.4503587505900082,1.1466673450833056,1.3940918866377396,2.432268037451931,0.46529893221340496,0.4508969986403403,0.04774716197247123,0.24546683968886285,8
PRKX,P51817,AGC,PKA,0.3539738897747452,0.9654365860841753,1.2907979028389653,2.051587034221399,0.3791550591429401,0.37255289792821505,0.041646616432831594,0.1779210411953844,28
MAPK12,P53778,CMGC,MAPK,0.43347245867141,0.8431852523463393,1.259048825732435,1.349498205121633,0.4789813453304941,0.4789813453304941,0,0.14372078534642277,3
MAPK13,O15264,CMGC,MAPK,0.37155799195451955,0.7371656333607349,1.2235603429230504,1.3290865150005395,0.42453635731739486,0.40458977961636844,0.029919866551539658,0.18266137514321532,7
PRKG2,Q13237,AGC,PKG,0.3755383501122899,0.734719455035823,1.1325560837158628,1.2533658010624213,0.35532650114399006,0.35361924281085155,0.005717987367452726,0.16930641716301587,30
MAPK3,P27361,CMGC,MAPK,0.37641428608277805,0.6679124628190136,1.1151366943803092,1.2735336089270084,0.41047561810176514,0.39608945676957513,0.02554785365609242,0.15209968615510538,6
PRKACA,P17612,AGC,PKA,0.37386741133383644,0.8461296629048389,1.0990432867689117,2.1056839373155616,0.3397444011378166,0.33904446772436136,0.007233189472300087,0.16486011216737845,49
CDK4,P11802,CMGC,CDK,0.4067139329795427,0.6861327796308466,1.0928467126103893,1.0928467126103893,0.4205881449680948,0.4205881449680948,NA,0.22727452235445955,4
NPR2,P20594,RGC,RGC,0.4165278961419634,0.6580972734297694,1.0670597208776065,1.0928467126103893,0.4109885469133543,0.41048822127872125,8.665894195135939e-4,0.2429170094824668,5
RPS6KA4,O75676,AGC-CAMK,RSK,0.4365253988387132,0.6292508672569348,1.065776266095648,1.0800437421790814,0.4242462120787757,0.4242462120787757,0,0.18786580632016806,3
PSKH1,P11801,CAMK,PSK,0.38381122841308374,0.6014753137344114,0.9911106982016815,1.0733489229111113,0.42413073166722937,0.42413073166722937,0.03264155936659853,0.17170426372339304,4
SGK2,Q9HBY8,AGC,SGK,0.32507695495933736,0.522262054405894,0.9746941347352298,1.2331114743275562,0.3572064411735307,0.34292712066079134,0.035847053936703226,0.1785344593603282,13
CSNK1A1,P48729,CK1,CK1,0.38110116686687445,0.6458775661569065,0.9616978278004754,1.2494607505088835,0.3976669883288955,0.38470228103752746,0.03252088114818033,0.19962090946880076,8
PRKCB,P05771,AGC,PKC,0.3537713175462819,0.5571254017511258,0.9613957320092701,1.1004859090529653,0.36777062554241374,0.35350209811559,0.02080866728374707,0.18095912753629362,16
