Kinase,Z,method,AvgZ
PKCI,2.9,710230321>0.15,2.0025
MSN,2.5,710230321>0.15,2.0975
DYRK,-2.21,710230321>0.15,-1.4449999999999998
NMO,-2.11,710230321>0.15,-1.2249999999999999
PLK,-1.92,710230321>0.15,-1.45
ERK,-1.92,710230321>0.15,-1.055
PKA,1.8,710230321>0.15,0.9274999999999999
HAL,1.77,710230321>0.15,-0.09500000000000003
PKCD,1.7,710230321>0.15,0.6625000000000001
GRK,-1.69,710230321>0.15,-1.4475
PIM,1.62,710230321>0.15,0.5125
DMPK,1.54,710230321>0.15,0.9225
AKT,1.53,710230321>0.15,1.245
JNK,-1.52,710230321>0.15,-1.0225
CDK,-1.43,710230321>0.15,-1.2325
STKR,-1.41,710230321>0.15,-1.405
P38,-1.31,710230321>0.15,-0.33499999999999996
MOS,1.27,710230321>0.15,1.14
TAO,1.26,710230321>0.15,1.8475
CHK1,-1.25,710230321>0.15,-1.585
BUD32,1.24,710230321>0.15,0.44749999999999995
SLK,1.22,710230321>0.15,0.4425
SGK,1.17,710230321>0.15,0.63
NAK,-1.17,710230321>0.15,-0.845
TLK,-1.17,710230321>0.15,-0.8475
STE7,-1.15,710230321>0.15,-1.3475000000000001
AUR,1.05,710230321>0.15,0.5075000000000001
PKG,1.05,710230321>0.15,0.55
RSK,1.02,710230321>0.15,0.555
NDR,0.99,710230321>0.15,1.05
PKCA,0.97,710230321>0.15,0.8875
BARK2,0.96,710230321>0.15,0.1975
VRK1,0.96,710230321>0.15,0.475
MLK,0.95,710230321>0.15,0.15749999999999997
MLCK,0.93,710230321>0.15,0.7925
PKCH,0.88,710230321>0.15,0.66
LKB,-0.88,710230321>0.15,-1.215
PASK,-0.84,710230321>0.15,-0.5925
KHS,-0.83,710230321>0.15,-0.595
CLK,-0.83,710230321>0.15,-0.585
CAMKK,-0.82,710230321>0.15,-0.59
NIK,-0.82,710230321>0.15,-0.5825
WNK,-0.82,710230321>0.15,-0.585
BRSK,-0.8,710230321>0.15,-0.5875
ULK,-0.79,710230321>0.15,-0.58
PRKDC,0.76,710230321>0.15,-0.555
PAKA,0.74,710230321>0.15,0.43500000000000005
RAD53,0.74,710230321>0.15,0.5925
RAF,0.72,710230321>0.15,1.205
IKK,-0.71,710230321>0.15,-0.8075
AMPK,0.68,710230321>0.15,0.16000000000000003
PDK1,-0.68,710230321>0.15,0.7625
GSK,-0.65,710230321>0.15,-0.5075000000000001
QIK,0.65,710230321>0.15,-0.35000000000000003
CAMK1,-0.65,710230321>0.15,-1.1125
PEK,0.58,710230321>0.15,0.655
ATM,-0.56,710230321>0.15,-0.6375000000000001
PHK,0.56,710230321>0.15,-0.24749999999999994
FRAY,-0.47,710230321>0.15,-0.15999999999999998
MST,0.45,710230321>0.15,-0.2475
MTOR,0.45,710230321>0.15,0.445
CAMK2,-0.43,710230321>0.15,-0.555
PKD,-0.4,710230321>0.15,-0.6625
RIPK,-0.39,710230321>0.15,-0.505
MARK,-0.32,710230321>0.15,-0.035
IRAK,-0.3,710230321>0.15,0.3625
NUAK,0.3,710230321>0.15,-0.10250000000000004
PAKB,0.28,710230321>0.15,0.9125
PKN,0.28,710230321>0.15,0.37249999999999994
CK1,0.27,710230321>0.15,0.2325
NEK,0.27,710230321>0.15,0.05750000000000002
DAPK,0.27,710230321>0.15,-0.225
TTK,0.26,710230321>0.15,-0.09250000000000005
MAPKAPK,0.21,710230321>0.15,-0.1875
CK2,-0.13,710230321>0.15,-0.5549999999999999
PDHK,0.12,710230321>0.15,-0.10749999999999998
ATR,-0.09,710230321>0.15,-0.6025
MELK,-0.07,710230321>0.15,0.32
STE11,0.04,710230321>0.15,-0.5
COT,-0.02,710230321>0.15,0.245
PKCI,2.92,710230321>0.2,2.0025
DYRK,-2.36,710230321>0.2,-1.4449999999999998
PKA,2.15,710230321>0.2,0.9274999999999999
CHK1,-1.95,710230321>0.2,-1.585
STKR,-1.94,710230321>0.2,-1.405
GRK,-1.83,710230321>0.2,-1.4475
MSN,1.82,710230321>0.2,2.0975
PLK,-1.8,710230321>0.2,-1.45
ERK,-1.79,710230321>0.2,-1.055
PKCD,1.73,710230321>0.2,0.6625000000000001
JNK,-1.68,710230321>0.2,-1.0225
NMO,-1.64,710230321>0.2,-1.2249999999999999
AKT,1.62,710230321>0.2,1.245
STE7,-1.59,710230321>0.2,-1.3475000000000001
TAO,1.46,710230321>0.2,1.8475
MOS,1.43,710230321>0.2,1.14
BUD32,1.41,710230321>0.2,0.44749999999999995
SLK,1.41,710230321>0.2,0.4425
NDR,1.38,710230321>0.2,1.05
DMPK,1.32,710230321>0.2,0.9225
BARK2,1.3,710230321>0.2,0.1975
IKK,-1.28,710230321>0.2,-0.8075
PKCA,1.25,710230321>0.2,0.8875
PIM,1.22,710230321>0.2,0.5125
CDK,-1.18,710230321>0.2,-1.2325
PAKA,1.07,710230321>0.2,0.43500000000000005
LKB,-1.06,710230321>0.2,-1.215
TLK,-1.04,710230321>0.2,-0.8475
PKCH,1.03,710230321>0.2,0.66
NAK,-1.01,710230321>0.2,-0.845
HAL,-0.97,710230321>0.2,-0.09500000000000003
PKG,0.97,710230321>0.2,0.55
RSK,0.96,710230321>0.2,0.555
CAMK1,-0.86,710230321>0.2,-1.1125
CAMK2,-0.83,710230321>0.2,-0.555
RIPK,-0.82,710230321>0.2,-0.505
SGK,0.8,710230321>0.2,0.63
PHK,0.8,710230321>0.2,-0.24749999999999994
PEK,0.76,710230321>0.2,0.655
ATR,-0.74,710230321>0.2,-0.6025
BRSK,-0.7,710230321>0.2,-0.5875
MLK,0.7,710230321>0.2,0.15749999999999997
WNK,-0.69,710230321>0.2,-0.585
CAMKK,-0.69,710230321>0.2,-0.59
