Kinase,Z,method,AvgZ
PKCD,2.95,710317316>0.15,2.44
CK1,-2.49,710317316>0.15,-1.72
JNK,-2.45,710317316>0.15,-1.7375
STE7,-2.34,710317316>0.15,-1.4749999999999999
MLK,2.32,710317316>0.15,1.7675
AUR,2.32,710317316>0.15,1.8575
DMPK,2.13,710317316>0.15,1.955
PAKB,2.11,710317316>0.15,2.295
DYRK,-1.99,710317316>0.15,-1.2349999999999999
ERK,-1.79,710317316>0.15,-1.4625
NMO,-1.64,710317316>0.15,-1.0225
DAPK,1.62,710317316>0.15,1.7775
PAKA,1.5,710317316>0.15,1.6975
PASK,1.46,710317316>0.15,2.0675
PKA,1.41,710317316>0.15,1.375
BUD32,1.41,710317316>0.15,2.04
GSK,-1.41,710317316>0.15,-0.8049999999999999
MSN,-1.39,710317316>0.15,-1.075
NDR,1.38,710317316>0.15,1.585
CAMK2,-1.38,710317316>0.15,-1.1400000000000001
P38,-1.37,710317316>0.15,-0.9450000000000001
CHK1,-1.33,710317316>0.15,-0.5475
VRK1,1.31,710317316>0.15,0.8975
BARK2,1.3,710317316>0.15,2.0575
PKCA,1.25,710317316>0.15,1.1475
IKK,1.24,710317316>0.15,1.7425
AKT,1.23,710317316>0.15,1.4325
CK2,-1.2,710317316>0.15,-0.62
PHK,1.19,710317316>0.15,1.5425
CDK,-1.18,710317316>0.15,-1.0474999999999999
GRK,-1.18,710317316>0.15,-1.28
STKR,-1.08,710317316>0.15,-1.035
TLK,-1.04,710317316>0.15,-0.765
PKCH,1.03,710317316>0.15,0.505
NAK,-1.01,710317316>0.15,-0.7675000000000001
MELK,0.99,710317316>0.15,1.195
HAL,-0.97,710317316>0.15,-0.76
MST,-0.94,710317316>0.15,-0.58
CAMK1,-0.86,710317316>0.15,-0.3625
PDHK,0.84,710317316>0.15,0.805
FRAY,0.82,710317316>0.15,0.5725
STE11,-0.82,710317316>0.15,-0.33749999999999997
RAF,-0.8,710317316>0.15,-0.42000000000000004
MARK,-0.8,710317316>0.15,-0.275
PEK,-0.79,710317316>0.15,0.12
PRKDC,0.74,710317316>0.15,0.7875
SLK,-0.71,710317316>0.15,-0.5425
BRSK,-0.7,710317316>0.15,-0.5475
MOS,-0.7,710317316>0.15,-0.535
WNK,-0.69,710317316>0.15,-0.5275
CAMKK,-0.69,710317316>0.15,-0.5325
ULK,-0.69,710317316>0.15,-0.5349999999999999
TAO,-0.69,710317316>0.15,-0.5425
NIK,-0.68,710317316>0.15,-0.5275000000000001
KHS,-0.68,710317316>0.15,-0.54
CLK,-0.66,710317316>0.15,-0.52
COT,-0.6,710317316>0.15,-0.4325
MAPKAPK,-0.58,710317316>0.15,-0.5675
RAD53,0.58,710317316>0.15,0.2825
TTK,0.58,710317316>0.15,1.0425
PKN,0.55,710317316>0.15,-0.3825
NUAK,0.52,710317316>0.15,1.04
ATR,0.5,710317316>0.15,0.77
PKD,0.46,710317316>0.15,0.915
MTOR,-0.43,710317316>0.15,0.16249999999999998
RIPK,0.41,710317316>0.15,0.6025
LKB,-0.39,710317316>0.15,-0.365
PDK1,-0.39,710317316>0.15,-0.3725
MLCK,0.38,710317316>0.15,-0.21500000000000002
NEK,-0.36,710317316>0.15,0.255
SGK,0.34,710317316>0.15,0.8525
PKCI,0.31,710317316>0.15,0.7
ATM,-0.3,710317316>0.15,0.21
PLK,-0.26,710317316>0.15,0.22500000000000003
IRAK,-0.24,710317316>0.15,-0.6775
PKG,0.23,710317316>0.15,0.45999999999999996
QIK,-0.23,710317316>0.15,-0.1225
AMPK,0.17,710317316>0.15,0.3825
RSK,-0.16,710317316>0.15,0.22500000000000003
PIM,0.15,710317316>0.15,0.6325000000000001
PKCD,3.4,710317316>0.2,2.44
MLK,2.81,710317316>0.2,1.7675
AUR,2.65,710317316>0.2,1.8575
JNK,-2.57,710317316>0.2,-1.7375
DMPK,2.41,710317316>0.2,1.955
CK1,-2.36,710317316>0.2,-1.72
PAKB,2.23,710317316>0.2,2.295
ERK,-2.13,710317316>0.2,-1.4625
STE7,-1.74,710317316>0.2,-1.4749999999999999
IKK,1.74,710317316>0.2,1.7425
DYRK,-1.68,710317316>0.2,-1.2349999999999999
BUD32,1.64,710317316>0.2,2.04
PASK,1.6,710317316>0.2,2.0675
DAPK,1.59,710317316>0.2,1.7775
VRK1,1.58,710317316>0.2,0.8975
NDR,1.56,710317316>0.2,1.585
PAKA,1.56,710317316>0.2,1.6975
BARK2,1.5,710317316>0.2,2.0575
PKA,1.48,710317316>0.2,1.375
NMO,-1.47,710317316>0.2,-1.0225
PKCA,1.47,710317316>0.2,1.1475
P38,-1.45,710317316>0.2,-0.9450000000000001
PHK,1.45,710317316>0.2,1.5425
CDK,-1.38,710317316>0.2,-1.0474999999999999
MELK,1.37,710317316>0.2,1.195
MSN,-1.27,710317316>0.2,-1.075
FRAY,1.23,710317316>0.2,0.5725
CHK1,-1.13,710317316>0.2,-0.5475
AKT,1.11,710317316>0.2,1.4325
MAPKAPK,-1.09,710317316>0.2,-0.5675
