Kinase,Z,method,AvgZ
P38,-2.4,710317305>0.15,-1.4024999999999999
JNK,-2.38,710317305>0.15,-1.65
CK1,-2.37,710317305>0.15,-1.975
STE7,-2.36,710317305>0.15,-2.0425
PKCD,2.2,710317305>0.15,2.0625
AUR,2.17,710317305>0.15,0.8225
PLK,-2.12,710317305>0.15,-2.2075
RIPK,-2.02,710317305>0.15,-1.6475
PAKB,1.94,710317305>0.15,1.835
NMO,-1.77,710317305>0.15,-1.0125
PIM,1.71,710317305>0.15,1.0625
FRAY,1.62,710317305>0.15,1.8850000000000002
CDK,-1.62,710317305>0.15,-1.4675
NEK,-1.61,710317305>0.15,-1.255
PKCH,1.48,710317305>0.15,1.625
PDHK,1.44,710317305>0.15,1.1875
BRSK,1.43,710317305>0.15,1.2225
PASK,1.39,710317305>0.15,2.1125
WNK,1.39,710317305>0.15,2.0324999999999998
IKK,-1.37,710317305>0.15,-0.835
RSK,1.34,710317305>0.15,1.1725
PRKDC,-1.34,710317305>0.15,-1.0725
PKG,1.33,710317305>0.15,1.045
GRK,-1.31,710317305>0.15,-1.27
COT,1.28,710317305>0.15,0.95
BARK2,-1.25,710317305>0.15,-0.93
DYRK,-1.18,710317305>0.15,-0.3975
DMPK,1.17,710317305>0.15,0.6024999999999999
RAD53,1.14,710317305>0.15,0.9974999999999999
ERK,-1.12,710317305>0.15,-0.6200000000000001
STKR,-1.12,710317305>0.15,-1.01
NAK,-1.05,710317305>0.15,-0.7575000000000001
TLK,-1.03,710317305>0.15,-0.7475
TTK,-1.03,710317305>0.15,-0.765
PKN,-1.03,710317305>0.15,-0.77
NUAK,-1.02,710317305>0.15,-0.755
MLK,1.01,710317305>0.15,0.56
STE11,-0.96,710317305>0.15,-0.33999999999999997
MARK,-0.95,710317305>0.15,-0.6074999999999999
CHK1,-0.92,710317305>0.15,-1.04
PKA,0.9,710317305>0.15,0.38
ATR,-0.87,710317305>0.15,-0.6825
AMPK,0.85,710317305>0.15,0.057499999999999996
PKCI,0.78,710317305>0.15,0.5825
SLK,-0.74,710317305>0.15,-0.5475
