Kinase,Z,method,AvgZ
PKCD,2.42,710317302>0.15,1.5125
AUR,2.37,710317302>0.15,1.7000000000000002
PKCH,2.29,710317302>0.15,2.285
P38,-2,710317302>0.15,-1.9275
CK1,-1.87,710317302>0.15,-1.46
STKR,-1.82,710317302>0.15,-1.315
NMO,-1.64,710317302>0.15,-0.815
MST,1.57,710317302>0.15,0.905
WNK,1.53,710317302>0.15,2.2025
BUD32,1.5,710317302>0.15,0.059999999999999984
BRSK,1.48,710317302>0.15,0.04999999999999996
PASK,1.43,710317302>0.15,0.6599999999999999
COT,1.41,710317302>0.15,0.9075
VRK1,1.38,710317302>0.15,-0.10500000000000004
PLK,-1.36,710317302>0.15,-0.68
CDK,-1.32,710317302>0.15,-1.48
PDHK,1.3,710317302>0.15,1.3125
NEK,-1.27,710317302>0.15,-1.09
RAD53,1.19,710317302>0.15,0.8724999999999999
GRK,-1.17,710317302>0.15,-0.78
JNK,-1.17,710317302>0.15,-1.155
STE7,-1.14,710317302>0.15,-0.94
BARK2,-1.13,710317302>0.15,-0.845
DMPK,1.13,710317302>0.15,0.9824999999999999
PKCI,1.09,710317302>0.15,0.67
NAK,-0.97,710317302>0.15,-0.6925
FRAY,0.95,710317302>0.15,1.4575
TLK,-0.93,710317302>0.15,-0.68
PKCA,-0.91,710317302>0.15,0.025000000000000022
PEK,-0.9,710317302>0.15,-0.41000000000000003
ATM,0.85,710317302>0.15,-0.1225
PRKDC,0.81,710317302>0.15,0.2725
STE11,-0.81,710317302>0.15,-0.32
IRAK,-0.79,710317302>0.15,-0.2925
CAMK1,0.78,710317302>0.15,0.95
MARK,-0.76,710317302>0.15,-0.9875
MLK,0.74,710317302>0.15,0.135
RSK,-0.71,710317302>0.15,-0.275
ULK,-0.69,710317302>0.15,-0.475
CAMKK,-0.69,710317302>0.15,-0.4825
SLK,-0.69,710317302>0.15,-0.49
KHS,-0.69,710317302>0.15,-0.5025
CLK,-0.67,710317302>0.15,-0.48500000000000004
TAO,-0.67,710317302>0.15,-0.485
NIK,-0.67,710317302>0.15,-0.4925
MOS,-0.66,710317302>0.15,-0.48250000000000004
PKD,0.66,710317302>0.15,0.034999999999999996
PIM,0.64,710317302>0.15,0.395
TTK,0.62,710317302>0.15,-0.28500000000000003
AKT,0.62,710317302>0.15,0.6825
PKN,0.59,710317302>0.15,0.625
PAKB,0.59,710317302>0.15,1.2449999999999999
ATR,0.59,710317302>0.15,-0.07750000000000001
PDK1,-0.59,710317302>0.15,0.21000000000000002
NUAK,0.58,710317302>0.15,-0.315
HAL,0.57,710317302>0.15,1.2575
MLCK,-0.55,710317302>0.15,0.12499999999999999
NDR,-0.55,710317302>0.15,0.1125
ERK,-0.51,710317302>0.15,-1.1225
LKB,0.39,710317302>0.15,0.27999999999999997
CK2,-0.39,710317302>0.15,-0.235
IKK,-0.38,710317302>0.15,0.2575
MTOR,-0.38,710317302>0.15,-0.31000000000000005
RIPK,-0.34,710317302>0.15,-0.7875
PKA,-0.32,710317302>0.15,-0.20000000000000004
PHK,0.3,710317302>0.15,-0.2875
QIK,0.28,710317302>0.15,-0.5974999999999999
MSN,-0.28,710317302>0.15,-0.7100000000000001
PAKA,0.25,710317302>0.15,0.5875
GSK,0.25,710317302>0.15,0.10500000000000001
DAPK,0.25,710317302>0.15,0.08
RAF,0.23,710317302>0.15,0.065
AMPK,0.22,710317302>0.15,-0.4225
CAMK2,-0.2,710317302>0.15,0.32499999999999996
MELK,0.11,710317302>0.15,0.0475
MAPKAPK,-0.1,710317302>0.15,-1.11
SGK,-0.06,710317302>0.15,0.0050000000000000044
DYRK,0.04,710317302>0.15,-0.3975
PKG,0.04,710317302>0.15,0.53
CHK1,-0.03,710317302>0.15,-0.58
PKCH,3.39,710317302>0.2,2.285
PKCD,2.8,710317302>0.2,1.5125
P38,-2.41,710317302>0.2,-1.9275
CDK,-2.03,710317302>0.2,-1.48
PASK,1.92,710317302>0.2,0.6599999999999999
CK1,-1.91,710317302>0.2,-1.46
WNK,1.81,710317302>0.2,2.2025
DMPK,1.65,710317302>0.2,0.9824999999999999
JNK,-1.64,710317302>0.2,-1.155
PDHK,1.57,710317302>0.2,1.3125
STE7,-1.53,710317302>0.2,-0.94
STKR,-1.46,710317302>0.2,-1.315
CHK1,-1.38,710317302>0.2,-0.58
ERK,-1.36,710317302>0.2,-1.1225
MARK,-1.36,710317302>0.2,-0.9875
MAPKAPK,-1.28,710317302>0.2,-1.11
GRK,-1.23,710317302>0.2,-0.78
RIPK,-1.16,710317302>0.2,-0.7875
PKCI,1.12,710317302>0.2,0.67
NMO,-1.11,710317302>0.2,-0.815
AUR,1.09,710317302>0.2,1.7000000000000002
MSN,-1.09,710317302>0.2,-0.7100000000000001
PLK,-1,710317302>0.2,-0.68
COT,1,710317302>0.2,0.9075
NEK,-0.99,710317302>0.2,-1.09
BARK2,-0.97,710317302>0.2,-0.845
HAL,0.97,710317302>0.2,1.2575
PAKB,0.95,710317302>0.2,1.2449999999999999
PKN,0.9,710317302>0.2,0.625
MTOR,-0.9,710317302>0.2,-0.31000000000000005
PEK,-0.89,710317302>0.2,-0.41000000000000003
QIK,-0.85,710317302>0.2,-0.5974999999999999
FRAY,0.85,710317302>0.2,1.4575
RSK,-0.79,710317302>0.2,-0.275
AMPK,-0.78,710317302>0.2,-0.4225
NUAK,-0.77,710317302>0.2,-0.315
NAK,-0.77,710317302>0.2,-0.6925
TLK,-0.76,710317302>0.2,-0.68
PIM,0.76,710317302>0.2,0.395
TTK,-0.74,710317302>0.2,-0.28500000000000003
CAMK2,0.71,710317302>0.2,0.32499999999999996
CK2,-0.7,710317302>0.2,-0.235
CAMK1,0.7,710317302>0.2,0.95
MST,0.68,710317302>0.2,0.905
PAKA,0.67,710317302>0.2,0.5875
KHS,-0.56,710317302>0.2,-0.5025
BRSK,-0.55,710317302>0.2,0.04999999999999996
CLK,-0.55,710317302>0.2,-0.48500000000000004
NIK,-0.54,710317302>0.2,-0.4925
MOS,-0.54,710317302>0.2,-0.48250000000000004
SLK,-0.54,710317302>0.2,-0.49
TAO,-0.54,710317302>0.2,-0.485
CAMKK,-0.53,710317302>0.2,-0.4825
PKA,0.52,710317302>0.2,-0.20000000000000004
BUD32,-0.52,710317302>0.2,0.059999999999999984
ULK,-0.51,710317302>0.2,-0.475
PKG,0.49,710317302>0.2,0.53
IKK,-0.48,710317302>0.2,0.2575
PHK,-0.47,710317302>0.2,-0.2875
AKT,0.42,710317302>0.2,0.6825
LKB,0.35,710317302>0.2,0.27999999999999997
PKCA,-0.27,710317302>0.2,0.025000000000000022
PDK1,0.27,710317302>0.2,0.21000000000000002
RAF,-0.26,710317302>0.2,0.065
DAPK,-0.23,710317302>0.2,0.08
RAD53,0.21,710317302>0.2,0.8724999999999999
MELK,-0.19,710317302>0.2,0.0475
STE11,-0.18,710317302>0.2,-0.32
PRKDC,0.18,710317302>0.2,0.2725
VRK1,-0.16,710317302>0.2,-0.10500000000000004
NDR,-0.15,710317302>0.2,0.1125
GSK,0.14,710317302>0.2,0.10500000000000001
ATM,0.14,710317302>0.2,-0.1225
IRAK,-0.14,710317302>0.2,-0.2925
DYRK,-0.13,710317302>0.2,-0.3975
MLCK,-0.12,710317302>0.2,0.12499999999999999
PKD,0.1,710317302>0.2,0.034999999999999996
SGK,0.06,710317302>0.2,0.0050000000000000044
MLK,-0.05,710317302>0.2,0.135
ATR,0.04,710317302>0.2,-0.07750000000000001
WNK,2.53,710317302>0.3,2.2025
FRAY,2.38,710317302>0.3,1.4575
PKCH,2.24,710317302>0.3,2.285
PAKB,1.5,710317302>0.3,1.2449999999999999
PKN,1.48,710317302>0.3,0.625
P38,-1.47,710317302>0.3,-1.9275
HAL,1.45,710317302>0.3,1.2575
CDK,-1.39,710317302>0.3,-1.48
CK1,-1.37,710317302>0.3,-1.46
MAPKAPK,-1.37,710317302>0.3,-1.11
PDHK,1.35,710317302>0.3,1.3125
AUR,1.34,710317302>0.3,1.7000000000000002
NEK,-1.26,710317302>0.3,-1.09
QIK,-1.25,710317302>0.3,-0.5974999999999999
RIPK,-1.17,710317302>0.3,-0.7875
STKR,-1.08,710317302>0.3,-1.315
PKA,-1.04,710317302>0.3,-0.20000000000000004
MST,1.01,710317302>0.3,0.905
MARK,-1.01,710317302>0.3,-0.9875
ERK,-0.97,710317302>0.3,-1.1225
RAD53,0.9,710317302>0.3,0.8724999999999999
VRK1,-0.88,710317302>0.3,-0.10500000000000004
PAKA,0.88,710317302>0.3,0.5875
AMPK,-0.83,710317302>0.3,-0.4225
CAMK1,0.82,710317302>0.3,0.95
ATM,-0.8,710317302>0.3,-0.1225
MSN,-0.8,710317302>0.3,-0.7100000000000001
JNK,-0.76,710317302>0.3,-1.155
PDK1,0.74,710317302>0.3,0.21000000000000002
BARK2,-0.71,710317302>0.3,-0.845
ATR,-0.66,710317302>0.3,-0.07750000000000001
