HGNC,PTMSEA,KEA3,UKA,KRSA,CombinedScore,Percentile,Rescaled
SGK1,0.2571428571428571,0.6485714285714286,0.9150943396226416,0.02507836990595611,0.5074017539142706,83,0.4896309118328442
PIK3C2A,0,-1,-1,-1,0.2562474081209193,9,0.12833908580035241
CHEK1,0.3142857142857143,0.9171428571428571,-1,0.47648902821316613,0.5316846842001097,86,0.5245625161285115
AURKA,0.9,0.8914285714285715,-1,0.8652037617554859,0.6738640359518219,98,0.7290910798538535
DAPK3,0,0.3657142857142857,0.8018867924528302,0.03761755485893417,0.3463379273673627,40,0.2579365574425275
RPS6KA5,0.8714285714285714,0.8485714285714285,-1,0.677115987460815,0.6164829321689288,94,0.6465469227938001
CHEK2,0.7428571428571429,0.7542857142857143,-1,0.22570532915360503,0.47470776181278584,79,0.4425997841439122
RAF1,0.3,0.8342857142857143,0.22641509433962265,0.18808777429467088,0.4449611085349264,73,0.39980847727974184
PRKCG,0,0.8428571428571429,-1,0.23824451410658307,0.4217489348544263,65,0.36641718321823485
PRKCB,0.6,0.8828571428571429,-1,0.23824451410658307,0.5011512533320264,83,0.4806394099663615
CDK1,0.9142857142857144,0.8285714285714286,-1,0.890282131661442,0.6615236423435029,96,0.7113391141188959
ARAF,0.9285714285714286,0.7571428571428571,0.3962264150943397,0.18808777429467088,0.5425626826589156,87,0.5402107897601941
PIM1,0.6857142857142857,0.9142857142857144,0.2641509433962264,0.915360501567398,0.7183148291916283,99,0.7930346608716243
CDK4,0.45714285714285713,0.8457142857142858,0.12264150943396226,0.890282131661442,0.6212803097787054,95,0.6534480708162583
BRAF,0.9285714285714286,0.4371428571428572,0.3962264150943397,0.18808777429467088,0.4274266826589157,68,0.37458476584777756
PRKCA,0.6142857142857143,0.9285714285714286,-1,0.23824451410658307,0.5168559056952835,85,0.503230946304718
PRKACA,0.4,0.9771428571428572,-1,0.7899686520376176,0.6280504846949505,95,0.6631871372469946
PRKACG,0.4857142857142857,-1,-1,0.7899686520376176,0.39230201363463474,56,0.3240570484376601
PRKACB,0.4857142857142857,0.20857142857142855,-1,0.7899686520376176,0.4004387719984933,59,0.3357619794352803
RPS6KB1,0.2857142857142857,0.94,-1,0.677115987460815,0.579237838126586,91,0.5929689208093879
CDK2,0.8571428571428571,0.9342857142857144,0.7358490566037735,0.890282131661442,0.8621881210994601,100,1
MAPK3,0.7714285714285715,0.9685714285714284,-1,0.9404388714733544,0.699686461451779,99,0.7662372866296013
MAPK1,0.8285714285714286,0.9457142857142856,-1,0.9404388714733544,0.6990188979320077,99,0.7652769797621688
AKT1,0.2714285714285714,0.8571428571428571,-1,0.7272727272727273,0.5629934951713765,90,0.5696010260176545
AKT2,0.9714285714285714,0.9628571428571427,-1,0.7272727272727273,0.6738524163781765,97,0.7290743648057153
MAP3K8,0.22857142857142856,0.3628571428571429,-1,0.06269592476489028,0.2609295368115739,11,0.13507444536190893
PRKCI,0.4857142857142857,0.9685714285714284,-1,0.9529780564263324,0.6704849556144482,97,0.724230188032357
MTOR,0,0.6342857142857142,-1,0.16300940438871472,0.34099637352035483,39,0.2502525982534469
MAPK8,0.8,0.7114285714285714,-1,0.9780564263322884,0.6317142910649292,96,0.668457614608068
MAPK9,0,0.9257142857142856,-1,0.9780564263322884,0.6084353414529291,94,0.634970261694183
CSNK1A1,0,0.8657142857142858,-1,0.927899686520376,0.5789954503632816,91,0.5926202399321546
CSNK1D,0,0.7742857142857142,-1,0.927899686520376,0.5507793734864815,88,0.5520307056117728
MAPKAPK2,0.5857142857142857,0.6085714285714285,0.1320754716981132,0.26332288401253917,0.39593836488690226,56,0.3292880309232598
GSK3B,0,0.9828571428571428,-1,0.7774294670846394,0.5823780269439386,92,0.5974861611873091
CDK7,1,0.7657142857142857,0.660377358490566,0.890282131661442,0.8008371992665759,100,0.9117451601016009
CDK9,0.42857142857142855,0.7114285714285714,0.6981132075471698,0.890282131661442,0.7165046601830181,99,0.790430687348959
RPS6KA3,0.4142857142857143,0.96,-1,0.677115987460815,0.5997796302671003,93,0.6225188040454628
NEK2,0,0.8314285714285714,-1,0.21316614420062696,0.4127603799252025,63,0.35348692149604805
DAPK1,0.7857142857142857,0.6171428571428571,0.9716981132075472,0.03761755485893417,0.5826352157770661,92,0.5978561337747327
PRKAA2,0.6714285714285714,0.6942857142857143,-1,0.10031347962382443,0.42090016513998096,65,0.36519620669463787
CSNK2A1,0.9571428571428572,0.8971428571428571,-1,0.07523510971786834,0.5099753188879,84,0.4933330495991598
PRKDC,0.7285714285714285,0.8942857142857142,-1,0.15047021943573669,0.49993237964665727,82,0.47888602959741383
ATM,0.5714285714285714,0.6485714285714286,-1,0.6520376175548589,0.5157698262593051,85,0.5016685937943465
AURKB,0.9857142857142858,0.9085714285714286,-1,0.8652037617554859,0.6887342339153647,98,0.7504822326079192
CDK3,0,0.46,0.24528301886792453,0.890282131661442,0.454318557757142,75,0.4132694026952323
CDK6,0.42857142857142855,0.6057142857142858,0.05660377358490566,0.890282131661442,0.5143063960320746,84,0.4995634127058126
CDK5,0.34285714285714286,0.6885714285714286,0.37735849056603776,0.890282131661442,0.6150309566789749,94,0.6444582196321534
PRKCE,0.4714285714285714,0.7714285714285715,-1,0.664576802507837,0.5452396547483171,88,0.5440616812562691
PRKCQ,0.5428571428571428,0.9571428571428572,-1,0.8025078369905956,0.6405751297865339,96,0.6812041533621377
PRKCZ,0.7,0.8171428571428572,-1,0.9529780564263324,0.6477012871601053,96,0.6914553094867103
PRKCD,0.6285714285714286,0.7342857142857143,-1,0.8025078369905956,0.5813781259484767,92,0.5960477785252016
PRKAA1,0.3857142857142858,0.98,-1,0.10031347962382443,0.4771431268828382,81,0.44610311788251666
PAK1,0.35714285714285715,0.9371428571428572,0.2830188679245283,0.8401253918495298,0.6694520795781967,97,0.7227443699469731
PAK2,0.8428571428571429,0.43142857142857144,-1,0.8401253918495298,0.5200538981463696,85,0.5078313386596315
PRKG2,0.7571428571428571,0.3485714285714286,-1,0.7648902821316614,0.46851875896875517,78,0.433696748316374
ROCK1,0,0.7485714285714286,0.71698113207547165,0.877742946708464,0.6756704058673922,98,0.7316895882858898
ATR,0.6571428571428571,0.8628571428571429,0.7075471698113207,0,0.5771430350404313,91,0.5899554940268068
CAMK2G,0,0.9914285714285714,-1,0.0877742946708464,0.4348307878614834,71,0.3852357568960207
DYRK1A,0.5571428571428572,0.7285714285714285,0.6886792452830188,0.9655172413793104,0.7561135607398457,100,0.8474090842949158
