Kinase,Z,method,AvgZ
JNK,-3.19,710317316>0.15,-2.83
ERK,-3.12,710317316>0.15,-2.77
PLK,-3.04,710317316>0.15,-2.51
DYRK,-2.91,710317316>0.15,-2.41
DMPK,2.67,710317316>0.15,2.8325
CDK,-2.65,710317316>0.15,-2.7625
P38,-2.64,710317316>0.15,-2.13
PKG,2.64,710317316>0.15,2.665
CK1,-2.61,710317316>0.15,-2.125
PIM,2.51,710317316>0.15,2.4575
STE7,-2.44,710317316>0.15,-2.27
PKCI,2.41,710317316>0.15,2.52
PKA,2.36,710317316>0.15,2.175
PKCD,2.28,710317316>0.15,2.5774999999999997
STKR,-2.22,710317316>0.15,-1.865
PKCH,2.1,710317316>0.15,1.775
AKT,2.08,710317316>0.15,1.4
NMO,-2.08,710317316>0.15,-1.865
LKB,-2.08,710317316>0.15,-1.8625
PHK,1.94,710317316>0.15,2.3975
CAMK2,-1.93,710317316>0.15,-1.6375
PEK,-1.79,710317316>0.15,-1.655
AUR,1.78,710317316>0.15,2.005
PAKB,1.78,710317316>0.15,2.1225
PAKA,1.68,710317316>0.15,1.155
PDK1,-1.57,710317316>0.15,-1.8900000000000001
RSK,1.57,710317316>0.15,1.44
NEK,-1.55,710317316>0.15,-1.1
PKD,1.54,710317316>0.15,1.8925
PKCA,1.4,710317316>0.15,1.38
IKK,-1.27,710317316>0.15,-0.5325
BRSK,1.26,710317316>0.15,1.4675
WNK,1.25,710317316>0.15,-0.17250000000000001
PASK,1.24,710317316>0.15,1.5
STE11,-1.23,710317316>0.15,-0.7975
AMPK,1.19,710317316>0.15,1.3775
HAL,-1.17,710317316>0.15,-0.98
NUAK,-1.17,710317316>0.15,-0.985
NAK,-1.16,710317316>0.15,-0.975
TLK,-1.12,710317316>0.15,-0.9600000000000001
TTK,-1.09,710317316>0.15,-0.9600000000000001
GSK,-1.08,710317316>0.15,-0.61
GRK,-1.06,710317316>0.15,-1.3725
PRKDC,-1.02,710317316>0.15,-0.7025
COT,0.97,710317316>0.15,0.8925000000000001
BARK2,0.97,710317316>0.15,1.31
VRK1,-0.88,710317316>0.15,-0.8575
SGK,0.85,710317316>0.15,0.575
