HGNC,PTMSEA,KEA3,UKA,KRSA,CombinedScore,Percentile,Rescaled
SGK1,0.5967741935483871,0.6028571428571429,0.6666666666666666,0.5383411580594679,0.6019524974506538,94,0.5989254329764577
CHEK1,0.3064516129032258,0.9742857142857144,-1,0.6635367762128326,0.5891792636594592,92,0.580951940316873
AURKA,0.5806451612903226,0.9828571428571428,-1,0.5258215962441315,0.5924777168370237,92,0.5855932648979519
DAPK3,0,0.8114285714285714,0.9509803921568628,0.06259780907668232,0.5512014660775109,88,0.5275125625348039
RPS6KA5,0,0.8114285714285714,-1,0.9514866979655712,0.5673789133046829,89,0.5502761973152804
CHEK2,0.3387096774193548,0.84,-1,0.8888888888888888,0.6004191426994351,93,0.5967678164467605
RAF1,0.9193548387096774,0.5628571428571428,0,0.12519561815336464,0.3540951029330103,48,0.25015994932441227
PRKCG,0,0.6457142857142857,-1,0.7261345852895149,0.46716028926238434,80,0.40925641070339996
PRKCB,0.532258064516129,0.8457142857142858,-1,0.7261345852895149,0.5883697020500618,92,0.5798127887220735
CDK1,0.5,0.9514285714285714,-1,0.28794992175273865,0.5219618134331594,86,0.4863688168895671
ARAF,0.9838709677419356,0.5085714285714286,0.0196078431372549,0.12519561815336464,0.347987201604737,47,0.2415653896785327
PIM1,0.7903225806451613,0.96,0.931372549019608,0.7887323943661971,0.8869844224817597,100,1
CDK4,0,0.8657142857142858,0.6078431372549019,0.28794992175273865,0.5401415439565498,88,0.5119499076655486
SRC,0,0.9942857142857144,-1,-1,0.4513237037167447,77,0.38697240974401426
BRAF,0.9838709677419356,0.4171428571428571,0.0196078431372549,0.12519561815336464,0.315091201604737,35,0.19527671883800635
PRKCA,0.43548387096774194,0.9914285714285714,-1,0.7261345852895149,0.6225233028234296,95,0.6278710567247843
PRKACA,0.41935483870967744,0.9857142857142858,-1,0.9640062597809076,0.6707606532470616,98,0.6957468725072085
PRKACG,0.8548387096774194,-1,-1,0.9640062597809076,0.45562697416776543,78,0.3930276343745183
PRKACB,0.9193548387096774,0.18571428571428572,-1,0.9640062597809076,0.4797514679450615,81,0.42697372969466624
RPS6KB1,0.5645161290322581,0.9657142857142856,-1,0.9514866979655712,0.6780855449036378,98,0.706053885482457
CDK2,0.5,0.98,0.8921568627450981,0.28794992175273865,0.719167426309491,100,0.7638610865374509
MAPK3,0.6290322580645161,0.9257142857142856,-1,0.9890453834115804,0.681131023219909,98,0.7103392436820508
MAPK1,0.6290322580645161,0.8885714285714286,-1,0.9890453834115804,0.669668241988709,98,0.6942097170731019
AKT1,0.4516129032258064,0.9,-1,0.7762128325508607,0.6070158511721568,94,0.6060501871643167
AKT2,0.7419354838709677,0.8714285714285714,-1,0.7762128325508607,0.6306456423952536,96,0.639300175854622
MAP3K8,0.5483870967741935,0.5342857142857143,-1,0.4256651017214398,0.428625339209169,70,0.3550330516667569
PRKCI,0.9193548387096774,0.6257142857142857,-1,0,0.4056009033514064,64,0.32263487156252585
MTOR,0,0.6114285714285714,-1,0.6885758998435054,0.44839976298306794,75,0.3828580696972496
MAPK8,0.7580645161290323,0.7514285714285714,-1,0.9389671361502347,0.6308591590715301,96,0.6396006197732482
MAPK9,0,0.9342857142857144,-1,0.9389671361502347,0.6025677674577108,94,0.5997911926686607
CSNK1A1,0,0.88,-1,0.4507042253521127,0.4794810049553972,81,0.42659315539070475
CSNK1D,0,0.82,-1,0.4507042253521127,0.46096420450499714,78,0.400537766253172
MAPKAPK2,0.6612903225806451,0.6971428571428572,0.8725490196078431,0.8513302034428795,0.7764361618040522,100,0.844445158970601
GSK3B,0.24193548387096775,0.9485714285714286,-1,0.7136150234741784,0.5849389741391928,92,0.5749853375119076
RPS6KA3,0.6935483870967742,0.9771428571428572,-1,0.9514866979655712,0.6960335835119476,99,0.7313089575694313
DAPK1,0.2258064516129032,0.9171428571428571,0.4215686274509804,0.06259780907668232,0.4831835761344368,82,0.4318031231244774
PRKAA2,0.46774193548387094,0.7914285714285715,-1,0.863849765258216,0.5943973825570005,93,0.5882944679206856
CSNK2A1,0.25806451612903225,0.7571428571428571,-1,0.08763693270735524,0.3913392342946243,60,0.30256696954994355
PRKDC,0.4032258064516129,0.9571428571428572,-1,0.2378716744913928,0.5020035498882384,84,0.45828511395366833
ATM,0.3548387096774194,0.7085714285714285,-1,0.10015649452269172,0.3898917143530288,59,0.3005301330314728
AURKB,0.7096774193548387,0.9114285714285716,-1,0.5258215962441315,0.5848549357757333,91,0.5748670853188096
CDK5,0.2903225806451613,0.8714285714285714,0.27450980392156865,0.28794992175273865,0.49472657621461424,82,0.4480455274053475
PRKCE,0.8387096774193549,0.7371428571428571,-1,0.3004694835680751,0.49641208352494437,83,0.45041724108139236
PRKCQ,0.9032258064516128,0.7685714285714286,-1,0.4006259780907668,0.5351338676520763,87,0.5049034983716018
PRKCZ,0.7258064516129032,0.7028571428571428,-1,0,0.4077766747181419,65,0.32569644636247297
PRKCD,0.6129032258064516,0.7457142857142857,-1,0.4006259780907668,0.4956325331857795,83,0.4493203189919826
PRKAA1,0.3870967741935484,0.9971428571428572,-1,0.863849765258216,0.64887041240560706,97,0.6649446426637644
PAK1,0.8709677419354839,0.9457142857142856,0,0.5633802816901409,0.5967973502953203,93,0.5916715142687817
PAK2,0.3709677419354839,0.5114285714285715,-1,0.5633802816901409,0.4317338957686368,72,0.3594071686223249
PRKG2,0.20967741935483872,0.38,-1,0.9139280125195618,0.44948897521466974,75,0.3843907237118438
ATR,0.27419354838709675,0.92,0.4117647058823529,0.4131455399061033,0.5770116601722926,90,0.5638306431155264
CAMK2G,0,1,-1,0.01251956181533646,0.42108713560017214,68,0.3444258828442337
DYRK1A,0.3225806451612903,0.8514285714285714,-1,0.976525821596244,0.6212290177354014,95,0.6260498402725244
PRKG1,0.4838709677419355,0.9885714285714284,-1,0.9139280125195618,0.6679469235481277,97,0.6917876127835896
PRKD1,0.6774193548387096,0.9228571428571428,-1,0.701095461658842,0.6229476762380659,96,0.6284682017060454
RPS6KA2,0.8870967741935484,0.7657142857142857,-1,0.9514866979655712,0.6524154492324119,97,0.6699329404140536
RPS6KA1,0.7741935483870968,0.9657142857142856,-1,0.9514866979655712,0.701519717026541,99,0.7390286143193157
MAPK14,0,0.8971428571428571,0.7647058823529411,0.7511737089201878,0.7092032399889534,99,0.7498402651371273
PIM3,0.9193548387096774,-1,0.0196078431372549,0.7887323943661971,0.4039749899778176,64,0.32034701379971997
PASK,0,0.38857142857142857,-1,0.25039123630672927,0.2841956053398429,23,0.15180285922202022
VRK1,0,0.7428571428571429,-1,0.4757433489827856,0.4426098879405415,74,0.3747110116947178
PIM2,0.8225806451612904,0.5142857142857142,0.9705882352941176,0.7887323943661971,0.7408549424058583,100,0.79437805802132
