Kinase,HGNC,Perc,PTMSEA,KEA3,UKA,KRSA,CombinedScore,Percentile,Rescaled
RPS6KB1,RPS6KB1,0.4583333333333333,0.4583333333333333,-1,-1,-1,0.2914436104035505,28,0.31771798132825246
CDK2,CDK2,0.5138888888888888,0.5138888888888888,-1,-1,-1,0.2957098167408391,30,0.3345331708832288
MAPK3,MAPK3,0.7222222222222222,0.7222222222222222,-1,-1,-1,0.3117080905056715,39,0.39759013171439017
MAPK1,MAPK1,0.6944444444444444,0.6944444444444444,-1,-1,-1,0.3095749873370272,38,0.3891825369369021
AKT1,AKT1,0.3472222222222222,0.3472222222222222,-1,-1,-1,0.2829111977289732,25,0.2840876022182997
AKT2,AKT2,0.4305555555555556,0.4305555555555556,-1,-1,-1,0.2893105072349062,27,0.30931038655076437
MAP3K8,MAP3K8,0.4166666666666667,0.4166666666666667,-1,-1,-1,0.288243955650584,27,0.3051065891620202
PRKCI,PRKCI,0.8888888888888888,0.8888888888888888,-1,-1,-1,0.3245067095175374,45,0.4480357003793193
MAPK8,MAPK8,0.9722222222222222,0.9722222222222222,-1,-1,-1,0.33090601902347033,50,0.4732584847117837
MAPK9,MAPK9,0,0,-1,-1,-1,0.2562474081209193,12,0.17899266749969753
CSNK1A1,CSNK1A1,0,0,-1,-1,-1,0.2562474081209193,12,0.17899266749969753
CSNK1D,CSNK1D,0,0,-1,-1,-1,0.2562474081209193,12,0.17899266749969753
MAPKAPK2,MAPKAPK2,0.5972222222222222,0.5972222222222222,-1,-1,-1,0.3021091262467721,34,0.3597559552156935
GSK3B,GSK3B,1,1,-1,-1,-1,0.33303912219211473,51,0.48166607948927226
CDK7,CDK7,0.8055555555555556,0.8055555555555556,-1,-1,-1,0.3181074000116045,42,0.42281291604685484
CDK9,CDK9,0.375,0.375,-1,-1,-1,0.2850443008976175,26,0.2924951969957878
RPS6KA3,RPS6KA3,0.6388888888888888,0.6388888888888888,-1,-1,-1,0.30530878099973857,36,0.37236734738192573
NEK2,NEK2,0,0,-1,-1,-1,0.2562474081209193,12,0.17899266749969753
DAPK1,DAPK1,0.4444444444444444,0.4444444444444444,-1,-1,-1,0.2903770588192283,28,0.3135141839395083
PRKAA2,PRKAA2,0.9583333333333334,0.9583333333333334,-1,-1,-1,0.3298394674391482,49,0.4690546873230398
CSNK2A1,CSNK2A1,0.75,0.75,-1,-1,-1,0.31384119367431584,40,0.4059977264918785
PRKDC,PRKDC,0.3611111111111111,0.3611111111111111,-1,-1,-1,0.2839777493132954,25,0.28829139960704386
ATM,ATM,0.2222222222222222,0.2222222222222222,-1,-1,-1,0.27331223347007383,20,0.24625342571960304
AURKB,AURKB,0.5277777777777778,0.5277777777777778,-1,-1,-1,0.2967763683251613,31,0.33873696827197297
CDK3,CDK3,0,0,-1,-1,-1,0.2562474081209193,12,0.17899266749969753
CDK6,CDK6,0.375,0.375,-1,-1,-1,0.2850443008976175,26,0.2924951969957878
CDK5,CDK5,0.3194444444444444,0.3194444444444444,-1,-1,-1,0.28077809456032893,23,0.2756800074408116
PRKCE,PRKCE,0.8472222222222222,0.8472222222222222,-1,-1,-1,0.32130705476457094,44,0.4354243082130871
PRKCQ,PRKCQ,0.9305555555555556,0.9305555555555556,-1,-1,-1,0.3277063642705039,47,0.46064709254555175
PRKCZ,PRKCZ,0.6111111111111112,0.6111111111111112,-1,-1,-1,0.3031756778310943,35,0.36395975260443764
PRKCD,PRKCD,0.7638888888888888,0.7638888888888888,-1,-1,-1,0.31490774525863796,40,0.4102015238806224
PRKAA1,PRKAA1,0.9444444444444444,0.9444444444444444,-1,-1,-1,0.32877291585482604,48,0.4648508899342957
PAK1,PAK1,0.8333333333333334,0.8333333333333334,-1,-1,-1,0.32024050318024877,43,0.43122051082434293
PAK2,PAK2,0.3055555555555556,0.3055555555555556,-1,-1,-1,0.27971154297600676,22,0.27147621005206746
PRKG2,PRKG2,0.3333333333333333,0.3333333333333333,-1,-1,-1,0.28184464614465105,23,0.27988380482955555
ROCK1,ROCK1,0,0,-1,-1,-1,0.2562474081209193,12,0.17899266749969753
ATR,ATR,0.625,0.625,-1,-1,-1,0.3042422294154164,35,0.36816354999318157
CAMK2G,CAMK2G,0,0,-1,-1,-1,0.2562474081209193,13,0.17899266749969753
DYRK1A,DYRK1A,0.2361111111111111,0.2361111111111111,-1,-1,-1,0.27437878505439595,21,0.25045722310834695
PRKG1,PRKG1,0.5,0.5,-1,-1,-1,0.29464326515651695,30,0.33032937349448466
PRKD1,PRKD1,0.8611111111111112,0.8611111111111112,-1,-1,-1,0.3223736063488931,45,0.43962810560183124
RPS6KA2,RPS6KA2,0.9861111111111112,0.9861111111111112,-1,-1,-1,0.3319725706077925,50,0.4774622821005279
RPS6KA1,RPS6KA1,0.25,0.25,-1,-1,-1,0.2754453366387181,21,0.2546610204970911
PKN1,PKN1,0.2916666666666667,0.2916666666666667,-1,-1,-1,0.2786449913916846,22,0.26727241266332336
MAPK14,MAPK14,0.6805555555555556,0.6805555555555556,-1,-1,-1,0.30850843575270503,38,0.3849787395481579
PIM3,PIM3,0.8888888888888888,0.8888888888888888,-1,-1,-1,0.3245067095175374,46,0.4480357003793193
BRSK2,BRSK2,0,0,-1,-1,-1,0.2562474081209193,13,0.17899266749969753
BRSK1,BRSK1,0,0,-1,-1,-1,0.2562474081209193,13,0.17899266749969753
PASK,PASK,0,0,-1,-1,-1,0.2562474081209193,13,0.17899266749969753
VRK1,VRK1,0,0,-1,-1,-1,0.2562474081209193,13,0.17899266749969753
PLK3,PLK3,0,0,-1,-1,-1,0.2562474081209193,13,0.17899266749969753
NEK6,NEK6,0,0,-1,-1,-1,0.2562474081209193,13,0.17899266749969753
PIM2,PIM2,0.8194444444444444,0.8194444444444444,-1,-1,-1,0.31917395159592665,43,0.427016713435599
AKT3,AKT3,0.4861111111111111,0.4861111111111111,-1,-1,-1,0.29357671357219484,29,0.3261255761057408
AAK1,AAK1,0.10857142857142855,-1,0.10857142857142855,-1,-1,0.24538517094105802,7,0.13617931935616595
ABL1,ABL1,0.9914285714285714,-1,0.9914285714285714,-1,-1,0.4624390600118517,100,0.991694031916886
ABL2,ABL2,0.5114285714285715,-1,0.5114285714285715,-1,-1,0.34442917857530364,56,0.5265598192625138
ACVR1,ACVR1,0.72,-1,0.72,-1,-1,0.3957072818185657,86,0.7286717092849497
ACVR1B,ACVR1B,0.3342857142857143,-1,0.3342857142857143,-1,-1,0.3008779128070538,33,0.3549031455448289
ACVR2B,ACVR2B,0.3057142857142857,-1,0.3057142857142857,-1,-1,0.29385351510249735,29,0.32721658526778297
AKT1,AKT1,0.9,-1,0.9,-1,-1,0.4399609873572711,95,0.903097039030339
AKT2,AKT2,0.94,-1,0.94,-1,-1,0.4497951441436501,97,0.9418582234182034
AKT3,AKT3,0.2714285714285714,-1,0.2714285714285714,-1,-1,0.28542423785702964,26,0.2939927129353278
ALK,ALK,0.9857142857142858,-1,0.9857142857142858,-1,-1,0.46103418047094047,100,0.9861567198614772
ARAF,ARAF,0.6542857142857142,-1,0.6542857142857142,-1,-1,0.3795511670980858,77,0.6649926206477436
ATM,ATM,0.7285714285714285,-1,0.7285714285714285,-1,-1,0.3978146011299325,87,0.7369776773680631
ATR,ATR,0.8514285714285714,-1,0.8514285714285714,-1,-1,0.4280195112595252,93,0.856029886559361
AURKA,AURKA,0.7285714285714285,-1,0.7285714285714285,-1,-1,0.3978146011299325,87,0.7369776773680631
AURKB,AURKB,0.9028571428571428,-1,0.9028571428571428,-1,-1,0.4406634271277267,96,0.9058656950580434
AURKC,AURKC,0.3514285714285714,-1,0.3514285714285714,-1,-1,0.3050925514297877,36,0.3715150817110567
AXL,AXL,0.34,-1,0.34,-1,-1,0.3022827923479651,35,0.3604404576002383
BLK,BLK,0.18571428571428572,-1,0.18571428571428572,-1,-1,0.2643510447433604,16,0.21093303210419015
BMP2K,BMP2K,0.04,-1,0.04,-1,-1,0.22852661645012262,2,0.06973157469125578
BMPR1A,BMPR1A,0.5314285714285715,-1,0.5314285714285715,-1,-1,0.34934625696849325,59,0.5459404114564465
BMPR1B,BMPR1B,0.7114285714285714,-1,0.7114285714285714,-1,-1,0.3935999625071987,85,0.7203657412018357
BMPR2,BMPR2,0.5571428571428572,-1,0.5571428571428572,-1,-1,0.355668214902594,61,0.5708583157057876
BMX,BMX,0.6714285714285714,-1,0.6714285714285714,-1,-1,0.3837658057208197,80,0.6816045568139714
BRAF,BRAF,0.3485714285714286,-1,0.3485714285714286,-1,-1,0.304390111659332,36,0.36874642568335186
BRSK1,BRSK1,0.27714285714285714,-1,0.27714285714285714,-1,-1,0.286829117397941,26,0.2995300249907372
BRSK2,BRSK2,0.08857142857142856,-1,0.08857142857142856,-1,-1,0.24046809254786855,6,0.1167987271622339
BTK,BTK,0.8171428571428572,-1,0.8171428571428572,-1,-1,0.41959023401405743,91,0.8228060142269056
BUB1,BUB1,0.5457142857142857,-1,0.5457142857142857,-1,-1,0.3528584558207714,60,0.5597836915949692
CAMK1,CAMK1,0.3942857142857143,-1,0.3942857142857143,-1,-1,0.3156291479866223,41,0.4130449221266254
CAMK1D,CAMK1D,0.24571428571428572,-1,0.24571428571428572,-1,-1,0.2791022799229289,22,0.26907480868598666
CAMK2A,CAMK2A,0.8685714285714285,-1,0.8685714285714285,-1,-1,0.43223414988225906,94,0.8726418227255885
CAMK2B,CAMK2B,0.3,-1,0.3,-1,-1,0.29244863556158607,29,0.3216792732123738
CAMK2D,CAMK2D,0.76,-1,0.76,-1,-1,0.4055414386049446,88,0.7674328936728139
CAMK2G,CAMK2G,0.9685714285714284,-1,0.9685714285714284,-1,-1,0.45681954184820645,99,0.9695447836952489
CAMK4,CAMK4,0.5885714285714285,-1,0.5885714285714285,-1,-1,0.363395052377606,66,0.6013135320105379
CAMKK1,CAMKK1,0.7457142857142857,-1,0.7457142857142857,-1,-1,0.4020292397526664,88,0.7535896135342909
CAMKK2,CAMKK2,0.36,-1,0.36,-1,-1,0.30719987074115457,37,0.37982104979417025
CDC42BPA,CDC42BPA,0.15714285714285714,-1,0.15714285714285714,-1,-1,0.257326647038804,14,0.18324647182714418
CDC7,CDC7,0.34285714285714286,-1,0.34285714285714286,-1,-1,0.30298523211842077,35,0.3632091136279429
CDK1,CDK1,0.8228571428571428,-1,0.8228571428571428,-1,-1,0.42099511355496877,92,0.828343326282315
CDK11A,CDK11A,0.02285714285714285,-1,0.02285714285714285,-1,-1,0.22431197782738876,2,0.0531196385250282
CDK12,CDK12,0.05714285714285714,-1,0.05714285714285714,-1,-1,0.23274125507285648,3,0.08634351085748335
CDK15,CDK15,0.2257142857142857,-1,0.2257142857142857,-1,-1,0.2741852015297394,20,0.24969421649205448
CDK16,CDK16,0.6942857142857143,-1,0.6942857142857143,-1,-1,0.38938532388446484,83,0.7037538050356081
CDK18,CDK18,0.2885714285714286,-1,0.2885714285714286,-1,-1,0.28963887647976355,27,0.3106046491015556
CDK19,CDK19,0.9457142857142856,-1,0.9457142857142856,-1,-1,0.4512000236845613,98,0.9473955354736121
CDK2,CDK2,0.9171428571428571,-1,0.9171428571428571,-1,-1,0.444175625980005,96,0.9197089751965666
CDK20,CDK20,0.13428571428571429,-1,0.13428571428571429,-1,-1,0.25170712887515884,10,0.16109722360550743
CDK3,CDK3,0.8971428571428571,-1,0.8971428571428571,-1,-1,0.43925854758681554,95,0.9003283830026346
CDK4,CDK4,0.9085714285714286,-1,0.9085714285714286,-1,-1,0.442068306668638,96,0.9114030071134526
CDK5,CDK5,0.8742857142857143,-1,0.8742857142857143,-1,-1,0.43363902942317034,94,0.8781791347809977
CDK6,CDK6,0.9428571428571428,-1,0.9428571428571428,-1,-1,0.4504975839141057,98,0.9446268794459077
CDK7,CDK7,0.8857142857142857,-1,0.8857142857142857,-1,-1,0.43644878850499286,95,0.8892537588918158
CDK8,CDK8,0.6257142857142857,-1,0.6257142857142857,-1,-1,0.3725267693935294,74,0.6373060603706978
CDK9,CDK9,0.8142857142857143,-1,0.8142857142857143,-1,-1,0.41888779424360184,91,0.8200373581992012
CDKL3,CDKL3,0.09714285714285714,-1,0.09714285714285714,-1,-1,0.24257541185923545,6,0.12510469524534756
CDKL5,CDKL5,0.7685714285714286,-1,0.7685714285714286,-1,-1,0.40764875791631155,89,0.7757388617559277
CHEK1,CHEK1,0.8942857142857142,-1,0.8942857142857142,-1,-1,0.43855610781635984,95,0.8975597269749298
CHEK2,CHEK2,0.7885714285714286,-1,0.7885714285714286,-1,-1,0.4125658363095011,90,0.79511945394986006
CHUK,CHUK,0.8657142857142858,-1,0.8657142857142858,-1,-1,0.43153171011180336,94,0.8698731666978837
CLK1,CLK1,0.7228571428571429,-1,0.7228571428571429,-1,-1,0.39640972158902127,86,0.7314403653126541
CLK2,CLK2,0.8542857142857143,-1,0.8542857142857143,-1,-1,0.4287219510299809,93,0.8587985425870658
CLK3,CLK3,0.4828571428571429,-1,0.4828571428571429,-1,-1,0.3374047808707472,53,0.49887325898546786
CLK4,CLK4,0.04571428571428571,-1,0.04571428571428571,-1,-1,0.2299314959910339,3,0.07526888674666496
CSF1R,CSF1R,0.01714285714285714,-1,0.01714285714285714,-1,-1,0.22290709828647748,1,0.04758232646961901
CSK,CSK,0.4514285714285714,-1,0.4514285714285714,-1,-1,0.3296779433957352,48,0.4684180426807175
CSNK1A1,CSNK1A1,0.6971428571428572,-1,0.6971428571428572,-1,-1,0.3900877636549205,83,0.7065224610633127
CSNK1A1L,CSNK1A1L,0.00571428571428571,-1,0.00571428571428571,-1,-1,0.2200973392046549,1,0.036507702358800624
CSNK1D,CSNK1D,0.6285714285714286,-1,0.6285714285714286,-1,-1,0.37322920916398505,74,0.6400747163984024
CSNK1E,CSNK1E,0.6514285714285715,-1,0.6514285714285715,-1,-1,0.3788487273276302,77,0.6622239646200392
CSNK1G1,CSNK1G1,0.2914285714285714,-1,0.2914285714285714,-1,-1,0.2903413162502192,28,0.3133733051292602
CSNK1G2,CSNK1G2,0.4714285714285714,-1,0.4714285714285714,-1,-1,0.33459502178892464,52,0.4877986348746495
CSNK1G3,CSNK1G3,0.24857142857142855,-1,0.24857142857142855,-1,-1,0.27980471969338455,22,0.27184346471369125
CSNK2A1,CSNK2A1,0.98,-1,0.98,-1,-1,0.45962930093002913,99,0.9806194078060677
CSNK2A2,CSNK2A2,0.7371428571428571,-1,0.7371428571428571,-1,-1,0.3999219204412995,87,0.7452836454511771
DAPK1,DAPK1,0.46,-1,0.46,-1,-1,0.33178526270710207,50,0.4767240107638311
DAPK3,DAPK3,0.32571428571428573,-1,0.32571428571428573,-1,-1,0.2987705934956869,32,0.3465971774617153
DCLK1,DCLK1,0.20857142857142855,-1,0.20857142857142855,-1,-1,0.26997056290700555,19,0.23308228032582692
DDR1,DDR1,0.8542857142857143,-1,0.8542857142857143,-1,-1,0.4287219510299809,93,0.8587985425870658
DDR2,DDR2,0.6114285714285714,-1,0.6114285714285714,-1,-1,0.36901457054125114,69,0.6234627802321747
DMPK,DMPK,0.24285714285714283,-1,0.24285714285714283,-1,-1,0.27839984015247327,22,0.26630615265828206
DYRK1A,DYRK1A,0.7457142857142857,-1,0.7457142857142857,-1,-1,0.4020292397526664,88,0.7535896135342909
DYRK1B,DYRK1B,0.5342857142857143,-1,0.5342857142857143,-1,-1,0.35004869673894884,59,0.5487090674841508
DYRK2,DYRK2,0.7,-1,0.7,-1,-1,0.39079020342537607,83,0.7092911170910171
DYRK3,DYRK3,0.3657142857142857,-1,0.3657142857142857,-1,-1,0.3086047502820659,38,0.38535836184957967
DYRK4,DYRK4,0.8914285714285715,-1,0.8914285714285715,-1,-1,0.4378536680459042,95,0.8947910709472252
EEF2K,EEF2K,0.32,-1,0.32,-1,-1,0.2973657139547756,31,0.3410598654063061
EGFR,EGFR,0.8342857142857143,-1,0.8342857142857143,-1,-1,0.42380487263679134,92,0.8394179503931334
EIF2AK1,EIF2AK1,0.06,-1,0.06,-1,-1,0.23344369484331212,3,0.08911216688518794
EIF2AK2,EIF2AK2,0.4057142857142857,-1,0.4057142857142857,-1,-1,0.31843890706844485,42,0.4241195462374438
EIF2AK3,EIF2AK3,0.01142857142857142,-1,0.01142857142857142,-1,-1,0.2215022187455662,1,0.04204501441420982
EPHA2,EPHA2,0.04857142857142857,-1,0.04857142857142857,-1,-1,0.23063393576148955,3,0.07803754277436956
EPHA3,EPHA3,0.7942857142857143,-1,0.7942857142857143,-1,-1,0.4139707158504123,90,0.8006567660052688
EPHA4,EPHA4,0.03714285714285714,-1,0.03714285714285714,-1,-1,0.22782417667966698,2,0.06696291866355118
EPHA8,EPHA8,0.01428571428571428,-1,0.01428571428571428,-1,-1,0.2222046585160218,1,0.044813670441914304
EPHB1,EPHB1,0.04285714285714286,-1,0.04285714285714286,-1,-1,0.22922905622057826,3,0.07250023071896036
EPHB2,EPHB2,0.12857142857142856,-1,0.12857142857142856,-1,-1,0.2503022493342475,9,0.15555991155009802
EPHB3,EPHB3,0.5571428571428572,-1,0.5571428571428572,-1,-1,0.355668214902594,61,0.5708583157057876
ERBB2,ERBB2,0.8085714285714286,-1,0.8085714285714286,-1,-1,0.4174829147026906,91,0.8145000461437922
ERBB4,ERBB4,0.9914285714285714,-1,0.9914285714285714,-1,-1,0.4624390600118517,100,0.991694031916886
FASTK,FASTK,0.29428571428571426,-1,0.29428571428571426,-1,-1,0.2910437560206748,28,0.3161419611569646
FER,FER,0.8542857142857143,-1,0.8542857142857143,-1,-1,0.4287219510299809,93,0.8587985425870658
FES,FES,0.19714285714285715,-1,0.19714285714285715,-1,-1,0.267160803825183,17,0.22200765621500854
FGFR1,FGFR1,0.5685714285714286,-1,0.5685714285714286,-1,-1,0.35847797398441655,62,0.581932939816606
FGFR2,FGFR2,0.5228571428571429,-1,0.5228571428571429,-1,-1,0.34723893765712627,57,0.5376344433733324
FGFR3,FGFR3,0.4857142857142857,-1,0.4857142857142857,-1,-1,0.3381072206412029,54,0.5016419150131727
FGFR4,FGFR4,0.7742857142857142,-1,0.7742857142857142,-1,-1,0.4090536374572228,89,0.7812761738113366
FGR,FGR,0.8171428571428572,-1,0.8171428571428572,-1,-1,0.41959023401405743,91,0.8228060142269056
FLT1,FLT1,0.08571428571428572,-1,0.08571428571428572,-1,-1,0.23976565277741288,6,0.11403007113452919
FLT3,FLT3,0.6857142857142857,-1,0.6857142857142857,-1,-1,0.38727800457309786,82,0.6954478369524941
FLT4,FLT4,0.20285714285714285,-1,0.20285714285714285,-1,-1,0.26856568336609427,17,0.22754496827041773
FRK,FRK,0.6028571428571429,-1,0.6028571428571429,-1,-1,0.36690725122988427,68,0.6151568121490611
FYN,FYN,0.8828571428571429,-1,0.8828571428571429,-1,-1,0.43574634873453727,95,0.8864851028641114
GRK1,GRK1,0.02571428571428571,-1,0.02571428571428571,-1,-1,0.22501441759784438,2,0.055888294552732684
GRK2,GRK2,0.88,-1,0.88,-1,-1,0.4350439089640816,94,0.8837164468364068
GRK3,GRK3,0.26857142857142857,-1,0.26857142857142857,-1,-1,0.28472179808657405,25,0.29122405690762343
GRK5,GRK5,0.64,-1,0.64,-1,-1,0.3760389682458076,76,0.6511493405092208
GRK6,GRK6,0.4342857142857143,-1,0.4342857142857143,-1,-1,0.32546330477300134,46,0.45180610651449
GSK3A,GSK3A,0.8542857142857143,-1,0.8542857142857143,-1,-1,0.4287219510299809,94,0.8587985425870658
GSK3B,GSK3B,0.9257142857142856,-1,0.9257142857142856,-1,-1,0.44628294529137186,97,0.9280149432796801
HASPIN,HASPIN,0.28285714285714286,-1,0.28285714285714286,-1,-1,0.2882339969388522,27,0.3050673370461462
HCK,HCK,0.6657142857142857,-1,0.6657142857142857,-1,-1,0.38236092617990836,78,0.676067244758562
HIPK1,HIPK1,0.7542857142857143,-1,0.7542857142857143,-1,-1,0.4041365590640333,88,0.7618955816174044
HIPK2,HIPK2,0.4971428571428571,-1,0.4971428571428571,-1,-1,0.3409169797230255,55,0.5127165391239911
HIPK3,HIPK3,0.12571428571428572,-1,0.12571428571428572,-1,-1,0.2495998095637919,9,0.15279125552239364
HIPK4,HIPK4,0.8371428571428572,-1,0.8371428571428572,-1,-1,0.424507312407247,92,0.842186606420838
ICK,CILK1,0.16285714285714287,-1,0.16285714285714287,-1,-1,0.25873152657971527,14,0.18878378388255337
IGF1R,IGF1R,0.4257142857142857,-1,0.4257142857142857,-1,-1,0.32335598546163435,45,0.443500138431376
IKBKB,IKBKB,0.6142857142857143,-1,0.6142857142857143,-1,-1,0.36971701031170684,72,0.6262314362598795
IKBKE,IKBKE,0.9514285714285714,-1,0.9514285714285714,-1,-1,0.45260490322547264,98,0.9529328475290215
ILK,ILK,0.5057142857142857,-1,0.5057142857142857,-1,-1,0.3430242990343924,55,0.5210225072071049
INSR,INSR,0.6457142857142857,-1,0.6457142857142857,-1,-1,0.3774438477867189,76,0.65668665256463
IRAK1,IRAK1,0.5228571428571429,-1,0.5228571428571429,-1,-1,0.34723893765712627,58,0.5376344433733324
IRAK3,IRAK3,0.2228571428571429,-1,0.2228571428571429,-1,-1,0.27348276175928377,20,0.24692556046434988
IRAK4,IRAK4,0.13142857142857142,-1,0.13142857142857142,-1,-1,0.2510046891047032,9,0.15832856757780284
ITK,ITK,0.5514285714285714,-1,0.5514285714285714,-1,-1,0.3542633353616827,60,0.5653210036503784
JAK1,JAK1,0.4714285714285714,-1,0.4714285714285714,-1,-1,0.33459502178892464,52,0.4877986348746495
JAK2,JAK2,0.8485714285714285,-1,0.8485714285714285,-1,-1,0.42731707148906956,93,0.8532612305316564
JAK3,JAK3,0.4657142857142857,-1,0.4657142857142857,-1,-1,0.33319014224801335,51,0.4822613228192403
KDR,KDR,0.10285714285714286,-1,0.10285714285714286,-1,-1,0.24398029140014674,7,0.13064200730075676
KIT,KIT,0.6657142857142857,-1,0.6657142857142857,-1,-1,0.38236092617990836,79,0.676067244758562
KSR1,KSR1,0.2,-1,0.2,-1,-1,0.2678632435956386,17,0.22477631224271313
KSR2,KSR2,0.15142857142857144,-1,0.15142857142857144,-1,-1,0.2559217674978927,11,0.17770915977173501
LATS1,LATS1,0.3628571428571429,-1,0.3628571428571429,-1,-1,0.30790231051161027,37,0.38258970582187507
LATS2,LATS2,0.6028571428571429,-1,0.6028571428571429,-1,-1,0.36690725122988427,68,0.6151568121490611
LCK,LCK,0.96,-1,0.96,-1,-1,0.4547122225368396,98,0.9612388156121355
LIMK1,LIMK1,0.16,-1,0.16,-1,-1,0.2580290868092596,14,0.18601512785484878
LIMK2,LIMK2,0.4542857142857143,-1,0.4542857142857143,-1,-1,0.33038038316619084,49,0.4711866987084221
LRRK2,LRRK2,0.4942857142857143,-1,0.4942857142857143,-1,-1,0.3402145399525698,55,0.5099478830962862
LYN,LYN,0.7571428571428571,-1,0.7571428571428571,-1,-1,0.404838998834489,88,0.7646642376451093
MAK,MAK,0.22857142857142856,-1,0.22857142857142856,-1,-1,0.274887641300195,21,0.25246287251975885
MAP2K1,MAP2K1,0.62,-1,0.62,-1,-1,0.37112188985261807,72,0.6317687483152885
MAP2K2,MAP2K2,0.30857142857142855,-1,0.30857142857142855,-1,-1,0.29455595487295305,30,0.3299852412954878
MAP2K3,MAP2K3,0.2742857142857143,-1,0.2742857142857143,-1,-1,0.28612667762748534,26,0.2967613689630326
MAP2K4,MAP2K4,0.49142857142857144,-1,0.49142857142857144,-1,-1,0.33951210018211414,54,0.5071792270685817
MAP2K6,MAP2K6,0.35714285714285715,-1,0.35714285714285715,-1,-1,0.306497430970699,37,0.3770523937664659
MAP2K7,MAP2K7,0.7914285714285715,-1,0.7914285714285715,-1,-1,0.4132682760799567,90,0.7978881099775644
MAP3K1,MAP3K1,0.26,-1,0.26,-1,-1,0.2826144787752071,25,0.28291808882450964
MAP3K10,MAP3K10,0.19428571428571428,-1,0.19428571428571428,-1,-1,0.26645836405472734,17,0.21923900018730394
MAP3K11,MAP3K11,0.4428571428571429,-1,0.4428571428571429,-1,-1,0.32757062408436827,47,0.4601120745976037
MAP3K13,MAP3K13,0.23142857142857143,-1,0.23142857142857143,-1,-1,0.2755900810706507,21,0.25523152854746367
MAP3K14,MAP3K14,0.4085714285714286,-1,0.4085714285714286,-1,-1,0.31914134683890055,43,0.4268882022651486
MAP3K20,MAP3K20,0.1657142857142857,-1,0.1657142857142857,-1,-1,0.2594339663501709,15,0.19155243991025797
MAP3K3,MAP3K3,0.14,-1,0.14,-1,-1,0.2531120084160701,10,0.16663453566091663
MAP3K4,MAP3K4,0.09428571428571428,-1,0.09428571428571428,-1,-1,0.24187297208877984,6,0.12233603921764309
MAP3K5,MAP3K5,0.4342857142857143,-1,0.4342857142857143,-1,-1,0.32546330477300134,46,0.45180610651449
MAP3K6,MAP3K6,0.23714285714285716,-1,0.23714285714285716,-1,-1,0.276994960611562,21,0.26076884060287286
MAP3K7,MAP3K7,0.6771428571428572,-1,0.6771428571428572,-1,-1,0.3851706852617309,80,0.6871418688693803
MAP3K8,MAP3K8,0.4171428571428571,-1,0.4171428571428571,-1,-1,0.3212486661502674,44,0.4351941703482622
MAP4K1,MAP4K1,0.2171428571428571,-1,0.2171428571428571,-1,-1,0.2720778822183724,20,0.2413882484089405
MAP4K2,MAP4K2,0.7742857142857142,-1,0.7742857142857142,-1,-1,0.4090536374572228,89,0.7812761738113366
MAP4K3,MAP4K3,0.11428571428571428,-1,0.11428571428571428,-1,-1,0.2467900504819693,8,0.14171663141157514
MAP4K4,MAP4K4,0.07714285714285714,-1,0.07714285714285714,-1,-1,0.23765833346604598,4,0.10572410305141551
