HGNC,PTMSEA,KEA3,UKA,KRSA,CombinedScore,Percentile,Rescaled
SGK1,0.3661971830985915,0.9085714285714286,0.5229357798165137,0.03761755485893417,0.5179898561914758,85,0.4946852026214222
PIK3C2A,0,-1,-1,-1,0.2562474081209193,10,0.12514142147699983
CHEK1,0.8873239436619719,0.9828571428571428,-1,0.27586206896551724,0.5723170840531522,92,0.5713876609008934
AURKA,0.9014084507042254,0.9628571428571427,-1,0.7774294670846394,0.6769498500336174,98,0.7191145132209936
RPS6KA5,0.38028169014084506,0.8085714285714286,-1,0.0877742946708464,0.4209000470371792,66,0.3576079518737811
CHEK2,0.9577464788732394,0.8857142857142857,-1,0.890282131661442,0.6840159947262796,98,0.7290909226535824
RAF1,0.6901408450704225,0.8342857142857143,0.3577981651376147,0.02507836990595611,0.4880293006905139,80,0.45238508261173926
PRKCG,0,0.72,-1,0.30094043887147337,0.3974874448502859,58,0.32455262744187063
PRKCB,0.30985915492957744,0.8771428571428571,-1,0.30094043887147337,0.48061460788763793,79,0.4419165719265312
CDK1,0.2535211267605634,0.92,-1,0.9655172413793104,0.6322753392745144,96,0.6560403433704625
ARAF,0.9154929577464788,0.8228571428571428,0.21100917431192664,0.02507836990595611,0.47571737821991045,78,0.4350023675936641
PIM1,0.7746478873239436,0.9685714285714284,0.944954128440367,0.7272727272727273,0.8758969266407451,100,1
CDK4,0.29577464788732394,0.9228571428571428,0.4678899082568808,0.9655172413793104,0.735461291728861,100,0.8017244970568713
BRAF,0.9154929577464788,0.7971428571428572,0.21100917431192664,0.02507836990595611,0.4664653782199105,77,0.42193983574851796
PRKCA,0.676056338028169,0.9885714285714284,-1,0.30094043887147337,0.5559302381057449,91,0.548251723046428
PRKACA,0.5352112676056338,0.9942857142857144,-1,0.677115987460815,0.6238756586570151,95,0.6441811674565906
PRKACG,0.7746478873239436,-1,-1,0.677115987460815,0.39847411353857887,60,0.3259456658294015
PRKACB,0.7746478873239436,0.17714285714285713,-1,0.677115987460815,0.3984546204520235,59,0.3259181443136331
RPS6KB1,0.4647887323943662,0.9657142857142856,-1,0.0877742946708464,0.4788411875979115,79,0.43941275015725095
CDK2,0.352112676056338,0.98,0.2018348623853211,0.9655172413793104,0.6952786505607514,99,0.7449922197243467
MAPK3,0.5774647887323944,0.9314285714285714,-1,0.8275862068965517,0.6419687569363242,96,0.6697260953047138
MAPK1,0.5211267605633803,0.96,-1,0.8275862068965517,0.6444897753411692,97,0.6732854212013296
AKT1,0.22535211267605632,0.9771428571428572,-1,0.5141065830721003,0.5484543187597082,90,0.5376967690333119
AKT2,0.28169014084507044,0.9342857142857144,-1,0.5141065830721003,0.5415245383428631,88,0.5279128869132395
MAP3K8,0.5633802816901409,0.7857142857142857,-1,0.18808777429467088,0.45615585235872796,74,0.4073842250837908
PRKCI,0.7746478873239436,0.7685714285714286,-1,0.8401253918495298,0.6164774123263783,95,0.6337358768932335
MAPK8,0.943661971830986,0.7571428571428571,-1,0.915360501567398,0.6482245555331145,97,0.6785584092246658
MAPK9,0,0.9028571428571428,-1,0.915360501567398,0.5877274589346695,93,0.5931449579864384
CSNK1A1,0,0.62,-1,0.9780564263322884,0.5140878343961292,84,0.4891760928114168
CSNK1D,0,0.7228571428571429,-1,0.9780564263322884,0.545830920882529,89,0.5339928976203048
MAPKAPK2,0.4788732394366197,0.7485714285714286,0.4128440366972478,0.07523510971786834,0.4564821664467841,74,0.4078449350023762
