Kinase,Z,method,AvgZ
ERK,-4.32,710144413F>0.15,-3.0706249999999997
JNK,-4.16,710144413F>0.15,-2.7275
PKA,3.85,710144413F>0.15,2.33
DYRK,-3.45,710144413F>0.15,-2.7975
PKCD,3.28,710144413F>0.15,0.90875
PKCI,3.21,710144413F>0.15,0.7275
P38,-3.16,710144413F>0.15,-1.7993750000000002
PDK1,-3.03,710144413F>0.15,-2.0056249999999998
PAKA,2.69,710144413F>0.15,0.984375
BARK2,2.62,710144413F>0.15,1.2375
AKT,2.53,710144413F>0.15,1.5350000000000001
PKD,2.5,710144413F>0.15,1.2625
NMO,-2.24,710144413F>0.15,-1.76875
PKG,2.2,710144413F>0.15,1.7575
CK1,-2.13,710144413F>0.15,-0.956875
STE7,-1.99,710144413F>0.15,-1.4637499999999999
RIPK,-1.82,710144413F>0.15,0.16125000000000012
AUR,1.8,710144413F>0.15,1.0206250000000001
RAD53,1.8,710144413F>0.15,1.31375
STKR,-1.75,710144413F>0.15,-0.72375
MAPKAPK,1.72,710144413F>0.15,1.46625
MOS,1.57,710144413F>0.15,0.8775000000000001
KHS,1.56,710144413F>0.15,0.7381250000000001
PASK,1.53,710144413F>0.15,0.13187500000000005
BUD32,1.53,710144413F>0.15,0.67875
CDK,-1.52,710144413F>0.15,-1.3125
WNK,1.49,710144413F>0.15,0.995625
MLK,1.44,710144413F>0.15,0.355625
STE11,-1.41,710144413F>0.15,-0.845625
PHK,1.27,710144413F>0.15,0.7893749999999999
MST,-1.22,710144413F>0.15,-1.344375
RSK,1.2,710144413F>0.15,1.806875
MTOR,-1.17,710144413F>0.15,-0.775
GSK,-1.16,710144413F>0.15,-1.386875
GRK,-1.09,710144413F>0.15,-0.545
PKCA,1.02,710144413F>0.15,1.2674999999999998
PIM,0.99,710144413F>0.15,1.006875
DMPK,0.96,710144413F>0.15,1.158125
PKN,-0.94,710144413F>0.15,-0.7418750000000001
NAK,-0.94,710144413F>0.15,-0.74625
HAL,-0.93,710144413F>0.15,-0.04687500000000002
PDHK,-0.92,710144413F>0.15,-0.015624999999999944
ATM,0.92,710144413F>0.15,-0.04499999999999999
TLK,-0.91,710144413F>0.15,-0.7425
AMPK,0.91,710144413F>0.15,1.299375
LKB,-0.89,710144413F>0.15,-1.03875
PLK,-0.72,710144413F>0.15,-1.1624999999999999
QIK,0.71,710144413F>0.15,-0.438125
CHK1,0.7,710144413F>0.15,0.800625
ULK,-0.68,710144413F>0.15,-0.52625
CAMKK,-0.67,710144413F>0.15,-0.52
CLK,-0.65,710144413F>0.15,-0.5225
SLK,-0.65,710144413F>0.15,-0.525
BRSK,-0.64,710144413F>0.15,-0.51875
NIK,-0.64,710144413F>0.15,-0.51375
NEK,-0.64,710144413F>0.15,-0.409375
NUAK,0.63,710144413F>0.15,0.11250000000000002
TTK,0.63,710144413F>0.15,0.10562499999999998
TAO,-0.62,710144413F>0.15,0.711875
PAKB,0.61,710144413F>0.15,-0.09375000000000006
DAPK,-0.57,710144413F>0.15,-0.10499999999999997
SGK,0.55,710144413F>0.15,1.065625
ATR,-0.53,710144413F>0.15,0.13500000000000006
VRK1,-0.52,710144413F>0.15,-0.65
CK2,0.5,710144413F>0.15,-0.12125
COT,-0.5,710144413F>0.15,-0.591875
MLCK,-0.5,710144413F>0.15,-0.8675
NDR,0.48,710144413F>0.15,1.5875
PRKDC,-0.41,710144413F>0.15,0.05124999999999999
PEK,-0.33,710144413F>0.15,-0.40499999999999997
MARK,0.18,710144413F>0.15,0.954375
MSN,-0.18,710144413F>0.15,0.676875
MELK,-0.18,710144413F>0.15,-0.05000000000000002
IRAK,-0.13,710144413F>0.15,-0.9318749999999999
IKK,-0.12,710144413F>0.15,0.033125000000000085
CAMK1,-0.11,710144413F>0.15,0.6018749999999999
PKCH,0.09,710144413F>0.15,-0.30624999999999997
RAF,-0.07,710144413F>0.15,0.06437499999999999
FRAY,-0.03,710144413F>0.15,-0.5956250000000001
CAMK2,-0.01,710144413F>0.15,-0.32937500000000003
ERK,-3.65,710144413F>0.2,-3.0706249999999997
DYRK,-3.54,710144413F>0.2,-2.7975
JNK,-3.46,710144413F>0.2,-2.7275
PDK1,-3.05,710144413F>0.2,-2.0056249999999998
P38,-2.93,710144413F>0.2,-1.7993750000000002
PKCI,2.61,710144413F>0.2,0.7275
PKA,2.37,710144413F>0.2,2.33
RIPK,-2.19,710144413F>0.2,0.16125000000000012
