Kinase,Z,method,AvgZ
ERK,-4.32,710317318>0.15,-3.2075
JNK,-4.18,710317318>0.15,-3.4291666666666667
PKA,4.05,710317318>0.15,2.9675
P38,-3.77,710317318>0.15,-2.985
PKG,3.68,710317318>0.15,2.441666666666667
NMO,-3.23,710317318>0.15,-2.401666666666667
PKCI,3.1,710317318>0.15,1.6858333333333333
CDK,-3.1,710317318>0.15,-2.405
DYRK,-3.09,710317318>0.15,-2.6683333333333334
PKCH,2.77,710317318>0.15,1.3741666666666668
RSK,2.72,710317318>0.15,1.9183333333333332
PLK,-2.71,710317318>0.15,-3.0025
PAKA,2.66,710317318>0.15,1.7916666666666665
STKR,-2.26,710317318>0.15,-1.4725
DMPK,2.2,710317318>0.15,1.3316666666666668
STE7,-2.16,710317318>0.15,-1.8391666666666666
PDK1,-2.04,710317318>0.15,-1.5708333333333333
LKB,-1.98,710317318>0.15,-1.4883333333333333
PIM,1.88,710317318>0.15,1.2116666666666667
RAD53,1.86,710317318>0.15,1.6116666666666668
GSK,-1.76,710317318>0.15,-0.8733333333333334
PKCD,1.66,710317318>0.15,1.5625
AMPK,1.65,710317318>0.15,0.8966666666666666
NUAK,-1.61,710317318>0.15,-1.1816666666666666
SGK,1.58,710317318>0.15,0.7041666666666666
NAK,-1.58,710317318>0.15,-0.25416666666666665
TTK,-1.58,710317318>0.15,-1.1625
GRK,-1.58,710317318>0.15,-0.8641666666666667
CAMK1,1.57,710317318>0.15,1.3741666666666668
TLK,-1.56,710317318>0.15,-1.1575
IRAK,-1.55,710317318>0.15,-0.8033333333333333
PKCA,1.49,710317318>0.15,1.425
RAF,-1.49,710317318>0.15,-1.6916666666666667
AKT,1.43,710317318>0.15,0.3233333333333333
HAL,1.3,710317318>0.15,0.6316666666666667
PKN,1.27,710317318>0.15,0.63
PAKB,1.27,710317318>0.15,0.9175
QIK,1.25,710317318>0.15,0.3908333333333333
ATM,-1.25,710317318>0.15,-0.8091666666666667
AUR,1.21,710317318>0.15,0.6
PHK,1.19,710317318>0.15,0.3358333333333333
ULK,-1.12,710317318>0.15,-0.8241666666666667
MOS,-1.12,710317318>0.15,-0.8208333333333333
CLK,-1.11,710317318>0.15,-0.8166666666666667
SLK,-1.11,710317318>0.15,-0.8325
NIK,-1.1,710317318>0.15,-0.8308333333333333
CAMKK,-1.08,710317318>0.15,-0.8233333333333334
BUD32,-1.08,710317318>0.15,-0.8141666666666667
CK2,-1.06,710317318>0.15,-0.4033333333333333
CK1,-1.03,710317318>0.15,-1.1058333333333334
STE11,-0.98,710317318>0.15,-1.0183333333333333
PDHK,0.95,710317318>0.15,1.4641666666666666
WNK,0.91,710317318>0.15,0.01666666666666669
KHS,0.9,710317318>0.15,0.6266666666666667
BRSK,0.9,710317318>0.15,0.18249999999999997
PASK,0.88,710317318>0.15,0.8641666666666667
TAO,0.87,710317318>0.15,1.0733333333333333
VRK1,-0.73,710317318>0.15,-0.8075
IKK,-0.69,710317318>0.15,-1.16
NDR,-0.68,710317318>0.15,-0.22333333333333333
COT,-0.66,710317318>0.15,-0.4116666666666667
MELK,0.59,710317318>0.15,0.3716666666666667
MARK,0.59,710317318>0.15,0.095
MLK,0.55,710317318>0.15,0.8758333333333334
CHK1,0.51,710317318>0.15,0.12916666666666668
ATR,0.48,710317318>0.15,-0.2000000000000001
MTOR,-0.37,710317318>0.15,0.24083333333333337
BARK2,0.37,710317318>0.15,0.5566666666666666
MST,-0.36,710317318>0.15,-0.9808333333333333
MAPKAPK,0.32,710317318>0.15,0.535
CAMK2,0.3,710317318>0.15,0.63
PEK,-0.27,710317318>0.15,-0.5758333333333333
PRKDC,0.24,710317318>0.15,-0.1075
MSN,-0.2,710317318>0.15,0.33
NEK,0.2,710317318>0.15,-0.054999999999999966
MLCK,0.19,710317318>0.15,0.3358333333333333
DAPK,-0.11,710317318>0.15,-0.1425
PKD,0.11,710317318>0.15,0.43833333333333335
FRAY,-0.03,710317318>0.15,-0.008333333333333335
RIPK,-0.02,710317318>0.15,0.6458333333333334
ERK,-4.59,710317318>0.2,-3.2075
JNK,-4.46,710317318>0.2,-3.4291666666666667
P38,-4.06,710317318>0.2,-2.985
PKA,4,710317318>0.2,2.9675
PKG,3.66,710317318>0.2,2.441666666666667
DYRK,-3.41,710317318>0.2,-2.6683333333333334
PLK,-3.11,710317318>0.2,-3.0025
CDK,-3.08,710317318>0.2,-2.405
NMO,-2.99,710317318>0.2,-2.401666666666667
PKCH,2.92,710317318>0.2,1.3741666666666668
RSK,2.71,710317318>0.2,1.9183333333333332
PKCI,2.64,710317318>0.2,1.6858333333333333
DMPK,2.29,710317318>0.2,1.3316666666666668
PAKA,2.16,710317318>0.2,1.7916666666666665
STE7,-2.15,710317318>0.2,-1.8391666666666666
STKR,-2.13,710317318>0.2,-1.4725
AMPK,1.89,710317318>0.2,0.8966666666666666
PDK1,-1.84,710317318>0.2,-1.5708333333333333
LKB,-1.78,710317318>0.2,-1.4883333333333333
PKCD,1.78,710317318>0.2,1.5625
RAD53,1.78,710317318>0.2,1.6116666666666668
PIM,1.75,710317318>0.2,1.2116666666666667
RAF,-1.69,710317318>0.2,-1.6916666666666667
NUAK,-1.56,710317318>0.2,-1.1816666666666666
TTK,-1.52,710317318>0.2,-1.1625
NAK,-1.52,710317318>0.2,-0.25416666666666665
TLK,-1.51,710317318>0.2,-1.1575
GSK,-1.5,710317318>0.2,-0.8733333333333334
AKT,1.44,710317318>0.2,0.3233333333333333
GRK,-1.43,710317318>0.2,-0.8641666666666667
IRAK,-1.43,710317318>0.2,-0.8033333333333333
HAL,1.35,710317318>0.2,0.6316666666666667
SGK,1.33,710317318>0.2,0.7041666666666666
CAMK1,1.33,710317318>0.2,1.3741666666666668
PKN,1.29,710317318>0.2,0.63
PKCA,1.27,710317318>0.2,1.425
PAKB,1.27,710317318>0.2,0.9175
PHK,1.27,710317318>0.2,0.3358333333333333
QIK,1.16,710317318>0.2,0.3908333333333333
ATM,-1.14,710317318>0.2,-0.8091666666666667
NIK,-1.12,710317318>0.2,-0.8308333333333333
BUD32,-1.09,710317318>0.2,-0.8141666666666667
CAMKK,-1.09,710317318>0.2,-0.8233333333333334
SLK,-1.06,710317318>0.2,-0.8325
ULK,-1.05,710317318>0.2,-0.8241666666666667
MOS,-1.04,710317318>0.2,-0.8208333333333333
CLK,-1.03,710317318>0.2,-0.8166666666666667
PDHK,1.02,710317318>0.2,1.4641666666666666
WNK,0.98,710317318>0.2,0.01666666666666669
TAO,0.94,710317318>0.2,1.0733333333333333
BRSK,0.93,710317318>0.2,0.18249999999999997
KHS,0.92,710317318>0.2,0.6266666666666667
PASK,0.9,710317318>0.2,0.8641666666666667
MELK,0.88,710317318>0.2,0.3716666666666667
CK2,-0.88,710317318>0.2,-0.4033333333333333
STE11,-0.83,710317318>0.2,-1.0183333333333333
MLK,0.74,710317318>0.2,0.8758333333333334
AUR,0.73,710317318>0.2,0.6
MARK,0.69,710317318>0.2,0.095
CK1,-0.64,710317318>0.2,-1.1058333333333334
VRK1,-0.64,710317318>0.2,-0.8075
ATR,0.63,710317318>0.2,-0.2000000000000001
IKK,-0.62,710317318>0.2,-1.16
COT,-0.62,710317318>0.2,-0.4116666666666667
NDR,-0.59,710317318>0.2,-0.22333333333333333
MST,-0.57,710317318>0.2,-0.9808333333333333
CAMK2,0.48,710317318>0.2,0.63
BARK2,0.46,710317318>0.2,0.5566666666666666
PRKDC,0.36,710317318>0.2,-0.1075
MLCK,0.35,710317318>0.2,0.3358333333333333
RIPK,0.32,710317318>0.2,0.6458333333333334
FRAY,0.19,710317318>0.2,-0.008333333333333335
MTOR,-0.14,710317318>0.2,0.24083333333333337
MSN,-0.13,710317318>0.2,0.33
PEK,0.12,710317318>0.2,-0.5758333333333333
DAPK,0.1,710317318>0.2,-0.1425
CHK1,0.1,710317318>0.2,0.12916666666666668
NEK,-0.07,710317318>0.2,-0.054999999999999966
PKD,0.04,710317318>0.2,0.43833333333333335
MAPKAPK,-0,710317318>0.2,0.535
ERK,-5.01,710317318>0.3,-3.2075
JNK,-4.74,710317318>0.3,-3.4291666666666667
P38,-4.46,710317318>0.3,-2.985
PKA,4.31,710317318>0.3,2.9675
DYRK,-3.6,710317318>0.3,-2.6683333333333334
CDK,-3.49,710317318>0.3,-2.405
PKG,3.21,710317318>0.3,2.441666666666667
NMO,-3.08,710317318>0.3,-2.401666666666667
PLK,-2.92,710317318>0.3,-3.0025
PAKA,2.8,710317318>0.3,1.7916666666666665
PKCH,2.6,710317318>0.3,1.3741666666666668
STE7,-2.59,710317318>0.3,-1.8391666666666666
RSK,2.56,710317318>0.3,1.9183333333333332
PKCI,2.5,710317318>0.3,1.6858333333333333
DMPK,2.37,710317318>0.3,1.3316666666666668
PDK1,-2.27,710317318>0.3,-1.5708333333333333
AMPK,2.25,710317318>0.3,0.8966666666666666
RAD53,1.96,710317318>0.3,1.6116666666666668
IRAK,-1.9,710317318>0.3,-0.8033333333333333
RAF,-1.78,710317318>0.3,-1.6916666666666667
PKCD,1.72,710317318>0.3,1.5625
STKR,-1.68,710317318>0.3,-1.4725
GSK,-1.67,710317318>0.3,-0.8733333333333334
CAMK1,1.6,710317318>0.3,1.3741666666666668
PAKB,1.54,710317318>0.3,0.9175
PKN,1.5,710317318>0.3,0.63
GRK,-1.47,710317318>0.3,-0.8641666666666667
AKT,1.45,710317318>0.3,0.3233333333333333
PHK,1.44,710317318>0.3,0.3358333333333333
NUAK,-1.35,710317318>0.3,-1.1816666666666666
TLK,-1.32,710317318>0.3,-1.1575
