HGNC,PTMSEA,KEA3,UKA,KRSA,CombinedScore,Percentile,Rescaled
SGK1,0.3333333333333333,0.9828571428571428,0.7410714285714286,0.16300940438871472,0.6280935996790565,96,0.6717323706458583
CHEK1,0.7023809523809523,0.9628571428571427,-1,0.5266457680250783,0.6000904915697098,94,0.6314480368150743
IKBKB,0.9761904761904762,0.86,-1,0.877742946708464,0.6754108064511387,98,0.7398013202104451
AURKA,0.9523809523809524,0.98,-1,0.45141065830721006,0.6169371137102384,96,0.6556830234308498
CHUK,0.5595238095238095,0.7828571428571428,-1,0.877742946708464,0.6050355854446718,95,0.6385618833104584
PDPK1,0,0.7714285714285715,-1,0.13793103448275862,0.377858943515931,55,0.31175317171035977
DAPK3,0,0.7742857142857142,-1,0.2884012539184953,0.41150996783607396,66,0.36016240871959027
MAP3K7,0,0.6342857142857142,-1,0.03761755485893417,0.3136886469222357,29,0.2194399313405161
RPS6KA5,0,0.8657142857142858,-1,0.10031347962382443,0.3987644548156953,62,0.3418271403860668
LATS1,0,0.6657142857142857,-1,0.7398119122257053,0.47631119229810276,79,0.45338328079845147
CHEK2,0,0.9371428571428572,-1,0.27586206896551724,0.45903908211306205,76,0.4285362013264401
RAF1,0.6309523809523809,0.6285714285714286,0.35714285714285715,0.5517241379310345,0.5398487110016421,89,0.5447862280798194
PRKCG,0,0.7114285714285714,-1,0.46394984326018807,0.4303422322206407,70,0.38725387379179255
PRKCB,0.5238095238095238,0.8942857142857142,-1,0.46394984326018807,0.545316896552336,90,0.5526525767477122
CDK1,0.4166666666666667,0.9285714285714286,-1,0.915360501567398,0.6422311366979361,97,0.6920701581010844
ARAF,0,0.5771428571428572,0.7321428571428571,0.5517241379310345,0.5350941157635468,89,0.537946426545869
PIM1,0.9285714285714286,0.9142857142857144,0.23214285714285715,0.06269592476489028,0.52527670958352,87,0.5238234346849548
CDK4,0.369047619047619,0.94,0.3482142857142857,0.915360501567398,0.7078169718241529,99,0.7864197448140471
SRC,0,0.8342857142857143,-1,-1,0.4089144040654536,65,0.35642851757413346
BRAF,0,0.5257142857142857,0.7232142857142857,0.5517241379310345,0.5143052943349754,86,0.5080403240122862
PRKCA,0.5119047619047619,0.9514285714285714,-1,0.46394984326018807,0.5616214329962884,93,0.5761077370284788
PRKACA,0.5952380952380952,0.9228571428571428,-1,0.8401253918495298,0.644040669994979,97,0.6946732921221849
PRKACG,0,-1,-1,0.8401253918495298,0.35761258738991847,45,0.282627441600244
PRKACB,0,0.1657142857142857,-1,0.8401253918495298,0.3438507031565981,41,0.26283005566612194
RPS6KB1,0.7976190476190477,0.9142857142857144,-1,0.10031347962382443,0.5028985231276858,84,0.4916309248323268
CDK2,0.4642857142857143,0.9942857142857144,0.8035714285714286,0.915360501567398,0.8562843884908196,100,1
MAPK3,0.380952380952381,0.9685714285714284,-1,0.7021943573667712,0.6041610003025908,95,0.6373037344046489
MAPK1,0.5,0.96,-1,0.7021943573667712,0.6148208591358671,95,0.6526386504486793
AKT1,0.44047619047619047,0.88,-1,0.2006269592476489,0.47424832745595247,78,0.45041571249765877
AKT2,0.8571428571428571,0.6457142857142857,-1,0.2006269592476489,0.4485125366008192,74,0.4133930653629506
MAP3K8,0.9166666666666666,0.48857142857142855,-1,0.5141065830721003,0.47493802898435505,79,0.4514078940264119
PRKCI,0,0.7371428571428571,-1,0,0.3372394154292,38,0.25331927847589364
MTOR,0.6428571428571429,0.5657142857142857,-1,0.30094043887147337,0.4217204417392573,68,0.3748508546478141
GRK6,0,0.3628571428571429,-1,0.26332288401253917,0.27907607657085015,17,0.16964744640162766
MAPK8,0.7380952380952381,0.9085714285714286,-1,0.677115987460815,0.6200980026539956,96,0.6602301724442784
MAPK9,0,1,-1,0.677115987460815,0.5658223600798432,93,0.5821510500911534
MAPKAPK2,0.4047619047619048,0.8885714285714286,0.00892857142857142,0.15047021943573669,0.41293768633378114,66,0.3622162767528614
GSK3A,0,0.8257142857142857,-1,0.05015673981191222,0.3754968305428476,53,0.30835511506671326
GSK3B,0.3928571428571429,0.9342857142857144,-1,0.05015673981191222,0.4529103047676191,74,0.41971954741808476
CDK7,0.7142857142857143,0.76,0.07142857142857142,0.915360501567398,0.6172080313479624,96,0.6560727564746286
CDK9,0.34523809523809523,0.7857142857142857,0.6517857142857143,0.915360501567398,0.7268865194432005,99,0.8138525576035437
RPS6KA3,0.5357142857142857,0.9228571428571428,-1,0.10031347962382443,0.4762725250458381,79,0.4533276553838559
DAPK1,0.9404761904761904,0.8657142857142858,-1,0.2884012539184953,0.5448364614326359,90,0.5519614388686434
MAPK10,0.7380952380952381,0.62,-1,0.677115987460815,0.5310410100115956,88,0.5321157643020384
PRKAA2,0.9047619047619048,0.7342857142857143,-1,0.23824451410658307,0.48936122547084543,81,0.47215662162836103
SIK1,0.7619047619047619,0.23142857142857143,-1,0.7147335423197492,0.4219760244727266,68,0.37521852741171785
CSNK2A1,0.9642857142857144,0.9114285714285716,-1,0.7899686520376176,0.6708364294716077,98,0.7332207746298717
PRKDC,1,0.9742857142857144,-1,0.8025078369905956,0.6969572897963624,98,0.7707973698121214
ATM,0.4523809523809524,0.9,-1,0.5391849529780565,0.5554819676917218,91,0.5672757077799424
IKBKE,0.988095238095238,0.9771428571428572,-1,0.877742946708464,0.7128931665535864,99,0.7937221886096452
CDK3,0,0.7457142857142857,0.0625,0.915360501567398,0.5167117813479624,86,0.5115022156641723
CDK6,0.34523809523809523,0.74,0.3928571428571429,0.915360501567398,0.644178698014629,97,0.6948718546103155
CDK5,0.6785714285714286,0.8057142857142857,0.6339285714285714,0.915360501567398,0.7729462099193909,100,0.8801124863243175
PRKCE,0.8571428571428571,0.78,-1,0.4890282131661442,0.5527626706892931,91,0.5633638181495795
PRKCQ,0.8928571428571429,0.6942857142857143,-1,0.22570532915360503,0.47295540757338583,78,0.44855576123930585
PRKCZ,0.7738095238095238,0.8571428571428571,-1,0,0.46075627059309526,77,0.4310064911853342
PRKCD,0.8452380952380952,0.76,-1,0.22570532915360503,0.4879136664123954,80,0.47007421162863283
PRKAA1,0.6904761904761905,0.9885714285714284,-1,0.23824451410658307,0.5438879804115883,90,0.5505969858252581
PAK1,0.6666666666666666,0.8828571428571429,-1,0.18808777429467088,0.49767902767544536,83,0.4841223334143573
PAK2,0.7857142857142857,0.47714285714285715,-1,0.18808777429467088,0.38577530257512155,58,0.3231413808269878
PRKG2,0.4880952380952381,0.2257142857142857,-1,0.11285266457680251,0.2585336651038596,12,0.1400958209893985
ROCK1,0.7261904761904762,0.5942857142857143,0.02678571428571428,0.6520376175548589,0.48085343443051204,80,0.4599175982637743
ATR,0.8095238095238095,0.9714285714285714,0.9553571428571428,0.31347962382445144,0.7790693217271234,100,0.888920989979795
CAMK2G,0,0.8457142857142858,-1,0.8652037617554859,0.5591693202474219,92,0.5725802097204267
DYRK1A,0.5476190476190477,0.9314285714285714,-1,0.890282131661442,0.6522869714252362,98,0.7065361452879331
PRKG1,0.6071428571428571,0.8,-1,0.11285266457680251,0.44907101402673577,74,0.4141964722910221
PRKD1,0.6190476190476191,0.8857142857142857,-1,0.5015673981191222,0.5615080501569528,92,0.5759446282716708
STK38,0,0.8171428571428572,-1,0.7398119122257053,0.5230440696253027,87,0.5206116335859635
RPS6KA2,0.8333333333333334,0.8057142857142857,-1,0.10031347962382443,0.47338346664862857,78,0.44917155269427717
RPS6KA1,0.42857142857142855,0.7942857142857143,-1,0.10031347962382443,0.4246190625014095,69,0.37902071343546795
PKN1,0.6547619047619048,0.6857142857142857,-1,0.5893416927899686,0.5228923254197789,87,0.5203933394520289
MAPK14,0.47619047619047616,0.8485714285714285,0.4196428571428571,0.9655172413793104,0.7198950537766831,99,0.8037948691577942
PIM3,0,-1,-1,0.06269592476489028,0.22216626346324767,2,0.08777889450652634
BRSK2,0,0.06285714285714286,-1,0.927899686520376,0.33122302528888153,35,0.24466430103830236
BRSK1,0,0.5257142857142857,-1,0.927899686520376,0.47406691447768146,78,0.4501547378605089
DYRK2,0,0.92,-1,0.890282131661442,0.5875564280294457,94,0.6134169526246832
PASK,0,0.18,-1,0.41379310344827586,0.2554131947349931,10,0.1356068167846641
MAP3K14,0.5595238095238095,0.8171428571428572,-1,0.9780564263322884,0.6374627955519672,97,0.6852105821642561
VRK1,0,0.7228571428571429,-1,0.7523510971786834,0.4966770130059147,82,0.4826808686564777
PRKD2,0,0.3914285714285714,-1,0.5015673981191222,0.33977828113127645,38,0.25697160567809585
PLK3,0,0.9914285714285714,0.15178571428571427,0.32601880877742945,0.4783341398343037,79,0.45629342539926737
LATS2,0,0.7285714285714285,-1,0.7398119122257053,0.4957097451509027,82,0.4812893895027018
PIM2,0.8214285714285714,0.49142857142857144,0.6160714285714286,0.06269592476489028,0.4574193167263771,76,0.4262060610680812
TBK1,0.5833333333333334,0.7914285714285715,0.9375,0.877742946708464,0.8235295175026124,100,0.9528799391724385
AKT3,0.8571428571428571,0.8228571428571428,-1,0.2006269592476489,0.5031811855496192,84,0.49203755352947426
AAK1,-1,0.07142857142857142,-1,0.6018808777429467,0.2956553738443559,23,0.19349786841327535
ABL1,-1,0.9542857142857144,-1,-1,0.4533073429959283,74,0.42029071332118145
ABL2,-1,0.5971428571428572,-1,-1,0.365502371688973,48,0.29397742115661707
ACVR1,-1,0.6828571428571428,-1,0.6520376175548589,0.48081058797716647,80,0.45985596079041613
ACVR1B,-1,0.36,-1,0.6520376175548589,0.3883916201480149,59,0.3269051276975934
ACVR2B,-1,0.3028571428571429,-1,0.6520376175548589,0.3720342807092271,52,0.30337400679620896
ALK,-1,0.4,-1,-1,0.3170340275275336,30,0.22425248388177743
AURKB,-1,0.9057142857142856,-1,0.45141065830721006,0.5040774832373176,84,0.4933269373765105
AURKC,-1,0.5571428571428572,-1,0.45141065830721006,0.4042977126607117,63,0.34978709987806494
AXL,-1,0.4542857142857143,-1,-1,0.33038038316619084,34,0.24345210429079123
BLK,-1,0.15142857142857144,-1,-1,0.2559217674978927,11,0.1363384325352405
BMP2K,-1,0.02571428571428571,-1,0.6018808777429467,0.2825695022933256,18,0.17467297169216772
BMPR1A,-1,0.35714285714285715,-1,0.6520376175548589,0.38757375317607556,58,0.3257285716525242
BMPR1B,-1,0.7028571428571428,-1,0.6520376175548589,0.4865356567807422,80,0.4680918531059006
BMPR2,-1,0.32285714285714284,-1,0.6520376175548589,0.3777593495128028,54,0.31160989911169346
BMX,-1,0.66,-1,-1,0.3809560466389971,55,0.3162085605775804
BTK,-1,0.8285714285714286,-1,-1,0.42239999309588006,68,0.3758284344792549
BUB1,-1,0.4114285714285714,-1,-1,0.31984378660935614,31,0.2282945092310434
CAMK1,-1,0.5057142857142857,-1,0.8526645768025078,0.4706295642680455,77,0.4452098809254291
CAMK1D,-1,0.20857142857142855,-1,0.8526645768025078,0.3855713991863486,58,0.3228480522382296
