Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
PRKX,P51817,AGC,PKA,0.47712125471966244,1.606817420514935,1.8750612633916999,3.1760912590556813,1.2820042099724618,1.255118002045465,0.08628471041323037,0.3143358943770393,28
MAPK12,P53778,CMGC,MAPK,0.47712125471966244,1.2484083091018705,1.7292103780267096,1.744727494896694,1.9785328317563706,1.9785328317563706,0,0.22931472805567044,3
CAMK4,Q16566,CAMK,CAMK1,0.47712125471966244,1.0368254753069093,1.5228787452803376,1.6989700043360187,1.4509946358572494,1.4026113469795685,0.10940042398775929,0.30183003630432464,10
PIM2,Q9P1W9,CAMK,PIM,0.47712125471966244,1.0357556653628013,1.4357285695614375,2.2218487496163566,1.150490940458978,1.1658176320223375,0.06900552167688896,0.2672483038058423,29
DAPK3,O43293,CAMK,DAPK,0.47712125471966244,0.9507819773298184,1.4279032320494809,1.4279032320494809,1.6057917638792596,1.6057917638792596,NA,0.41100907900301964,3
RPS6KA5,O75582,AGC-CAMK,RSK,0.47712125471966244,0.90885834842974,1.4279032320494809,1.6709412807357753,1.1180782421923037,1.113470699926582,0.04393100385219521,0.25694447399549747,36
CAMK2B,Q13554,CAMK,CAMK2,0.47712125471966244,0.9056993418197317,1.3979400086720377,1.513333427374107,1.5598301106636554,1.4624398453759087,0.13730232053928113,0.29887703017016404,4
PIM1,P11309,CAMK,PIM,0.47712125471966244,0.9442877835688612,1.3979400086720377,1.6575773191777936,1.0857022550279407,1.08538184638908,0.004258287629307812,0.2860329301356994,46
PRKG1,Q13976,AGC,PKG,0.4102257001276666,0.6827322832432572,1.2730012720637376,1.3767507096020994,1.1007752634067138,1.0857416974084184,0.059910542481867786,0.2657492058151556,32
MAPK13,O15264,CMGC,MAPK,0.47712125471966244,0.6213139519155455,1.212303431710126,1.2518119729937995,1.2938525083158745,1.1998631745465893,0.1409840006539277,0.31736253997329966,7
