Kinase,Z,method,AvgZ
PKCH,3.18,710317302>0.15,1.2825000000000002
FRAY,2.95,710317302>0.15,2.5324999999999998
P38,-2.68,710317302>0.15,-1.0875
CDK,-2.66,710317302>0.15,-1.4249999999999998
JNK,-2.23,710317302>0.15,-0.9374999999999999
ERK,-2.07,710317302>0.15,-1.3125
PKCD,1.93,710317302>0.15,0.41000000000000003
IKK,-1.93,710317302>0.15,-1.195
RIPK,-1.88,710317302>0.15,-0.59
WNK,1.78,710317302>0.15,0.8925
AUR,1.74,710317302>0.15,0.22250000000000003
BRSK,1.73,710317302>0.15,0.8425
PKCI,1.69,710317302>0.15,1.7475
STKR,-1.51,710317302>0.15,-1.0125
PLK,-1.27,710317302>0.15,-0.6675
CK1,-1.26,710317302>0.15,-0.015000000000000013
NDR,-1.24,710317302>0.15,-0.85
NMO,-1.23,710317302>0.15,-1.1225
MAPKAPK,-1.16,710317302>0.15,-1.265
AMPK,1.14,710317302>0.15,0.19999999999999996
PKCA,1.04,710317302>0.15,0.875
PKD,-1.03,710317302>0.15,-1.3675
PKG,1.03,710317302>0.15,1.065
MST,1.01,710317302>0.15,0.9450000000000001
PHK,-1,710317302>0.15,-0.6425
MTOR,0.98,710317302>0.15,1.3625
RAD53,0.97,710317302>0.15,0.48
DAPK,-0.94,710317302>0.15,-0.76
HAL,0.92,710317302>0.15,1.9475
COT,0.85,710317302>0.15,-0.335
PDK1,-0.85,710317302>0.15,-0.25
NAK,-0.83,710317302>0.15,-0.545
TLK,-0.83,710317302>0.15,-0.5425
PKN,0.83,710317302>0.15,-0.135
PAKB,-0.81,710317302>0.15,-0.5425
NUAK,-0.8,710317302>0.15,-0.545
TTK,-0.79,710317302>0.15,-0.535
DYRK,-0.79,710317302>0.15,-0.7875
CK2,-0.77,710317302>0.15,-0.6525
PIM,0.77,710317302>0.15,0.6375
ATR,-0.75,710317302>0.15,-0.30000000000000004
AKT,-0.73,710317302>0.15,-0.41000000000000003
CAMK2,-0.64,710317302>0.15,-0.6525
GRK,-0.64,710317302>0.15,0.027499999999999997
BUD32,-0.58,710317302>0.15,-0.3825
CAMKK,-0.57,710317302>0.15,-0.385
NIK,-0.57,710317302>0.15,-0.385
KHS,-0.57,710317302>0.15,-0.39999999999999997
TAO,-0.57,710317302>0.15,-0.385
PASK,-0.57,710317302>0.15,-0.3825
PKA,0.56,710317302>0.15,0.8125
ULK,-0.56,710317302>0.15,-0.38
MOS,-0.56,710317302>0.15,-0.375
CLK,-0.55,710317302>0.15,-0.3875
SLK,-0.55,710317302>0.15,-0.3775
LKB,-0.47,710317302>0.15,-0.255
QIK,-0.46,710317302>0.15,-0.007500000000000007
MARK,-0.44,710317302>0.15,-0.44
PAKA,-0.44,710317302>0.15,-0.6000000000000001
STE11,0.43,710317302>0.15,0.265
BARK2,0.42,710317302>0.15,1.3125
RSK,-0.41,710317302>0.15,-0.75
RAF,-0.39,710317302>0.15,-0.11249999999999999
MLK,0.38,710317302>0.15,0.21250000000000002
SGK,0.33,710317302>0.15,0.7075
STE7,0.28,710317302>0.15,0.5375
IRAK,-0.26,710317302>0.15,-0.2025
MLCK,-0.23,710317302>0.15,0.7075
VRK1,-0.23,710317302>0.15,-0.6275000000000001
