Kinase,Z,method,AvgZ
ERK,-5.55,710144413>0.15,-3.03875
DYRK,-4.59,710144413>0.15,-2.935
PKA,4.24,710144413>0.15,2.7800000000000002
JNK,-4.19,710144413>0.15,-2.52875
RSK,3.85,710144413>0.15,2.71375
MAPKAPK,3.62,710144413>0.15,1.79
PDK1,-3.37,710144413>0.15,-2.30125
RAD53,3.28,710144413>0.15,2.235
NMO,-3.02,710144413>0.15,-1.92875
PKCA,2.69,710144413>0.15,1.475
PKG,2.65,710144413>0.15,2.50125
AMPK,2.65,710144413>0.15,1.885
PHK,2.53,710144413>0.15,1.13875
P38,-2.49,710144413>0.15,-1.5237500000000002
PAKA,2.42,710144413>0.15,0.98875
STE7,-2.39,710144413>0.15,-1.2225000000000001
GSK,-2.32,710144413>0.15,-1.3875
IRAK,-2.3,710144413>0.15,-1.52875
AKT,2.23,710144413>0.15,1.5725
SGK,2.16,710144413>0.15,0.9387500000000002
PKCD,2.05,710144413>0.15,0.60625
MARK,2.05,710144413>0.15,1.77125
BARK2,2.04,710144413>0.15,1.0575
CAMK1,2.03,710144413>0.15,1.14625
MST,-2.02,710144413>0.15,-1.1975
DMPK,1.99,710144413>0.15,1.67
RIPK,1.86,710144413>0.15,0.9825
PKD,1.71,710144413>0.15,1.36875
NDR,1.71,710144413>0.15,2.50375
LKB,-1.67,710144413>0.15,-1.25125
PLK,-1.65,710144413>0.15,-1.155
PIM,1.6,710144413>0.15,1.5750000000000002
STE11,-1.5,710144413>0.15,-0.70375
RAF,-1.47,710144413>0.15,0.20999999999999996
AUR,1.47,710144413>0.15,0.8162499999999999
MSN,1.43,710144413>0.15,0.3575
CHK1,1.43,710144413>0.15,1.225
CDK,-1.32,710144413>0.15,-0.5225
FRAY,-1.24,710144413>0.15,-1.475
PAKB,-1.24,710144413>0.15,-0.79375
NAK,-1.23,710144413>0.15,-0.79125
PDHK,1.23,710144413>0.15,0.43000000000000005
PKN,-1.22,710144413>0.15,-0.78625
TAO,1.22,710144413>0.15,0.5075
MTOR,-1.21,710144413>0.15,-1.34625
KHS,1.19,710144413>0.15,1.6925
WNK,1.19,710144413>0.15,-0.3025
PASK,1.18,710144413>0.15,0.48624999999999996
MOS,1.17,710144413>0.15,1.665
TLK,-1.17,710144413>0.15,-0.785
BUD32,1.15,710144413>0.15,0.49749999999999994
MLCK,-1.04,710144413>0.15,-1.02875
VRK1,-1.03,710144413>0.15,-0.78625
PKCH,-0.97,710144413>0.15,-0.53125
CAMK2,0.93,710144413>0.15,0.04374999999999996
CLK,-0.87,710144413>0.15,-0.5525
CAMKK,-0.87,710144413>0.15,-0.55125
BRSK,-0.84,710144413>0.15,-0.545
ULK,-0.84,710144413>0.15,-0.55875
PKCI,0.83,710144413>0.15,0.012500000000000004
SLK,-0.83,710144413>0.15,-0.55625
IKK,0.82,710144413>0.15,0.17750000000000005
NIK,-0.81,710144413>0.15,-0.54125
STKR,-0.74,710144413>0.15,-0.43625
GRK,-0.73,710144413>0.15,-0.5675
MLK,0.68,710144413>0.15,-0.21999999999999997
CK1,-0.52,710144413>0.15,-0.77875
MELK,0.43,710144413>0.15,-0.3862500000000001
DAPK,0.33,710144413>0.15,-0.155
CK2,-0.31,710144413>0.15,0.18
ATR,-0.31,710144413>0.15,0.6287499999999999
ATM,0.3,710144413>0.15,-0.2
PEK,0.28,710144413>0.15,-0.19999999999999998
QIK,0.25,710144413>0.15,-0.415
NUAK,0.22,710144413>0.15,-0.046249999999999986
HAL,0.22,710144413>0.15,-0.04875
TTK,0.19,710144413>0.15,-0.04875
COT,-0.12,710144413>0.15,-0.6787500000000001
PRKDC,-0.03,710144413>0.15,0.465
NEK,0.02,710144413>0.15,-0.29374999999999996
ERK,-5.37,710144413>0.2,-3.03875
DYRK,-4.31,710144413>0.2,-2.935
PKA,4.14,710144413>0.2,2.7800000000000002
RSK,4.03,710144413>0.2,2.71375
JNK,-3.81,710144413>0.2,-2.52875
MAPKAPK,3.56,710144413>0.2,1.79
PDK1,-3.43,710144413>0.2,-2.30125
RAD53,3.31,710144413>0.2,2.235
NMO,-2.87,710144413>0.2,-1.92875
AMPK,2.8,710144413>0.2,1.885
PKG,2.6,710144413>0.2,2.50125
PHK,2.56,710144413>0.2,1.13875
PAKA,2.54,710144413>0.2,0.98875
DMPK,2.52,710144413>0.2,1.67
AKT,2.48,710144413>0.2,1.5725
PKCA,2.45,710144413>0.2,1.475
SGK,2.31,710144413>0.2,0.9387500000000002
P38,-2.31,710144413>0.2,-1.5237500000000002
GSK,-2.2,710144413>0.2,-1.3875
STE7,-2.13,710144413>0.2,-1.2225000000000001
IRAK,-2.11,710144413>0.2,-1.52875
BARK2,2.11,710144413>0.2,1.0575
MARK,2.11,710144413>0.2,1.77125
PKCD,2.09,710144413>0.2,0.60625
CAMK1,2.03,710144413>0.2,1.14625
MST,-1.97,710144413>0.2,-1.1975
PKD,1.93,710144413>0.2,1.36875
NDR,1.8,710144413>0.2,2.50375
LKB,-1.67,710144413>0.2,-1.25125
RIPK,1.67,710144413>0.2,0.9825
CHK1,1.62,710144413>0.2,1.225
PIM,1.61,710144413>0.2,1.5750000000000002
AUR,1.58,710144413>0.2,0.8162499999999999
FRAY,-1.57,710144413>0.2,-1.475
PLK,-1.44,710144413>0.2,-1.155
MSN,1.42,710144413>0.2,0.3575
STE11,-1.41,710144413>0.2,-0.70375
RAF,-1.28,710144413>0.2,0.20999999999999996
TAO,1.24,710144413>0.2,0.5075
NAK,-1.24,710144413>0.2,-0.79125
TLK,-1.24,710144413>0.2,-0.785
BUD32,1.23,710144413>0.2,0.49749999999999994
PKN,-1.22,710144413>0.2,-0.78625
PAKB,-1.2,710144413>0.2,-0.79375
PDHK,1.19,710144413>0.2,0.43000000000000005
PASK,1.18,710144413>0.2,0.48624999999999996
KHS,1.17,710144413>0.2,1.6925
MOS,1.14,710144413>0.2,1.665
IKK,1.12,710144413>0.2,0.17750000000000005
MTOR,-1.04,710144413>0.2,-1.34625
VRK1,-0.99,710144413>0.2,-0.78625
MLCK,-0.97,710144413>0.2,-1.02875
PKCI,0.92,710144413>0.2,0.012500000000000004
CAMKK,-0.85,710144413>0.2,-0.55125
WNK,-0.84,710144413>0.2,-0.3025
NIK,-0.84,710144413>0.2,-0.54125
SLK,-0.84,710144413>0.2,-0.55625
ULK,-0.84,710144413>0.2,-0.55875
PKCH,-0.82,710144413>0.2,-0.53125
BRSK,-0.82,710144413>0.2,-0.545
CLK,-0.8,710144413>0.2,-0.5525
CDK,-0.79,710144413>0.2,-0.5225
MLK,0.74,710144413>0.2,-0.21999999999999997
STKR,-0.68,710144413>0.2,-0.43625
MELK,0.63,710144413>0.2,-0.3862500000000001
CAMK2,0.56,710144413>0.2,0.04374999999999996
GRK,-0.54,710144413>0.2,-0.5675
DAPK,0.49,710144413>0.2,-0.155
PEK,0.41,710144413>0.2,-0.19999999999999998
ATM,0.38,710144413>0.2,-0.2
CK1,-0.34,710144413>0.2,-0.77875
NUAK,0.28,710144413>0.2,-0.046249999999999986
TTK,0.26,710144413>0.2,-0.04875
QIK,0.25,710144413>0.2,-0.415
ATR,-0.24,710144413>0.2,0.6287499999999999
HAL,0.23,710144413>0.2,-0.04875
CK2,-0.21,710144413>0.2,0.18
NEK,0.17,710144413>0.2,-0.29374999999999996
PRKDC,0.06,710144413>0.2,0.465
COT,-0.04,710144413>0.2,-0.6787500000000001
ERK,-4.46,710144413>0.3,-3.03875
PKA,4.03,710144413>0.3,2.7800000000000002
RSK,3.67,710144413>0.3,2.71375
DYRK,-3.56,710144413>0.3,-2.935
PDK1,-3.28,710144413>0.3,-2.30125
JNK,-3.25,710144413>0.3,-2.52875
AMPK,2.84,710144413>0.3,1.885
PKG,2.8,710144413>0.3,2.50125
RAD53,2.8,710144413>0.3,2.235
DMPK,2.78,710144413>0.3,1.67
NMO,-2.68,710144413>0.3,-1.92875
STE7,-2.5,710144413>0.3,-1.2225000000000001
SGK,2.43,710144413>0.3,0.9387500000000002
AKT,2.41,710144413>0.3,1.5725
MARK,2.34,710144413>0.3,1.77125
BARK2,2.32,710144413>0.3,1.0575
MAPKAPK,2.22,710144413>0.3,1.79
PKCA,2.19,710144413>0.3,1.475
FRAY,-2.14,710144413>0.3,-1.475
NDR,2.09,710144413>0.3,2.50375
CAMK1,2.03,710144413>0.3,1.14625
RIPK,2.03,710144413>0.3,0.9825
IKK,2.02,710144413>0.3,0.17750000000000005
PHK,1.99,710144413>0.3,1.13875
PAKA,1.97,710144413>0.3,0.98875
CHK1,1.95,710144413>0.3,1.225
MST,-1.91,710144413>0.3,-1.1975
IRAK,-1.9,710144413>0.3,-1.52875
GSK,-1.84,710144413>0.3,-1.3875
P38,-1.84,710144413>0.3,-1.5237500000000002
MLCK,-1.79,710144413>0.3,-1.02875
PKD,1.57,710144413>0.3,1.36875
BUD32,1.39,710144413>0.3,0.49749999999999994
PIM,1.36,710144413>0.3,1.5750000000000002
LKB,-1.35,710144413>0.3,-1.25125
PKCD,1.34,710144413>0.3,0.60625
PASK,1.32,710144413>0.3,0.48624999999999996
MOS,1.32,710144413>0.3,1.665
KHS,1.31,710144413>0.3,1.6925
TAO,1.3,710144413>0.3,0.5075
AUR,1.28,710144413>0.3,0.8162499999999999
