Kinase,Z,method,AvgZ
PKCD,2.77,710317303>0.15,1.4225
PKCH,2.67,710317303>0.15,1.64
MAPKAPK,-2.61,710317303>0.15,-2.1799999999999997
CDK,-2.61,710317303>0.15,-2.425
GRK,-2.27,710317303>0.15,-1.6025
PAKB,2.23,710317303>0.15,2.2025
P38,-1.83,710317303>0.15,-1.4
MELK,1.82,710317303>0.15,1.37
JNK,-1.79,710317303>0.15,-1.47
STKR,-1.72,710317303>0.15,-1.2075
BUD32,1.64,710317303>0.15,0.11249999999999996
WNK,1.62,710317303>0.15,0.11750000000000005
PASK,1.6,710317303>0.15,0.7449999999999999
DAPK,1.59,710317303>0.15,-0.08500000000000002
VRK1,1.58,710317303>0.15,0.775
BRSK,1.57,710317303>0.15,0.7050000000000001
CAMK1,-1.52,710317303>0.15,-1.3925
BARK2,1.5,710317303>0.15,1.5875
NMO,-1.47,710317303>0.15,-0.6375
NDR,-1.43,710317303>0.15,-0.9875
ERK,-1.39,710317303>0.15,-1.1125
PKG,1.37,710317303>0.15,0.9675
STE7,-1.35,710317303>0.15,-0.4675
PKCI,1.3,710317303>0.15,1.6975
DYRK,-1.29,710317303>0.15,-0.97
MSN,-1.27,710317303>0.15,-0.9
FRAY,1.23,710317303>0.15,0.885
CHK1,-1.13,710317303>0.15,-1.2
MLK,1.1,710317303>0.15,-0.03249999999999997
CAMK2,-1.04,710317303>0.15,-0.7775
NEK,1.03,710317303>0.15,0.915
MTOR,-1.03,710317303>0.15,-0.71
IKK,0.98,710317303>0.15,1.385
RSK,-0.92,710317303>0.15,-0.4675
NAK,-0.91,710317303>0.15,-0.63
TLK,-0.88,710317303>0.15,-0.62
QIK,-0.8,710317303>0.15,-0.6175
LKB,-0.77,710317303>0.15,-1.005
PKA,0.73,710317303>0.15,0.4125
RAD53,0.73,710317303>0.15,-0.4175
DMPK,0.72,710317303>0.15,0.6475
NUAK,0.72,710317303>0.15,-0.2225
RIPK,-0.69,710317303>0.15,-0.9125
HAL,0.69,710317303>0.15,0.20499999999999996
PAKA,0.68,710317303>0.15,1.0550000000000002
PKN,0.67,710317303>0.15,-0.24249999999999997
MOS,-0.66,710317303>0.15,-0.455
TTK,0.66,710317303>0.15,-0.25
MARK,-0.65,710317303>0.15,-0.63
PHK,0.65,710317303>0.15,-0.0325
KHS,-0.64,710317303>0.15,-0.455
TAO,-0.64,710317303>0.15,-0.45
NIK,-0.64,710317303>0.15,-0.45
SLK,-0.63,710317303>0.15,-0.45
ULK,-0.63,710317303>0.15,-0.4475
CLK,-0.63,710317303>0.15,-0.4375
CAMKK,-0.62,710317303>0.15,-0.455
MLCK,0.6,710317303>0.15,-0.2225
AUR,0.58,710317303>0.15,0.535
STE11,-0.58,710317303>0.15,-0.13
COT,0.57,710317303>0.15,0.057499999999999996
GSK,-0.52,710317303>0.15,-0.33
PDK1,-0.3,710317303>0.15,-0.14
PKD,0.29,710317303>0.15,0.7949999999999999
PRKDC,-0.28,710317303>0.15,-0.925
AKT,0.27,710317303>0.15,0.9625
CK1,-0.26,710317303>0.15,-0.5225
CK2,-0.23,710317303>0.15,0.1775
SGK,-0.22,710317303>0.15,-0.15500000000000003
PEK,-0.21,710317303>0.15,0.16499999999999998
ATR,0.2,710317303>0.15,-0.18
ATM,-0.16,710317303>0.15,-0.6375
PDHK,0.16,710317303>0.15,0.24
PKCA,-0.12,710317303>0.15,-0.037500000000000006
AMPK,0.12,710317303>0.15,-0.027499999999999986
RAF,0.12,710317303>0.15,0.8625
MST,-0.08,710317303>0.15,-0.5425
PIM,-0.06,710317303>0.15,-0.0625
PLK,-0.04,710317303>0.15,-0.39
IRAK,0.01,710317303>0.15,-0.08249999999999999
PKCH,3,710317303>0.2,1.64
PAKB,2.77,710317303>0.2,2.2025
CDK,-2.59,710317303>0.2,-2.425
PKCD,2.37,710317303>0.2,1.4225
MAPKAPK,-2.27,710317303>0.2,-2.1799999999999997
JNK,-2.19,710317303>0.2,-1.47
BARK2,2.06,710317303>0.2,1.5875
P38,-2.02,710317303>0.2,-1.4
PASK,2.01,710317303>0.2,0.7449999999999999
BRSK,1.91,710317303>0.2,0.7050000000000001
GRK,-1.82,710317303>0.2,-1.6025
DYRK,-1.75,710317303>0.2,-0.97
MELK,1.75,710317303>0.2,1.37
ERK,-1.74,710317303>0.2,-1.1125
IKK,1.74,710317303>0.2,1.385
STKR,-1.39,710317303>0.2,-1.2075
PKG,1.36,710317303>0.2,0.9675
PKCI,1.34,710317303>0.2,1.6975
CHK1,-1.23,710317303>0.2,-1.2
MTOR,-1.2,710317303>0.2,-0.71
PRKDC,-1.13,710317303>0.2,-0.925
NDR,-1.11,710317303>0.2,-0.9875
COT,1.1,710317303>0.2,0.057499999999999996
ATM,-1.07,710317303>0.2,-0.6375
PAKA,1.07,710317303>0.2,1.0550000000000002
HAL,1.05,710317303>0.2,0.20499999999999996
LKB,-1.03,710317303>0.2,-1.005
MSN,-1.03,710317303>0.2,-0.9
NEK,1.02,710317303>0.2,0.915
CAMK2,-0.97,710317303>0.2,-0.7775
NMO,-0.97,710317303>0.2,-0.6375
RAD53,-0.89,710317303>0.2,-0.4175
RIPK,-0.87,710317303>0.2,-0.9125
MLK,0.85,710317303>0.2,-0.03249999999999997
PDK1,-0.81,710317303>0.2,-0.14
AKT,0.79,710317303>0.2,0.9625
GSK,-0.79,710317303>0.2,-0.33
CAMK1,-0.76,710317303>0.2,-1.3925
TTK,-0.73,710317303>0.2,-0.25
PKN,-0.72,710317303>0.2,-0.24249999999999997
NUAK,-0.71,710317303>0.2,-0.2225
NAK,-0.7,710317303>0.2,-0.63
PKA,0.69,710317303>0.2,0.4125
TLK,-0.69,710317303>0.2,-0.62
QIK,-0.67,710317303>0.2,-0.6175
STE7,-0.67,710317303>0.2,-0.4675
CK1,-0.66,710317303>0.2,-0.5225
IRAK,-0.63,710317303>0.2,-0.08249999999999999
RAF,0.6,710317303>0.2,0.8625
AUR,0.56,710317303>0.2,0.535
CAMKK,-0.55,710317303>0.2,-0.455
PKD,0.52,710317303>0.2,0.7949999999999999
BUD32,-0.52,710317303>0.2,0.11249999999999996
NIK,-0.52,710317303>0.2,-0.45
TAO,-0.52,710317303>0.2,-0.45
ULK,-0.52,710317303>0.2,-0.4475
WNK,-0.51,710317303>0.2,0.11750000000000005
FRAY,0.51,710317303>0.2,0.885
KHS,-0.51,710317303>0.2,-0.455
SLK,-0.51,710317303>0.2,-0.45
MOS,-0.51,710317303>0.2,-0.455
AMPK,-0.5,710317303>0.2,-0.027499999999999986
CLK,-0.48,710317303>0.2,-0.4375
ATR,-0.47,710317303>0.2,-0.18
