Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
NPR2,P20594,RGC,RGC,0.17609125905568127,0.4962631938679369,0.654953175351645,0.7447274948966939,0.6081892754395091,0.6506381586994269,0.07352362253073756,0.24801491511087023,5
PKN1,Q16512,AGC,PKN,0.17609125905568127,0.4591247772349437,0.635216036290625,0.6764041764372775,0.677765394151632,0.677765394151632,0.003164712192490292,0.13356063255074957,4
PKN2,Q16513,AGC,PKN,0.17609125905568127,0.4412914294668343,0.6173826885225155,0.6173826885225155,0.6755276046998183,0.6755276046998183,NA,0.09053035985890379,3
NPR1,P16066,RGC,RGC,0.1173941727037875,0.37647186434013424,0.5985994592184559,0.8106032741647815,0.5165916312699985,0.47381238086513056,0.0908219577908562,0.16624671353028658,16
PRKCG,P05129,AGC,PKC,0.15652556360505002,0.414413789939522,0.5783960731301689,0.9208187539523752,0.5117005098198293,0.4881525443409894,0.16421175976443678,0.16438233909583594,10
CSNK1E,P49674,CK1,CK1,0.17609125905568127,0.3829996588791011,0.5590909179347824,0.5590909179347824,0.5900742538805949,0.5900742538805949,NA,0.07942037779434585,3
PRKACB,P22694,AGC,PKA,0.17609125905568127,0.41034180804749915,0.5549149772806461,0.8031792560855747,0.4983767021859954,0.5144913583988742,0.0704089429855187,0.16787067320875193,23
AKT2,P31751,AGC,AKT,0.17609125905568127,0.36792614932491247,0.5507788080940074,0.7018749949794261,0.4840177298088835,0.47270319260320254,0.050503921237435745,0.12780562397685025,24
CSNK1D,P48730,CK1,CK1,0.17609125905568127,0.3707627741875008,0.546854033243182,0.5590909179347824,0.5900742538805949,0.5900742538805949,0,0.07942037779434585,3
RPS6KA6,Q9UK32,AGC-CAMK,RSK,0.16969719374975858,0.4649512300411056,0.5416572447353835,1.2896005338831993,0.4256800438713342,0.14737226194576175,0.5864028885569381,0.06028463591623216,11
PRKG2,Q13237,AGC,PKG,0.17609125905568127,0.4584328121443879,0.5366047697870953,1.0555173278498313,0.4763327642959389,0.4855975605550368,0.062009654857718345,0.1625188924178394,30
MAPK14,Q16539,CMGC,MAPK,0.2511852818877791,0.6508132328654326,0.5190354061985774,1.6575773191777936,0.4996068196740356,0.658866598543142,0.2616898889254387,0.23774271350998033,6
PRKG1,Q13976,AGC,PKG,0.17609125905568127,0.3740637364631591,0.5095732785008004,0.7258421507363202,0.46871178606670666,0.4742748268772958,0.01922775953459796,0.15422313341295452,32
PRKCZ,Q05513,AGC,PKC,0.17609125905568127,0.31373384281907374,0.48767143705297067,0.5114492834995558,0.4631300701205975,0.4631300701205975,0,0.11271940816412993,5
CDK7,P50613,CMGC,CDK,0.09782847725315626,0.36191664721917566,0.473660722610156,0.6102434403821636,0.5178306332127238,0.5123085835674335,0.03446333701426744,0.09819695042120616,6
CDK10,Q15131,CMGC,CDK,0.1173941727037875,0.23518207833488053,0.46344155742846993,0.5426228034760947,0.44993888482909367,0.3840577219320594,0.1938022481423683,0.135426877175975,4
AKT1,P31749,AGC,AKT,0.17609125905568127,0.2841414685296792,0.4567599720719546,0.5306689897065894,0.43765485383071523,0.43984426737620996,0.023789231002390696,0.11424393519440669,24
CDK15,Q96Q40,CMGC,CDK,0.17609125905568127,0.2641218918669971,0.45017962676063306,0.47022754677176204,0.44300105517399324,0.4304912458496945,0.03752942797289626,0.1296402468672868,5
CSNK1A1,P48729,CK1,CK1,0.09214486364789166,0.4759396083369044,0.44855000202712486,1.154901959985743,0.58212998304869,0.5942070460183079,0.0784074121508488,0.17353147925413243,8
PRKDC,P78527,Atypical,PIKK,0.17609125905568127,0.2722390635129318,0.44369749923271273,0.4858951790271676,0.43337172235395455,0.43337172235395455,0,0.03472875438245937,4
CSNK2A1,P68400,CMGC,CK2,0.17609125905568127,0.25686629985377823,0.4404923593575013,0.4600879154208821,-0.4239502523608499,-0.4239502523608499,0,-0.20796329123064497,3
PSKH1,P11801,CAMK,PSK,0.17609125905568127,0.2140490047648606,0.39001108084787467,0.4186952302626571,0.36696235772852936,0.36696235772852936,0.022108912792265997,0.159870095044861,4
ATR,Q13535,Atypical,PIKK,0.17609125905568127,0.201112183686292,0.37813161531848516,0.3936186348893951,0.35305891135365236,0.3495523331797166,0.010519734521807175,0.06297367516010796,7
PLK3,Q9H4B4,CAMK,PLK,0.17609125905568127,0.2693171464946171,0.3726341434072674,0.6446123420134261,0.32630356157480767,0.42214391601401574,0.11655415989517594,0.12290541052680681,5
PRKAB1,Q9Y478,NA,NA,0.17609125905568127,0.18504851347593954,0.359187419680021,0.3726341434072674,0.3141966523714089,0.3141966523714089,0,-0.04584453802019546,5
ARAF,P10398,TKL,RAF,0,0.3457661559869862,0.3448615651886179,0.368556230986828,-0.5404047544107112,-0.5404047544107112,0,-0.15658861742612165,3
BRAF,P15056,TKL,RAF,0,0.3457661559869862,0.3448615651886179,0.368556230986828,-0.5404047544107112,-0.5404047544107112,0,-0.15658861742612165,3
PIM3,Q86V86,CAMK,PIM,0,0.3457661559869862,0.3448615651886179,0.368556230986828,-0.5404047544107112,-0.5404047544107112,0,-0.15658861742612165,3
RPS6KA2,Q15349,AGC-CAMK,RSK,0.1173941727037875,0.190853054769562,0.33976714334892955,0.5940278961439726,0.3798636731054844,0.35669822845666405,0.09277037992704398,0.07720419726455463,17
CDK1,P06493,CMGC,CDK,0.07826278180252501,0.35355225076221025,0.3391345219961308,0.7577899677359358,0.5164704378463586,0.4977341518669466,0.20287484374741688,0.11998378714103335,6
MTOR,P42345,Atypical,PIKK,0,0.34112308221596066,0.32605800136591223,0.42481215507233894,0.46717625919399025,0.4908049825126589,0.036241450973369164,0.20518192647288838,6
MAPKAPK3,Q16644,CAMK,MAPKAPK,0.1173941727037875,0.14347583851395443,0.31875876262441283,0.5209528242442991,0.37392808753442275,0.3501635681572281,0.09334734212118419,0.09532394680356061,27
MAPKAPK2,P49137,CAMK,MAPKAPK,0.13695986815441877,0.23156208764164085,0.2964220534236277,0.7746907182741372,0.36189457001032477,0.4032764371025871,0.10470630315133295,0.10676914144463175,24
RAF1,P04049,TKL,RAF,0,0.27309190714437975,0.2740883677049518,0.324221658325915,-0.42476727671098224,-0.4091605994396924,0.04682003181386953,-0.16599123120088685,6
CDKL1,Q00532,CMGC,CDKL,0,0.22644880322156313,0.22918791568085037,0.24260397120697583,0.383133103463976,0.383133103463976,0,0.15186236918006069,3
AURKA,O14965,CAMK,AUR,0,0.22967971460122646,0.22767829327708025,0.24872089601665776,-0.3774207225855209,-0.3774207225855209,0,-0.12530708328684467,3
PIM1,P11309,CAMK,PIM,0.17609125905568127,0.052696637009265676,0.21800541053459616,0.28399665636520083,0.3608633260151487,0.3579522450296975,0.01632965703321561,0.10221560366956861,46
RPS6KA3,P51812,AGC-CAMK,RSK,0.07826278180252501,0.17934164327184474,0.21324857785443882,0.48945498979338786,0.37033235921020713,0.28268215138004116,0.21629024657433063,0.08395478082766773,16
ROCK1,Q13464,AGC,DMPK,0,0.1864071385921305,0.19654288435158612,0.21183162885883233,-0.3254800254293382,-0.0870247439864825,0.32651834150623776,-0.2129876056925042,3
PRKD1,Q15139,CAMK,PKD,0,0.16883188404873073,0.17263072694617473,0.18708664335714442,0.29360120499925757,0.29360120499925757,0,0.08433392050843007,6
CDK9,P50750,CMGC,CDK,0,0.13673440654633137,0.17134010346468015,0.22914798835785583,-0.32675422341079985,-0.23783049779877485,0.13338558841803747,-0.23564619470500825,4
CHEK1,O14757,CAMK,CAMKL,0.019565695450631252,0.20678423673701035,0.15864052954514513,0.9507819773298184,0.2803742369715743,0.29701264590517057,0.17512159421395196,0.08916407143905565,6
CAMK2B,Q13554,CAMK,CAMK2,0,0.1634951261859932,0.1549019599857432,0.2006594505464183,0.30928749959229523,0.29322602952379967,0.035204074831564965,0.10977074177660118,4
GSK3B,P49841,CMGC,GSK,0,0.15205254273968252,0.15119529894819625,0.16241156176448873,0.272897307178474,0.272897307178474,0,0.01683486235378891,3
CDK13,Q14004,CMGC,CDK,0,0.14508697769214446,0.14508697769214446,0.14508697769214446,-0.309238371889513,-0.309238371889513,NA,-0.21499802612730567,3
CDK17,Q00537,CMGC,CDK,0,0.14266750356873156,0.14266750356873156,0.14266750356873156,-0.2731466857165718,-0.2731466857165718,NA,-0.23649761573514164,3
ROCK2,O75116,AGC,DMPK,0.07043650362227251,0.15607038040941104,0.13312218566250114,0.42481215507233905,0.2232827705964514,0.11105472852171602,0.2810880484364208,-0.10548252025186833,4
CDK14,O94921,CMGC,CDK,0,0.11170195328663272,0.11351073981637591,0.12262865413022594,0.20793585897050934,0.20793585897050934,0,0.0770428770591008,3
IKBKE,Q14164,OTHER,IKK,0.03913139090126251,0.14840078024233352,0.11125903931710739,0.4141634206351522,0.19057215333710656,0.2593016081043651,0.08903882149969582,0.02461873123426961,5
PAK1,Q13153,STE,STE20,0,0.10907513772422746,0.10679324694015198,0.12033079436794646,-0.19810953302325723,-0.19810953302325723,0,-0.05833620971213573,5
RPS6KB1,P23443,AGC,RSK,0,0.08955675601717826,0.08512818245994963,0.14874165128092473,0.2611782576820411,0.2555064333703444,0.0354033228362959,0.08512838976346987,15
DAPK1,P53355,CAMK,DAPK,0,0.08320335300077188,0.08320335300077188,0.09582563171583647,-0.15751330528721177,-0.15751330528721177,0,-0.12957503959279215,3
PRKCI,P41743,AGC,PKC,0,0.08025790015553319,0.07675598136972352,0.11013827874181155,0.19979354030129767,0.20458953829681803,0.010727552858918387,0.05392854075097553,11
CDK11A,Q9UQ88,CMGC,NA,0.05869708635189376,0.1601657083427916,0.07264905534035923,0.5209528242442991,0.13850498037207168,0.2791241730710824,0.21784631659216003,-0.09275133751158737,4
NEK8,Q86SG6,NEK,NEK,0,0.06627281033155454,0.06803418231692086,0.06854212931099495,-0.12966098416275776,-0.12966098416275776,0,-0.0730739490945808,3
CDK5,Q00535,CMGC,CDK,0,0.050044875043328385,0.05060999335508721,0.062482107982653363,0.09987167664273822,0.09987167664273822,0,-0.031412187540921344,4
PIM2,Q9P1W9,CAMK,PIM,0.039131390901262504,0.04108174560629545,0.05060999335508721,0.22865753716863052,0.27675240599562406,0.2657067123549429,0.04849786689933593,0.05091909196159828,29
IKBKB,O14920,OTHER,IKK,0,0.06321780697926115,0.04672366333269562,0.21183162885883233,-0.05875725953615645,-0.03651730688787449,0.15356615364547493,-0.037936411146046733,4
RPS6KA1,Q15418,AGC-CAMK,RSK,0.07826278180252501,0.1543700845714138,0.04383156952463668,0.6222082324118069,0.159461273289707,0.25273440099793565,0.19470963634752178,0.07775065539770536,17
AURKB,Q96GD4,CAMK,AUR,0,0.041515829234189165,0.040958607678906384,0.04866248120408232,-0.08533358735898804,-0.08533358735898804,0,0.00999581612404358,3
COQ8A,Q8NI60,Atypical,ABC1,0,0.08425707519939475,0.03151705144606486,0.2564902352715702,-0.04815788026831188,-0.1478615688457759,0.13263256200227874,-0.05508130639781764,5
