Kinase,Z,method,AvgZ
PKA,3.74,710317317>0.15,2.8125
PAKA,3.51,710317317>0.15,2.6925
PKG,3.04,710317317>0.15,2.1975
JNK,-2.87,710317317>0.15,-2.3325
P38,-2.82,710317317>0.15,-2.3775
PAKB,2.68,710317317>0.15,0.29000000000000004
AKT,2.67,710317317>0.15,0.9974999999999999
DMPK,2.56,710317317>0.15,2.0075
PKN,2.56,710317317>0.15,1.225
RSK,2.08,710317317>0.15,1.215
STE7,-1.96,710317317>0.15,-0.6925
CK1,-1.91,710317317>0.15,-1.9375
PKCI,1.86,710317317>0.15,0.4975
DYRK,-1.78,710317317>0.15,-1.2525
ERK,-1.76,710317317>0.15,-1.725
PHK,1.66,710317317>0.15,1.605
SGK,1.61,710317317>0.15,0.62
GSK,-1.57,710317317>0.15,-0.5800000000000001
PKCH,1.5,710317317>0.15,1.06
STKR,-1.46,710317317>0.15,-1.0825
PKCD,1.43,710317317>0.15,2.0925
MTOR,-1.42,710317317>0.15,-1.5074999999999998
CHK1,-1.38,710317317>0.15,-1.3599999999999999
PRKDC,-1.29,710317317>0.15,-0.5725
MAPKAPK,-1.28,710317317>0.15,-0.7175
VRK1,-1.23,710317317>0.15,-0.925
CDK,-1.17,710317317>0.15,-1.235
RAD53,1.15,710317317>0.15,-0.125
LKB,-1.13,710317317>0.15,-0.46499999999999997
NMO,-1.11,710317317>0.15,-0.45000000000000007
MSN,-1.09,710317317>0.15,-0.8200000000000001
ATM,-1.04,710317317>0.15,-0.8
NEK,-0.99,710317317>0.15,-0.445
MLCK,0.96,710317317>0.15,0.7125
MST,-0.91,710317317>0.15,-0.495
FRAY,-0.9,710317317>0.15,0.23500000000000001
DAPK,0.86,710317317>0.15,0.16999999999999998
RAF,-0.81,710317317>0.15,-1.4975
IRAK,-0.81,710317317>0.15,-0.6425000000000001
AMPK,0.79,710317317>0.15,0.5325
NUAK,-0.77,710317317>0.15,-0.58
NAK,-0.77,710317317>0.15,-0.5700000000000001
TLK,-0.76,710317317>0.15,-0.5775
PIM,0.76,710317317>0.15,0.97
HAL,-0.74,710317317>0.15,-0.5725
TTK,-0.74,710317317>0.15,-0.5700000000000001
STE11,0.58,710317317>0.15,1.0625
PLK,-0.57,710317317>0.15,-0.55
KHS,-0.56,710317317>0.15,-0.4075
BRSK,-0.55,710317317>0.15,-0.4075
WNK,-0.55,710317317>0.15,-0.40750000000000003
CLK,-0.55,710317317>0.15,-0.40750000000000003
NIK,-0.54,710317317>0.15,-0.4
MLK,0.54,710317317>0.15,0.5225
MOS,-0.54,710317317>0.15,-0.41000000000000003
SLK,-0.54,710317317>0.15,-0.4
TAO,-0.54,710317317>0.15,-0.405
CAMK2,-0.53,710317317>0.15,-0.6950000000000001
PKD,0.53,710317317>0.15,0.7575
CAMKK,-0.53,710317317>0.15,-0.40249999999999997
PASK,-0.52,710317317>0.15,-0.3875
BUD32,-0.52,710317317>0.15,-0.4
GRK,-0.51,710317317>0.15,-0.38
ULK,-0.51,710317317>0.15,-0.3925
CAMK1,-0.45,710317317>0.15,-0.87
PEK,0.43,710317317>0.15,0.585
BARK2,0.41,710317317>0.15,1.0150000000000001
MARK,-0.38,710317317>0.15,-0.76
QIK,0.37,710317317>0.15,0.4375
AUR,0.36,710317317>0.15,0.62
PKCA,0.3,710317317>0.15,0.04500000000000001
RIPK,-0.28,710317317>0.15,-0.07000000000000002
