Kinase,Z,method,AvgZ
CDK,-1.51,710144413>0.2,-2.1025
STKR,-1.46,710144413>0.2,-1.01125
PDHK,-1.37,710144413>0.2,-0.46125000000000005
PKCD,1.34,710144413>0.2,1.21125
COT,-1.23,710144413>0.2,-0.505
CAMK1,-1.11,710144413>0.2,0.057499999999999954
STE11,-1.1,710144413>0.2,-0.9874999999999999
RAD53,1.06,710144413>0.2,0.39250000000000007
IKK,-1.05,710144413>0.2,-0.11125
RSK,1.02,710144413>0.2,0.9
CK2,0.99,710144413>0.2,-0.4225
NUAK,0.95,710144413>0.2,0.27125
TTK,0.92,710144413>0.2,0.26
MST,-0.92,710144413>0.2,-1.49125
NDR,0.87,710144413>0.2,0.67125
PAKB,0.87,710144413>0.2,0.60625
HAL,-0.81,710144413>0.2,-0.04499999999999997
NAK,-0.8,710144413>0.2,-0.70125
FRAY,0.79,710144413>0.2,0.28375000000000006
PKN,-0.78,710144413>0.2,-0.6975
TLK,-0.78,710144413>0.2,-0.7000000000000001
PLK,-0.76,710144413>0.2,-1.17
PEK,-0.71,710144413>0.2,-0.61
MAPKAPK,0.61,710144413>0.2,1.1425
CAMK2,-0.59,710144413>0.2,-0.7025
NIK,-0.57,710144413>0.2,-0.48624999999999996
PIM,0.57,710144413>0.2,0.43875
CLK,-0.56,710144413>0.2,-0.4925
ULK,-0.56,710144413>0.2,-0.49375
GRK,-0.56,710144413>0.2,-0.5225000000000001
CAMKK,-0.56,710144413>0.2,-0.48875
KHS,-0.55,710144413>0.2,-0.21625000000000003
TAO,-0.55,710144413>0.2,0.91625
PASK,-0.54,710144413>0.2,-0.2225
SLK,-0.54,710144413>0.2,-0.49375
BRSK,-0.54,710144413>0.2,-0.4925
PHK,0.54,710144413>0.2,0.44
NEK,-0.52,710144413>0.2,-0.525
MTOR,-0.48,710144413>0.2,-0.20374999999999993
PKCH,-0.47,710144413>0.2,-0.08124999999999999
IRAK,0.45,710144413>0.2,-0.33499999999999996
LKB,-0.45,710144413>0.2,-0.82625
SGK,0.45,710144413>0.2,1.1925
MARK,-0.41,710144413>0.2,0.13749999999999998
PKD,0.41,710144413>0.2,1.15625
DMPK,0.41,710144413>0.2,0.64625
PKCA,0.36,710144413>0.2,1.0599999999999998
DAPK,-0.34,710144413>0.2,-0.05499999999999999
MELK,-0.28,710144413>0.2,0.28624999999999995
QIK,-0.27,710144413>0.2,-0.46125
MLCK,-0.2,710144413>0.2,-0.70625
VRK1,-0.2,710144413>0.2,-0.5137499999999999
AMPK,0.2,710144413>0.2,0.71375
RAF,0.17,710144413>0.2,-0.08124999999999999
PRKDC,0.14,710144413>0.2,-0.36250000000000004
MSN,0.11,710144413>0.2,0.99625
ATM,0.05,710144413>0.2,0.11000000000000001
CHK1,-0.04,710144413>0.2,0.37625
ATR,-0.03,710144413>0.2,-0.35875
RIPK,-3.08,710144413>0.3,-0.6600000000000003
BARK2,2.5,710144413>0.3,1.4175
ERK,-2.44,710144413>0.3,-3.1025
BUD32,2.43,710144413>0.3,0.86
WNK,2.33,710144413>0.3,2.29375
JNK,-2.18,710144413>0.3,-2.92625
AUR,2.07,710144413>0.3,1.225
DYRK,-2.07,710144413>0.3,-2.66
STE7,-1.93,710144413>0.3,-1.705
CDK,-1.85,710144413>0.3,-2.1025
PDK1,-1.74,710144413>0.3,-1.71
GRK,-1.56,710144413>0.3,-0.5225000000000001
P38,-1.47,710144413>0.3,-2.075
CAMK1,-1.47,710144413>0.3,0.057499999999999954
NMO,-1.45,710144413>0.3,-1.6087500000000001
GSK,-1.43,710144413>0.3,-1.38625
PAKB,1.38,710144413>0.3,0.60625
TTK,1.37,710144413>0.3,0.26
NUAK,1.3,710144413>0.3,0.27125
PDHK,-1.24,710144413>0.3,-0.46125000000000005
CK1,-1.24,710144413>0.3,-1.135
STKR,-1.18,710144413>0.3,-1.01125
SGK,1.18,710144413>0.3,1.1925
MST,-1.14,710144413>0.3,-1.49125
PKCI,1.11,710144413>0.3,1.4425
PEK,-1.07,710144413>0.3,-0.61
MARK,-1.06,710144413>0.3,0.13749999999999998
DAPK,-1.05,710144413>0.3,-0.05499999999999999
COT,-0.98,710144413>0.3,-0.505
QIK,-0.97,710144413>0.3,-0.46125
PRKDC,0.93,710144413>0.3,-0.36250000000000004
MSN,-0.9,710144413>0.3,0.99625
AKT,0.87,710144413>0.3,1.4975
PKD,-0.86,710144413>0.3,1.15625
NEK,-0.81,710144413>0.3,-0.525
ATR,0.81,710144413>0.3,-0.35875
CHK1,-0.81,710144413>0.3,0.37625
MLK,0.78,710144413>0.3,0.9312499999999999
PKCD,0.77,710144413>0.3,1.21125
PKA,0.73,710144413>0.3,1.88
MAPKAPK,0.68,710144413>0.3,1.1425
RAD53,-0.68,710144413>0.3,0.39250000000000007
PKCA,-0.64,710144413>0.3,1.0599999999999998
TLK,-0.63,710144413>0.3,-0.7000000000000001
PKN,-0.61,710144413>0.3,-0.6975
HAL,-0.6,710144413>0.3,-0.04499999999999997
NAK,-0.59,710144413>0.3,-0.70125
PHK,-0.56,710144413>0.3,0.44
DMPK,-0.55,710144413>0.3,0.64625
ATM,0.53,710144413>0.3,0.11000000000000001
RSK,-0.52,710144413>0.3,0.9
IKK,-0.52,710144413>0.3,-0.11125
AMPK,-0.48,710144413>0.3,0.71375
STE11,-0.48,710144413>0.3,-0.9874999999999999
CAMK2,-0.47,710144413>0.3,-0.7025
BRSK,-0.46,710144413>0.3,-0.4925
NIK,-0.45,710144413>0.3,-0.48624999999999996
ULK,-0.45,710144413>0.3,-0.49375
MOS,-0.44,710144413>0.3,0.08999999999999994
KHS,-0.43,710144413>0.3,-0.21625000000000003
SLK,-0.43,710144413>0.3,-0.49375
PASK,-0.43,710144413>0.3,-0.2225
CAMKK,-0.42,710144413>0.3,-0.48875
CLK,-0.42,710144413>0.3,-0.4925
TAO,-0.42,710144413>0.3,0.91625
PKCH,0.36,710144413>0.3,-0.08124999999999999
MLCK,0.3,710144413>0.3,-0.70625
CK2,-0.28,710144413>0.3,-0.4225
LKB,0.27,710144413>0.3,-0.82625
VRK1,0.26,710144413>0.3,-0.5137499999999999
NDR,0.22,710144413>0.3,0.67125
PKG,0.2,710144413>0.3,1.01375
MELK,-0.18,710144413>0.3,0.28624999999999995
RAF,0.16,710144413>0.3,-0.08124999999999999
PLK,-0.14,710144413>0.3,-1.17
IRAK,-0.13,710144413>0.3,-0.33499999999999996
PAKA,-0.1,710144413>0.3,0.98
PIM,-0.08,710144413>0.3,0.43875
MTOR,0.06,710144413>0.3,-0.20374999999999993
FRAY,-0.05,710144413>0.3,0.28375000000000006
BARK2,3.6,710144413>0.4,1.4175
WNK,3.46,710144413>0.4,2.29375
BUD32,3.19,710144413>0.4,0.86
CDK,-2.34,710144413>0.4,-2.1025
RIPK,-2.2,710144413>0.4,-0.6600000000000003
NUAK,2.13,710144413>0.4,0.27125
PEK,-2.13,710144413>0.4,-0.61
TTK,2.07,710144413>0.4,0.26
PDHK,-2.04,710144413>0.4,-0.46125000000000005
PDK1,-2.02,710144413>0.4,-1.71
ATR,1.99,710144413>0.4,-0.35875
PKCA,-1.97,710144413>0.4,1.0599999999999998
ERK,-1.82,710144413>0.4,-3.1025
AKT,1.76,710144413>0.4,1.4975
CAMK1,-1.57,710144413>0.4,0.057499999999999954
STE7,-1.47,710144413>0.4,-1.705
CAMK2,-1.32,710144413>0.4,-0.7025
SGK,1.32,710144413>0.4,1.1925
PKCH,-1.3,710144413>0.4,-0.08124999999999999
RAD53,-1.28,710144413>0.4,0.39250000000000007
QIK,-1.28,710144413>0.4,-0.46125
PAKA,-1.26,710144413>0.4,0.98
PLK,-1.25,710144413>0.4,-1.17
AUR,1.23,710144413>0.4,1.225
ATM,1.22,710144413>0.4,0.11000000000000001
IRAK,-1.2,710144413>0.4,-0.33499999999999996
MAPKAPK,1.15,710144413>0.4,1.1425
PRKDC,1.14,710144413>0.4,-0.36250000000000004
PKCD,-1.13,710144413>0.4,1.21125
GRK,-1.1,710144413>0.4,-0.5225000000000001
NMO,-1.06,710144413>0.4,-1.6087500000000001
MELK,-1.03,710144413>0.4,0.28624999999999995
CK1,-1.03,710144413>0.4,-1.135
DYRK,-0.98,710144413>0.4,-2.66
VRK1,0.91,710144413>0.4,-0.5137499999999999
MST,-0.87,710144413>0.4,-1.49125
AMPK,-0.83,710144413>0.4,0.71375
RAF,0.81,710144413>0.4,-0.08124999999999999
STKR,-0.8,710144413>0.4,-1.01125
MARK,-0.76,710144413>0.4,0.13749999999999998
PKG,-0.72,710144413>0.4,1.01375
COT,-0.68,710144413>0.4,-0.505
JNK,-0.67,710144413>0.4,-2.92625
NEK,-0.67,710144413>0.4,-0.525
MLCK,-0.67,710144413>0.4,-0.70625
NDR,-0.66,710144413>0.4,0.67125
GSK,-0.66,710144413>0.4,-1.38625
RSK,-0.62,710144413>0.4,0.9
MSN,-0.61,710144413>0.4,0.99625
FRAY,-0.59,710144413>0.4,0.28375000000000006
IKK,-0.57,710144413>0.4,-0.11125
DMPK,-0.5,710144413>0.4,0.64625
MLK,0.49,710144413>0.4,0.9312499999999999
PAKB,-0.44,710144413>0.4,0.60625
CK2,0.43,710144413>0.4,-0.4225
PKN,-0.43,710144413>0.4,-0.6975
TLK,-0.42,710144413>0.4,-0.7000000000000001
PKD,-0.42,710144413>0.4,1.15625
NAK,-0.42,710144413>0.4,-0.70125
HAL,-0.41,710144413>0.4,-0.04499999999999997
KHS,-0.32,710144413>0.4,-0.21625000000000003
PASK,-0.32,710144413>0.4,-0.2225
MOS,-0.31,710144413>0.4,0.08999999999999994
BRSK,-0.31,710144413>0.4,-0.4925
ULK,-0.3,710144413>0.4,-0.49375
CLK,-0.3,710144413>0.4,-0.4925
SLK,-0.3,710144413>0.4,-0.49375
NIK,-0.3,710144413>0.4,-0.48624999999999996
TAO,-0.29,710144413>0.4,0.91625
CAMKK,-0.29,710144413>0.4,-0.48875
P38,-0.25,710144413>0.4,-2.075
STE11,0.2,710144413>0.4,-0.9874999999999999
PHK,-0.18,710144413>0.4,0.44
MTOR,-0.13,710144413>0.4,-0.20374999999999993
CHK1,-0.12,710144413>0.4,0.37625
LKB,0.1,710144413>0.4,-0.82625
DAPK,-0.08,710144413>0.4,-0.05499999999999999
PKA,-0.07,710144413>0.4,1.88
PIM,-0.04,710144413>0.4,0.43875
PKCI,0.04,710144413>0.4,1.4425
ERK,-4.77,710144414>0.15,-3.1025
JNK,-4.24,710144414>0.15,-2.92625
DYRK,-4.04,710144414>0.15,-2.66
PKA,3.79,710144414>0.15,1.88
PKCA,3.51,710144414>0.15,1.0599999999999998
RSK,3.51,710144414>0.15,0.9
P38,-3.48,710144414>0.15,-2.075
MST,-3.14,710144414>0.15,-1.49125
PKD,2.82,710144414>0.15,1.15625
PKG,2.81,710144414>0.15,1.01375
CDK,-2.79,710144414>0.15,-2.1025
PAKA,2.75,710144414>0.15,0.98
AMPK,2.74,710144414>0.15,0.71375
DMPK,2.36,710144414>0.15,0.64625
PDK1,-2.33,710144414>0.15,-1.71
PKCD,2.2,710144414>0.15,1.21125
PLK,-2.12,710144414>0.15,-1.17
STE7,-1.99,710144414>0.15,-1.705
MAPKAPK,1.99,710144414>0.15,1.1425
RAD53,1.95,710144414>0.15,0.39250000000000007
CAMK1,1.94,710144414>0.15,0.057499999999999954
LKB,-1.83,710144414>0.15,-0.82625
MSN,1.79,710144414>0.15,0.99625
NMO,-1.77,710144414>0.15,-1.6087500000000001
AKT,1.73,710144414>0.15,1.4975
VRK1,-1.69,710144414>0.15,-0.5137499999999999
RIPK,1.65,710144414>0.15,-0.6600000000000003
STE11,-1.64,710144414>0.15,-0.9874999999999999
MLCK,-1.62,710144414>0.15,-0.70625
PHK,1.53,710144414>0.15,0.44
GSK,-1.52,710144414>0.15,-1.38625
ATR,-1.49,710144414>0.15,-0.35875
PKCI,1.42,710144414>0.15,1.4425
SGK,1.4,710144414>0.15,1.1925
WNK,1.39,710144414>0.15,2.29375
TAO,1.36,710144414>0.15,0.91625
PRKDC,-1.34,710144414>0.15,-0.36250000000000004
CK2,-1.29,710144414>0.15,-0.4225
NDR,1.2,710144414>0.15,0.67125
FRAY,1.11,710144414>0.15,0.28375000000000006
PDHK,1.07,710144414>0.15,-0.46125000000000005
NAK,-1.05,710144414>0.15,-0.70125
TLK,-1.03,710144414>0.15,-0.7000000000000001
TTK,-1.03,710144414>0.15,0.26
PKN,-1.03,710144414>0.15,-0.6975
RAF,-1.03,710144414>0.15,-0.08124999999999999
NUAK,-1.02,710144414>0.15,0.27125
PIM,1.01,710144414>0.15,0.43875
CHK1,0.96,710144414>0.15,0.37625
AUR,0.83,710144414>0.15,1.225
MARK,0.78,710144414>0.15,0.13749999999999998
CK1,-0.78,710144414>0.15,-1.135
SLK,-0.74,710144414>0.15,-0.49375
CLK,-0.73,710144414>0.15,-0.4925
CAMKK,-0.72,710144414>0.15,-0.48875
ULK,-0.72,710144414>0.15,-0.49375
PASK,-0.72,710144414>0.15,-0.2225
MOS,-0.71,710144414>0.15,0.08999999999999994
MTOR,-0.71,710144414>0.15,-0.20374999999999993
KHS,-0.7,710144414>0.15,-0.21625000000000003
BRSK,-0.7,710144414>0.15,-0.4925
BUD32,-0.7,710144414>0.15,0.86
NIK,-0.69,710144414>0.15,-0.48624999999999996
QIK,0.66,710144414>0.15,-0.46125
IRAK,-0.47,710144414>0.15,-0.33499999999999996
MLK,0.47,710144414>0.15,0.9312499999999999
HAL,0.46,710144414>0.15,-0.04499999999999997
PAKB,0.45,710144414>0.15,0.60625
NEK,0.44,710144414>0.15,-0.525
DAPK,0.41,710144414>0.15,-0.05499999999999999
PEK,-0.4,710144414>0.15,-0.61
ATM,-0.38,710144414>0.15,0.11000000000000001
COT,0.3,710144414>0.15,-0.505
STKR,-0.3,710144414>0.15,-1.01125
PKCH,-0.23,710144414>0.15,-0.08124999999999999
MELK,0.2,710144414>0.15,0.28624999999999995
CAMK2,0.11,710144414>0.15,-0.7025
IKK,0.07,710144414>0.15,-0.11125
GRK,-0.02,710144414>0.15,-0.5225000000000001
BARK2,-0.01,710144414>0.15,1.4175
JNK,-4.41,710144414>0.2,-2.92625
ERK,-4.22,710144414>0.2,-3.1025
DYRK,-3.67,710144414>0.2,-2.66
PKA,3.6,710144414>0.2,1.88
P38,-3.1,710144414>0.2,-2.075
PKCA,3.07,710144414>0.2,1.0599999999999998
PKCD,2.76,710144414>0.2,1.21125
MST,-2.62,710144414>0.2,-1.49125
MAPKAPK,2.55,710144414>0.2,1.1425
RSK,2.54,710144414>0.2,0.9
CDK,-2.53,710144414>0.2,-2.1025
NMO,-2.17,710144414>0.2,-1.6087500000000001
PLK,-2.13,710144414>0.2,-1.17
MSN,2.06,710144414>0.2,0.99625
CAMK1,1.98,710144414>0.2,0.057499999999999954
AMPK,1.97,710144414>0.2,0.71375
PKG,1.9,710144414>0.2,1.01375
STE7,-1.89,710144414>0.2,-1.705
PAKA,1.88,710144414>0.2,0.98
RAD53,1.87,710144414>0.2,0.39250000000000007
PKD,1.85,710144414>0.2,1.15625
CK2,-1.83,710144414>0.2,-0.4225
SGK,1.68,710144414>0.2,1.1925
DMPK,1.66,710144414>0.2,0.64625
LKB,-1.6,710144414>0.2,-0.82625
WNK,1.58,710144414>0.2,2.29375
GSK,-1.56,710144414>0.2,-1.38625
PDK1,-1.55,710144414>0.2,-1.71
NDR,1.54,710144414>0.2,0.67125
TAO,1.52,710144414>0.2,0.91625
MLCK,-1.48,710144414>0.2,-0.70625
VRK1,-1.45,710144414>0.2,-0.5137499999999999
STE11,-1.38,710144414>0.2,-0.9874999999999999
AKT,1.38,710144414>0.2,1.4975
RIPK,1.29,710144414>0.2,-0.6600000000000003
AUR,1.26,710144414>0.2,1.225
PKCI,1.26,710144414>0.2,1.4425
CK1,-1.24,710144414>0.2,-1.135
ATR,-1.17,710144414>0.2,-0.35875
MARK,1.15,710144414>0.2,0.13749999999999998
NEK,-1.13,710144414>0.2,-0.525
PRKDC,-1.04,710144414>0.2,-0.36250000000000004
RAF,-0.97,710144414>0.2,-0.08124999999999999
TTK,-0.92,710144414>0.2,0.26
NUAK,-0.91,710144414>0.2,0.27125
TLK,-0.91,710144414>0.2,-0.7000000000000001
NAK,-0.9,710144414>0.2,-0.70125
PIM,0.87,710144414>0.2,0.43875
PKN,-0.87,710144414>0.2,-0.6975
STKR,-0.86,710144414>0.2,-1.01125
PDHK,0.76,710144414>0.2,-0.46125000000000005
CHK1,0.76,710144414>0.2,0.37625
PHK,0.73,710144414>0.2,0.44
PAKB,0.69,710144414>0.2,0.60625
BUD32,-0.68,710144414>0.2,0.86
KHS,-0.65,710144414>0.2,-0.21625000000000003
IRAK,-0.65,710144414>0.2,-0.33499999999999996
SLK,-0.65,710144414>0.2,-0.49375
CAMKK,-0.64,710144414>0.2,-0.48875
PASK,-0.64,710144414>0.2,-0.2225
BRSK,-0.63,710144414>0.2,-0.4925
MOS,-0.63,710144414>0.2,0.08999999999999994
CLK,-0.63,710144414>0.2,-0.4925
HAL,0.62,710144414>0.2,-0.04499999999999997
ULK,-0.61,710144414>0.2,-0.49375
NIK,-0.59,710144414>0.2,-0.48624999999999996
CAMK2,-0.51,710144414>0.2,-0.7025
COT,0.51,710144414>0.2,-0.505
PEK,-0.49,710144414>0.2,-0.61
MLK,0.43,710144414>0.2,0.9312499999999999
MELK,0.39,710144414>0.2,0.28624999999999995
GRK,0.34,710144414>0.2,-0.5225000000000001
IKK,-0.33,710144414>0.2,-0.11125
PKCH,0.17,710144414>0.2,-0.08124999999999999
BARK2,0.16,710144414>0.2,1.4175
ATM,-0.15,710144414>0.2,0.11000000000000001
QIK,0.11,710144414>0.2,-0.46125
MTOR,-0.1,710144414>0.2,-0.20374999999999993
FRAY,0.08,710144414>0.2,0.28375000000000006
DAPK,0,710144414>0.2,-0.05499999999999999
CDK,-2.81,710144414>0.3,-2.1025
WNK,2.8,710144414>0.3,2.29375
TAO,2.79,710144414>0.3,0.91625
JNK,-2.64,710144414>0.3,-2.92625
MSN,2.35,710144414>0.3,0.99625
DYRK,-2.33,710144414>0.3,-2.66
ERK,-2.16,710144414>0.3,-3.1025
PKCA,1.79,710144414>0.3,1.0599999999999998
GSK,-1.78,710144414>0.3,-1.38625
P38,-1.74,710144414>0.3,-2.075
MELK,1.7,710144414>0.3,0.28624999999999995
HAL,1.7,710144414>0.3,-0.04499999999999997
PAKB,1.66,710144414>0.3,0.60625
STE7,-1.65,710144414>0.3,-1.705
CAMK2,-1.61,710144414>0.3,-0.7025
PKCI,1.59,710144414>0.3,1.4425
PKD,1.56,710144414>0.3,1.15625
MLK,1.42,710144414>0.3,0.9312499999999999
ATR,-1.38,710144414>0.3,-0.35875
PLK,-1.38,710144414>0.3,-1.17
MST,-1.37,710144414>0.3,-1.49125
QIK,-1.33,710144414>0.3,-0.46125
PRKDC,-1.32,710144414>0.3,-0.36250000000000004
NMO,-1.3,710144414>0.3,-1.6087500000000001
LKB,-1.26,710144414>0.3,-0.82625
SGK,1.2,710144414>0.3,1.1925
STE11,-1.18,710144414>0.3,-0.9874999999999999
BARK2,1.14,710144414>0.3,1.4175
CK1,-1.12,710144414>0.3,-1.135
CK2,-1.08,710144414>0.3,-0.4225
IKK,1.07,710144414>0.3,-0.11125
STKR,-1,710144414>0.3,-1.01125
PKA,0.95,710144414>0.3,1.88
PKCH,0.87,710144414>0.3,-0.08124999999999999
MLCK,-0.85,710144414>0.3,-0.70625
COT,-0.84,710144414>0.3,-0.505
RIPK,0.84,710144414>0.3,-0.6600000000000003
VRK1,-0.8,710144414>0.3,-0.5137499999999999
ATM,-0.75,710144414>0.3,0.11000000000000001
PKG,0.71,710144414>0.3,1.01375
AKT,0.68,710144414>0.3,1.4975
MTOR,0.68,710144414>0.3,-0.20374999999999993
AUR,0.64,710144414>0.3,1.225
PAKA,0.62,710144414>0.3,0.98
RAD53,-0.59,710144414>0.3,0.39250000000000007
IRAK,-0.57,710144414>0.3,-0.33499999999999996
NDR,0.56,710144414>0.3,0.67125
TTK,-0.55,710144414>0.3,0.26
TLK,-0.53,710144414>0.3,-0.7000000000000001
PKN,-0.53,710144414>0.3,-0.6975
NUAK,-0.53,710144414>0.3,0.27125
NAK,-0.53,710144414>0.3,-0.70125
CHK1,0.41,710144414>0.3,0.37625
FRAY,0.4,710144414>0.3,0.28375000000000006
NEK,-0.4,710144414>0.3,-0.525
SLK,-0.39,710144414>0.3,-0.49375
BUD32,-0.39,710144414>0.3,0.86
PASK,-0.39,710144414>0.3,-0.2225
BRSK,-0.38,710144414>0.3,-0.4925
CLK,-0.38,710144414>0.3,-0.4925
GRK,-0.37,710144414>0.3,-0.5225000000000001
MOS,-0.37,710144414>0.3,0.08999999999999994
MARK,0.36,710144414>0.3,0.13749999999999998
KHS,-0.36,710144414>0.3,-0.21625000000000003
PKCD,0.36,710144414>0.3,1.21125
CAMKK,-0.36,710144414>0.3,-0.48875
NIK,-0.36,710144414>0.3,-0.48624999999999996
ULK,-0.36,710144414>0.3,-0.49375
CAMK1,0.35,710144414>0.3,0.057499999999999954
PDHK,0.32,710144414>0.3,-0.46125000000000005
DMPK,0.31,710144414>0.3,0.64625
PDK1,-0.28,710144414>0.3,-1.71
PIM,0.22,710144414>0.3,0.43875
PHK,0.16,710144414>0.3,0.44
PEK,0.15,710144414>0.3,-0.61
DAPK,0.1,710144414>0.3,-0.05499999999999999
AMPK,0.09,710144414>0.3,0.71375
MAPKAPK,0.08,710144414>0.3,1.1425
RAF,0.04,710144414>0.3,-0.08124999999999999
RSK,-0,710144414>0.3,0.9
TAO,3.54,710144414>0.4,0.91625
WNK,3.44,710144414>0.4,2.29375
MSN,3.35,710144414>0.4,0.99625
SGK,1.76,710144414>0.4,1.1925
MELK,1.67,710144414>0.4,0.28624999999999995
JNK,-1.65,710144414>0.4,-2.92625
CDK,-1.47,710144414>0.4,-2.1025
ERK,-1.44,710144414>0.4,-3.1025
PKD,1.39,710144414>0.4,1.15625
GSK,-1.35,710144414>0.4,-1.38625
PKCA,1.34,710144414>0.4,1.0599999999999998
QIK,-1.32,710144414>0.4,-0.46125
CAMK2,-1.22,710144414>0.4,-0.7025
DYRK,-1.2,710144414>0.4,-2.66
NDR,1.16,710144414>0.4,0.67125
CHK1,1.15,710144414>0.4,0.37625
AMPK,1.11,710144414>0.4,0.71375
STE7,-1.11,710144414>0.4,-1.705
DAPK,1.09,710144414>0.4,-0.05499999999999999
ATR,-1.07,710144414>0.4,-0.35875
PRKDC,-1,710144414>0.4,-0.36250000000000004
RAD53,-0.99,710144414>0.4,0.39250000000000007
PKG,-0.99,710144414>0.4,1.01375
NMO,-0.96,710144414>0.4,-1.6087500000000001
LKB,-0.95,710144414>0.4,-0.82625
STE11,-0.91,710144414>0.4,-0.9874999999999999
PLK,-0.86,710144414>0.4,-1.17
MARK,0.86,710144414>0.4,0.13749999999999998
AKT,0.86,710144414>0.4,1.4975
CK2,-0.82,710144414>0.4,-0.4225
MLK,0.74,710144414>0.4,0.9312499999999999
