HGNC,PTMSEA,KEA3,UKA,KRSA,CombinedScore,Percentile,Rescaled
SGK1,0.5714285714285714,0.6542857142857142,0.5486725663716814,0.30031282586027114,0.526523879077579,86,0.5209971313906435
PIK3C2A,0,-1,-1,-1,0.2562474081209193,11,0.12423084020759005
CHEK1,0.9857142857142858,0.9628571428571427,-1,0.11261730969760168,0.5415899145938593,87,0.5431140955994341
AURKA,0.5857142857142857,0.9257142857142856,-1,0.4629822732012513,0.5617241167641777,89,0.5726711365537243
RPS6KA5,0,0.9085714285714286,-1,0.9009384775808134,0.5863501480525326,91,0.6088221898298536
CHEK2,0.7857142857142857,0.7857142857142857,-1,0.8133472367049009,0.6171730172920958,93,0.6540702111189978
RAF1,0.3,0.6571428571428571,0.336283185840708,0.6006256517205423,0.5140837202284828,85,0.5027349583246223
PRKCG,0,0.74,-1,0.8008342022940563,0.5125261353687846,84,0.5004484212620438
PRKCB,0.2857142857142857,0.96,-1,0.8008342022940563,0.6123533488507273,92,0.6469949301467209
CDK1,0.5428571428571428,0.98,-1,0.8383733055265902,0.6554398991682615,95,0.7102460548519173
ARAF,0.4714285714285714,0.7057142857142857,0.34513274336283184,0.6006256517205423,0.5561614648555373,88,0.5645051546644332
PIM1,0.4,0.9142857142857144,0.5309734513274337,0.7007299270072993,0.6948714346618436,98,0.7681316119559624
CDK4,0.9142857142857144,0.9314285714285714,0.7256637168141593,0.8383733055265902,0.8528197559773731,100,1
SRC,0,0.9914285714285714,-1,-1,0.4505663947944002,76,0.4094914231062378
BRAF,0.4714285714285714,0.4371428571428572,0.34513274336283184,0.6006256517205423,0.45952946485553725,77,0.4226492242762164
PRKCA,0.5142857142857142,0.9971428571428572,-1,0.8008342022940563,0.6493619528796417,94,0.7013236199895345
PRKACA,0.8,0.9971428571428572,-1,0.9885297184567258,0.7221703956433122,99,0.808206530292102
PRKACG,0.7428571428571429,-1,-1,0.9885297184567258,0.44988721754102695,75,0.4084943898131695
PRKACB,0.4,0.2057142857142857,-1,0.9885297184567258,0.43321979028251223,70,0.38402657996824724
RPS6KB1,0.8285714285714286,0.9,-1,0.9009384775808134,0.6763084984870469,97,0.7408811919934978
CDK2,0.8857142857142857,0.9742857142857144,0.3185840707964602,0.8383733055265902,0.7603452174185868,99,0.8642472296498297
MAPK3,0.35714285714285715,0.9571428571428572,-1,0.9760166840458812,0.6576057527213722,96,0.7134255313282517
MAPK1,0.37142857142857144,0.9685714285714284,-1,0.9760166840458812,0.6627293762558293,96,0.7209470188628092
AKT1,0.5571428571428572,0.9628571428571427,-1,0.7132429614181439,0.6244952225010336,93,0.6648192200643505
AKT2,0.7142857142857143,0.8685714285714285,-1,0.7132429614181439,0.6129601463952622,93,0.647885709911574
MAP3K8,0.6571428571428571,0.3914285714285714,-1,0.15015641293013557,0.3366925466954507,36,0.24232443216159263
PRKCI,0.4,0.7542857142857143,-1,0.7758081334723671,0.5561899320412476,89,0.5645469445385377
MTOR,0,0.5371428571428571,-1,0.10010427528675704,0.29731736820334803,23,0.18452160722576058
MAPK8,0,0.7257142857142858,-1,0.9635036496350364,0.5435433823877751,88,0.5459817894419432
MAPKAPK2,0.6142857142857143,0.7114285714285714,0.8849557522123894,0.36287799791449427,0.6546083292330691,95,0.7090253088584618
GSK3B,0.9428571428571428,0.9885714285714284,-1,0.6131386861313869,0.6537389491516282,95,0.7077490575099046
CDK7,0.3857142857142858,0.84,0.5752212389380531,0.8383733055265902,0.7125526687460205,98,0.7940876918407082
CDK9,0.3142857142857143,0.7371428571428571,0.2831858407079646,0.8383733055265902,0.591505667481798,92,0.6163905005889496
RPS6KA3,0.6857142857142857,0.9714285714285714,-1,0.9009384775808134,0.6823861692984754,97,0.7498032224549236
NEK2,0,0.7942857142857143,-1,0,0.3548744634772,44,0.26901551504631177
DAPK1,0,0.3942857142857143,-1,0.08759124087591241,0.25050467046557956,8,0.11580049215442276
PRKAA2,0.7285714285714285,0.7828571428571428,-1,0.7883211678832117,0.6044546539547304,92,0.6353996334197123
CSNK2A1,0.8571428571428571,0.9028571428571428,-1,0.13764337851929093,0.5141537440552821,85,0.5028377534142403
PRKDC,0.9,0.86,-1,0.26277372262773724,0.5329680759715386,86,0.5304572227268208
ATM,0,0.6142857142857143,-1,0.31282586027111575,0.3674510025702127,49,0.287477894528296
AURKB,0.5,0.8171428571428572,-1,0.4629822732012513,0.5186378419238348,85,0.5094204162494849
CDK3,0,0.8485714285714285,0.8938053097345132,0.8383733055265902,0.7469037610342633,99,0.8445151502023293
CDK6,0.3142857142857143,0.8971428571428571,0.9469026548672568,0.8383733055265902,0.8189188002251608,100,0.9502333427924513
CDK5,0.9714285714285714,0.9514285714285714,0.01769911504424778,0.8383733055265902,0.6862933286701671,97,0.7555389386550061
PRKCE,0.6714285714285714,0.8285714285714286,-1,0.5630865484880083,0.5631248395738687,90,0.574727399876275
PRKCQ,0.6428571428571429,0.9057142857142856,-1,0.7632950990615224,0.6273401684732504,94,0.6689956052969134
PRKCZ,0.6,0.9285714285714286,-1,0.7758081334723671,0.6323294235356476,94,0.6763198396998076
PRKCD,0.9285714285714286,0.92,-1,0.7632950990615224,0.6636812089823934,96,0.7223443108261413
PRKAA1,0.7571428571428571,0.9857142857142858,-1,0.7883211678832117,0.6702523023748447,96,0.7319906864248461
PAK1,0.34285714285714286,0.9371428571428572,0.7079646017699115,0.8508863399374348,0.7790664690173208,99,0.8917300569075735
