Kinase,Z,method,AvgZ
FRAY,3,710317317>0.15,2.4975
PKCD,2.73,710317317>0.15,1.775
ERK,-2.68,710317317>0.15,-2.4425
P38,-2.53,710317317>0.15,-2.5125
PAKA,2.32,710317317>0.15,2.8175
STE7,-2.13,710317317>0.15,-1.6549999999999998
AUR,2.11,710317317>0.15,1.2275
JNK,-2.09,710317317>0.15,-1.92
STKR,-1.99,710317317>0.15,-1.5675
NMO,-1.91,710317317>0.15,-1.2625
RAD53,1.91,710317317>0.15,0.8525
CK1,-1.7,710317317>0.15,-1.9649999999999999
RAF,-1.58,710317317>0.15,-1.4475
PDHK,1.55,710317317>0.15,1.1400000000000001
PKCA,1.51,710317317>0.15,0.9724999999999999
RIPK,1.5,710317317>0.15,1.5350000000000001
PLK,-1.45,710317317>0.15,-1.325
BRSK,1.41,710317317>0.15,-0.05500000000000005
BUD32,1.38,710317317>0.15,0.48250000000000004
PASK,1.38,710317317>0.15,1.825
WNK,1.33,710317317>0.15,1.7975
DMPK,1.29,710317317>0.15,1.01
PEK,1.28,710317317>0.15,0.8475
LKB,-1.21,710317317>0.15,-0.9299999999999999
NDR,1.19,710317317>0.15,1.2974999999999999
PKA,1.16,710317317>0.15,1.375
CDK,-1.12,710317317>0.15,-0.7375
PAKB,-1.05,710317317>0.15,-0.8225
HAL,-1.04,710317317>0.15,-0.8225
MELK,1.02,710317317>0.15,0.4675
CAMK2,-1.02,710317317>0.15,-0.575
NAK,-1.02,710317317>0.15,-0.8125
TLK,-1.01,710317317>0.15,-0.825
STE11,-0.97,710317317>0.15,-0.7375
DYRK,-0.96,710317317>0.15,-1.4749999999999999
ATR,-0.93,710317317>0.15,-1.0525
MLK,0.92,710317317>0.15,0.35250000000000004
PHK,0.87,710317317>0.15,0.645
AKT,0.82,710317317>0.15,1.4425
CAMK1,0.81,710317317>0.15,0.5625
RSK,0.8,710317317>0.15,1.065
AMPK,0.78,710317317>0.15,0.2225
GRK,-0.77,710317317>0.15,-0.5125
MST,-0.77,710317317>0.15,-0.945
PKCH,0.75,710317317>0.15,-0.4225
SLK,-0.74,710317317>0.15,-0.5825
PKCI,0.74,710317317>0.15,0.9175
CLK,-0.74,710317317>0.15,-0.58
KHS,-0.74,710317317>0.15,-0.59
VRK1,-0.74,710317317>0.15,-0.8375
CAMKK,-0.73,710317317>0.15,-0.575
NIK,-0.73,710317317>0.15,-0.575
TAO,-0.72,710317317>0.15,-0.58
MOS,-0.72,710317317>0.15,-0.575
ULK,-0.71,710317317>0.15,-0.575
NEK,-0.66,710317317>0.15,-0.1225
MSN,0.66,710317317>0.15,-0.645
ATM,0.64,710317317>0.15,-0.35250000000000004
IRAK,-0.52,710317317>0.15,-0.35000000000000003
PIM,0.49,710317317>0.15,-0.185
NUAK,0.48,710317317>0.15,-0.05499999999999999
PKG,0.47,710317317>0.15,1.02
TTK,0.47,710317317>0.15,-0.044999999999999984
QIK,0.45,710317317>0.15,0.435
PKN,0.45,710317317>0.15,-0.44499999999999995
PDK1,0.39,710317317>0.15,0.039999999999999994
PKD,0.39,710317317>0.15,0.905
MAPKAPK,0.32,710317317>0.15,-0.21000000000000002
MTOR,-0.32,710317317>0.15,-0.535
IKK,0.31,710317317>0.15,0.585
DAPK,0.3,710317317>0.15,0.535
CHK1,0.29,710317317>0.15,-0.5800000000000001
COT,0.27,710317317>0.15,-0.845
MLCK,0.23,710317317>0.15,0.53
CK2,0.16,710317317>0.15,0.8875
GSK,-0.14,710317317>0.15,-0.14500000000000002
MARK,-0.09,710317317>0.15,-0.23249999999999998
PRKDC,-0.07,710317317>0.15,-0.39249999999999996
BARK2,-0.05,710317317>0.15,0.3675
SGK,-0.03,710317317>0.15,-0.14750000000000002
PKCD,2.76,710317317>0.2,1.775
ERK,-2.34,710317317>0.2,-2.4425
PAKA,2.31,710317317>0.2,2.8175
FRAY,2.23,710317317>0.2,2.4975
P38,-1.96,710317317>0.2,-2.5125
AUR,1.95,710317317>0.2,1.2275
STE7,-1.89,710317317>0.2,-1.6549999999999998
STKR,-1.72,710317317>0.2,-1.5675
RIPK,1.71,710317317>0.2,1.5350000000000001
WNK,1.58,710317317>0.2,1.7975
PASK,1.57,710317317>0.2,1.825
JNK,-1.57,710317317>0.2,-1.92
NDR,1.54,710317317>0.2,1.2974999999999999
COT,-1.5,710317317>0.2,-0.845
NMO,-1.49,710317317>0.2,-1.2625
BUD32,1.48,710317317>0.2,0.48250000000000004
RAF,-1.46,710317317>0.2,-1.4475
DYRK,-1.39,710317317>0.2,-1.4749999999999999
AKT,1.38,710317317>0.2,1.4425
PKA,1.35,710317317>0.2,1.375
MSN,-1.29,710317317>0.2,-0.645
