Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
RPS6KL1,Q9Y6S9,OTHER,RSKL,0.47712125471966244,1.324055901876108,1.796257336710866,1.9719712763997563,-0.8577739803775569,-0.8577739803775569,0,0.024111217149244208,3
NPR2,P20594,RGC,RGC,0.276434590943675,1.6581221629797673,1.7611179110848634,2.3979400086720375,-0.9069075429154164,-1.052345276766558,0.25190554436785706,-0.08985214677042264,4
SGK3,Q96BR1,AGC,SGK,0.07826278180252501,1.7819155619137477,1.6989700043360187,2.8750612633917,-0.5103711840614358,-0.6169524867589711,0.2068836187957005,-0.056093549412391544,10
DAPK1,P53355,CAMK,DAPK,0.47712125471966244,1.1246686769329721,1.6017899316526345,1.6709412807357753,0.7459744928491836,0.7459744928491836,0,0.13857505615827437,3
SGK2,Q9HBY8,AGC,SGK,0.03913139090126251,1.1672859256887371,1.4685210829577449,1.6709412807357753,-0.42056961467738807,-0.4395726798186493,0.14822490305554664,-0.04349563022796543,9
CSNK2A1,P68400,CMGC,CK2,0.17609125905568127,0.9984442796936757,1.193820026016113,1.2415928078121137,0.6483070063146793,0.6483070063146793,0,0.23566845022366692,3
MTOR,P42345,Atypical,PIKK,0.09782847725315626,1.0676661507292813,1.1848651833631865,1.2518119729937998,-0.5044800173982165,-0.5367801015204962,0.03830318791554165,0.011967822695417926,6
RPS6KA2,Q15349,AGC-CAMK,RSK,0,0.9828149732408437,1.1804560644581312,1.5528419686577808,-0.2948849039768505,-0.276292344550074,0.10190884669201304,-0.01820139149954639,16
NPR1,P16066,RGC,RGC,0,1.181373894602212,1.1307682802690238,1.4685210829577449,-0.4297181353117892,-0.4188839960278878,0.0294342579929836,-0.06272363537326707,11
SGK1,O00141,AGC,SGK,0,0.9065187334702611,1.1191864077192086,1.4202164033831899,-0.3362386281264268,-0.3050355642290051,0.11002005162814245,-0.03512598749390161,13
PKN1,Q16512,AGC,PKN,0.13695986815441877,0.8036636576011555,1.0757207139381184,1.1346985738974562,-0.6173084232613274,-0.5320745299703526,0.16913076369130198,-0.08590722506087471,3
RPS6KB1,P23443,AGC,RSK,0,1.2599736353813171,1.0087739243075051,1.853871964321762,-0.389877568988401,-0.382005264313024,0.07739484400098073,-0.006463356028490142,15
NUAK1,O60285,CAMK,CAMKL,0.17609125905568127,0.8070348086055412,1.0058295436607239,1.0117384032712442,0.5227749129514899,0.5227749129514899,0,0.11066877422171191,3
MAPK13,O15264,CMGC,MAPK,0.07826278180252501,0.7815157407820431,0.9746941347352298,1.1674910872937638,-0.3456295077097143,-0.3266585419395872,0.03775649698581649,-0.07820743366070575,9
PRKY,O43930,AGC,PKA,0.02934854317594688,1.0754972463423884,0.9706351896241401,1.9208187539523753,-0.38234116468402396,-0.5338537140087535,0.33648808409715614,-0.028165456567371842,8
CDK15,Q96Q40,CMGC,CDK,0.17609125905568127,0.7786033870301154,0.9546946460857967,0.9885705382192181,0.5191892839419304,0.5191892839419304,0,0.05964969333544934,3
CDKL4,Q5MAI5,CMGC,CDKL,0.17609125905568127,0.7780492286877183,0.9509051115780578,1.0238029146726249,-0.5097091728036544,-0.5097091728036544,0,-0.1334505248292932,3
IKBKB,O14920,OTHER,IKK,0.17609125905568127,0.7648592887199128,0.9456423376774072,0.9612474110079834,0.4877756211615721,0.4877756211615721,0,0.19504087558969907,3
CDK13,Q14004,CMGC,CDK,0.13206844429176096,0.7009341720897835,0.8924604128787441,1.1268732363854996,-0.44355451335700335,-0.42200498849135054,0.17927630134836578,-0.129849478195373,4
RPS6KB2,Q9UBS0,AGC,RSK,0,0.9474803904670511,0.8860566476931632,1.853871964321762,-0.24488180934572984,-0.31407726493245774,0.14695833163280914,-0.07419409036713351,16
PLK3,Q9H4B4,CAMK,PLK,0.17609125905568127,0.7089944595972875,0.8150376662151797,1.1590579197569009,-0.3636082302889584,-0.42741158795844303,0.12760671533896922,0.014848112025967808,4
