Kinase,Z,method,AvgZ
P38,-3.55,710230323>0.15,-3.5275
JNK,-3.03,710230323>0.15,-2.5075
STKR,-2.76,710230323>0.15,-2.0825
PKA,2.69,710230323>0.15,2.29
RSK,2.5,710230323>0.15,2.11
PKCD,2.48,710230323>0.15,1.81
PLK,-2.47,710230323>0.15,-1.9075
DYRK,-2.42,710230323>0.15,-2.3425000000000002
CK1,-2.34,710230323>0.15,-1.815
NMO,-2.33,710230323>0.15,-1.7025000000000001
ERK,-2.25,710230323>0.15,-1.9725000000000001
STE7,-2.17,710230323>0.15,-1.4125
PKCI,2.08,710230323>0.15,1.095
PKCH,2.01,710230323>0.15,2.0025
GRK,-1.97,710230323>0.15,-1.7375
MSN,1.97,710230323>0.15,2.2199999999999998
PAKA,1.94,710230323>0.15,1.4525000000000001
PKG,1.81,710230323>0.15,1.99
DMPK,1.76,710230323>0.15,1.9225
TLK,-1.5,710230323>0.15,-1.0875
AUR,1.49,710230323>0.15,1.2825
MELK,1.46,710230323>0.15,1.02
NAK,-1.45,710230323>0.15,-1.105
CDK,-1.42,710230323>0.15,-1.035
HAL,1.38,710230323>0.15,1.9449999999999998
PKN,1.37,710230323>0.15,1.5350000000000001
PDHK,1.31,710230323>0.15,0.9025000000000001
NDR,1.3,710230323>0.15,1.3525
AKT,1.28,710230323>0.15,0.615
MLCK,1.24,710230323>0.15,1.105
ATM,-1.09,710230323>0.15,-1.3225
PIM,1.07,710230323>0.15,0.995
CLK,-1.05,710230323>0.15,-0.7825
ULK,-1.04,710230323>0.15,-0.7775
NIK,-1.04,710230323>0.15,-0.7575000000000001
KHS,-1.04,710230323>0.15,-0.775
CAMKK,-1.03,710230323>0.15,-0.78
ATR,-1.02,710230323>0.15,-0.7625
PEK,1.01,710230323>0.15,0.45499999999999996
BRSK,1.01,710230323>0.15,0.79
CHK1,-1,710230323>0.15,-0.9225
TAO,0.99,710230323>0.15,1.395
MOS,0.98,710230323>0.15,1.4075
SLK,0.98,710230323>0.15,1.3875
WNK,0.96,710230323>0.15,-0.27
BUD32,0.96,710230323>0.15,-0.27
PASK,0.93,710230323>0.15,1.325
CAMK1,-0.89,710230323>0.15,-0.4525
CK2,-0.85,710230323>0.15,-0.5599999999999999
