Kinase,Z,method,AvgZ
MARK,2,701032204>0.15,1.4849999999999999
P38,1.69,701032204>0.15,1.515
MOS,1.57,701032204>0.15,0.09
NIK,1.55,701032204>0.15,2.3674999999999997
BRSK,1.55,701032204>0.15,1.42
CAMKK,1.49,701032204>0.15,2.3850000000000002
JNK,1.45,701032204>0.15,0.7625
NDR,1.44,701032204>0.15,0.8175
MLK,-1.34,701032204>0.15,-0.4325
CDK,1.29,701032204>0.15,1.3975
MSN,-1.29,701032204>0.15,-0.9325
ERK,1.27,701032204>0.15,0.7975
NMO,1.16,701032204>0.15,1.46
RIPK,1.12,701032204>0.15,0.86
DYRK,1.1,701032204>0.15,1.1675
CAMK2,1.1,701032204>0.15,0.9775
QIK,1.08,701032204>0.15,0.805
PKCA,1.02,701032204>0.15,0.495
PKN,-0.94,701032204>0.15,-0.67
NAK,-0.94,701032204>0.15,-0.6725
PAKB,-0.93,701032204>0.15,-0.68
HAL,-0.93,701032204>0.15,-0.665
TTK,-0.93,701032204>0.15,-0.6775
NUAK,-0.92,701032204>0.15,-0.6575
CAMK1,0.92,701032204>0.15,0.9750000000000001
ATM,0.92,701032204>0.15,0.5975
STKR,0.79,701032204>0.15,0.6925
PAKA,-0.79,701032204>0.15,0.27249999999999996
CK1,0.77,701032204>0.15,0.9349999999999999
STE7,0.71,701032204>0.15,0.795
DMPK,-0.7,701032204>0.15,-0.6925
MST,0.7,701032204>0.15,0.6725
MTOR,-0.69,701032204>0.15,0.36999999999999994
ULK,-0.68,701032204>0.15,-0.47500000000000003
TLK,0.68,701032204>0.15,-0.2625
WNK,-0.67,701032204>0.15,-0.465
PKA,-0.67,701032204>0.15,-0.94
BUD32,-0.65,701032204>0.15,-0.48
PASK,-0.65,701032204>0.15,-0.47500000000000003
CLK,-0.65,701032204>0.15,-0.47250000000000003
SLK,-0.65,701032204>0.15,-0.47000000000000003
KHS,-0.64,701032204>0.15,-0.4675
IKK,0.64,701032204>0.15,1.095
TAO,-0.62,701032204>0.15,-0.455
PKCD,-0.6,701032204>0.15,-0.305
MAPKAPK,0.56,701032204>0.15,-0.21250000000000002
CHK1,-0.55,701032204>0.15,-0.56
RAF,-0.55,701032204>0.15,-0.6025
ATR,-0.53,701032204>0.15,0.4
VRK1,-0.52,701032204>0.15,-0.825
