Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
MAPK12,P53778,CMGC,MAPK,0.47712125471966244,1.9846368802282017,2.3354706403678875,3.1760912590556813,1.5582381306874094,1.5582381306874094,0,0.23298129059971298,3
MAPK13,O15264,CMGC,MAPK,0.47712125471966244,1.5744596823786676,2.0621479067488444,2.574031267727719,1.1423594622462692,1.0902199825824495,0.07820921949572963,0.2765144258586024,7
CDK2,P24941,CMGC,CDK,0.47712125471966244,1.415756223637791,1.9208187539523751,2.1346985738974564,1.336762536983122,1.3098624162150607,0.07117102978989413,0.30975631463628484,4
AKT3,Q9Y243,AGC,AKT,0.3098823682396729,1.788074846356782,1.8336685782334752,3.1760912590556813,1.1339775237719778,1.1881833681751026,0.42356847770389144,0.3032494003053199,8
PRKACA,P17612,AGC,PKA,0.17609125905568127,1.329660832034657,1.5740312677277188,2.029963223377443,0.5770813988501021,0.5656405047600338,0.03177248650577808,0.1672805758754499,49
PRKCA,P17252,AGC,PKC,0.17609125905568127,1.3387741133111684,1.5528419686577808,1.7289332277134621,0.7430583081866842,0.7395179493192832,0.022533798229041103,0.22081688742594463,21
NUAK1,O60285,CAMK,CAMKL,0.47712125471966244,1.0210791252094968,1.5228787452803376,1.596307662438871,-1.1513925713156812,-1.1513925713156812,0,-0.32339936934238384,3
CDK4,P11802,CMGC,CDK,0.47712125471966244,0.8927900303521317,1.369911285071794,1.369911285071794,0.9162470368308999,0.9162470368308999,NA,0.3699132980879808,4
PRKCB,P05771,AGC,PKC,0.17609125905568127,1.1076170223937256,1.3309932190414244,1.5963076624388712,0.7594383020407851,0.7344264329097654,0.07000148969169172,0.2137349374380794,16
CDK6,Q00534,CMGC,CDK,0.47712125471966244,0.8566563465655677,1.3280004654714195,1.3767507096020994,1.0596719084557606,1.0596719084557606,0,0.24041488294671712,3
PRKCD,Q05655,AGC,PKC,0.17609125905568127,1.151752140017706,1.29527766677489,1.619788758288394,0.7117530499787271,0.7339651966694638,0.04409553033725083,0.20701185049874696,17
MAPK11,Q15759,CMGC,MAPK,0.47712125471966244,0.7620192054037881,1.2391404601234506,1.2466723333413885,0.965760275761428,0.965760275761428,0,0.07548971558670114,3
MAPK7,Q13164,CMGC,MAPK,0.3408008962283303,0.5163309055859739,1.2218487496163564,1.343582346349445,0.8439964788026927,0.5876947707485789,0.3605702825869171,0.11558507334391495,4
PRKY,O43930,AGC,PKA,0.29031667278904166,1.041624187138911,1.1426675035687317,2.1346985738974564,0.8817083226082717,0.9476688627937747,0.34302218430535775,0.2970906596779886,8
MAPK9,P45984,CMGC,MAPK,0.17609125905568127,0.903035546013262,1.0555173278498313,1.2518119729937998,0.8674522644707213,0.8720059740309487,0.015697546532189532,0.17043835162810575,6
PRKCH,P24723,AGC,PKC,0.17609125905568127,0.7306812703930581,1.0425523506854637,1.2518119729937998,0.7277712794247445,0.653801562518617,0.2190811685771476,0.19647465048752494,8
SGK3,Q96BR1,AGC,SGK,0.17609125905568127,0.8115344275173262,1.0299632233774432,1.212303431710126,0.7034564427238232,0.7104997746823706,0.09179330106813562,0.22318592498284273,12
CAMK4,Q16566,CAMK,CAMK1,0.20953903635167917,0.8718545330807418,1.0117384032712442,1.644612342013426,0.7750483870415683,0.7583623022175842,0.0698622557476728,0.2469599018473851,10
SGK2,Q9HBY8,AGC,SGK,0.13695986815441877,0.9165160926931353,0.9719712763997564,2.2730012720637376,0.6639669441584418,0.5998823308702188,0.2325937201833692,0.21831582264738153,13
DCLK2,Q8N568,CAMK,DCAMKL,0.21909554415053573,0.8185779024571638,0.9507819773298184,2.1346985738974564,0.7007521261265327,0.7820787108650205,0.3366357667730321,0.1737979111617333,10
CHEK2,O96017,CAMK,RAD53,0.17609125905568127,0.6712994641413956,0.9355420107730815,1.0117384032712442,0.6276888526787272,0.6205429104438047,0.0573612504159354,0.14613228688073515,16
MAPK10,P53779,CMGC,MAPK,0.17609125905568127,0.7405521432427176,0.9160198710706065,1.0299632233774432,0.7111963849494687,0.7211978681650172,0.015002224823322806,0.18179085771879816,9
MAPK8,P45983,CMGC,MAPK,0.17609125905568127,0.7354137890257579,0.8973376581028523,1.0299632233774432,0.7111963849494687,0.7178640404265011,0.01323071866506402,0.18179085771879816,9
