HGNC,PTMSEA,KEA3,UKA,KRSA,CombinedScore,Percentile,Rescaled
SGK1,0.42857142857142855,0.6828571428571428,0.5486725663716814,0.5505735140771637,0.5817307821015623,90,0.560656895923955
PIK3C2A,0,-1,-1,-1,0.2562474081209193,11,0.14667479591170363
CHEK1,0.9285714285714286,0.9971428571428572,-1,0.30031282586027114,0.5866606519897585,91,0.5669271943546945
AURKA,0.5142857142857142,0.9942857142857144,-1,0.5255474452554745,0.5885284928863346,91,0.5693029000240702
RPS6KA5,0,0.8971428571428571,-1,0.8759124087591241,0.5773729832073956,90,0.5551142142331063
CHEK2,0.8857142857142857,0.9114285714285716,-1,0.8258602711157456,0.6698714980894644,97,0.6727630175208916
RAF1,0.7428571428571429,0.7657142857142857,0.13274336283185842,0.31282586027111575,0.48569379818579456,80,0.4385075160829534
PRKCG,0,0.7457142857142857,-1,0.7883211678832117,0.5115645625558161,83,0.4714125251217886
PRKCB,0.45714285714285713,0.82,-1,0.7883211678832117,0.5855817706136447,91,0.565554965806473
CDK1,0.37142857142857144,0.9,-1,0.9509906152241918,0.6361171633626923,96,0.6298309002707594
ARAF,0.9857142857142858,0.68,0.3008849557522124,0.31282586027111575,0.5295255175283989,86,0.49425705252986923
PIM1,0.7857142857142857,0.9371428571428572,0.4336283185840708,0.8508863399374348,0.7665680998643499,99,0.7957513649047926
CDK4,0.4857142857142857,0.9514285714285714,0.911504424778761,0.9509906152241918,0.8803230709348787,100,0.9404362415381874
SRC,0,0.9628571428571427,-1,-1,0.44299330557095534,73,0.38419678620432046
BRAF,0.9857142857142858,0.6028571428571429,0.3008849557522124,0.31282586027111575,0.5017695175283989,82,0.45895421347111165
PRKCA,0.4428571428571429,0.9914285714285714,-1,0.7883211678832117,0.6368903008327875,96,0.6308142533359369
PRKACA,0.2857142857142857,0.9714285714285714,-1,0.9259645464025026,0.6431311346380125,96,0.6387519659536884
PRKACG,0.5285714285714286,-1,-1,0.9259645464025026,0.41982753997166716,67,0.3547322634119666
PRKACB,0.7857142857142857,0.17714285714285713,-1,0.9259645464025026,0.4538854541408125,75,0.3980505031651846
RPS6KB1,0.5714285714285714,0.7485714285714286,-1,0.8759124087591241,0.5953864152768814,92,0.5780254872279513
CDK2,0.6571428571428571,0.9628571428571427,0.991150442477876,0.9509906152241918,0.9271536297212251,100,1
MAPK3,0.6428571428571429,0.9771428571428572,-1,0.9760166840458812,0.6957102980353151,98,0.7056273710285945
MAPK1,0.3,0.96,-1,0.9760166840458812,0.6521010494243437,97,0.6501607949662486
AKT1,0.5857142857142857,0.8914285714285715,-1,0.7132429614181439,0.6056446402907479,93,0.5910729172140102
AKT2,0.9571428571428572,0.8885714285714286,-1,0.7132429614181439,0.6462748499346336,97,0.6427504554753475
MAP3K8,0.5428571428571428,0.6571428571428571,-1,0.02502606882168926,0.3786718325421084,54,0.30238634484534943
PRKCI,0.7857142857142857,0.7171428571428572,-1,0.8633993743482794,0.60691127010557,93,0.5926839428841244
MTOR,0,0.5285714285714286,-1,0.06256517205422316,0.2864968781428426,21,0.18514907793348884
MAPK8,0,0.8085714285714286,-1,0.9885297184567258,0.5745643572929122,90,0.5515419246872328
MAPKAPK2,0.5571428571428572,0.8371428571428572,0.336283185840708,0.6506777893639207,0.6250616722618509,94,0.6157694280467888
GSK3B,0.4142857142857143,1,-1,0.7507820646506778,0.6281670973369677,94,0.6197192162596393
CDK7,0.7,0.8314285714285714,0.6548672566371682,0.9509906152241918,0.7993950481788736,99,0.8375039399565934
CDK9,0.6,0.9457142857142856,0.8761061946902655,0.9509906152241918,0.8841000924266612,100,0.9452402328137987
RPS6KA3,0.3142857142857143,0.9857142857142858,-1,0.8759124087591241,0.6398328140286528,96,0.6345568340313505
NEK2,0,0.6514285714285715,-1,0.18769551616266944,0.35166300762372765,46,0.2680338373060874
