HGNC,PTMSEA,KEA3,UKA,KRSA,CombinedScore,Percentile,Rescaled
SGK1,0.8461538461538461,0.9114285714285716,0.4700854700854701,0.438871473354232,0.6699101850333575,97,0.7425994570132901
PIK3C2A,0,-1,-1,-1,0.2562474081209193,9,0.08054339737384324
CHEK1,0.34615384615384615,0.9885714285714284,-1,0.664576802507837,0.5982517613742775,92,0.627912092678
AURKA,0.935897435897436,0.9285714285714286,-1,0.8652037617554859,0.6893388214044578,98,0.7736944627955992
RPS6KA5,0.7564102564102564,0.8685714285714285,-1,0.7021943573667712,0.6152619552693235,93,0.6551364468437627
LATS1,0,0.6171428571428571,-1,0.3636363636363637,0.37939822166294546,53,0.27764293570693444
CHEK2,0.3076923076923077,0.8371428571428572,-1,0.2884012539184953,0.46529712830118164,77,0.41512180697672063
RAF1,0.32051282051282054,0.7085714285714285,0.1282051282051282,0.21316614420062696,0.383637396833052,55,0.2844276206384389
PRKCG,0,0.82,-1,0.07523510971786834,0.3791948710576714,52,0.2773174785762303
PRKCB,0.6410256410256411,0.7828571428571428,-1,0.07523510971786834,0.4393750223521125,71,0.37363417917928476
CDK1,0.5,0.8171428571428572,-1,0.8401253918495298,0.6007717382737982,92,0.6319452473866052
ARAF,0.4230769230769231,0.7657142857142857,0.26495726495726496,0.21316614420062696,0.45255637119202635,74,0.3947305706381024
PIM1,0.2307692307692308,0.8428571428571429,0.04273504273504273,0.32601880877742945,0.42704130375371757,68,0.35389439694192004
CDK4,0.6538461538461539,0.82,0.8974358974358975,0.8401253918495298,0.8231938369905957,100,0.9879257862987377
BRAF,0.4230769230769231,0.6028571428571429,0.26495726495726496,0.21316614420062696,0.39396037119202637,59,0.3009492612338853
PRKCA,0.3717948717948718,0.98,-1,0.07523510971786834,0.4701259064569433,77,0.42285013550204337
PRKACA,0.6794871794871795,0.9828571428571428,-1,0.915360501567398,0.688358034679049,97,0.7721247402316851
PRKACG,0.782051282051282,-1,-1,0.915360501567398,0.4406437983020413,71,0.37566482068936913
PRKACB,0.2307692307692308,0.1657142857142857,-1,0.915360501567398,0.3860267948247003,56,0.2882517873451183
RPS6KB1,0.7435897435897436,0.9628571428571427,-1,0.7021943573667712,0.6429269258980106,95,0.6994134823101339
CDK2,0.38461538461538464,0.9142857142857144,0.5128205128205128,0.8401253918495298,0.7236139908367496,98,0.828550942238082
