Kinase,Score,dataset,rank,quartile
PKCI,3.116587232660401,R1C1P1,1,1
DYRK,-2.25218965362873,R1C1P1,2,1
PKA,2.243351477679782,R1C1P1,3,1
CHK1,-1.916728734193132,R1C1P1,4,1
PKCD,1.8707403283488933,R1C1P1,5,1
STKR,-1.8171687838719053,R1C1P1,6,1
AKT,1.7931314148822155,R1C1P1,7,1
GRK,-1.7924735925511512,R1C1P1,8,1
NMO,-1.6789153818297406,R1C1P1,9,1
PLK,-1.6366970791062478,R1C1P1,10,1
ERK,-1.5820509026480445,R1C1P1,11,1
JNK,-1.5590361982698893,R1C1P1,12,1
TAO,1.4657869886388648,R1C1P1,13,1
BUD32,1.4640975927192452,R1C1P1,14,1
MOS,1.4573734936521934,R1C1P1,15,1
STE7,-1.4335479222784864,R1C1P1,16,1
NDR,1.3789640206118845,R1C1P1,17,1
BARK2,1.3175605165031288,R1C1P1,18,1
PKCH,1.1880708015609232,R1C1P1,19,1
PKCA,1.1786727497861842,R1C1P1,20,1
PKG,1.1579260265348688,R1C1P1,21,2
PAKA,1.1292156551110346,R1C1P1,22,2
IKK,-1.1259065041320062,R1C1P1,23,2
DMPK,1.099749886047886,R1C1P1,24,2
PEK,1.0674941485146432,R1C1P1,25,2
RSK,1.0573291011042352,R1C1P1,26,2
PIM,1.0548713401231913,R1C1P1,27,2
LKB,-1.0061578780094529,R1C1P1,28,2
TLK,-0.9731385506846384,R1C1P1,29,2
HAL,-0.9630973757984822,R1C1P1,30,2
"NAK",-0.9517493162446602,R1C1P1,31,2
SGK,0.9334610670012072,R1C1P1,32,2
CDK,-0.901728218682962,R1C1P1,33,2
MST,-0.8628409080632967,R1C1P1,34,2
MSN,0.8239472738934814,R1C1P1,35,2
CAMK1,-0.7683527868786026,R1C1P1,36,2
MLK,0.7587789101253873,R1C1P1,37,2
CAMK2,-0.7479602335927141,R1C1P1,38,2
RIPK,-0.7409529197523612,R1C1P1,39,2
RAF,0.7291377880456628,R1C1P1,40,2
CAMKK,-0.6929247488897927,R1C1P1,41,3
ATR,-0.6907443633115513,R1C1P1,42,3
BRSK,-0.6881877882053197,R1C1P1,43,3
RAD53,0.6876680765181878,R1C1P1,44,3
ULK,-0.6850350071770387,R1C1P1,45,3
WNK,-0.6842474456024733,R1C1P1,46,3
PASK,-0.6834601341353503,R1C1P1,47,3
NIK,-0.6818862547880434,R1C1P1,48,3
CLK,-0.6803133556585116,R1C1P1,49,3
KHS,-0.6803133556585116,R1C1P1,50,3
PHK,0.6772081655527287,R1C1P1,51,3
SLK,-0.6748157331105776,R1C1P1,52,3
MAPKAPK,0.6137567570392871,R1C1P1,53,3
MTOR,0.6012207647718097,R1C1P1,54,3
NUAK,0.5926007725911904,R1C1P1,55,3
PKD,-0.5863058018016021,R1C1P1,56,3
TTK,0.5796310196044024,R1C1P1,57,3
PKN,0.5608180350209682,R1C1P1,58,3
PAKB,0.5480427093889301,R1C1P1,59,3
COT,-0.5325288096665171,R1C1P1,60,3
MELK,0.5062808051146662,R1C1P1,61,4
CK1,0.475125186960849,R1C1P1,62,4
PDHK,-0.4653723454200735,R1C1P1,63,4
P38,-0.4589129599303929,R1C1P1,64,4
MLCK,0.4305230283996007,R1C1P1,65,4
VRK1,0.430296324000372,R1C1P1,66,4
AUR,0.4081380289490702,R1C1P1,67,4
CK2,0.38392316791974607,R1C1P1,68,4
IRAK,0.3488683095981887,R1C1P1,69,4
QIK,0.3045684499483857,R1C1P1,70,4
GSK,-0.2717993626626319,R1C1P1,71,4
ATM,-0.2633049178590976,R1C1P1,72,4
AMPK,0.21895531265949664,R1C1P1,73,4
NEK,0.21278562001785897,R1C1P1,74,4
DAPK,-0.20614165983379076,R1C1P1,75,4
PRKDC,0.1525308187637932,R1C1P1,76,4
FRAY,-0.11982739374996317,R1C1P1,77,4
PDK1,0.10742342834001312,R1C1P1,78,4
STE11,-0.10547565426554012,R1C1P1,79,4
MARK,0.0986429360663362,R1C1P1,80,4
JNK,-3.177875475753098,R1C1P2,1,1
PKCI,2.820568081089222,R1C1P2,2,1
P38,-2.808895432434902,R1C1P2,3,1
STE7,-2.696180015717379,R1C1P2,4,1
FRAY,2.6371080781951797,R1C1P2,5,1
CDK,-2.621432472821694,R1C1P2,6,1
PLK,-2.5551038078570607,R1C1P2,7,1
ERK,-2.5494062946849056,R1C1P2,8,1
CK1,-2.5370061849859304,R1C1P2,9,1
AUR,2.352549260417766,R1C1P2,10,1
MLK,2.138574021459418,R1C1P2,11,1
MSN,2.090834315333785,R1C1P2,12,1
NMO,-2.0576812875137955,R1C1P2,13,1
STKR,-1.8692894883184277,R1C1P2,14,1
BARK2,1.8121175937610232,R1C1P2,15,1
AKT,1.7583548828811302,R1C1P2,16,1
PKA,1.751486874187025,R1C1P2,17,1
PKCD,1.5998068386542517,R1C1P2,18,1
MARK,-1.5988296439028755,R1C1P2,19,1
PAKA,1.5503331613689644,R1C1P2,20,1
IRAK,-1.4957979027841657,R1C1P2,21,2
DYRK,-1.436654560328396,R1C1P2,22,2
VRK1,1.4338908637119607,R1C1P2,23,2
"NAK",-1.3648419239871088,R1C1P2,24,2
IKK,-1.345026514655949,R1C1P2,25,2
TLK,-1.31961881879369,R1C1P2,26,2
CHK1,-1.2852590684369714,R1C1P2,27,2
DMPK,1.2616178478903584,R1C1P2,28,2
PKCH,1.2452478449893536,R1C1P2,29,2
STE11,-1.1879540881690305,R1C1P2,30,2
MELK,1.0800882405582792,R1C1P2,31,2
GRK,-1.0703403620136045,R1C1P2,32,2
WNK,1.0510521044723662,R1C1P2,33,2
SLK,1.045798124533357,R1C1P2,34,2
PASK,1.020969866766772,R1C1P2,35,2
CLK,-1.017910383020778,R1C1P2,36,2
BUD32,1.0128323062819578,R1C1P2,37,2
TAO,0.9997499687421848,R1C1P2,38,2
QIK,0.9698777036000464,R1C1P2,39,2
CAMKK,-0.9614912122839846,R1C1P2,40,2
KHS,-0.960528700568278,R1C1P2,41,3
BRSK,-0.95860633403229345,R1C1P2,42,3
ULK,-0.952860298307996,R1C1P2,43,3
NIK,-0.945247282060321,R1C1P2,44,3
MOS,-0.9433525261840586,R1C1P2,45,3
MTOR,0.8556624697323767,R1C1P2,46,3
RAD53,0.8513078317831217,R1C1P2,47,3
PHK,0.79589609354988,R1C1P2,48,3
RSK,0.6825185875631332,R1C1P2,49,3
RAF,-0.6812024991029282,R1C1P2,50,3
PKG,0.6299562937110866,R1C1P2,51,3
SGK,0.6137536818133152,R1C1P2,52,3
CAMK2,-0.6108306661803395,R1C1P2,53,3
CK2,-0.6100372947130703,R1C1P2,54,3
COT,0.5822651176044569,R1C1P2,55,3
PIM,0.5750435275186596,R1C1P2,56,3
CAMK1,-0.5483924571895414,R1C1P2,57,3
NDR,0.5403281428683502,R1C1P2,58,3
GSK,-0.5359746260046894,R1C1P2,59,3
PDK1,-0.510610714618746,R1C1P2,60,3
MLCK,0.4858496118486958,R1C1P2,61,4
RIPK,-0.479979382786473,R1C1P2,62,4
NEK,0.47284406851426897,R1C1P2,63,4
PDHK,0.35977877026829647,R1C1P2,64,4
PKCA,0.32790034735312573,R1C1P2,65,4
PEK,-0.27777417960075435,R1C1P2,66,4
LKB,-0.2098058771489383,R1C1P2,67,4
AMPK,0.2046527084453422,R1C1P2,68,4
DAPK,0.1803667828971431,R1C1P2,69,4
ATR,-0.13198921378797868,R1C1P2,70,4
MAPKAPK,0.1273220168620371,R1C1P2,71,4
PRKDC,0.11629053495590888,R1C1P2,72,4
PKD,0.10292507567488096,R1C1P2,73,4
HAL,0.08991799032035343,R1C1P2,74,4
ATM,0.08053512943029197,R1C1P2,75,4
MST,-0.06566272764985341,R1C1P2,76,4
TTK,0.06282136809575463,R1C1P2,77,4
PAKB,0.05451827457051135,R1C1P2,78,4
PKN,0.044919691812647,R1C1P2,79,4
NUAK,0.01333323705149584,R1C1P2,80,4
P38,-3.749320045619012,R1C2P3,1,1
DYRK,-2.9892868153673136,R1C2P3,2,1
PKCH,2.858247377067613,R1C2P3,3,1
JNK,-2.845029289056863,R1C2P3,4,1
PAKA,2.5301050948988353,R1C2P3,5,1
MSN,2.401590563879855,R1C2P3,6,1
ERK,-2.373922608305255,R1C2P3,7,1
STKR,-2.2269520322552068,R1C2P3,8,1
PKG,2.190563786411397,R1C2P3,9,1
RSK,2.1463965652251273,R1C2P3,10,1
PKCD,2.109047414918032,R1C2P3,11,1
PKA,1.9948735289126205,R1C2P3,12,1
DMPK,1.902412276887276,R1C2P3,13,1
MELK,1.867370167864936,R1C2P3,14,1
PLK,-1.8574095541177984,R1C2P3,15,1
GRK,-1.7876987829670392,R1C2P3,16,1
MLCK,1.7813969459816954,R1C2P3,17,1
NDR,1.7538393198932791,R1C2P3,18,1
PDHK,1.7334417271365588,R1C2P3,19,1
ATM,-1.7100705387660513,R1C2P3,20,1
PKN,1.708895514671819,R1C2P3,21,2
NMO,-1.6687523818558785,R1C2P3,22,2
HAL,1.6669567892777517,R1C2P3,23,2
CK1,-1.5546003055278357,R1C2P3,24,2
PKCI,1.5513604263469043,R1C2P3,25,2
AUR,1.4764076122844731,R1C2P3,26,2
ATR,-1.4703262136627575,R1C2P3,27,2
CHK1,-1.4476818760431545,R1C2P3,28,2
CDK,-1.4376271524481259,R1C2P3,29,2
PIM,1.4175612746915065,R1C2P3,30,2
RAF,-1.3713713339343616,R1C2P3,31,2
PRKDC,-1.2546323324539383,R1C2P3,32,2
FRAY,1.2312529345431924,R1C2P3,33,2
"NAK",-1.198269783951389,R1C2P3,34,2
TTK,-1.1969036239125177,R1C2P3,35,2
PAKB,-1.1916193656288825,R1C2P3,36,2
BRSK,1.1906596893184196,R1C2P3,37,2
NUAK,-1.1869100576778933,R1C2P3,38,2
TLK,-1.1695750984785445,R1C2P3,39,2
SLK,1.1545801946613832,R1C2P3,40,2
TAO,1.1545801946613832,R1C2P3,41,3
PASK,1.148706020721474,R1C2P3,42,3
PKD,-1.120169665079659,R1C2P3,43,3
IRAK,-1.0443464818299482,R1C2P3,44,3
VRK1,-1.0020843026335038,R1C2P3,45,3
WNK,-0.871884796628287,R1C2P3,46,3
GSK,-0.86726242915636,R1C2P3,47,3
ULK,-0.8595119950095038,R1C2P3,48,3
NIK,-0.8542474783839045,R1C2P3,49,3
BUD32,-0.8533722317643181,R1C2P3,50,3
COT,0.8521115950411585,R1C2P3,51,3
BARK2,0.8513608661073057,R1C2P3,52,3
CLK,-0.8437846897993149,R1C2P3,53,3
MOS,-0.837721072759114,R1C2P3,54,3
STE7,-0.8352162690402974,R1C2P3,55,3
KHS,-0.8256783535263097,R1C2P3,56,3
CAMKK,-0.8214038928011468,R1C2P3,57,3
PDK1,-0.7628713694306043,R1C2P3,58,3
MTOR,-0.6923625744590706,R1C2P3,59,3
MST,0.6753887339102256,R1C2P3,60,3
PKCA,0.6284609277593204,R1C2P3,61,4
QIK,-0.5741980230601519,R1C2P3,62,4
NEK,0.5639710064484973,R1C2P3,63,4
MAPKAPK,-0.5257287612935231,R1C2P3,64,4
PEK,0.5119636140239162,R1C2P3,65,4
RIPK,0.4325395684245075,R1C2P3,66,4
MARK,-0.40613489573834755,R1C2P3,67,4
LKB,-0.3974848258813228,R1C2P3,68,4
CAMK1,-0.38061149582509113,R1C2P3,69,4
AKT,-0.26786746033958925,R1C2P3,70,4
CK2,-0.2159317665484243,R1C2P3,71,4
MLK,0.20420743485663057,R1C2P3,72,4
PHK,0.14018601035207182,R1C2P3,73,4
STE11,-0.10274011494487029,R1C2P3,74,4
IKK,-0.09296808541300292,R1C2P3,75,4
RAD53,0.08880517729686552,R1C2P3,76,4
SGK,0.05877888100315881,R1C2P3,77,4
CAMK2,-0.03814320052262113,R1C2P3,78,4
AMPK,-0.03442205265182484,R1C2P3,79,4
DAPK,-0.02485520024658582,R1C2P3,80,4
JNK,-3.294964727187116,R1C2P4,1,1
P38,-3.23465035995172,R1C2P4,2,1
NMO,-3.1602812785519294,R1C2P4,3,1
STE7,-3.0941482984337556,R1C2P4,4,1
CK1,-3.0706032385090416,R1C2P4,5,1
PLK,-2.9906071332568356,R1C2P4,6,1
STKR,-2.9580246096252703,R1C2P4,7,1
ERK,-2.764911581456727,R1C2P4,8,1
PKA,2.508935256832925,R1C2P4,9,1
IKK,-2.299356735335044,R1C2P4,10,1
PKCD,2.2373315754262895,R1C2P4,11,1
MAPKAPK,2.2219537124584936,R1C2P4,12,1
GRK,-2.197087824477726,R1C2P4,13,1
CDK,-2.067667215695852,R1C2P4,14,1
AUR,1.8896362176461527,R1C2P4,15,1
CK2,-1.7695794006464696,R1C2P4,16,1
PKG,1.757662627241392,R1C2P4,17,1
PKCH,1.7066923381221994,R1C2P4,18,1
DYRK,-1.5643546240826849,R1C2P4,19,1
"NAK",-1.5561652026579014,R1C2P4,20,1
TLK,-1.5551385303676646,R1C2P4,21,2
PHK,1.4707540020130776,R1C2P4,22,2
RIPK,-1.4139479607385348,R1C2P4,23,2
AMPK,1.320205227009302,R1C2P4,24,2
PKCI,1.275036010039207,R1C2P4,25,2
CHK1,-1.2168133521292297,R1C2P4,26,2
RSK,1.2160369429910731,R1C2P4,27,2
NEK,-1.158886177831387,R1C2P4,28,2
COT,1.1557240514278335,R1C2P4,29,2
PIM,1.143255840111221,R1C2P4,30,2
MELK,1.1357247161045396,R1C2P4,31,2
ULK,-1.1063822836200616,R1C2P4,32,2
CLK,-1.1019219593191156,R1C2P4,33,2
PEK,-1.1011102128385624,R1C2P4,34,2
KHS,-1.0875727150312062,R1C2P4,35,2
CAMKK,-1.08538468427283,R1C2P4,36,2
DMPK,1.0826145854296048,R1C2P4,37,2
MLK,1.0772100221641985,R1C2P4,38,2
NIK,-1.0702101594582838,R1C2P4,39,2
RAF,-0.9970992778571984,R1C2P4,40,2
FRAY,0.9836939182375448,R1C2P4,41,3
STE11,-0.955378989625704,R1C2P4,42,3
WNK,0.9283136830981152,R1C2P4,43,3
TAO,0.9217991598102198,R1C2P4,44,3
MOS,0.9134795860491028,R1C2P4,45,3
IRAK,-0.9109698428961408,R1C2P4,46,3
PASK,0.902482460578344,R1C2P4,47,3
BUD32,0.8988404223678745,R1C2P4,48,3
BRSK,0.8952099758720861,R1C2P4,49,3
SLK,0.8879832832154697,R1C2P4,50,3
MSN,0.8475674868884485,R1C2P4,51,3
PDK1,-0.8469086916982097,R1C2P4,52,3
AKT,0.827182713321785,R1C2P4,53,3
SGK,0.7832911911034045,R1C2P4,54,3
PDHK,0.738739003753048,R1C2P4,55,3
GSK,-0.7092406366438639,R1C2P4,56,3
LKB,-0.6436068419716724,R1C2P4,57,3
VRK1,-0.6386947609488375,R1C2P4,58,3
ATR,-0.6149616543557316,R1C2P4,59,3
BARK2,0.43458256931847694,R1C2P4,60,3
RAD53,0.40287190909889553,R1C2P4,61,4
CAMK2,0.3692538942247154,R1C2P4,62,4
PAKA,0.36448042061354496,R1C2P4,63,4
MST,-0.31594039716492534,R1C2P4,64,4
MARK,-0.27101732806492324,R1C2P4,65,4
PRKDC,0.2413911160614279,R1C2P4,66,4
MLCK,0.226143793072711,R1C2P4,67,4
NDR,0.20452128521288648,R1C2P4,68,4
CAMK1,-0.19897841424589133,R1C2P4,69,4
ATM,-0.18770264130183495,R1C2P4,70,4
HAL,-0.17534665998777932,R1C2P4,71,4
NUAK,-0.16564071997472735,R1C2P4,72,4
PKD,-0.15279583267399768,R1C2P4,73,4
PKN,-0.13373437027920607,R1C2P4,74,4
PAKB,-0.13079807186902795,R1C2P4,75,4
MTOR,0.11568546465554658,R1C2P4,76,4
QIK,0.0539770622581396,R1C2P4,77,4
TTK,-0.05154573129058741,R1C2P4,78,4
PKCA,-0.04956764928486256,R1C2P4,79,4
DAPK,-0.04649362046099974,R1C2P4,80,4
ERK,-3.761533824380949,R1C3P5,1,1
JNK,-3.5873913821225476,R1C3P5,2,1
DYRK,-3.2781732475201943,R1C3P5,3,1
CDK,-2.9312146154475,R1C3P5,4,1
P38,-2.6733949300864563,R1C3P5,5,1
AUR,2.602955498993843,R1C3P5,6,1
PDK1,-2.3443247958626707,R1C3P5,7,1
PKCD,2.149876497609149,R1C3P5,8,1
DMPK,2.086392254905258,R1C3P5,9,1
MSN,2.052553391969461,R1C3P5,10,1
PKG,1.951866093437974,R1C3P5,11,1
PKA,1.7438624577028476,R1C3P5,12,1
PLK,-1.7313599523261038,R1C3P5,13,1
SLK,1.605156884089605,R1C3P5,14,1
CK1,-1.587892710172205,R1C3P5,15,1
MOS,1.5529851250526558,R1C3P5,16,1
COT,1.538246835883577,R1C3P5,17,1
NMO,-1.537587642355419,R1C3P5,18,1
BUD32,1.5307871715390404,R1C3P5,19,1
PASK,1.5289632809600782,R1C3P5,20,1
RSK,1.3999588047492149,R1C3P5,21,2
PKCI,1.199853256452329,R1C3P5,22,2
IKK,1.1452614394214515,R1C3P5,23,2
FRAY,1.1425514873815237,R1C3P5,24,2
PHK,1.1289410090244567,R1C3P5,25,2
STE7,-1.0951763068123697,R1C3P5,26,2
MST,-1.0657832405158707,R1C3P5,27,2
PDHK,1.0504634779158026,R1C3P5,28,2
PAKA,1.033236552335106,R1C3P5,29,2
AKT,0.9630792737045402,R1C3P5,30,2
PKCA,0.9624825147559628,R1C3P5,31,2
RAF,-0.9382022413265704,R1C3P5,32,2
TLK,-0.9314481364974218,R1C3P5,33,2
PAKB,-0.9209742801950624,R1C3P5,34,2
"NAK",-0.8988775272391086,R1C3P5,35,2
RIPK,0.8389346185157666,R1C3P5,36,2
MAPKAPK,0.6974874146070735,R1C3P5,37,2
MARK,-0.6953828566207791,R1C3P5,38,2
PKN,0.6631817436421712,R1C3P5,39,2
TTK,0.6588304202989753,R1C3P5,40,2
BRSK,-0.6544899868272568,R1C3P5,41,3
HAL,0.6520402955315248,R1C3P5,42,3
TAO,-0.6490403500378513,R1C3P5,43,3
CLK,-0.6428225634314162,R1C3P5,44,3
CAMKK,-0.6389416865984245,R1C3P5,45,3
KHS,-0.6335147393845854,R1C3P5,46,3
NIK,-0.6265471102295878,R1C3P5,47,3
WNK,-0.6211347561587464,R1C3P5,48,3
ULK,-0.6203620156577241,R1C3P5,49,3
QIK,-0.6144023838185092,R1C3P5,50,3
VRK1,0.6103747483597015,R1C3P5,51,3
NUAK,0.6039612701705982,R1C3P5,52,3
GSK,-0.5882221699234343,R1C3P5,53,3
NEK,-0.5796957504592232,R1C3P5,54,3
MTOR,-0.5662885155838404,R1C3P5,55,3
MLCK,0.5305089800483965,R1C3P5,56,3
AMPK,0.5156577317485205,R1C3P5,57,3
PIM,0.5075549429133801,R1C3P5,58,3
DAPK,-0.480847927222288,R1C3P5,59,3
NDR,-0.4492673083219313,R1C3P5,60,3
CAMK1,0.43173702455089424,R1C3P5,61,4
MELK,0.39533335772510214,R1C3P5,62,4
PKCH,-0.3843057777095641,R1C3P5,63,4
GRK,0.36266595125432294,R1C3P5,64,4
PRKDC,0.32065920332057835,R1C3P5,65,4
PEK,0.31268336314472805,R1C3P5,66,4
CK2,-0.24566791527383605,R1C3P5,67,4
SGK,-0.2164426916822003,R1C3P5,68,4
PKD,0.17106657033026104,R1C3P5,69,4
MLK,-0.16833233165039815,R1C3P5,70,4
CHK1,0.16219348915415605,R1C3P5,71,4
BARK2,0.1601546161658367,R1C3P5,72,4
RAD53,0.15600194707066087,R1C3P5,73,4
ATM,-0.13581317218426872,R1C3P5,74,4
LKB,-0.1295498376424222,R1C3P5,75,4
ATR,0.116276822621145,R1C3P5,76,4
STE11,0.10180325243919336,R1C3P5,77,4
IRAK,-0.05797795257526309,R1C3P5,78,4
CAMK2,0.05080232301873821,R1C3P5,79,4
STKR,-0.03188590376464594,R1C3P5,80,4
PKCH,3.4044282960158756,R2C1P1,1,1
PKCD,2.773393885009791,R2C1P1,2,1
P38,-2.4264139634217345,R2C1P1,3,1
CDK,-2.076217924640619,R2C1P1,4,1
CK1,-1.9102644789403225,R2C1P1,5,1
WNK,1.8554574159010555,R2C1P1,6,1
PASK,1.8448804027471617,R2C1P1,7,1
DMPK,1.6534270552560275,R2C1P1,8,1
JNK,-1.6081598436860218,R2C1P1,9,1
