Kinase,Score,dataset,rank,quartile
PHK,1.6691696994620029,R3C1P2,12,1
BUD32,1.6397231113571642,R3C1P2,13,1
VRK1,1.6362577482007794,R3C1P2,14,1
PASK,1.605156884089605,R3C1P2,15,1
MELK,1.523392602228777,R3C1P2,16,1
BARK2,1.5186600204238905,R3C1P2,17,1
DYRK,-1.5059717672066326,R3C1P2,18,1
CDK,-1.5044293066101149,R3C1P2,19,1
IKK,1.474435905389352,R3C1P2,20,1
NMO,-1.454961381871376,R3C1P2,21,2
PKCA,1.3761425412108992,R3C1P2,22,2
FRAY,1.3676662386250789,R3C1P2,23,2
P38,-1.3072798661751188,R3C1P2,24,2
PAKA,1.300255292679535,R3C1P2,25,2
PKA,1.2673192583078214,R3C1P2,26,2
MSN,-1.2616518390258498,R3C1P2,27,2
AKT,1.193837977165491,R3C1P2,28,2
PRKDC,1.0823505302646828,R3C1P2,29,2
CHK1,-1.0594910027698798,R3C1P2,30,2
MAPKAPK,-1.0272527242511078,R3C1P2,31,2
CK2,-0.9848856296614028,R3C1P2,32,2
CAMK2,-0.9583437403598766,R3C1P2,33,2
PKCH,0.9563770917976292,R3C1P2,34,2
GSK,-0.9483351343072708,R3C1P2,35,2
TLK,-0.8866057999490395,R3C1P2,36,2
PKN,-0.8830798498699569,R3C1P2,37,2
HAL,-0.8769853641156072,R3C1P2,38,2
ATR,0.8665565338638457,R3C1P2,39,2
GRK,-0.8651401578894437,R3C1P2,40,2
RAF,-0.8506252462958149,R3C1P2,41,3
"NAK",-0.8471339200242176,R3C1P2,42,3
STKR,-0.8123130912095831,R3C1P2,43,3
NUAK,0.7143161220114417,R3C1P2,44,3
PDHK,0.6845328782124644,R3C1P2,45,3
TTK,0.6658035358552158,R3C1P2,46,3
MOS,-0.6373904031437017,R3C1P2,47,3
CAMKK,-0.6327400287460807,R3C1P2,48,3
TAO,-0.6311910153844855,R3C1P2,49,3
SLK,-0.6265471102295878,R3C1P2,50,3
MARK,-0.6252032002549515,R3C1P2,51,3
WNK,-0.625000139082043,R3C1P2,52,3
RIPK,0.6193139117511265,R3C1P2,53,3
MLCK,0.617701982507799,R3C1P2,54,3
CLK,-0.6157277723598088,R3C1P2,55,3
NIK,-0.6157277723598088,R3C1P2,56,3
BRSK,-0.613411982399603,R3C1P2,57,3
ULK,-0.6126402374335986,R3C1P2,58,3
KHS,-0.608011580639531,R3C1P2,59,3
STE11,-0.5427305125560161,R3C1P2,60,3
MST,-0.4393478439113397,R3C1P2,61,4
CAMK1,-0.4052053566548981,R3C1P2,62,4
COT,-0.38998465254534104,R3C1P2,63,4
SGK,0.38252585190796035,R3C1P2,64,4
PEK,-0.3418485119613281,R3C1P2,65,4
QIK,-0.25392460236557823,R3C1P2,66,4
PDK1,-0.20041072078833383,R3C1P2,67,4
PLK,0.16212406337236931,R3C1P2,68,4
AMPK,0.1598542193747075,R3C1P2,69,4
PKG,-0.15780457103812848,R3C1P2,70,4
NEK,0.1362313267712154,R3C1P2,71,4
PIM,0.12080303671227297,R3C1P2,72,4
IRAK,0.10840087241814776,R3C1P2,73,4
ATM,-0.08439488669913783,R3C1P2,74,4
MTOR,0.07148613503699262,R3C1P2,75,4
PKD,0.05977182777402924,R3C1P2,76,4
LKB,-0.05528694978210573,R3C1P2,77,4
RSK,0.04452422279927486,R3C1P2,78,4
RAD53,-0.03312099330635128,R3C1P2,79,4
PKCI,-0.01664222177421519,R3C1P2,80,4
PKCD,2.8110717913533128,R3C2P3,1,1
PAKA,2.328019199371579,R3C2P3,2,1
ERK,-2.289525283802384,R3C2P3,3,1
FRAY,2.172341020848422,R3C2P3,4,1
P38,-1.9245448096140596,R3C2P3,5,1
AUR,1.9156157844456931,R3C2P3,6,1
STE7,-1.872586285028781,R3C2P3,7,1
STKR,-1.7100913650618088,R3C2P3,8,1
RIPK,1.688488662582366,R3C2P3,9,1
WNK,1.609151621431007,R3C2P3,10,1
JNK,-1.5811325699070409,R3C2P3,11,1
NDR,1.5386411355804197,R3C2P3,12,1
NMO,-1.537587642355419,R3C2P3,13,1
BUD32,1.5307871715390404,R3C2P3,14,1
PASK,1.5289632809600782,R3C2P3,15,1
COT,-1.4602850079440586,R3C2P3,16,1
RAF,-1.425453470267921,R3C2P3,17,1
DYRK,-1.4058942781214885,R3C2P3,18,1
AKT,1.3697850480730114,R3C2P3,19,1
PKA,1.3655842673117744,R3C2P3,20,1
MSN,-1.3067811284388222,R3C2P3,21,2
DMPK,1.247557294645831,R3C2P3,22,2
CK1,-1.182352495596236,R3C2P3,23,2
ATR,-1.157989726651676,R3C2P3,24,2
PHK,1.1289410090244567,R3C2P3,25,2
PEK,1.1144355763363372,R3C2P3,26,2
CAMK2,-1.0781381885087795,R3C2P3,27,2
GRK,-0.9694403894410776,R3C2P3,28,2
PKCA,0.9624825147559628,R3C2P3,29,2
MLK,0.9520159655236312,R3C2P3,30,2
PLK,-0.9506768490339816,R3C2P3,31,2
TLK,-0.9314481364974218,R3C2P3,32,2
PAKB,-0.9209742801950624,R3C2P3,33,2
HAL,-0.9172504277693774,R3C2P3,34,2
"NAK",-0.8988775272391086,R3C2P3,35,2
PKN,-0.8954122484663393,R3C2P3,36,2
LKB,-0.8131901418240705,R3C2P3,37,2
PKG,0.7988488087448713,R3C2P3,38,2
IKK,0.7685307027696582,R3C2P3,39,2
MARK,-0.6953828566207791,R3C2P3,40,2
PDHK,0.6838735362247181,R3C2P3,41,3
RSK,0.6646863232632827,R3C2P3,42,3
TTK,0.6588304202989753,R3C2P3,43,3
BRSK,-0.6544899868272568,R3C2P3,44,3
TAO,-0.6490403500378513,R3C2P3,45,3
MOS,-0.6435992102410582,R3C2P3,46,3
CLK,-0.6428225634314162,R3C2P3,47,3
CAMKK,-0.6389416865984245,R3C2P3,48,3
KHS,-0.6335147393845854,R3C2P3,49,3
NIK,-0.6265471102295878,R3C2P3,50,3
STE11,-0.6227750567365609,R3C2P3,51,3
SLK,-0.6226805678043646,R3C2P3,52,3
ULK,-0.6203620156577241,R3C2P3,53,3
NUAK,0.6039612701705982,R3C2P3,54,3
RAD53,0.5905477606379613,R3C2P3,55,3
MST,-0.5853761003239072,R3C2P3,56,3
PKD,0.574525462618613,R3C2P3,57,3
MTOR,-0.5662885155838404,R3C2P3,58,3
CK2,0.5532521343971752,R3C2P3,59,3
MLCK,0.5305089800483965,R3C2P3,60,3
PKCI,0.523879590845383,R3C2P3,61,4
QIK,0.5026928594878721,R3C2P3,62,4
DAPK,0.48132901569374575,R3C2P3,63,4
CDK,-0.46800905624792033,R3C2P3,64,4
CHK1,-0.4616276229772139,R3C2P3,65,4
VRK1,-0.398509133226582,R3C2P3,66,4
MELK,0.39533335772510214,R3C2P3,67,4
PKCH,-0.3843057777095641,R3C2P3,68,4
PRKDC,-0.34529968208041506,R3C2P3,69,4
MAPKAPK,0.3055304521979286,R3C2P3,70,4
PIM,-0.24633282970211268,R3C2P3,71,4
SGK,-0.2164426916822003,R3C2P3,72,4
BARK2,0.1601546161658367,R3C2P3,73,4
PDK1,-0.1549016850873531,R3C2P3,74,4
ATM,-0.13581317218426872,R3C2P3,75,4
CAMK1,-0.07351402817104179,R3C2P3,76,4
GSK,-0.06465993590168591,R3C2P3,77,4
NEK,-0.05955600128091597,R3C2P3,78,4
IRAK,-0.05797795257526309,R3C2P3,79,4
AMPK,0.01863823126801864,R3C2P3,80,4
ERK,-3.3144824041268475,R3C2P4,1,1
CK1,-2.882300983471452,R3C2P4,2,1
JNK,-2.6484957895037105,R3C2P4,3,1
P38,-2.6398414763008637,R3C2P4,4,1
DMPK,2.5750631747389847,R3C2P4,5,1
PKCD,2.3919565882131075,R3C2P4,6,1
PLK,-2.3616869966214935,R3C2P4,7,1
AUR,2.193847208645379,R3C2P4,8,1
COT,1.820561662715908,R3C2P4,9,1
PKCH,1.7058483385697951,R3C2P4,10,1
RAF,-1.688927639529456,R3C2P4,11,1
DYRK,-1.6662635114349753,R3C2P4,12,1
STKR,-1.6638907602802735,R3C2P4,13,1
BRSK,1.6314631963891066,R3C2P4,14,1
FRAY,1.5120366235984306,R3C2P4,15,1
PHK,1.4640313465794672,R3C2P4,16,1
NMO,-1.3546748842741771,R3C2P4,17,1
MLK,1.3216731636330628,R3C2P4,18,1
PKA,1.265007496308977,R3C2P4,19,1
RSK,1.241720309935487,R3C2P4,20,1
MTOR,1.2042663500463486,R3C2P4,21,2
MAPKAPK,-1.111246465803446,R3C2P4,22,2
MSN,1.0910705747052818,R3C2P4,23,2
IRAK,-1.0604490973888665,R3C2P4,24,2
RAD53,1.0437477916025182,R3C2P4,25,2
PAKA,1.022677158376989,R3C2P4,26,2
CDK,-0.9676122738872104,R3C2P4,27,2
PKG,0.9502285405594678,R3C2P4,28,2
CHK1,-0.911122822647843,R3C2P4,29,2
PIM,0.9065125391005598,R3C2P4,30,2
TTK,-0.8801213430479332,R3C2P4,31,2
SGK,-0.87600175777673694,R3C2P4,32,2
PAKB,-0.8670715120384554,R3C2P4,33,2
HAL,-0.863411079772877,R3C2P4,34,2
"NAK",-0.8569797014424112,R3C2P4,35,2
AMPK,0.8435720085787676,R3C2P4,36,2
TLK,-0.8329774029529026,R3C2P4,37,2
NUAK,-0.8267491168995912,R3C2P4,38,2
NEK,-0.7871776704907979,R3C2P4,39,2
PKCI,0.7769426178977527,R3C2P4,40,2
PKN,0.7751516201706404,R3C2P4,41,3
GRK,-0.7735791385973448,R3C2P4,42,3
MST,0.7272772061515285,R3C2P4,43,3
PKCA,0.6961857495784229,R3C2P4,44,3
PEK,0.6720153533463423,R3C2P4,45,3
PKD,0.6703828492732421,R3C2P4,46,3
LKB,-0.6458453916620693,R3C2P4,47,3
PDK1,-0.610502271139657,R3C2P4,48,3
CAMKK,-0.6041565355550869,R3C2P4,49,3
NIK,-0.6033857406155468,R3C2P4,50,3
SLK,-0.5995327321680248,R3C2P4,51,3
PASK,-0.5926007725911904,R3C2P4,52,3
ULK,-0.5895210262842767,R3C2P4,53,3
BUD32,-0.588751175054408,R3C2P4,54,3
MOS,-0.5879813540226689,R3C2P4,55,3
TAO,-0.5879813540226689,R3C2P4,56,3
CLK,-0.582593285551529,R3C2P4,57,3
WNK,-0.578745132077905,R3C2P4,58,3
KHS,-0.5741274600866361,R3C2P4,59,3
STE7,-0.520019377263467,R3C2P4,60,3
MARK,-0.5145190633225816,R3C2P4,61,4
MLCK,-0.3634337668396399,R3C2P4,62,4
DAPK,0.3623872179426889,R3C2P4,63,4
NDR,-0.3212861158388755,R3C2P4,64,4
PDHK,0.3212518344949124,R3C2P4,65,4
BARK2,0.3151735351039623,R3C2P4,66,4
IKK,0.3052095243273851,R3C2P4,67,4
CAMK1,-0.2966454637398941,R3C2P4,68,4
MELK,0.29081562035249725,R3C2P4,69,4
VRK1,-0.28915770765068644,R3C2P4,70,4
CAMK2,0.28817061162843316,R3C2P4,71,4
STE11,0.28154758646116607,R3C2P4,72,4
GSK,-0.27797751789930136,R3C2P4,73,4
ATR,-0.2772497938635269,R3C2P4,74,4
QIK,-0.2364799444309538,R3C2P4,75,4
AKT,0.22424993121137263,R3C2P4,76,4
PRKDC,-0.08109755776994877,R3C2P4,77,4
CK2,-0.06480586597412476,R3C2P4,78,4
RIPK,0.04464703628975573,R3C2P4,79,4
ATM,-0.02975159739875959,R3C2P4,80,4
JNK,-3.3959562565868606,R3C3P5,1,1
ERK,-3.350165009868154,R3C3P5,2,1
DYRK,-3.000840368451981,R3C3P5,3,1
PLK,-2.954402567747699,R3C3P5,4,1
PKG,2.798176476956181,R3C3P5,5,1
P38,-2.7907864337865593,R3C3P5,6,1
CDK,-2.7275318914899573,R3C3P5,7,1
STE7,-2.72306290835617,R3C3P5,8,1
DMPK,2.6636622627763806,R3C3P5,9,1
PKCI,2.643140432616007,R3C3P5,10,1
PKCD,2.558842114826308,R3C3P5,11,1
PIM,2.5197023104664686,R3C3P5,12,1
PDK1,-2.4141818288121795,R3C3P5,13,1
PKCH,2.349078927170895,R3C3P5,14,1
CK1,-2.215080156504915,R3C3P5,15,1
PKA,2.2140122617821887,R3C3P5,16,1
AUR,1.9939018577844445,R3C3P5,17,1
STKR,-1.9661337182571548,R3C3P5,18,1
LKB,-1.9585701436370917,R3C3P5,19,1
NMO,-1.9239489639094545,R3C3P5,20,1
PEK,-1.9114713920756736,R3C3P5,21,2
PHK,1.880301876956562,R3C3P5,22,2
PAKB,1.864852823725582,R3C3P5,23,2
AKT,1.764186957549253,R3C3P5,24,2
RSK,1.7214782521717291,R3C3P5,25,2
PKD,1.6989727606980904,R3C3P5,26,2
CAMK2,-1.6963526034709262,R3C3P5,27,2
GRK,-1.4058440875108098,R3C3P5,28,2
BRSK,1.3301120482657949,R3C3P5,29,2
PASK,1.3215063832154277,R3C3P5,30,2
RAD53,1.3138918187865791,R3C3P5,31,2
NEK,-1.3019219502828767,R3C3P5,32,2
COT,1.142646154619924,R3C3P5,33,2
HAL,-1.1250500517961608,R3C3P5,34,2
BARK2,1.0930389542149002,R3C3P5,35,2
AMPK,1.087890465292798,R3C3P5,36,2
PKCA,1.087867917567862,R3C3P5,37,2
STE11,-1.0878168131671613,R3C3P5,38,2
TLK,-1.079009010240835,R3C3P5,39,2
TTK,-1.0677714979633242,R3C3P5,40,2
"NAK",-1.0651336875432011,R3C3P5,41,3
NUAK,-1.0640137072175249,R3C3P5,42,3
MARK,-1.0474625390213606,R3C3P5,43,3
IKK,-1.0373076911985375,R3C3P5,44,3
MAPKAPK,-0.982798570007648,R3C3P5,45,3
PAKA,0.8575611208260411,R3C3P5,46,3
PRKDC,-0.8111122394473207,R3C3P5,47,3
GSK,-0.7893799949433854,R3C3P5,48,3
RAF,-0.7828245994020384,R3C3P5,49,3
VRK1,-0.7775807453976904,R3C3P5,50,3
KHS,-0.7744029958619737,R3C3P5,51,3
CAMKK,-0.7735771859807294,R3C3P5,52,3
CLK,-0.7604227109244308,R3C3P5,53,3
NDR,-0.7602435724113125,R3C3P5,54,3
MLK,0.7570050071670898,R3C3P5,55,3
MLCK,-0.7559551507141427,R3C3P5,56,3
ULK,-0.7481860539296704,R3C3P5,57,3
WNK,-0.7449378151007167,R3C3P5,58,3
SLK,-0.7425056127394414,R3C3P5,59,3
TAO,-0.7384593804460601,R3C3P5,60,3
NIK,-0.7376512344118619,R3C3P5,61,4
BUD32,-0.7279812986827536,R3C3P5,62,4
MOS,-0.7159629001789672,R3C3P5,63,4
DAPK,0.6105048968111344,R3C3P5,64,4
MST,-0.4913653635268194,R3C3P5,65,4
MSN,-0.4780472212200548,R3C3P5,66,4
ATM,-0.47349296599956187,R3C3P5,67,4
MTOR,-0.4569948655617555,R3C3P5,68,4
ATR,-0.4439694214204311,R3C3P5,69,4
CHK1,-0.4147509986231131,R3C3P5,70,4
PKN,0.4011188674652696,R3C3P5,71,4
MELK,0.38763244018782655,R3C3P5,72,4
RIPK,-0.32249088353085104,R3C3P5,73,4
SGK,0.2678043005253337,R3C3P5,74,4
QIK,-0.23685710667498824,R3C3P5,75,4
CAMK1,0.18256418098626512,R3C3P5,76,4
PDHK,-0.15714446148424954,R3C3P5,77,4
FRAY,-0.13721434463757545,R3C3P5,78,4
CK2,0.06871735849694943,R3C3P5,79,4
IRAK,-0.04546297782329511,R3C3P5,80,4
PKN,3.343979328449029,R3C3P6,1,1
PAKA,2.663352044684004,R3C3P6,2,1
PKCD,2.396257364457594,R3C3P6,3,1
MTOR,-2.3708010290564374,R3C3P6,4,1
CK1,-2.231708156941796,R3C3P6,5,1
JNK,-2.2195333631497727,R3C3P6,6,1
PKA,2.2097847432552595,R3C3P6,7,1
DMPK,2.023507411804193,R3C3P6,8,1
P38,-1.961025789682487,R3C3P6,9,1
PKCH,1.8326726669632376,R3C3P6,10,1
PKG,1.6681838364752888,R3C3P6,11,1
RAF,-1.6613433404423312,R3C3P6,12,1
CHK1,-1.6391103759462808,R3C3P6,13,1
CAMK1,-1.4969447477254891,R3C3P6,14,1
PHK,1.3880243981625064,R3C3P6,15,1
STE11,1.3007058124562874,R3C3P6,16,1
CDK,-1.2946749451696695,R3C3P6,17,1
CAMK2,-1.1780165843756811,R3C3P6,18,1
STKR,-1.1327362223080173,R3C3P6,19,1
MARK,-1.0825516960572132,R3C3P6,20,1
ERK,-1.0263644426524638,R3C3P6,21,2
RIPK,-1.015862090988704,R3C3P6,22,2
NDR,-0.9876957325232748,R3C3P6,23,2
VRK1,-0.976441027505174,R3C3P6,24,2
COT,-0.9579529747249562,R3C3P6,25,2
ATM,-0.8787046059774106,R3C3P6,26,2
MSN,-0.8757990134968631,R3C3P6,27,2
NEK,-0.8641967449326559,R3C3P6,28,2
GSK,-0.8047776076005045,R3C3P6,29,2
MELK,-0.7988401905141757,R3C3P6,30,2
MAPKAPK,-0.7954391394178546,R3C3P6,31,2
BARK2,0.7810792264635061,R3C3P6,32,2
PRKDC,-0.7270550634836935,R3C3P6,33,2
GRK,-0.6992118443117729,R3C3P6,34,2
DYRK,-0.6834945707718467,R3C3P6,35,2
PKD,0.6498610780231248,R3C3P6,36,2
NMO,-0.6256681277201894,R3C3P6,37,2
LKB,-0.6219722816045581,R3C3P6,38,2
PLK,-0.614918573170664,R3C3P6,39,2
"NAK",-0.6114839386785306,R3C3P6,40,2
HAL,-0.6108468224668109,R3C3P6,41,3
NUAK,-0.6079995477907174,R3C3P6,42,3
TLK,-0.6072766160626492,R3C3P6,43,3
PAKB,-0.6045716073786185,R3C3P6,44,3
TTK,-0.6008332285003603,R3C3P6,45,3
MLK,-0.554049540519065,R3C3P6,46,3
MST,-0.5255849539600207,R3C3P6,47,3
QIK,-0.5106328499440643,R3C3P6,48,3
STE7,-0.4683214431282093,R3C3P6,49,3
RSK,0.45718933280432333,R3C3P6,50,3
ULK,-0.4468334902023423,R3C3P6,51,3
BUD32,-0.44118676165756343,R3C3P6,52,3
PEK,0.4335894323576423,R3C3P6,53,3
KHS,-0.4322616665492703,R3C3P6,54,3
TAO,-0.42981589798556485,R3C3P6,55,3
PIM,0.4290184831001694,R3C3P6,56,3
SLK,-0.4281824805925512,R3C3P6,57,3
NIK,-0.4265466919086943,R3C3P6,58,3
WNK,-0.4265466919086943,R3C3P6,59,3
CLK,-0.42490849073861886,R3C3P6,60,3
CAMKK,-0.4216246830777908,R3C3P6,61,4
MOS,-0.42080215726882314,R3C3P6,62,4
BRSK,-0.41833071551592504,R3C3P6,63,4
PASK,-0.41833071551592504,R3C3P6,64,4
AKT,0.3891199420346181,R3C3P6,65,4
MLCK,0.3184949995835879,R3C3P6,66,4
PKCI,0.28592265829752916,R3C3P6,67,4
AUR,0.25144611741860257,R3C3P6,68,4
CK2,-0.23119828543131188,R3C3P6,69,4
DAPK,0.16892842511681805,R3C3P6,70,4
IRAK,-0.16374495948625628,R3C3P6,71,4
AMPK,0.14251800966847444,R3C3P6,72,4
PDHK,0.13541756523772347,R3C3P6,73,4
PKCA,0.09253015961946756,R3C3P6,74,4
FRAY,-0.0845534475496657,R3C3P6,75,4
RAD53,-0.08195809175004538,R3C3P6,76,4
PDK1,0.05151334185699181,R3C3P6,77,4
SGK,-0.0487667104389949,R3C3P6,78,4
ATR,-0.0372614204500253,R3C3P6,79,4
IKK,-0.02059246459971183,R3C3P6,80,4
DYRK,-2.8581328615625843,R4C1P1,1,1
P38,-2.569424720654264,R4C1P1,2,1
CK1,-2.414109472559452,R4C1P1,3,1
PLK,-2.406926214935493,R4C1P1,4,1
STE7,-2.389680327841809,R4C1P1,5,1
CAMK1,-2.1538769293189777,R4C1P1,6,1
AUR,2.0062841649947982,R4C1P1,7,1
DMPK,1.9746996891942872,R4C1P1,8,1
IRAK,-1.86522159385119,R4C1P1,9,1
JNK,-1.8272266559048411,R4C1P1,10,1
ERK,-1.8175205928680012,R4C1P1,11,1
FRAY,1.7366460770977334,R4C1P1,12,1
TAO,1.637650643964052,R4C1P1,13,1
WNK,1.607151914408113,R4C1P1,14,1
MARK,-1.600425252543073,R4C1P1,15,1
AKT,1.529686661896823,R4C1P1,16,1
NMO,-1.521370362175232,R4C1P1,17,1
MST,-1.5168399017859897,R4C1P1,18,1
GSK,-1.511737089501021,R4C1P1,19,1
STE11,-1.3673992554130077,R4C1P1,20,1
PDHK,1.325747997394178,R4C1P1,21,1
PKCI,1.270238245872935,R4C1P1,22,2
ATM,-1.2298232688080233,R4C1P1,23,2
PAKA,1.2217239810148166,R4C1P1,24,2
RIPK,-1.1589713548587977,R4C1P1,25,2
ATR,-1.119835366358234,R4C1P1,26,2
CHK1,-1.0720225154216891,R4C1P1,27,2
CAMK2,-1.0672594453224609,R4C1P1,28,2
NEK,-1.0636278620236037,R4C1P1,29,2
MSN,1.025807870358254,R4C1P1,30,2
CDK,-0.9941961719842928,R4C1P1,31,2
RAF,-0.9084594166697064,R4C1P1,32,2
"NAK",-0.9037016103150808,R4C1P1,33,2
HAL,-0.9026507982284804,R4C1P1,34,2
TTK,-0.8998955091994231,R4C1P1,35,2
NUAK,-0.8957620093580815,R4C1P1,36,2
DAPK,-0.8932020701775507,R4C1P1,37,2
TLK,-0.8928222674507037,R4C1P1,38,2
PKCA,0.8912016989465261,R4C1P1,39,2
PKCD,0.879668427705711,R4C1P1,40,2
PIM,-0.8361543697252353,R4C1P1,41,2
STKR,-0.8209885464953194,R4C1P1,42,3
LKB,-0.7463615286833405,R4C1P1,43,3
PKA,0.7442643341688057,R4C1P1,44,3
PKN,0.6794016249141435,R4C1P1,45,3
NIK,-0.6607293079550842,R4C1P1,46,3
KHS,-0.6583881153197293,R4C1P1,47,3
CAMKK,-0.6513748335552838,R4C1P1,48,3
PASK,-0.6428225634314162,R4C1P1,49,3
PDK,-0.6428225634314162,R4C1P1,50,3
PAKB,0.6394508740293575,R4C1P1,51,3
CLK,-0.6381659703953071,R4C1P1,52,3
MOS,-0.6366149830808759,R4C1P1,53,3
BUD32,-0.6273207782984853,R4C1P1,54,3
SLK,-0.6234536425785356,R4C1P1,55,3
ULK,-0.6180444336027909,R4C1P1,56,3
BRSK,-0.6041565355550869,R4C1P1,57,3
IKK,-0.5941761957928661,R4C1P1,58,3
PEK,0.590596741833756,R4C1P1,59,3
MELK,0.5304572298558774,R4C1P1,60,3
MLK,0.49166972455161856,R4C1P1,61,3
MLCK,-0.4664618577745149,R4C1P1,62,4
VRK1,-0.4622765102471269,R4C1P1,63,4
MTOR,0.4420210702114443,R4C1P1,64,4
NDR,-0.4364058777776228,R4C1P1,65,4
COT,-0.4137096972024744,R4C1P1,66,4
MAPKAPK,0.412036868673636,R4C1P1,67,4
QIK,-0.4028770117203668,R4C1P1,68,4
AMPK,-0.3897996972695364,R4C1P1,69,4
PKCH,-0.3237985707547512,R4C1P1,70,4
PKD,0.31943159325982,R4C1P1,71,4
PRKDC,-0.27414478938247155,R4C1P1,72,4
GRK,-0.2519506456511369,R4C1P1,73,4
PKG,-0.25037707648367824,R4C1P1,74,4
CK2,-0.2141588059008711,R4C1P1,75,4
RSK,-0.206010324871015,R4C1P1,76,4
PHK,0.2026758871595647,R4C1P1,77,4
BARK2,0.19317219174013275,R4C1P1,78,4
SGK,-0.1763056704528468,R4C1P1,79,4
RAD53,-0.1447448899358013,R4C1P1,80,4
PDK1,0.04666221534220462,R4C1P1,81,4
DYRK,-2.6593109091616025,R4C1P2,1,1
PLK,-2.6185630381129275,R4C1P2,2,1
P38,-2.4526674171285556,R4C1P2,3,1
STE7,-2.3644241900767997,R4C1P2,4,1
CK1,-2.1991478733566465,R4C1P2,5,1
AUR,2.061518876255626,R4C1P2,6,1
CAMK1,-2.029721627292548,R4C1P2,7,1
FRAY,1.9661935707807603,R4C1P2,8,1
DMPK,1.8833085835945296,R4C1P2,9,1
IRAK,-1.781689505247918,R4C1P2,10,1
JNK,-1.7416518235594056,R4C1P2,11,1
ERK,-1.6417680537102193,R4C1P2,12,1
MARK,-1.601084229978285,R4C1P2,13,1
AKT,1.599946647934972,R4C1P2,14,1
WNK,1.5874086421533362,R4C1P2,15,1
TAO,1.5605152686789288,R4C1P2,16,1
GSK,-1.5124304429462692,R4C1P2,17,1
NMO,-1.4514216184187936,R4C1P2,18,1
MST,-1.447426002566672,R4C1P2,19,1
PDHK,1.3629802665041515,R4C1P2,20,1
PKCI,1.3123010122211065,R4C1P2,21,1
STE11,-1.2913846280276824,R4C1P2,22,2
ATM,-1.281431897077674,R4C1P2,23,2
PAKA,1.2751044131303388,R4C1P2,24,2
RIPK,-1.0422426771761035,R4C1P2,25,2
CHK1,-1.020496698793282,R4C1P2,26,2
ATR,-1.0065209264704045,R4C1P2,27,2
MSN,0.9937355811226052,R4C1P2,28,2
CAMK2,-0.9556764034541256,R4C1P2,29,2
NEK,-0.9453952813517812,R4C1P2,30,2
HAL,-0.8948539897236167,R4C1P2,31,2
PEK,0.8856005362330033,R4C1P2,32,2
TLK,-0.877492227727924,R4C1P2,33,2
"NAK",-0.8744534352327537,R4C1P2,34,2
PKA,0.87106257262447,R4C1P2,35,2
DAPK,-0.8650008256870253,R4C1P2,36,2
NUAK,-0.8623455432395316,R4C1P2,37,2
TTK,-0.8574841845943237,R4C1P2,38,2
RAF,-0.803162377280595,R4C1P2,39,2
PKCA,0.7972469798596032,R4C1P2,40,2
STKR,-0.7953887879050585,R4C1P2,41,2
PKN,0.7819242654656099,R4C1P2,42,3
IKK,-0.7701631608824699,R4C1P2,43,3
PAKB,0.7010933398330766,R4C1P2,44,3
LKB,-0.6994328721833495,R4C1P2,45,3
CDK,-0.6729561392685754,R4C1P2,46,3
PASK,-0.6677638296407107,R4C1P2,47,3
KHS,-0.6389416865984245,R4C1P2,48,3
NIK,-0.6358397084418844,R4C1P2,49,3
CAMKK,-0.6350645774595365,R4C1P2,50,3
CLK,-0.6342895883643632,R4C1P2,51,3
MOS,-0.6203620156577241,R4C1P2,52,3
PDK,-0.6188168562033831,R4C1P2,53,3
PIM,-0.6100704293483032,R4C1P2,54,3
ULK,-0.6064693409888975,R4C1P2,55,3
BRSK,-0.6033857406155468,R4C1P2,56,3
BUD32,-0.6003032113675816,R4C1P2,57,3
SLK,-0.5979919441271804,R4C1P2,58,3
MLK,0.5834822163652817,R4C1P2,59,3
MTOR,0.5215390977009826,R4C1P2,60,3
MLCK,-0.4058902403768267,R4C1P2,61,3
COT,-0.404649327869319,R4C1P2,62,4
NDR,-0.4006857966216426,R4C1P2,63,4
VRK1,-0.3812503570410289,R4C1P2,64,4
RSK,-0.3697879387591261,R4C1P2,65,4
AMPK,-0.27825069438108024,R4C1P2,66,4
PKCH,-0.2609347486222975,R4C1P2,67,4
PRKDC,-0.2533844934518362,R4C1P2,68,4
QIK,-0.25277988140307855,R4C1P2,69,4
GRK,-0.2427429831266155,R4C1P2,70,4
BARK2,0.23862019791183547,R4C1P2,71,4
PDK1,0.2294328615467185,R4C1P2,72,4
PKCD,0.22653599269032265,R4C1P2,73,4
MAPKAPK,0.19690996268950828,R4C1P2,74,4
CK2,-0.15821344396201328,R4C1P2,75,4
PKG,-0.13163290620257895,R4C1P2,76,4
SGK,-0.1143810348643436,R4C1P2,77,4
MELK,0.08898975448242646,R4C1P2,78,4
RAD53,-0.08818071526856916,R4C1P2,79,4
PHK,0.0583718660106498,R4C1P2,80,4
PKD,0.0536886196132369,R4C1P2,81,4
