Kinase,Z,method,AvgZ
ERK,-3.9,710317318>0.15,-3.9033333333333333
JNK,-3.75,710317318>0.15,-3.7516666666666665
PKA,3.67,710317318>0.15,4.08
NMO,-3.6,710317318>0.15,-2.71
RSK,3.06,710317318>0.15,2.6375
DMPK,3.03,710317318>0.15,2.381666666666667
P38,-3.02,710317318>0.15,-3.3033333333333332
PAKA,2.96,710317318>0.15,2.2608333333333333
PLK,-2.74,710317318>0.15,-2.6158333333333332
DYRK,-2.71,710317318>0.15,-3.1858333333333335
PKCI,2.64,710317318>0.15,1.6766666666666667
PKG,2.61,710317318>0.15,3.0125
RAD53,2.57,710317318>0.15,1.9041666666666666
PIM,2.42,710317318>0.15,1.4200000000000002
PKCH,2.39,710317318>0.15,1.1616666666666666
PKCD,2.36,710317318>0.15,1.5983333333333334
PHK,2.36,710317318>0.15,1.4041666666666666
AMPK,2.33,710317318>0.15,1.8533333333333333
CAMK1,2.28,710317318>0.15,1.56
PKCA,2.23,710317318>0.15,1.8633333333333333
STE7,-2.15,710317318>0.15,-2.2775
IRAK,-2,710317318>0.15,-1.1875
GSK,-1.97,710317318>0.15,-1.2266666666666666
CDK,-1.97,710317318>0.15,-2.2583333333333333
PDK1,-1.84,710317318>0.15,-2.163333333333333
AKT,1.82,710317318>0.15,1.4558333333333333
LKB,-1.78,710317318>0.15,-1.4616666666666667
RAF,-1.69,710317318>0.15,-1.1925
NUAK,-1.56,710317318>0.15,-1.2391666666666667
TTK,-1.52,710317318>0.15,-1.2441666666666666
TLK,-1.51,710317318>0.15,-1.2308333333333332
QIK,1.5,710317318>0.15,0.73
PKD,1.49,710317318>0.15,0.8991666666666667
MAPKAPK,1.38,710317318>0.15,0.8383333333333333
PDHK,1.36,710317318>0.15,1.3908333333333334
AUR,1.36,710317318>0.15,0.8883333333333333
STKR,-1.35,710317318>0.15,-1.515
MELK,1.31,710317318>0.15,-0.1508333333333333
PKN,1.29,710317318>0.15,0.305
CHK1,1.28,710317318>0.15,0.2175
PAKB,1.27,710317318>0.15,0.5533333333333333
ATM,-1.14,710317318>0.15,-0.7175
NIK,-1.12,710317318>0.15,-0.8733333333333333
BUD32,-1.09,710317318>0.15,-0.8691666666666666
CAMKK,-1.09,710317318>0.15,-0.8733333333333333
SLK,-1.06,710317318>0.15,-0.865
ULK,-1.05,710317318>0.15,-0.8641666666666666
MOS,-1.04,710317318>0.15,-0.8658333333333333
CLK,-1.03,710317318>0.15,-0.8766666666666667
WNK,-1.03,710317318>0.15,-0.5366666666666666
CK1,-1.01,710317318>0.15,-1.24
CAMK2,0.99,710317318>0.15,0.4291666666666667
TAO,0.94,710317318>0.15,1.01
BRSK,0.93,710317318>0.15,-0.525
KHS,0.92,710317318>0.15,1.1833333333333333
SGK,0.9,710317318>0.15,0.6508333333333333
PASK,0.9,710317318>0.15,0.9958333333333333
NEK,0.84,710317318>0.15,-0.04416666666666675
STE11,-0.83,710317318>0.15,-0.9625
GRK,-0.83,710317318>0.15,-0.6383333333333333
BARK2,-0.71,710317318>0.15,0.08583333333333328
RIPK,0.69,710317318>0.15,1.1016666666666666
MARK,0.69,710317318>0.15,0.21916666666666668
VRK1,-0.64,710317318>0.15,-0.905
COT,-0.62,710317318>0.15,-0.2658333333333333
NDR,-0.59,710317318>0.15,0.12583333333333335
PEK,0.48,710317318>0.15,-0.18666666666666668
MLCK,0.35,710317318>0.15,-0.29833333333333334
MLK,-0.3,710317318>0.15,0.6116666666666667
IKK,-0.28,710317318>0.15,-0.11750000000000001
PRKDC,-0.23,710317318>0.15,-0.5825
FRAY,0.19,710317318>0.15,0.04916666666666662
CK2,-0.16,710317318>0.15,-0.24583333333333335
MTOR,-0.14,710317318>0.15,-0.2066666666666667
MSN,-0.13,710317318>0.15,0.415
MST,-0.13,710317318>0.15,-0.9608333333333333
DAPK,0.1,710317318>0.15,0.19833333333333333
NAK,-0.1,710317318>0.15,-0.7741666666666667
HAL,-0.06,710317318>0.15,0.8291666666666666
ATR,0.05,710317318>0.15,-0.43249999999999994
ERK,-4.31,710317318>0.2,-3.9033333333333333
JNK,-4.06,710317318>0.2,-3.7516666666666665
PKA,4.06,710317318>0.2,4.08
NMO,-3.59,710317318>0.2,-2.71
