HGNC,PTMSEA,KEA3,UKA,KRSA,CombinedScore,Percentile,Rescaled
SGK1,0.5967741935483871,0.6228571428571429,0.696078431372549,0.7386541471048513,0.6675344359575119,97,0.7937457221829576
CHEK1,0.6129032258064516,0.9714285714285714,-1,0.3881064162754303,0.5625644738252074,88,0.6254558758339177
AURKA,0.7580645161290323,0.9628571428571427,-1,0.20031298904538344,0.5352453869889736,87,0.5816573945096021
DAPK3,0,0.82,0.9901960784313726,0.12519561815336464,0.5802143439197276,90,0.6537524843679243
RPS6KA5,0,0.8057142857142857,-1,0.9264475743348984,0.5601624101995387,88,0.6216048415925708
CHEK2,0.5,0.8228571428571428,-1,0.863849765258216,0.607701916233078,92,0.6978210848242281
RAF1,0.9193548387096774,0.6714285714285714,0,0.1752738654147105,0.40587396991266594,64,0.3742466699607261
PRKCG,0,0.7485714285714286,-1,0.8012519561815337,0.5152623706498172,84,0.5496202413946155
PRKCB,0.3064516129032258,0.9685714285714284,-1,0.8012519561815337,0.6174072495065526,93,0.7133808603274395
CDK1,0.3870967741935484,0.9428571428571428,-1,0.6885758998435054,0.593946128657597,91,0.6757675436924332
ARAF,0.9838709677419356,0.6257142857142857,0.0196078431372549,0.1752738654147105,0.40285006858439276,63,0.36939869364852795
PIM1,0.7741935483870968,0.9742857142857144,0.4901960784313726,0.5884194053208138,0.7262662828363817,100,0.8879057398324118
CDK4,0,0.8514285714285714,0.7549019607843137,0.6885758998435054,0.6743528327349719,98,0.8046771060066391
SRC,0,0.9914285714285714,-1,-1,0.4505663947944002,76,0.44589841836121813
BRAF,0.9838709677419356,0.5285714285714286,0.0196078431372549,0.1752738654147105,0.3678980685843928,54,0.3133629802872345
PRKCA,0.4516129032258064,0.9914285714285714,-1,0.8012519561815337,0.6406849263493011,95,0.7507000760311782
PRKACA,0.3387096774193548,0.9857142857142858,-1,0.9640062597809076,0.6617475101228679,97,0.7844680122575406
PRKACG,0.8225806451612904,-1,-1,0.9640062597809076,0.45274276836802346,76,0.4493876220044617
PRKACB,0.9193548387096774,0.18857142857142856,-1,0.9640062597809076,0.48063322034746153,80,0.4941021268292703
RPS6KB1,0.41935483870967744,0.9028571428571428,-1,0.9264475743348984,0.637010336126945,95,0.7448089028674062
CDK2,0.3870967741935484,0.9542857142857144,0.5392156862745098,0.6885758998435054,0.7066054247653325,99,0.8563850770003454
MAPK3,0.532258064516129,0.94,-1,0.9890453834115804,0.6747240134828767,98,0.8052721900646278
MAPK1,0.532258064516129,0.9171428571428571,-1,0.9890453834115804,0.6676699942636767,97,0.7939630518461526
AKT1,0.3225806451612903,0.9371428571428572,-1,0.9139280125195618,0.6340490940565406,95,0.7400613830731002
AKT2,0.7903225806451613,0.6971428571428572,-1,0.9139280125195618,0.6122581223752632,92,0.7051256814538475
MAP3K8,0.7096774193548387,0.5085714285714286,-1,0.25039123630672927,0.40054486573354614,62,0.36570294844969303
PRKCI,0.9193548387096774,0.7314285714285714,-1,0.5633802816901409,0.5609182039979529,88,0.622816544632402
MTOR,0,0.4942857142857143,-1,0.5383411580594679,0.37952992468260216,56,0.3320113939453678
MAPK8,0.7419354838709677,0.7457142857142857,-1,0.9514866979655712,0.6300195247920636,94,0.7336011007352164
MAPK9,0,0.8942857142857142,-1,0.9514866979655712,0.5929497329742829,91,0.6741701031195155
CSNK1A1,0,0.86,-1,0.27543035993740217,0.4351377500361871,71,0.42116292067226047
CSNK1D,0,0.8142857142857143,-1,0.27543035993740217,0.4210297115977872,68,0.3985446442353101
MAPKAPK2,0.7258064516129032,0.6514285714285715,0.9607843137254902,0.8513302034428795,0.7909740251816614,100,0.9916464271268877
GSK3B,0.6451612903225806,0.96,-1,0.7136150234741784,0.6335316993697604,94,0.7392318860382218
RPS6KA3,0.6612903225806451,0.9657142857142856,-1,0.9264475743348984,0.6834483183523257,98,0.8192591621103185
DAPK1,0.43548387096774194,0.92,0.28431372549019607,0.12519561815336464,0.49230259818917727,81,0.5128106960625907
PRKAA2,0.25806451612903225,0.7057142857142857,-1,0.8888888888888888,0.5499636366624415,87,0.6052539732427904
CSNK2A1,0.5645161290322581,0.8171428571428572,-1,0.4006259780907668,0.5122684573712635,83,0.5448203424959658
PRKDC,0.5806451612903226,0.9571428571428572,-1,0.28794992175273865,0.5327384613621527,86,0.5776382435070095
ATM,0.2903225806451613,0.6628571428571428,-1,0.02503912363067292,0.35221416651424103,48,0.28821824920490396
AURKB,0.6935483870967742,0.8714285714285714,-1,0.20031298904538344,0.49981879561281883,83,0.5248608071978066
CDK5,0.20967741935483872,0.88,0.2352941176470588,0.6885758998435054,0.5789861534180839,90,0.651783425919104
PRKCE,0.8548387096774194,0.8285714285714286,-1,0.513302034428795,0.5727812745795096,89,0.6418356457623202
PRKCQ,0.9032258064516128,0.9114285714285716,-1,0.4256651017214398,0.5846744860724207,91,0.660903069376477
