HGNC,PTMSEA,KEA3,UKA,KRSA,CombinedScore,Percentile,Rescaled
SGK1,0.7285714285714285,0.7285714285714285,0.584070796460177,0.3753910323253389,0.60184835706442,92,0.6730150551967742
PIK3C2A,0,-1,-1,-1,0.2562474081209193,11,0.15319787028496706
CHEK1,0.9,0.8885714285714286,-1,0.06256517205422316,0.49818435811124256,81,0.5170943950328735
AURKA,0.34285714285714286,0.8714285714285714,-1,0.30031282586027114,0.48240237536501557,77,0.4933567696920021
RPS6KA5,0,0.9285714285714286,-1,0.8759124087591241,0.5870722596337956,91,0.6507903784594848
CHEK2,0.6571428571428571,0.6171428571428571,-1,0.8133472367049009,0.5507801002267817,88,0.5962034677609015
RAF1,0.45714285714285713,0.7885714285714286,0.5575221238938053,0.8383733055265902,0.6988266080633404,98,0.8188797051233306
PRKCG,0,0.74,-1,0.7382690302398331,0.49890074727994194,81,0.5181719134890959
PRKCB,0.2857142857142857,0.9657142857142856,-1,0.7382690302398331,0.6004914655666849,92,0.6709741594158464
CDK1,0.6857142857142857,0.9371428571428572,-1,0.9009384775808134,0.6718051404696755,96,0.7782368097271702
ARAF,0.5857142857142857,0.7657142857142857,0.6814159292035398,0.8383733055265902,0.7390598899849585,100,0.879394444484413
PIM1,0.4714285714285714,0.86,0.7610619469026548,0.6882168925964547,0.7403491640997721,100,0.8813336371949388
CDK4,0.9714285714285714,0.8571428571428571,0.05309734513274336,0.9009384775808134,0.6773130329343804,96,0.7865212116206034
SRC,0,0.9942857142857144,-1,-1,0.4513237037167447,71,0.44661144779288986
BRAF,0.5857142857142857,0.6028571428571429,0.6814159292035398,0.8383733055265902,0.6804638899849585,98,0.7912604047481049
PRKCA,0.5571428571428572,1,-1,0.7382690302398331,0.6414081589677706,94,0.7325168156055115
PRKACA,0.8285714285714286,0.9971428571428572,-1,0.9384775808133472,0.7144633130219524,99,0.8423988186492921
PRKACG,0.9285714285714286,-1,-1,0.9384775808133472,0.45777175398268205,73,0.45630993776421624
PRKACB,0.4714285714285714,0.19714285714285715,-1,0.9384775808133472,0.4276572922285239,66,0.41101488061221764
RPS6KB1,0.6142857142857143,0.9114285714285716,-1,0.8759124087591241,0.6504361439882528,94,0.7460957764651943
CDK2,0.7714285714285715,0.9342857142857144,0.13274336283185842,0.9009384775808134,0.699390448863584,98,0.819727776109296
MAPK3,0.4142857142857143,0.9514285714285714,-1,0.9760166840458812,0.6622287036160008,95,0.7638329243733234
MAPK1,0.42857142857142855,0.9714285714285714,-1,0.9760166840458812,0.6699975843576579,96,0.7755180708678253
AKT1,0.3857142857142858,0.9628571428571427,-1,0.15015641293013557,0.48270736260316494,78,0.49381549993580914
AKT2,0.8571428571428571,0.8857142857142857,-1,0.15015641293013557,0.5115883072586507,82,0.5372552283112733
MAP3K8,0.7571428571428571,0.7971428571428572,-1,0.23774765380604795,0.4921532286346302,80,0.508022994170245
PRKCI,0.4714285714285714,0.8085714285714286,-1,0.8258602711157456,0.5918266077822074,91,0.6579413769684678
MTOR,0,0.5371428571428571,-1,0.1251303441084463,0.3027675234388851,25,0.2231686138847218
MAPK8,0,0.6971428571428572,-1,0.9885297184567258,0.5401760135993122,88,0.5802538979576274
MAPKAPK2,0.7857142857142857,0.7085714285714285,0.8230088495575221,0.26277372262773724,0.6346487842055238,94,0.7223500635424278
GSK3B,0.8428571428571429,0.9857142857142858,-1,0.5380604796663191,0.6253304335686173,93,0.7083343647693039
CDK7,0.7,0.8171428571428572,0.36283185840707965,0.9009384775808134,0.7068149520241402,99,0.8308949454822021
CDK9,0.3142857142857143,0.8114285714285714,0.1504424778761062,0.9009384775808134,0.6001499381176927,92,0.670460469168039
RPS6KA3,0.7428571428571429,0.96,-1,0.8759124087591241,0.679795460152767,97,0.7902550217630667
NEK2,0,0.8485714285714285,-1,0.02502606882168926,0.377077914358337,53,0.3349386143304102
DAPK1,0,0.37142857142857144,-1,0.07507820646506778,0.24072557362861102,7,0.12985153302772268
PRKAA2,0.5428571428571428,0.8,-1,0.5630865484880083,0.5399377902261544,87,0.5798955870108732
CSNK2A1,0.8142857142857143,0.9171428571428571,-1,0.22523461939520337,0.5328482076170903,86,0.5692321704742308
PRKDC,1,0.92,-1,0.05005213764337852,0.5163348543938739,83,0.5443944933434601
ATM,0,0.6171428571428571,-1,0.4129301355578728,0.39013337591476077,57,0.3545752886356477
AURKB,0.3,0.8542857142857143,-1,0.30031282586027114,0.4723220191760442,76,0.4781949410191414
CDK3,0,0.8314285714285714,0.46017699115044247,0.9009384775808134,0.6456555714931668,94,0.7389053340076168
CDK6,0.3142857142857143,0.7228571428571429,0.48672566371681414,0.9009384775808134,0.6543368053743297,95,0.7519627476850452
CDK5,0.8714285714285714,0.9771428571428572,0.07079646017699115,0.9009384775808134,0.7119882364742034,99,0.8386760646249608
PRKCE,0.8,0.8428571428571429,-1,0.7132429614181439,0.614604058322805,93,0.6922008610806395
