Kinase,Z,method,AvgZ
PKCH,3.19,710317302>0.15,2.180833333333333
P38,-2.28,710317302>0.15,-2.185
STKR,-2.22,710317302>0.15,-1.6891666666666667
JNK,-2.1,710317302>0.15,-2.2275
NMO,-2.08,710317302>0.15,-1.9108333333333334
CDK,-1.89,710317302>0.15,-2.4783333333333335
PLK,-1.89,710317302>0.15,-1.9541666666666666
CK1,-1.86,710317302>0.15,-2.1591666666666667
AUR,1.78,710317302>0.15,0.9525
PKCD,1.69,710317302>0.15,2.1091666666666664
GRK,-1.67,710317302>0.15,-1.5875
FRAY,1.56,710317302>0.15,1.9583333333333333
STE7,-1.39,710317302>0.15,-2.1083333333333334
PDHK,1.3,710317302>0.15,0.5258333333333333
BUD32,1.28,710317302>0.15,-0.08333333333333334
RAD53,1.26,710317302>0.15,1.45
BRSK,1.26,710317302>0.15,0.9866666666666667
WNK,1.25,710317302>0.15,1.4308333333333334
PASK,1.24,710317302>0.15,0.9791666666666666
NAK,-1.16,710317302>0.15,-1.09
MARK,-1.16,710317302>0.15,-1.185
RIPK,-1.13,710317302>0.15,-1.5091666666666665
TLK,-1.12,710317302>0.15,-1.0841666666666667
PKCI,1.11,710317302>0.15,1.6541666666666666
MLK,1.06,710317302>0.15,0.6291666666666667
ERK,-1.04,710317302>0.15,-1.7125
MST,1,710317302>0.15,-0.17666666666666664
COT,0.97,710317302>0.15,0.5566666666666666
VRK1,0.95,710317302>0.15,0.03166666666666662
IKK,-0.92,710317302>0.15,-0.7991666666666666
NDR,-0.87,710317302>0.15,-0.8108333333333333
SLK,-0.83,710317302>0.15,-0.7733333333333333
PRKDC,0.82,710317302>0.15,0.13416666666666666
MLCK,-0.82,710317302>0.15,0.065
MOS,-0.82,710317302>0.15,-0.7566666666666666
PKG,0.81,710317302>0.15,0.7941666666666667
NIK,-0.81,710317302>0.15,-0.7641666666666667
CK2,-0.81,710317302>0.15,-0.755
ULK,-0.8,710317302>0.15,-0.755
TAO,-0.79,710317302>0.15,-0.77
KHS,-0.79,710317302>0.15,-0.7633333333333333
PIM,0.78,710317302>0.15,0.9941666666666666
CLK,-0.78,710317302>0.15,-0.7583333333333333
CAMKK,-0.77,710317302>0.15,-0.7616666666666667
MAPKAPK,-0.74,710317302>0.15,-0.43833333333333335
AMPK,0.74,710317302>0.15,-0.028333333333333356
DMPK,0.73,710317302>0.15,1.36
PEK,-0.67,710317302>0.15,-0.8591666666666666
CHK1,-0.63,710317302>0.15,-0.6533333333333333
DAPK,-0.62,710317302>0.15,-0.4041666666666667
PKA,0.61,710317302>0.15,0.5975
NEK,-0.59,710317302>0.15,-0.22583333333333333
MTOR,0.58,710317302>0.15,0.29833333333333334
PKCA,-0.58,710317302>0.15,0.37166666666666665
ATR,0.57,710317302>0.15,-0.2833333333333333
STE11,-0.57,710317302>0.15,-0.9725000000000001
MSN,-0.54,710317302>0.15,-0.33666666666666667
PDK1,-0.53,710317302>0.15,-0.5099999999999999
AKT,0.53,710317302>0.15,0.5533333333333333
MELK,0.5,710317302>0.15,0.9741666666666666
RSK,-0.48,710317302>0.15,0.09000000000000007
ATM,0.46,710317302>0.15,-0.31
SGK,0.4,710317302>0.15,0.17083333333333334
DYRK,-0.4,710317302>0.15,-1.2991666666666666
LKB,0.4,710317302>0.15,-0.21666666666666665
TTK,0.36,710317302>0.15,-0.6
CAMK1,0.36,710317302>0.15,-0.23333333333333334
PAKA,-0.34,710317302>0.15,0.6900000000000001
CAMK2,-0.33,710317302>0.15,-0.22249999999999998
PAKB,0.33,710317302>0.15,1.1991666666666667
NUAK,0.33,710317302>0.15,-0.6091666666666666
PKN,0.32,710317302>0.15,0.38499999999999995
PKD,-0.3,710317302>0.15,0.42583333333333334
HAL,0.3,710317302>0.15,0.22
IRAK,-0.29,710317302>0.15,-0.17083333333333334
BARK2,-0.2,710317302>0.15,0.5433333333333333
RAF,-0.18,710317302>0.15,0.03916666666666666
QIK,0.11,710317302>0.15,-0.26166666666666666
GSK,-0.09,710317302>0.15,-0.31833333333333336
PHK,0.05,710317302>0.15,0.6516666666666666
PKCH,3.88,710317302>0.2,2.180833333333333
CDK,-2.38,710317302>0.2,-2.4783333333333335
FRAY,2.35,710317302>0.2,1.9583333333333333
P38,-2.13,710317302>0.2,-2.185
JNK,-2.06,710317302>0.2,-2.2275
STKR,-1.94,710317302>0.2,-1.6891666666666667
PKCD,1.73,710317302>0.2,2.1091666666666664
MAPKAPK,-1.7,710317302>0.2,-0.43833333333333335
CK1,-1.68,710317302>0.2,-2.1591666666666667
NMO,-1.64,710317302>0.2,-1.9108333333333334
PKCI,1.61,710317302>0.2,1.6541666666666666
PASK,1.46,710317302>0.2,0.9791666666666666
MELK,1.46,710317302>0.2,0.9741666666666666
WNK,1.44,710317302>0.2,1.4308333333333334
BRSK,1.42,710317302>0.2,0.9866666666666667
ERK,-1.42,710317302>0.2,-1.7125
DMPK,1.32,710317302>0.2,1.36
CAMK1,1.21,710317302>0.2,-0.23333333333333334
PDHK,1.2,710317302>0.2,0.5258333333333333
CK2,-1.2,710317302>0.2,-0.755
GRK,-1.18,710317302>0.2,-1.5875
PDK1,1.05,710317302>0.2,-0.5099999999999999
TLK,-1.04,710317302>0.2,-1.0841666666666667
PLK,-1.03,710317302>0.2,-1.9541666666666666
NAK,-1.01,710317302>0.2,-1.09
RAD53,1.01,710317302>0.2,1.45
AUR,0.99,710317302>0.2,0.9525
NUAK,-0.98,710317302>0.2,-0.6091666666666666
TTK,-0.97,710317302>0.2,-0.6
PKG,0.97,710317302>0.2,0.7941666666666667
MST,0.94,710317302>0.2,-0.17666666666666664
IKK,-0.92,710317302>0.2,-0.7991666666666666
RSK,-0.9,710317302>0.2,0.09000000000000007
PIM,0.86,710317302>0.2,0.9941666666666666
STE7,-0.84,710317302>0.2,-2.1083333333333334
RIPK,-0.82,710317302>0.2,-1.5091666666666665
MARK,-0.8,710317302>0.2,-1.185
DAPK,-0.72,710317302>0.2,-0.4041666666666667
SLK,-0.71,710317302>0.2,-0.7733333333333333
CHK1,-0.71,710317302>0.2,-0.6533333333333333
BUD32,-0.71,710317302>0.2,-0.08333333333333334
MOS,-0.7,710317302>0.2,-0.7566666666666666
MLK,0.7,710317302>0.2,0.6291666666666667
CAMKK,-0.69,710317302>0.2,-0.7616666666666667
ULK,-0.69,710317302>0.2,-0.755
TAO,-0.69,710317302>0.2,-0.77
NIK,-0.68,710317302>0.2,-0.7641666666666667
KHS,-0.68,710317302>0.2,-0.7633333333333333
PKA,0.68,710317302>0.2,0.5975
CLK,-0.66,710317302>0.2,-0.7583333333333333
PAKA,0.63,710317302>0.2,0.6900000000000001
VRK1,-0.6,710317302>0.2,0.03166666666666662
HAL,0.59,710317302>0.2,0.22
MLCK,-0.59,710317302>0.2,0.065
QIK,-0.57,710317302>0.2,-0.26166666666666666
PAKB,0.57,710317302>0.2,1.1991666666666667
NDR,-0.56,710317302>0.2,-0.8108333333333333
PKN,0.55,710317302>0.2,0.38499999999999995
MTOR,0.49,710317302>0.2,0.29833333333333334
PEK,-0.41,710317302>0.2,-0.8591666666666666
COT,0.38,710317302>0.2,0.5566666666666666
PHK,-0.36,710317302>0.2,0.6516666666666666
IRAK,0.35,710317302>0.2,-0.17083333333333334
SGK,0.34,710317302>0.2,0.17083333333333334
MSN,-0.32,710317302>0.2,-0.33666666666666667
AKT,-0.31,710317302>0.2,0.5533333333333333
ATM,-0.3,710317302>0.2,-0.31
LKB,0.28,710317302>0.2,-0.21666666666666665
CAMK2,0.26,710317302>0.2,-0.22249999999999998
PKCA,0.18,710317302>0.2,0.37166666666666665
RAF,0.18,710317302>0.2,0.03916666666666666
AMPK,0.17,710317302>0.2,-0.028333333333333356
NEK,0.14,710317302>0.2,-0.22583333333333333
GSK,0.12,710317302>0.2,-0.31833333333333336
STE11,-0.12,710317302>0.2,-0.9725000000000001
ATR,-0.12,710317302>0.2,-0.2833333333333333
DYRK,-0.12,710317302>0.2,-1.2991666666666666
PRKDC,0.1,710317302>0.2,0.13416666666666666
PKD,0.08,710317302>0.2,0.42583333333333334
BARK2,0.06,710317302>0.2,0.5433333333333333
PKCH,2.77,710317302>0.3,2.180833333333333
FRAY,2.68,710317302>0.3,1.9583333333333333
WNK,2.06,710317302>0.3,1.4308333333333334
MTOR,1.96,710317302>0.3,0.29833333333333334
MAPKAPK,-1.84,710317302>0.3,-0.43833333333333335
CDK,-1.61,710317302>0.3,-2.4783333333333335
MELK,1.53,710317302>0.3,0.9741666666666666
STKR,-1.28,710317302>0.3,-1.6891666666666667
HAL,1.21,710317302>0.3,0.22
MARK,-1.19,710317302>0.3,-1.185
P38,-1.17,710317302>0.3,-2.185
PKN,1.15,710317302>0.3,0.38499999999999995
PAKB,1.14,710317302>0.3,1.1991666666666667
