Kinase,Z,method,AvgZ
P38,-4.07,710317412>0.15,-3.5475000000000003
JNK,-3.92,710317412>0.15,-3.485
DYRK,-2.91,710317412>0.15,-3.0375
PKCD,2.87,710317412>0.15,2.7575000000000003
PIM,2.86,710317412>0.15,2.63
ERK,-2.77,710317412>0.15,-3.0975
CK1,-2.61,710317412>0.15,-2.59
DMPK,2.29,710317412>0.15,2.3600000000000003
CDK,-2.27,710317412>0.15,-1.9525000000000001
PDK1,-2.27,710317412>0.15,-1.46
PKCH,2.1,710317412>0.15,1.5675
MLK,2.09,710317412>0.15,1.5425
NMO,-2.08,710317412>0.15,-1.465
FRAY,2.05,710317412>0.15,2.8975
MARK,-2.02,710317412>0.15,-1.6099999999999999
COT,1.92,710317412>0.15,0.29750000000000004
RSK,1.91,710317412>0.15,1.6775
PLK,-1.89,710317412>0.15,-1.22
AUR,1.78,710317412>0.15,2.22
PKCI,1.76,710317412>0.15,2.165
STE7,-1.74,710317412>0.15,-0.6925
PAKA,1.68,710317412>0.15,2.2475
MSN,1.54,710317412>0.15,1.565
PKD,1.54,710317412>0.15,1.3175000000000001
STKR,-1.43,710317412>0.15,-1.1099999999999999
RAD53,1.26,710317412>0.15,0.505
TAO,1.26,710317412>0.15,0.40249999999999997
WNK,1.25,710317412>0.15,0.97
PASK,1.24,710317412>0.15,0.98
STE11,-1.23,710317412>0.15,-0.585
CHK1,-1.23,710317412>0.15,-0.975
AMPK,1.19,710317412>0.15,0.6275
PHK,1.19,710317412>0.15,1.395
PKG,1.18,710317412>0.15,1.575
HAL,-1.17,710317412>0.15,-0.9175
NUAK,-1.17,710317412>0.15,-0.9175
NAK,-1.16,710317412>0.15,-0.9225
RIPK,-1.13,710317412>0.15,-0.835
TLK,-1.12,710317412>0.15,-0.895
TTK,-1.09,710317412>0.15,-0.91
GSK,-1.08,710317412>0.15,-1.655
GRK,-1.06,710317412>0.15,-0.4625
CAMK1,-1.06,710317412>0.15,-1.215
MLCK,1,710317412>0.15,0.3
MAPKAPK,0.99,710317412>0.15,0.4625
NDR,0.98,710317412>0.15,1.6625
PDHK,0.95,710317412>0.15,1.1425
PKCA,0.9,710317412>0.15,1.0925
IRAK,-0.87,710317412>0.15,-0.635
SLK,-0.83,710317412>0.15,-0.6499999999999999
MOS,-0.82,710317412>0.15,-0.6275
NIK,-0.81,710317412>0.15,-0.64
ULK,-0.8,710317412>0.15,-0.6425
BRSK,-0.79,710317412>0.15,-0.6325
KHS,-0.79,710317412>0.15,-0.64
BUD32,-0.78,710317412>0.15,-0.63
CLK,-0.78,710317412>0.15,-0.645
CAMKK,-0.77,710317412>0.15,-0.63
DAPK,0.76,710317412>0.15,0.14
ATR,-0.65,710317412>0.15,-0.6475
PKA,0.61,710317412>0.15,1.15
IKK,-0.57,710317412>0.15,0.63
ATM,-0.57,710317412>0.15,-1.0225
AKT,0.53,710317412>0.15,1.1275
MELK,0.5,710317412>0.15,0.7975
QIK,0.45,710317412>0.15,0.05749999999999999
NEK,0.37,710317412>0.15,0.9199999999999999
PAKB,0.33,710317412>0.15,-0.5325
MTOR,-0.32,710317412>0.15,-0.095
PKN,0.32,710317412>0.15,-0.5425
LKB,-0.22,710317412>0.15,0.22750000000000004
PRKDC,0.21,710317412>0.15,0.22249999999999998
