Kinase,Z,method,AvgZ
JNK,-3.73,710317315>0.15,-3.5525
ERK,-3.7,710317315>0.15,-3.5700000000000003
P38,-3.61,710317315>0.15,-3.4175
DYRK,-3.55,710317315>0.15,-3.5075000000000003
STE7,-3.48,710317315>0.15,-3.34
CK1,-3.05,710317315>0.15,-2.6625
PLK,-2.68,710317315>0.15,-2.6275
NMO,-2.6,710317315>0.15,-2.375
CDK,-2.59,710317315>0.15,-2.5125
STKR,-2.48,710317315>0.15,-2.3375
AUR,2.47,710317315>0.15,2.4025
PKCI,2.4,710317315>0.15,2.3725
PKCD,2.3,710317315>0.15,2.0425
PAKA,2.24,710317315>0.15,2.25
RAD53,2.19,710317315>0.15,2.1425
DMPK,2.19,710317315>0.15,2.035
PDK1,-2.17,710317315>0.15,-2.34
PKA,2.07,710317315>0.15,1.9025
PKG,2.01,710317315>0.15,1.7774999999999999
PIM,1.91,710317315>0.15,2.0275
STE11,-1.7,710317315>0.15,-1.665
RSK,1.7,710317315>0.15,1.575
GRK,-1.62,710317315>0.15,-1.3325
MST,-1.6,710317315>0.15,-1.4275
MARK,-1.53,710317315>0.15,-1.315
PKN,1.48,710317315>0.15,0.905
PKD,1.42,710317315>0.15,1.1275
NAK,-1.39,710317315>0.15,-1.245
TLK,-1.35,710317315>0.15,-1.2175
HAL,-1.35,710317315>0.15,-1.2375
LKB,-1.34,710317315>0.15,-1.3925
PKCH,1.33,710317315>0.15,1.0075
MLK,1.32,710317315>0.15,1.38
PHK,1.32,710317315>0.15,1.255
NEK,-1.3,710317315>0.15,-0.9475
AKT,1.21,710317315>0.15,1.5525
WNK,1.08,710317315>0.15,1.1825
PASK,1.07,710317315>0.15,1.1575
BUD32,1.06,710317315>0.15,1.15
BRSK,1.03,710317315>0.15,1.145
CAMK2,-1.01,710317315>0.15,-1.075
RAF,-0.99,710317315>0.15,-0.6925
CAMKK,-0.98,710317315>0.15,-0.875
PDHK,0.97,710317315>0.15,0.9724999999999999
TAO,-0.95,710317315>0.15,-0.8625
CLK,-0.93,710317315>0.15,-0.88
KHS,-0.93,710317315>0.15,-0.855
NIK,-0.93,710317315>0.15,-0.8525
SLK,-0.93,710317315>0.15,-0.8625
MOS,-0.93,710317315>0.15,-0.8725
ULK,-0.93,710317315>0.15,-0.87
MSN,-0.92,710317315>0.15,-0.7225
PEK,-0.91,710317315>0.15,-0.8925
IRAK,-0.91,710317315>0.15,-1.17
CAMK1,-0.88,710317315>0.15,-0.7325
MELK,0.85,710317315>0.15,0.74
GSK,-0.84,710317315>0.15,-1.2025
FRAY,0.82,710317315>0.15,1.18
IKK,-0.77,710317315>0.15,-1.0025
MTOR,-0.76,710317315>0.15,-0.99
QIK,-0.75,710317315>0.15,-0.33
BARK2,0.7,710317315>0.15,0.8425
RIPK,-0.65,710317315>0.15,-0.5725
PKCA,0.61,710317315>0.15,1
MLCK,0.61,710317315>0.15,0.5599999999999999
CK2,-0.57,710317315>0.15,-0.33499999999999996
PRKDC,-0.38,710317315>0.15,-0.06749999999999999
SGK,0.37,710317315>0.15,0.485
AMPK,0.32,710317315>0.15,0.425
NDR,-0.3,710317315>0.15,-0.125
VRK1,-0.3,710317315>0.15,-0.1325
COT,-0.3,710317315>0.15,-0.8325
DAPK,-0.1,710317315>0.15,-0.019999999999999997
ATM,0.09,710317315>0.15,0.020000000000000004
NUAK,0.08,710317315>0.15,0.20500000000000002
TTK,0.07,710317315>0.15,0.1975
ATR,-0.05,710317315>0.15,0.0875
CHK1,-0.04,710317315>0.15,0.2475
MAPKAPK,0.02,710317315>0.15,-0.017499999999999995
PAKB,0.02,710317315>0.15,0.185
DYRK,-3.58,710317315>0.2,-3.5075000000000003
JNK,-3.5,710317315>0.2,-3.5525
P38,-3.49,710317315>0.2,-3.4175
ERK,-3.41,710317315>0.2,-3.5700000000000003
STE7,-3.38,710317315>0.2,-3.34
PLK,-2.97,710317315>0.2,-2.6275
CK1,-2.92,710317315>0.2,-2.6625
NMO,-2.57,710317315>0.2,-2.375
STKR,-2.52,710317315>0.2,-2.3375
PKCI,2.46,710317315>0.2,2.3725
AUR,2.45,710317315>0.2,2.4025
RAD53,2.31,710317315>0.2,2.1425
PAKA,2.27,710317315>0.2,2.25
CDK,-2.25,710317315>0.2,-2.5125
PKA,2.16,710317315>0.2,1.9025
PKG,2.15,710317315>0.2,1.7774999999999999
PIM,2.11,710317315>0.2,2.0275
DMPK,2.09,710317315>0.2,2.035
PDK1,-2.08,710317315>0.2,-2.34
PKCD,1.79,710317315>0.2,2.0425
STE11,-1.7,710317315>0.2,-1.665
RSK,1.68,710317315>0.2,1.575
MST,-1.59,710317315>0.2,-1.4275
GRK,-1.54,710317315>0.2,-1.3325
PKN,1.51,710317315>0.2,0.905
MARK,-1.48,710317315>0.2,-1.315
PKCH,1.41,710317315>0.2,1.0075
AKT,1.39,710317315>0.2,1.5525
NAK,-1.33,710317315>0.2,-1.245
HAL,-1.32,710317315>0.2,-1.2375
MLK,1.3,710317315>0.2,1.38
TLK,-1.3,710317315>0.2,-1.2175
LKB,-1.27,710317315>0.2,-1.3925
NEK,-1.25,710317315>0.2,-0.9475
PHK,1.21,710317315>0.2,1.255
PKD,1.21,710317315>0.2,1.1275
PDHK,1.14,710317315>0.2,0.9724999999999999
BRSK,1.1,710317315>0.2,1.145
WNK,1.08,710317315>0.2,1.1825
PASK,1.07,710317315>0.2,1.1575
BUD32,1.06,710317315>0.2,1.15
MOS,-0.95,710317315>0.2,-0.8725
ULK,-0.94,710317315>0.2,-0.87
CLK,-0.94,710317315>0.2,-0.88
IKK,-0.94,710317315>0.2,-1.0025
CAMK2,-0.94,710317315>0.2,-1.075
TAO,-0.93,710317315>0.2,-0.8625
SLK,-0.92,710317315>0.2,-0.8625
KHS,-0.91,710317315>0.2,-0.855
CAMKK,-0.91,710317315>0.2,-0.875
RAF,-0.91,710317315>0.2,-0.6925
NIK,-0.89,710317315>0.2,-0.8525
MSN,-0.85,710317315>0.2,-0.7225
IRAK,-0.84,710317315>0.2,-1.17
FRAY,0.84,710317315>0.2,1.18
CAMK1,-0.82,710317315>0.2,-0.7325
GSK,-0.79,710317315>0.2,-1.2025
BARK2,0.7,710317315>0.2,0.8425
MTOR,-0.65,710317315>0.2,-0.99
PEK,-0.62,710317315>0.2,-0.8925
MLCK,0.59,710317315>0.2,0.5599999999999999
QIK,-0.59,710317315>0.2,-0.33
RIPK,-0.57,710317315>0.2,-0.5725
PKCA,0.56,710317315>0.2,1
CK2,-0.51,710317315>0.2,-0.33499999999999996
MELK,0.45,710317315>0.2,0.74
SGK,0.45,710317315>0.2,0.485
AMPK,0.4,710317315>0.2,0.425
PRKDC,-0.3,710317315>0.2,-0.06749999999999999
NDR,-0.3,710317315>0.2,-0.125
COT,-0.27,710317315>0.2,-0.8325
VRK1,-0.26,710317315>0.2,-0.1325
MAPKAPK,-0.24,710317315>0.2,-0.017499999999999995
ATM,0.16,710317315>0.2,0.020000000000000004
TTK,0.13,710317315>0.2,0.1975
PAKB,0.13,710317315>0.2,0.185
NUAK,0.13,710317315>0.2,0.20500000000000002
DAPK,-0.06,710317315>0.2,-0.019999999999999997
ATR,-0.02,710317315>0.2,0.0875
CHK1,0,710317315>0.2,0.2475
ERK,-3.47,710317315>0.3,-3.5700000000000003
JNK,-3.46,710317315>0.3,-3.5525
STE7,-3.45,710317315>0.3,-3.34
P38,-3.19,710317315>0.3,-3.4175
DYRK,-3.18,710317315>0.3,-3.5075000000000003
PLK,-2.76,710317315>0.3,-2.6275
CDK,-2.44,710317315>0.3,-2.5125
CK1,-2.39,710317315>0.3,-2.6625
NMO,-2.37,710317315>0.3,-2.375
PDK1,-2.35,710317315>0.3,-2.34
STKR,-2.32,710317315>0.3,-2.3375
PIM,2.27,710317315>0.3,2.0275
AUR,2.1,710317315>0.3,2.4025
PKCI,2.1,710317315>0.3,2.3725
PKCD,2.05,710317315>0.3,2.0425
RAD53,2.05,710317315>0.3,2.1425
PAKA,2.01,710317315>0.3,2.25
DMPK,1.99,710317315>0.3,2.035
PKA,1.85,710317315>0.3,1.9025
AKT,1.85,710317315>0.3,1.5525
LKB,-1.67,710317315>0.3,-1.3925
MST,-1.58,710317315>0.3,-1.4275
RSK,1.54,710317315>0.3,1.575
STE11,-1.5,710317315>0.3,-1.665
PHK,1.41,710317315>0.3,1.255
GRK,-1.34,710317315>0.3,-1.3325
MARK,-1.27,710317315>0.3,-1.315
PKG,1.24,710317315>0.3,1.7774999999999999
NAK,-1.23,710317315>0.3,-1.245
PKCA,1.22,710317315>0.3,1
IKK,-1.22,710317315>0.3,-1.0025
MTOR,-1.21,710317315>0.3,-0.99
HAL,-1.2,710317315>0.3,-1.2375
MLK,1.2,710317315>0.3,1.38
BRSK,1.19,710317315>0.3,1.145
WNK,1.19,710317315>0.3,1.1825
PASK,1.18,710317315>0.3,1.1575
CAMK2,-1.18,710317315>0.3,-1.075
FRAY,1.18,710317315>0.3,1.18
