Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
CDK2,P24941,CMGC,CDK,0.4156025676884738,1.7382758746744458,2.285670240254767,2.3621101834192095,0.5543413840481124,0.5500824963342895,0.011267957752523676,0.19643793308809998,4
MAPK9,P45984,CMGC,MAPK,0.45027451479861824,1.7509512946964778,2.162664131984985,2.695509472226512,0.5131691162202028,0.5134206799409512,0.010133528978734463,0.18601069782995303,6
MAPK10,P53779,CMGC,MAPK,0.3640507347416814,1.4576780157687916,1.8270469724536453,1.9153522391452702,0.45649417042384566,0.45952659054246414,0.004548630177927754,0.2039227923166687,9
MAPK8,P45983,CMGC,MAPK,0.3640507347416814,1.4528484942375595,1.8270469724536453,1.9153522391452702,0.45649417042384566,0.458515783836258,0.004011514752266773,0.2039227923166687,9
RPS6KB2,Q9UBS0,AGC,RSK,0.38080862231935275,1.4953932854714644,1.774794134034098,2.508078287413849,0.40373285162388184,0.4187520864047415,0.04623545566840225,0.19046138452358072,21
PRKY,O43930,AGC,PKA,0.4265952835797983,1.0882954806180596,1.3940918866377396,2.1812464095022834,0.46529893221340496,0.4508969986403403,0.04774716197247123,0.24546683968886285,8
PRKCA,P17252,AGC,PKC,0.3845265433945309,1.0459414261877458,1.3392103879203177,1.705533773838407,0.3801248326569631,0.3840352480281482,0.007697110667057316,0.18173687778669914,21
PRKX,P51817,AGC,PKA,0.34019008612243434,0.9946128911887966,1.2822629435562003,2.032452023781138,0.3791550591429401,0.37255289792821505,0.041646616432831594,0.1779210411953844,28
MAPK12,P53778,CMGC,MAPK,0.3926093930986032,0.8421671484626607,1.2261691301582092,1.3045183235098026,0.4789813453304941,0.4789813453304941,0,0.14372078534642277,3
MAPK13,O15264,CMGC,MAPK,0.3565451513035103,0.7513210121387439,1.2226311840862527,1.3217366275832696,0.42453635731739486,0.40458977961636844,0.029919866551539658,0.18266137514321532,7
PRKG2,Q13237,AGC,PKG,0.358615069096594,0.7633095914167768,1.1384178014558453,1.329271865386138,0.35532650114399006,0.35361924281085155,0.005717987367452726,0.16930641716301587,30
MAPK3,P27361,CMGC,MAPK,0.3645409926856564,0.6701941634258693,1.1332166077700376,1.2406343783440712,0.41047561810176514,0.39608945676957513,0.02554785365609242,0.15209968615510538,6
PRKACA,P17612,AGC,PKA,0.3562693998464587,0.8593700394940217,1.0828727591578213,2.0161032086736945,0.3397444011378166,0.33904446772436136,0.007233189472300087,0.16486011216737845,49
PRKCB,P05771,AGC,PKC,0.3407565424602461,0.5545444637470213,1.0381424576376372,1.07392521063575,0.36777062554241374,0.35350209811559,0.02080866728374707,0.18095912753629362,16
RPS6KA4,O75676,AGC-CAMK,RSK,0.3914792358997575,0.6421319983874687,1.0336112342872261,1.0433706165552321,0.4242462120787757,0.4242462120787757,0,0.18786580632016806,3
NPR2,P20594,RGC,RGC,0.3625970563950449,0.6426982442662491,1.0121729150452619,1.0667760007206821,0.4109885469133543,0.41048822127872125,8.665894195135939e-4,0.2429170094824668,5
MAPK14,Q16539,CMGC,MAPK,0.3618350183739485,0.6634325421905268,0.9991669540631787,1.2348084626370897,0.39589692426411904,0.4027532866843644,0.010031200013385722,0.24714796392669083,6
CDK4,P11802,CMGC,CDK,0.3585258894959005,0.623423042943488,0.9819489324393885,0.9819489324393885,0.4205881449680948,0.4205881449680948,NA,0.22727452235445955,4
