Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
MAPK11,MLN9708,-0.33827443,LINCSKD_31604,VCAP,120 h,LINCSCP_140911,MCF7,1.11uM,24h
MAPK11,DY131,-0.3379814,LINCSKD_31604,VCAP,120 h,LINCSCP_33397,MCF7,10uM,24h
MAPK11,9-Cis retinol,-0.33797678,LINCSKD_31604,VCAP,120 h,LINCSCP_53479,SKMEL28,40uM,6h
MAPK11,MLS002703113,-0.33766167,LINCSKD_31604,VCAP,120 h,LINCSCP_22226,HEPG2,10uM,6h
MAPK11,AZD1208,-0.33765752,LINCSKD_31604,VCAP,120 h,LINCSCP_153912,PC3,10uM,24h
MAPK11,Salvinorin A,-0.33759738,LINCSKD_31604,VCAP,120 h,LINCSCP_90431,HA1E,1.11uM,24h
MAPK11,CHEMBL2361787,-0.33749647,LINCSKD_31604,VCAP,120 h,LINCSCP_35247,MCF7,10uM,24h
MAPK11,BRD-K96640811,-0.33748293,LINCSKD_31604,VCAP,120 h,LINCSCP_16394,HA1E,10uM,6h
MAPK11,BRD-K26526202,-0.33705273,LINCSKD_31604,VCAP,120 h,LINCSCP_27875,HT29,5uM,24h
MAPK11,AC1L1IKY,-0.33702672,LINCSKD_31604,VCAP,120 h,LINCSCP_106197,HELA,3.33uM,24h
MAPK11,BRD-K85322309,-0.33686156,LINCSKD_31604,VCAP,120 h,LINCSCP_307615,VCAP,5uM,6h
MAPK11,Ergocryptine,-0.33678115,LINCSKD_31604,VCAP,120 h,LINCSCP_144,A375,10uM,6h
MAPK11,Nefazodone,-0.33664552,LINCSKD_31604,VCAP,120 h,LINCSCP_22816,HEPG2,10uM,6h
MAPK11,MLS003128613,-0.3366162,LINCSKD_31604,VCAP,120 h,LINCSCP_31216,MCF7,10uM,24h
MAPK11,Acipimox,-0.33656315,LINCSKD_31604,VCAP,120 h,LINCSCP_107365,HELA,0.12uM,24h
MAPK11,MLS-0091943.0001,-0.33650952,LINCSKD_31604,VCAP,120 h,LINCSCP_6360,A549,10uM,24h
MAPK11,Setiptiline,-0.33644408,LINCSKD_31604,VCAP,120 h,LINCSCP_153780,PC3,10uM,24h
MAPK11,Staurosporine,-0.33644126,LINCSKD_31604,VCAP,120 h,LINCSCP_2949,A375,10uM,6h
MAPK11,SDX-101,-0.33638793,LINCSKD_31604,VCAP,120 h,LINCSCP_6706,A549,10uM,6h
MAPK11,BRD-K67090983,-0.33635235,LINCSKD_31604,VCAP,120 h,LINCSCP_47140,PC3,10uM,24h
MAPK11,CAY10618,-0.33621211,LINCSKD_31604,VCAP,120 h,LINCSCP_53240,SKM1,10uM,6h
MAPK11,KUC104495,-0.3360517,LINCSKD_31604,VCAP,120 h,LINCSCP_31195,MCF7,10uM,24h
MAPK11,BRD-K08616215,-0.33570466,LINCSKD_31604,VCAP,120 h,LINCSCP_63557,VCAP,5uM,6h
MAPK11,BRD-K80281472,-0.3356315,LINCSKD_31604,VCAP,120 h,LINCSCP_8319,A549,5uM,24h
MAPK11,BRD-K71631401,-0.33537778,LINCSKD_31604,VCAP,120 h,LINCSCP_196618,A549,5uM,24h
MAPK11,Fccp,-0.33535397,LINCSKD_31604,VCAP,120 h,LINCSCP_33482,MCF7,10uM,6h
MAPK11,Carbacyclin,-0.33526668,LINCSKD_31604,VCAP,120 h,LINCSCP_43591,NPC,10uM,6h
MAPK11,BRD-K84245233,-0.3352501,LINCSKD_31604,VCAP,120 h,LINCSCP_34965,MCF7,5uM,24h
MAPK11,CHEMBL2355034,-0.33519085,LINCSKD_31604,VCAP,120 h,LINCSCP_59171,VCAP,10uM,24h
MAPK11,CHEMBL3400874,-0.33507349,LINCSKD_31604,VCAP,120 h,LINCSCP_227802,HT29,10uM,6h
MAPK11,CHEMBL1719929,-0.33499075,LINCSKD_31604,VCAP,120 h,LINCSCP_31265,MCF7,10uM,6h
MAPK11,Levocabastine,-0.33488391,LINCSKD_31604,VCAP,120 h,LINCSCP_102021,HELA,0.04uM,24h
MAPK11,AC1N08ZR,-0.33479368,LINCSKD_31604,VCAP,120 h,LINCSCP_59155,VCAP,10uM,24h
MAPK11,AZD7762,-0.33466254,LINCSKD_31604,VCAP,120 h,LINCSCP_125454,HT29,1.11uM,24h
MAPK11,SA-1922261,-0.33450468,LINCSKD_31604,VCAP,120 h,LINCSCP_37561,MCF7,10uM,6h
MAPK11,NCGC00025321-01,-0.33444796,LINCSKD_31604,VCAP,120 h,LINCSCP_22977,HEPG2,10uM,6h
MAPK11,MLS002264457,-0.33438784,LINCSKD_31604,VCAP,120 h,LINCSCP_26253,HT29,10uM,6h
MAPK11,BRD-K81500599,-0.33430902,LINCSKD_31604,VCAP,120 h,LINCSCP_199424,A549,5uM,24h
MAPK11,SB-202190,-0.33413622,LINCSKD_31604,VCAP,120 h,LINCSCP_44317,PC3,10uM,6h
MAPK11,BRD-K80676896,-0.33410578,LINCSKD_31604,VCAP,120 h,LINCSCP_249083,MCF7,5uM,24h
MAPK11,Trequinsin,-0.33397276,LINCSKD_31604,VCAP,120 h,LINCSCP_10161,A549,10uM,24h
MAPK11,Trametinib,-0.33380242,LINCSKD_31604,VCAP,120 h,LINCSCP_12121,BT20,0.5uM,24h
MAPK11,"24(S),25-epoxycholesterol",-0.33377232,LINCSKD_31604,VCAP,120 h,LINCSCP_46993,PC3,10uM,6h
MAPK11,IC 261,-0.33357865,LINCSKD_31604,VCAP,120 h,LINCSCP_37640,MCF7,1uM,24h
MAPK11,CHEMBL2132717,-0.33352429,LINCSKD_31604,VCAP,120 h,LINCSCP_3095,A375,10uM,6h
MAPK11,"N-{3-[(4-methoxyphenyl)amino]-1,4-dioxo-1,4-dihydronaphthalen-2-yl}acetamide",-0.33344979,LINCSKD_31604,VCAP,120 h,LINCSCP_55361,U937,0.5uM,6h
MAPK11,BRD-A28746609,-0.33328298,LINCSKD_31604,VCAP,120 h,LINCSCP_92365,HA1E,0.12uM,24h
MAPK11,Paroxetine,-0.33326726,LINCSKD_31604,VCAP,120 h,LINCSCP_209330,HA1E,10uM,6h
MAPK11,Odanacatib (MK-0822),-0.33314601,LINCSKD_31604,VCAP,120 h,LINCSCP_119170,HT29,1.11uM,24h
MAPK11,Indiplon,-0.33305449,LINCSKD_31604,VCAP,120 h,LINCSCP_98450,HA1E,10uM,24h
MAPK11,CHEMBL2140107,-0.3330269,LINCSKD_31604,VCAP,120 h,LINCSCP_227637,HT29,10uM,6h
MAPK11,Amiodarone,-0.33263649,LINCSKD_31604,VCAP,120 h,LINCSCP_55465,U937,10uM,6h
MAPK11,BRD-K84450674,-0.33261861,LINCSKD_31604,VCAP,120 h,LINCSCP_65715,VCAP,10uM,24h
MAPK11,Cilostamide,-0.33254627,LINCSKD_31604,VCAP,120 h,LINCSCP_20828,HCC515,3.33uM,24h
MAPK11,SCHEMBL16065773,-0.3325167,LINCSKD_31604,VCAP,120 h,LINCSCP_51989,SKBR3,0.5uM,6h
MAPK11,CEP-32496,-0.33241378,LINCSKD_31604,VCAP,120 h,LINCSCP_119847,HT29,1.11uM,24h
MAPK11,CHEMBL2362931,-0.33235831,LINCSKD_31604,VCAP,120 h,LINCSCP_64684,VCAP,10uM,24h
MAPK11,VU0359998,-0.33204151,LINCSKD_31604,VCAP,120 h,LINCSCP_57979,VCAP,10uM,24h
MAPK11,BRD-K19696710,-0.33199873,LINCSKD_31604,VCAP,120 h,LINCSCP_301825,VCAP,5uM,6h
MAPK11,AZD8931 (Sapitinib),-0.33194339,LINCSKD_31604,VCAP,120 h,LINCSCP_127534,HT29,10uM,24h
MAPK11,BRD-K15380586,-0.3319399,LINCSKD_31604,VCAP,120 h,LINCSCP_276939,PC3,5uM,24h
MAPK11,BRD-K10835142,-0.33193588,LINCSKD_31604,VCAP,120 h,LINCSCP_3434,A375,5uM,24h
MAPK11,BRD-K75081836,-0.33179997,LINCSKD_31604,VCAP,120 h,LINCSCP_32741,MCF7,10uM,6h
MAPK11,MLS002699817,-0.33172762,LINCSKD_31604,VCAP,120 h,LINCSCP_22070,HEPG2,10uM,6h
MAPK11,"Betamethasone 17,21-dipropionate",-0.33171294,LINCSKD_31604,VCAP,120 h,LINCSCP_7129,A549,10uM,6h
MAPK11,Acetaminophen,-0.33169032,LINCSKD_31604,VCAP,120 h,LINCSCP_75493,A375,0.04uM,24h
MAPK11,BRD-K85605624,-0.33157551,LINCSKD_31604,VCAP,120 h,LINCSCP_246818,MCF7,5uM,24h
MAPK11,CHEMBL306319,-0.33149242,LINCSKD_31604,VCAP,120 h,LINCSCP_5686,A549,10uM,24h
MAPK11,Brimonidine,-0.33146613,LINCSKD_31604,VCAP,120 h,LINCSCP_272326,PC3,10uM,6h
MAPK11,BGT-226,-0.33138688,LINCSKD_31604,VCAP,120 h,LINCSCP_117154,HT29,0.37uM,24h
MAPK11,BRD-A68202111,-0.331311,LINCSKD_31604,VCAP,120 h,LINCSCP_108463,HELA,1.11uM,24h
MAPK11,Trehalose,-0.3312315,LINCSKD_31604,VCAP,120 h,LINCSCP_106857,HELA,10uM,24h
MAPK11,BRD-K59709493,-0.33120444,LINCSKD_31604,VCAP,120 h,LINCSCP_61625,VCAP,5uM,24h
MAPK11,Venlafaxine,-0.33110161,LINCSKD_31604,VCAP,120 h,LINCSCP_158164,PC3,3.33uM,24h
MAPK11,ZINC04171744,-0.33103979,LINCSKD_31604,VCAP,120 h,LINCSCP_19777,HCC515,10uM,6h
MAPK11,MLS000033898,-0.33097331,LINCSKD_31604,VCAP,120 h,LINCSCP_19644,HCC515,10uM,6h
MAPK11,Aloisine A,-0.3307271,LINCSKD_31604,VCAP,120 h,LINCSCP_18454,HCC515,10uM,6h
MAPK11,MLS002703076,-0.33066818,LINCSKD_31604,VCAP,120 h,LINCSCP_46243,PC3,10uM,24h
MAPK11,MLS001065904,-0.33049003,LINCSKD_31604,VCAP,120 h,LINCSCP_267580,PC3,10uM,24h
MAPK11,Erythromycin Ethyl Succinate,-0.33048718,LINCSKD_31604,VCAP,120 h,LINCSCP_227841,HT29,10uM,6h
MAPK11,Cidoxepin,-0.3303733,LINCSKD_31604,VCAP,120 h,LINCSCP_44560,PC3,10uM,24h
MAPK11,BRD-K86059888,-0.33027089,LINCSKD_31604,VCAP,120 h,LINCSCP_62819,VCAP,5uM,24h
MAPK11,BRD-K58189273,-0.33000166,LINCSKD_31604,VCAP,120 h,LINCSCP_301262,VCAP,5uM,24h
MAPK11,BRD-K41513507,-0.32987262,LINCSKD_31604,VCAP,120 h,LINCSCP_37917,MCF7,0.5uM,24h
MAPK11,VU0365121-1,-0.32981643,LINCSKD_31604,VCAP,120 h,LINCSCP_31161,MCF7,10uM,24h
MAPK11,Daph,-0.32979465,LINCSKD_31604,VCAP,120 h,LINCSCP_46942,PC3,10uM,6h
MAPK11,BRD-K82727027,-0.3297493,LINCSKD_31604,VCAP,120 h,LINCSCP_63639,VCAP,5uM,6h
MAPK11,GANT-61,-0.32972654,LINCSKD_31604,VCAP,120 h,LINCSCP_270708,PC3,10uM,24h
MAPK11,MLS003129266,-0.32963657,LINCSKD_31604,VCAP,120 h,LINCSCP_60723,VCAP,5uM,24h
MAPK11,CHEMBL1242477,-0.32957216,LINCSKD_31604,VCAP,120 h,LINCSCP_13451,H1299,20uM,6h
MAPK11,SMR000081059,-0.32957022,LINCSKD_31604,VCAP,120 h,LINCSCP_191391,A549,10uM,6h
MAPK11,IN1128,-0.32951271,LINCSKD_31604,VCAP,120 h,LINCSCP_13714,HA1E,10uM,24h
MAPK11,BRD-K77760488,-0.32939325,LINCSKD_31604,VCAP,120 h,LINCSCP_65698,VCAP,10uM,24h
MAPK11,CBKINASE1_000526,-0.32927371,LINCSKD_31604,VCAP,120 h,LINCSCP_239495,MCF7,10uM,24h
MAPK11,Hydroxycholesterol,-0.32906604,LINCSKD_31604,VCAP,120 h,LINCSCP_10979,ASC,10uM,24h
MAPK11,noscapine,-0.32905179,LINCSKD_31604,VCAP,120 h,LINCSCP_129989,LNCAP,0.04uM,24h
MAPK11,Pyroxamide,-0.32892603,LINCSKD_31604,VCAP,120 h,LINCSCP_32302,MCF7,10uM,6h
MAPK11,MLS002276520,-0.32891383,LINCSKD_31604,VCAP,120 h,LINCSCP_22258,HEPG2,10uM,6h
MAPK11,BRD-K59995645,-0.32879194,LINCSKD_31604,VCAP,120 h,LINCSCP_60780,VCAP,5uM,24h
MAPK11,Pemoline,-0.32866214,LINCSKD_31604,VCAP,120 h,LINCSCP_34185,MCF7,10uM,6h
MAPK11,ST50031908,-0.32864271,LINCSKD_31604,VCAP,120 h,LINCSCP_263441,NPC,10uM,24h
MAPK11,Clonidine,-0.32841381,LINCSKD_31604,VCAP,120 h,LINCSCP_12884,DV90,10uM,6h
MAPK11,GW842166X,-0.32826594,LINCSKD_31604,VCAP,120 h,LINCSCP_120815,HT29,10uM,24h
MAPK11,BRD-K86149906,-0.32823818,LINCSKD_31604,VCAP,120 h,LINCSCP_232159,HT29,5uM,24h
MAPK11,BRD-K63368502,-0.32815054,LINCSKD_31604,VCAP,120 h,LINCSCP_242535,MCF7,10uM,24h
MAPK11,Triptolide,-0.32813038,LINCSKD_31604,VCAP,120 h,LINCSCP_31805,MCF7,10uM,6h
MAPK11,CHEMBL1965031,-0.32804729,LINCSKD_31604,VCAP,120 h,LINCSCP_16900,HA1E,10uM,6h
MAPK11,20554-84-1,-0.32800308,LINCSKD_31604,VCAP,120 h,LINCSCP_32325,MCF7,10uM,6h
MAPK11,BRD-K43194109,-0.32787282,LINCSKD_31604,VCAP,120 h,LINCSCP_64653,VCAP,10uM,24h
MAPK11,BRD-K01425431,-0.32786237,LINCSKD_31604,VCAP,120 h,LINCSCP_88121,HA1E,0.04uM,24h
MAPK11,BRD-K35081088,-0.32779348,LINCSKD_31604,VCAP,120 h,LINCSCP_306541,VCAP,5uM,6h
MAPK11,Doxorubicin,-0.32753556,LINCSKD_31604,VCAP,120 h,LINCSCP_80192,A375,10uM,24h
MAPK11,K-115,-0.32740878,LINCSKD_31604,VCAP,120 h,LINCSCP_76529,A375,3.33uM,24h
MAPK11,BRD-K96270963,-0.32719816,LINCSKD_31604,VCAP,120 h,LINCSCP_35173,MCF7,5uM,24h
MAPK11,MLS002264409,-0.32697096,LINCSKD_31604,VCAP,120 h,LINCSCP_45437,PC3,10uM,24h
MAPK11,MLS003429133,-0.32675658,LINCSKD_31604,VCAP,120 h,LINCSCP_21845,HEPG2,10uM,6h
MAPK11,U0126,-0.32670248,LINCSKD_31604,VCAP,120 h,LINCSCP_14262,HA1E,10uM,6h
MAPK11,SNS-314,-0.32667731,LINCSKD_31604,VCAP,120 h,LINCSCP_6199,A549,10uM,24h
MAPK11,MLS003129281,-0.32663635,LINCSKD_31604,VCAP,120 h,LINCSCP_195105,A549,5uM,24h
MAPK11,Lonafarnib,-0.3265892,LINCSKD_31604,VCAP,120 h,LINCSCP_122949,HT29,0.04uM,24h
MAPK11,PF-3084014,-0.32657714,LINCSKD_31604,VCAP,120 h,LINCSCP_124025,HT29,10uM,24h
MAPK11,MLS002264454,-0.32653983,LINCSKD_31604,VCAP,120 h,LINCSCP_22096,HEPG2,10uM,6h
MAPK11,BRD-K78524708,-0.32645683,LINCSKD_31604,VCAP,120 h,LINCSCP_271597,PC3,10uM,24h
MAPK11,CHEMBL2355630,-0.32641527,LINCSKD_31604,VCAP,120 h,LINCSCP_65886,VCAP,10uM,6h
MAPK11,Prednicarbate,-0.32638084,LINCSKD_31604,VCAP,120 h,LINCSCP_26843,HT29,10uM,6h
MAPK11,BRD-K09761560,-0.32620161,LINCSKD_31604,VCAP,120 h,LINCSCP_62763,VCAP,5uM,24h
MAPK11,KUC104255,-0.32618892,LINCSKD_31604,VCAP,120 h,LINCSCP_31523,MCF7,10uM,6h
MAPK11,CHEMBL2203528,-0.3261793,LINCSKD_31604,VCAP,120 h,LINCSCP_42016,NOMO1,0.1uM,6h
MAPK11,Fidaxomicin,-0.3261521,LINCSKD_31604,VCAP,120 h,LINCSCP_157452,PC3,3.33uM,24h
MAPK11,R-7128,-0.32612611,LINCSKD_31604,VCAP,120 h,LINCSCP_142547,MCF7,10uM,24h
MAPK11,RS-39604,-0.32611265,LINCSKD_31604,VCAP,120 h,LINCSCP_266248,PC3,10uM,24h
MAPK11,Elliptecine,-0.32605476,LINCSKD_31604,VCAP,120 h,LINCSCP_23744,HEPG2,3uM,6h
MAPK11,BRD-K97103850,-0.32592215,LINCSKD_31604,VCAP,120 h,LINCSCP_63956,VCAP,5uM,6h
MAPK11,Mocetinostat,-0.32587928,LINCSKD_31604,VCAP,120 h,LINCSCP_117398,HT29,0.37uM,24h
MAPK11,"Triazolothiadiazine, 8",-0.32578664,LINCSKD_31604,VCAP,120 h,LINCSCP_31388,MCF7,10uM,24h
MAPK11,vincristine,-0.32563163,LINCSKD_31604,VCAP,120 h,LINCSCP_33054,MCF7,10uM,24h
MAPK11,Isoniazid,-0.3254497,LINCSKD_31604,VCAP,120 h,LINCSCP_120697,HT29,1.11uM,24h
MAPK11,BRD-K54161818,-0.32529616,LINCSKD_31604,VCAP,120 h,LINCSCP_62557,VCAP,5uM,6h
MAPK11,Nad+,-0.32529615,LINCSKD_31604,VCAP,120 h,LINCSCP_47590,PC3,10uM,24h
MAPK11,MLS-0002494.0001,-0.32513253,LINCSKD_31604,VCAP,120 h,LINCSCP_58028,VCAP,10uM,6h
MAPK11,KS-1136,-0.32512586,LINCSKD_31604,VCAP,120 h,LINCSCP_240786,MCF7,10uM,6h
MAPK11,CHEMBL2361430,-0.32498464,LINCSKD_31604,VCAP,120 h,LINCSCP_23196,HEPG2,10uM,6h
MAPK11,PSI-6130,-0.32494577,LINCSKD_31604,VCAP,120 h,LINCSCP_121869,HT29,0.12uM,24h
MAPK11,BRD-K91053205,-0.32493016,LINCSKD_31604,VCAP,120 h,LINCSCP_48344,PC3,5uM,24h
MAPK11,BRD-K60297835,-0.32476515,LINCSKD_31604,VCAP,120 h,LINCSCP_47227,PC3,10uM,6h
MAPK11,MLS003568132,-0.32474243,LINCSKD_31604,VCAP,120 h,LINCSCP_21831,HEPG2,10uM,6h
MAPK11,CHEMBL2141840,-0.32473727,LINCSKD_31604,VCAP,120 h,LINCSCP_227804,HT29,10uM,6h
MAPK11,BRD-K53665713,-0.32403714,LINCSKD_31604,VCAP,120 h,LINCSCP_62555,VCAP,5uM,6h
MAPK11,CHEMBL2135770,-0.324027,LINCSKD_31604,VCAP,120 h,LINCSCP_23154,HEPG2,10uM,6h
MAPK11,STK661558,-0.32389805,LINCSKD_31604,VCAP,120 h,LINCSCP_216662,HCC515,10uM,6h
MAPK11,MLS002276484,-0.32381815,LINCSKD_31604,VCAP,120 h,LINCSCP_30952,MCF7,10uM,24h
MAPK11,BAS 07573666,-0.32374384,LINCSKD_31604,VCAP,120 h,LINCSCP_267864,PC3,10uM,6h
MAPK11,BRD-K52160314,-0.32373943,LINCSKD_31604,VCAP,120 h,LINCSCP_28505,HT29,10uM,24h
MAPK11,YK 4-279,-0.32358562,LINCSKD_31604,VCAP,120 h,LINCSCP_25016,HT115,10uM,6h
MAPK11,Palonosetron,-0.32353692,LINCSKD_31604,VCAP,120 h,LINCSCP_90854,HA1E,10uM,24h
MAPK11,BRD-K74436011,-0.32318969,LINCSKD_31604,VCAP,120 h,LINCSCP_28386,HT29,10uM,24h
MAPK11,"3-(1,3-Benzothiazol-2-yl)-2-methoxypropanoic acid",-0.32304932,LINCSKD_31604,VCAP,120 h,LINCSCP_2109,A375,10uM,6h
MAPK11,BRD-A69454249,-0.3229572,LINCSKD_31604,VCAP,120 h,LINCSCP_207200,FIBRNPC,10uM,6h
MAPK11,KUC104226,-0.32293454,LINCSKD_31604,VCAP,120 h,LINCSCP_45840,PC3,10uM,6h
MAPK11,BRD-K46448313,-0.32292184,LINCSKD_31604,VCAP,120 h,LINCSCP_64405,VCAP,5uM,6h
MAPK11,BRD-K87733826,-0.32285347,LINCSKD_31604,VCAP,120 h,LINCSCP_249107,MCF7,5uM,24h
MAPK11,Tolmetin,-0.32274907,LINCSKD_31604,VCAP,120 h,LINCSCP_192109,A549,10uM,6h
MAPK11,BRD-K40958081,-0.3226263,LINCSKD_31604,VCAP,120 h,LINCSCP_299197,VCAP,5uM,24h
MAPK11,UNII-Z4241U523E,-0.32242911,LINCSKD_31604,VCAP,120 h,LINCSCP_47421,PC3,10uM,6h
MAPK11,Acenocoumarol,-0.32240813,LINCSKD_31604,VCAP,120 h,LINCSCP_162022,PC3,1.11uM,24h
MAPK11,MLS003129239,-0.32234548,LINCSKD_31604,VCAP,120 h,LINCSCP_60740,VCAP,5uM,24h
MAPK11,SCHEMBL2608041,-0.32213976,LINCSKD_31604,VCAP,120 h,LINCSCP_5974,A549,10uM,24h
MAPK11,CHEMBL2355346,-0.3218319,LINCSKD_31604,VCAP,120 h,LINCSCP_65415,VCAP,10uM,6h
MAPK11,MLS002473642,-0.32178249,LINCSKD_31604,VCAP,120 h,LINCSCP_22016,HEPG2,10uM,6h
MAPK11,AK-968/41923934,-0.32176751,LINCSKD_31604,VCAP,120 h,LINCSCP_7754,A549,10uM,24h
MAPK11,MLS000040279,-0.32168269,LINCSKD_31604,VCAP,120 h,LINCSCP_30927,MCF7,10uM,24h
MAPK11,BRD-K57017252,-0.32166764,LINCSKD_31604,VCAP,120 h,LINCSCP_60052,VCAP,5uM,24h
MAPK11,SB 200646,-0.32143967,LINCSKD_31604,VCAP,120 h,LINCSCP_56352,VCAP,10uM,6h
MAPK11,Emtricitabine,-0.32120028,LINCSKD_31604,VCAP,120 h,LINCSCP_158072,PC3,0.04uM,24h
MAPK11,Mesulergine,-0.32116712,LINCSKD_31604,VCAP,120 h,LINCSCP_109793,HELA,1.11uM,24h
MAPK11,Deltaline,-0.32114746,LINCSKD_31604,VCAP,120 h,LINCSCP_11392,ASC,10uM,24h
MAPK11,BRD-K71032175,-0.32113964,LINCSKD_31604,VCAP,120 h,LINCSCP_61906,VCAP,5uM,6h
MAPK11,KUC103903N,-0.32112445,LINCSKD_31604,VCAP,120 h,LINCSCP_1852,A375,10uM,6h
MAPK11,Aminopurvalanol,-0.32103904,LINCSKD_31604,VCAP,120 h,LINCSCP_253641,MCF7,0.5uM,6h
MAPK11,SMR000151874,-0.32102992,LINCSKD_31604,VCAP,120 h,LINCSCP_26687,HT29,10uM,6h
MAPK11,MLS003129643,-0.32100936,LINCSKD_31604,VCAP,120 h,LINCSCP_60682,VCAP,5uM,6h
MAPK11,BRD-K01221769,0.32100607,LINCSKD_31604,VCAP,120 h,LINCSCP_63257,VCAP,5uM,6h
MAPK11,Sulfapyridine,0.32101773,LINCSKD_31604,VCAP,120 h,LINCSCP_47639,PC3,10uM,24h
MAPK11,C.I. MORDANT BLACK 11,0.32102175,LINCSKD_31604,VCAP,120 h,LINCSCP_33345,MCF7,10uM,24h
MAPK11,"3,4-Dimethoxyphenethylamine",0.32109791,LINCSKD_31604,VCAP,120 h,LINCSCP_45940,PC3,10uM,24h
MAPK11,MEGXP0_000778,0.32112122,LINCSKD_31604,VCAP,120 h,LINCSCP_52192,SKB,10uM,24h
MAPK11,CHEMBL566061,0.32114127,LINCSKD_31604,VCAP,120 h,LINCSCP_1328,A375,10uM,6h
MAPK11,Tiapride,0.32115917,LINCSKD_31604,VCAP,120 h,LINCSCP_139665,MCF7,0.37uM,24h
MAPK11,BRD-K30393343,0.32118593,LINCSKD_31604,VCAP,120 h,LINCSCP_253899,MCF7,3uM,24h
MAPK11,BRD-K11468724,0.32121509,LINCSKD_31604,VCAP,120 h,LINCSCP_62346,VCAP,5uM,6h
MAPK11,BRD-K22828860,0.3213054,LINCSKD_31604,VCAP,120 h,LINCSCP_6041,A549,10uM,6h
MAPK11,BRD-K37262906,0.32134305,LINCSKD_31604,VCAP,120 h,LINCSCP_59760,VCAP,5uM,6h
MAPK11,SCHEMBL1675223,0.32135517,LINCSKD_31604,VCAP,120 h,LINCSCP_238554,MCF7,10uM,6h
MAPK11,Salsolinol,0.32135605,LINCSKD_31604,VCAP,120 h,LINCSCP_7542,A549,10uM,6h
MAPK11,Benzohydroxamate,0.32140139,LINCSKD_31604,VCAP,120 h,LINCSCP_23885,HEPG2,1.11uM,24h
MAPK11,SCHEMBL11977669,0.32143655,LINCSKD_31604,VCAP,120 h,LINCSCP_191717,A549,10uM,24h
MAPK11,BRD-K14091022,0.32144018,LINCSKD_31604,VCAP,120 h,LINCSCP_63342,VCAP,5uM,24h
MAPK11,BRD-K86162390,0.32145445,LINCSKD_31604,VCAP,120 h,LINCSCP_63749,VCAP,5uM,24h
MAPK11,BRD-K84260700,0.32149458,LINCSKD_31604,VCAP,120 h,LINCSCP_60086,VCAP,5uM,24h
MAPK11,SA-434027,0.32151287,LINCSKD_31604,VCAP,120 h,LINCSCP_37218,MCF7,0.5uM,24h
MAPK11,BRD-K54323133,0.32151901,LINCSKD_31604,VCAP,120 h,LINCSCP_3152,A375,5uM,24h
MAPK11,Tolcapone,0.32152362,LINCSKD_31604,VCAP,120 h,LINCSCP_34198,MCF7,10uM,6h
MAPK11,L-152804,0.32154148,LINCSKD_31604,VCAP,120 h,LINCSCP_33437,MCF7,10uM,6h
MAPK11,MLS003448167,0.32158372,LINCSKD_31604,VCAP,120 h,LINCSCP_237361,MCF7,10uM,24h
MAPK11,SUGA1_010488,0.32159517,LINCSKD_31604,VCAP,120 h,LINCSCP_20210,HCC515,10uM,6h
MAPK11,E 2012,0.32165802,LINCSKD_31604,VCAP,120 h,LINCSCP_141299,MCF7,10uM,24h
MAPK11,Noscapine,0.32166122,LINCSKD_31604,VCAP,120 h,LINCSCP_57487,VCAP,10uM,6h
MAPK11,BRD-K82154894,0.32167134,LINCSKD_31604,VCAP,120 h,LINCSCP_8683,A549,5uM,24h
MAPK11,Bromfenac,0.32172658,LINCSKD_31604,VCAP,120 h,LINCSCP_20731,HCC515,10uM,6h
MAPK11,PH-797804,0.32173512,LINCSKD_31604,VCAP,120 h,LINCSCP_175801,YAPC,0.04uM,24h
MAPK11,BRD-K79459005,0.32174013,LINCSKD_31604,VCAP,120 h,LINCSCP_3024,A375,10uM,6h
MAPK11,BRD-K78787424,0.32174764,LINCSKD_31604,VCAP,120 h,LINCSCP_66029,VCAP,10uM,24h
MAPK11,SA-85290,0.32178123,LINCSKD_31604,VCAP,120 h,LINCSCP_252402,MCF7,1uM,6h
MAPK11,SA-101686,0.32179393,LINCSKD_31604,VCAP,120 h,LINCSCP_37384,MCF7,10uM,6h
MAPK11,BRD-K25070860,0.32181574,LINCSKD_31604,VCAP,120 h,LINCSCP_64178,VCAP,5uM,24h
MAPK11,Alectinib,0.32181719,LINCSKD_31604,VCAP,120 h,LINCSCP_87400,CD34,0.04uM,24h
MAPK11,BRD-K23985677,0.32182278,LINCSKD_31604,VCAP,120 h,LINCSCP_61576,VCAP,5uM,24h
MAPK11,Piperacillin,0.32186905,LINCSKD_31604,VCAP,120 h,LINCSCP_17015,HA1E,10uM,6h
MAPK11,BRD-K03496358,0.32190589,LINCSKD_31604,VCAP,120 h,LINCSCP_64855,VCAP,10uM,24h
MAPK11,BRD-K64391475,0.3219063,LINCSKD_31604,VCAP,120 h,LINCSCP_63720,VCAP,5uM,24h
MAPK11,Vigabatrin,0.32194056,LINCSKD_31604,VCAP,120 h,LINCSCP_34538,MCF7,10uM,6h
MAPK11,CHEMBL1270412,0.32197276,LINCSKD_31604,VCAP,120 h,LINCSCP_216144,HCC515,10uM,6h
MAPK11,Amidate,0.3220057,LINCSKD_31604,VCAP,120 h,LINCSCP_214811,HCC515,10uM,6h
MAPK11,BRD-K12189280,0.32203378,LINCSKD_31604,VCAP,120 h,LINCSCP_64361,VCAP,5uM,6h
