Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
PRKACA,P17612,AGC,PKA,0.3374007514934983,2.3071545290704805,2.6937894918322383,3.0883098412461387,-0.5088474679529674,-0.5118694067064561,0.014897030621218065,-0.992912054923944,46
COQ8A,Q8NI60,Atypical,ABC1,0.9665762445130504,1.5504638945584952,2.489454989793388,3.1884249941294067,-0.7081063899082173,-0.7918204433991622,0.14410761838075345,-0.26594643565637144,7
MTOR,P42345,Atypical,PIKK,0.7451899049207522,1.5579798665724518,2.3395139842150323,2.519418213170831,-0.8058843477811077,-0.8210339791971434,0.01918025940639892,-0.9078845612131119,6
PRKX,P51817,AGC,PKA,0.3893398369101201,1.9112913576242008,2.2432118012318822,3.0883098412461387,-0.58091749151391,-0.5770160815219753,0.05283216711482099,-1.040930674759082,26
GSK3A,P49840,CMGC,GSK,0.9665762445130504,1.136998959935386,2.0744816418225698,2.3867926478962405,0.8199182315270335,0.8199182315270335,0,0.202198598853551,3
CDK19,Q9BWU1,CMGC,CDK,0.9665762445130504,0.8285696438319442,1.796314529118093,1.8330373361428327,-0.6783689084086078,-0.6783689084086078,0,-0.25661786109064166,4
PRKG1,Q13976,AGC,PKG,0.3893398369101201,1.348619586902822,1.7872798455821575,2.0883098412461387,-0.5141827197720497,-0.510587621589614,0.03338226410412103,-1.0717205466584947,32
CDK6,Q00534,CMGC,CDK,0.9665762445130504,0.7521361147687808,1.7161562422041565,1.796314529118093,-0.6161783032054745,-0.6230883704502671,0.020730201734377753,-0.3585916194683404,5
PRKACB,P22694,AGC,PKA,0.3893398369101201,1.217192482362559,1.673336493275321,2.009128595198514,-0.5270855393988573,-0.5344564482601399,0.03918919100839609,-0.977682571570224,22
PRKG2,Q13237,AGC,PKG,0.3789520198267957,1.0900434145436957,1.4350973274707952,1.942181805567901,-0.4933962593147675,-0.49503642793670094,0.032852138419994965,-1.0300710264013624,28
CDKL4,Q5MAI5,CMGC,CDKL,0.6819366650372385,0.7191493869402736,1.3582451799799284,1.5679933127304015,-0.6052681667796176,-0.6171910828911817,0.022076950767976066,-0.23434790897362817,4
CAMK2G,Q13555,CAMK,CAMK2,0.5654766039597452,0.5592103911460393,1.3126097957067182,1.4778166823813137,-0.5274640245003743,-0.47635885229360886,0.10262977940445464,-0.8845406811397452,6
