Kinase,Z,method,AvgZ
JNK,-3.15,710230321>0.15,-2.59
DYRK,-3.02,710230321>0.15,-2.5
ERK,-2.99,710230321>0.15,-2.8925
PLK,-2.86,710230321>0.15,-1.26
MSN,2.61,710230321>0.15,1.13
P38,-2.34,710230321>0.15,-1.85
CK1,-2.29,710230321>0.15,-1.0875
CDK,-2,710230321>0.15,-1.9
NMO,-1.96,710230321>0.15,-1.275
AUR,1.94,710230321>0.15,1.745
PKCI,1.9,710230321>0.15,0.16249999999999998
PKA,1.89,710230321>0.15,0.7025
AKT,1.76,710230321>0.15,0.9
RSK,1.73,710230321>0.15,0.5999999999999999
PKG,1.71,710230321>0.15,1.0425
PDK1,-1.69,710230321>0.15,-1.6124999999999998
STE7,-1.61,710230321>0.15,-0.8150000000000001
DMPK,1.47,710230321>0.15,1.0325
PKCD,1.41,710230321>0.15,1.5999999999999999
MST,-1.4,710230321>0.15,-0.43
BUD32,1.33,710230321>0.15,2.145
TAO,1.33,710230321>0.15,-0.015000000000000013
MOS,1.32,710230321>0.15,1.1925000000000001
PASK,1.31,710230321>0.15,0.54
QIK,-1.31,710230321>0.15,-1.14
SLK,1.3,710230321>0.15,1.225
PDHK,1.24,710230321>0.15,1.115
COT,1.11,710230321>0.15,0.8574999999999999
BARK2,1.1,710230321>0.15,-0.0050000000000000044
TLK,-1.05,710230321>0.15,-0.755
NAK,-1.03,710230321>0.15,-0.7375
MARK,-0.98,710230321>0.15,-0.5925
FRAY,0.89,710230321>0.15,0.74
PAKA,0.84,710230321>0.15,-0.13250000000000006
MELK,0.79,710230321>0.15,0.0325
BRSK,-0.79,710230321>0.15,-0.5375
CLK,-0.78,710230321>0.15,-0.5375
NIK,-0.78,710230321>0.15,-0.5225
ULK,-0.77,710230321>0.15,-0.525
CAMKK,-0.74,710230321>0.15,-0.525
KHS,-0.74,710230321>0.15,-0.5275
WNK,-0.72,710230321>0.15,-0.52
CK2,-0.71,710230321>0.15,0.05499999999999999
CAMK1,0.68,710230321>0.15,-0.07500000000000001
PKD,-0.62,710230321>0.15,-0.44999999999999996
AMPK,0.62,710230321>0.15,0.33
IRAK,-0.6,710230321>0.15,-0.225
ATM,-0.47,710230321>0.15,0.28750000000000003
PKCH,-0.44,710230321>0.15,-0.565
PRKDC,0.44,710230321>0.15,0.002499999999999992
HAL,0.43,710230321>0.15,0.0024999999999999883
MTOR,0.43,710230321>0.15,-0.6799999999999999
PKN,0.42,710230321>0.15,0.022499999999999992
STKR,-0.42,710230321>0.15,-0.325
RAD53,0.41,710230321>0.15,-0.14999999999999997
PAKB,0.4,710230321>0.15,-0.3825
GRK,0.4,710230321>0.15,1.734723475976807e-17
TTK,0.4,710230321>0.15,1.1325
NUAK,0.39,710230321>0.15,1.1425
IKK,-0.36,710230321>0.15,0.655
GSK,-0.3,710230321>0.15,-0.2475
PEK,0.3,710230321>0.15,0.205
RAF,-0.3,710230321>0.15,-0.94
NEK,-0.3,710230321>0.15,-0.81
DAPK,-0.28,710230321>0.15,-0.35
STE11,0.27,710230321>0.15,0.5375
SGK,0.27,710230321>0.15,-0.02749999999999999
MLK,0.22,710230321>0.15,-0.4
MLCK,0.21,710230321>0.15,0.7875
NDR,0.21,710230321>0.15,-0.46499999999999997
ATR,0.16,710230321>0.15,-0.1775
CHK1,0.15,710230321>0.15,0.049999999999999996
VRK1,0.14,710230321>0.15,0.48
PKCA,0.12,710230321>0.15,0.20249999999999999
RIPK,0.11,710230321>0.15,-0.2625
PIM,0.11,710230321>0.15,-0.3025
MAPKAPK,0.08,710230321>0.15,0.3225
PHK,-0.06,710230321>0.15,0.06249999999999997
CAMK2,-0.05,710230321>0.15,0.12499999999999997
LKB,0.01,710230321>0.15,-0.18
ERK,-3.84,710230321>0.2,-2.8925
JNK,-3.6,710230321>0.2,-2.59
DYRK,-3.29,710230321>0.2,-2.5
CDK,-2.95,710230321>0.2,-1.9
P38,-2.72,710230321>0.2,-1.85
AUR,2.64,710230321>0.2,1.745
PDK1,-2.28,710230321>0.2,-1.6124999999999998
PKCD,2.11,710230321>0.2,1.5999999999999999
MSN,2.06,710230321>0.2,1.13
DMPK,2.06,710230321>0.2,1.0325
PKG,1.9,710230321>0.2,1.0425
PLK,-1.73,710230321>0.2,-1.26
PKA,1.72,710230321>0.2,0.7025
CK1,-1.65,710230321>0.2,-1.0875
MOS,1.59,710230321>0.2,1.1925000000000001
PASK,1.57,710230321>0.2,0.54
SLK,1.55,710230321>0.2,1.225
COT,1.51,710230321>0.2,0.8574999999999999
NMO,-1.49,710230321>0.2,-1.275
BUD32,1.48,710230321>0.2,2.145
RSK,1.42,710230321>0.2,0.5999999999999999
PKCI,1.26,710230321>0.2,0.16249999999999998
IKK,1.17,710230321>0.2,0.655
FRAY,1.16,710230321>0.2,0.74
PHK,1.13,710230321>0.2,0.06249999999999997
PDHK,1.13,710230321>0.2,1.115
MST,-1.13,710230321>0.2,-0.43
STE7,-1.11,710230321>0.2,-0.8150000000000001
PAKA,1.02,710230321>0.2,-0.13250000000000006
AKT,0.97,710230321>0.2,0.9
RAF,-0.97,710230321>0.2,-0.94
PKCA,0.95,710230321>0.2,0.20249999999999999
TLK,-0.91,710230321>0.2,-0.755
PAKB,-0.9,710230321>0.2,-0.3825
NAK,-0.9,710230321>0.2,-0.7375
RIPK,0.87,710230321>0.2,-0.2625
PKN,0.72,710230321>0.2,0.022499999999999992
MARK,-0.69,710230321>0.2,-0.5925
TTK,0.67,710230321>0.2,1.1325
TAO,-0.66,710230321>0.2,-0.015000000000000013
