Kinase,Z,method,AvgZ
ERK,-6.1,710144413>0.15,-4.3375
DYRK,-5.33,710144413>0.15,-4.04375
PKA,5.29,710144413>0.15,3.64625
JNK,-5.11,710144413>0.15,-3.85
RSK,4.26,710144413>0.15,2.99375
PDK1,-3.84,710144413>0.15,-2.40875
P38,-3.7,710144413>0.15,-2.635
MAPKAPK,3.49,710144413>0.15,2.14875
PKG,3.38,710144413>0.15,2.5875
NMO,-3.35,710144413>0.15,-2.46375
AMPK,3.2,710144413>0.15,2.3125
STE7,-3.12,710144413>0.15,-2.38
PAKA,3.11,710144413>0.15,1.8675
AKT,3.05,710144413>0.15,2.25375
CDK,-2.96,710144413>0.15,-2.26
PKD,2.89,710144413>0.15,2.18625
MST,-2.83,710144413>0.15,-2.1725
PKCA,2.81,710144413>0.15,2.27375
RAD53,2.71,710144413>0.15,2.01875
PHK,2.7,710144413>0.15,1.5350000000000001
PLK,-2.67,710144413>0.15,-1.9949999999999999
GSK,-2.57,710144413>0.15,-2.07875
DMPK,2.44,710144413>0.15,1.8925
SGK,2.28,710144413>0.15,1.88
PKCI,2.18,710144413>0.15,1.19875
PKCD,2.16,710144413>0.15,1.07
LKB,-2.14,710144413>0.15,-1.7550000000000001
STE11,-1.87,710144413>0.15,-1.43125
BARK2,1.81,710144413>0.15,1.1225
PIM,1.74,710144413>0.15,1.39
MARK,1.72,710144413>0.15,1.8425
AUR,1.65,710144413>0.15,1.06375
IRAK,-1.62,710144413>0.15,-1.33625
CHK1,1.58,710144413>0.15,1.30625
NDR,1.46,710144413>0.15,1.72875
MTOR,-1.45,710144413>0.15,-1.02875
NAK,-1.45,710144413>0.15,-1.06375
TLK,-1.41,710144413>0.15,-1.04625
PKN,-1.38,710144413>0.15,-1.05
CAMK1,1.31,710144413>0.15,1.195
VRK1,-1.28,710144413>0.15,-1.205
MLCK,-1.27,710144413>0.15,-1.3225
CK1,-1.14,710144413>0.15,-1.07
STKR,-1.13,710144413>0.15,-0.82875
GRK,-1.12,710144413>0.15,-0.595
BUD32,1.04,710144413>0.15,0.28375
MSN,1.04,710144413>0.15,1.37375
TAO,1.03,710144413>0.15,1.6175000000000002
PASK,1.02,710144413>0.15,0.27375000000000005
MOS,1.01,710144413>0.15,1.13125
WNK,1,710144413>0.15,1.60375
CLK,-1,710144413>0.15,-0.75375
NIK,-0.99,710144413>0.15,-0.7424999999999999
KHS,0.97,710144413>0.15,1.095
SLK,-0.96,710144413>0.15,-0.73
CAMKK,-0.96,710144413>0.15,-0.7374999999999999
BRSK,-0.96,710144413>0.15,-0.73
ULK,-0.96,710144413>0.15,-0.73
PDHK,0.94,710144413>0.15,0.59875
PKCH,-0.94,710144413>0.15,-0.5175
RIPK,0.91,710144413>0.15,0.7125
FRAY,-0.88,710144413>0.15,-0.6725
QIK,0.79,710144413>0.15,-0.20749999999999996
CK2,-0.68,710144413>0.15,-0.47
MLK,0.58,710144413>0.15,0.33749999999999997
PEK,-0.53,710144413>0.15,-0.42375
PRKDC,-0.5,710144413>0.15,-0.42875
COT,-0.41,710144413>0.15,-0.64625
RAF,-0.37,710144413>0.15,0.24999999999999994
CAMK2,0.34,710144413>0.15,-0.2925000000000001
DAPK,-0.34,710144413>0.15,-0.13000000000000003
ATR,-0.21,710144413>0.15,-0.1175
IKK,-0.18,710144413>0.15,0.08875
NEK,-0.17,710144413>0.15,-0.30125
MELK,0.13,710144413>0.15,0.18124999999999997
ATM,0.09,710144413>0.15,-0.32999999999999996
NUAK,0.03,710144413>0.15,-0.31875000000000003
PAKB,0.02,710144413>0.15,0.07250000000000001
TTK,0.01,710144413>0.15,-0.34500000000000003
HAL,-0.01,710144413>0.15,0.27125
ERK,-6.17,710144413>0.2,-4.3375
DYRK,-5.49,710144413>0.2,-4.04375
JNK,-4.85,710144413>0.2,-3.85
PKA,4.85,710144413>0.2,3.64625
RSK,3.92,710144413>0.2,2.99375
PDK1,-3.79,710144413>0.2,-2.40875
P38,-3.37,710144413>0.2,-2.635
PAKA,3.26,710144413>0.2,1.8675
PKG,3.18,710144413>0.2,2.5875
NMO,-3.17,710144413>0.2,-2.46375
MAPKAPK,3.06,710144413>0.2,2.14875
AMPK,2.96,710144413>0.2,2.3125
AKT,2.92,710144413>0.2,2.25375
RAD53,2.88,710144413>0.2,2.01875
STE7,-2.82,710144413>0.2,-2.38
CDK,-2.82,710144413>0.2,-2.26
PKD,2.78,710144413>0.2,2.18625
GSK,-2.76,710144413>0.2,-2.07875
DMPK,2.7,710144413>0.2,1.8925
PKCA,2.68,710144413>0.2,2.27375
MST,-2.64,710144413>0.2,-2.1725
PHK,2.59,710144413>0.2,1.5350000000000001
SGK,2.47,710144413>0.2,1.88
PLK,-2.41,710144413>0.2,-1.9949999999999999
PKCI,2.36,710144413>0.2,1.19875
PKCD,2.22,710144413>0.2,1.07
LKB,-2.03,710144413>0.2,-1.7550000000000001
BARK2,1.85,710144413>0.2,1.1225
MARK,1.81,710144413>0.2,1.8425
STE11,-1.78,710144413>0.2,-1.43125
PIM,1.74,710144413>0.2,1.39
AUR,1.71,710144413>0.2,1.06375
IRAK,-1.5,710144413>0.2,-1.33625
NDR,1.46,710144413>0.2,1.72875
CAMK1,1.44,710144413>0.2,1.195
NAK,-1.35,710144413>0.2,-1.06375
PKN,-1.33,710144413>0.2,-1.05
TLK,-1.3,710144413>0.2,-1.04625
PDHK,1.25,710144413>0.2,0.59875
VRK1,-1.23,710144413>0.2,-1.205
MTOR,-1.23,710144413>0.2,-1.02875
MLCK,-1.21,710144413>0.2,-1.3225
MSN,1.18,710144413>0.2,1.37375
BUD32,1.1,710144413>0.2,0.28375
CHK1,1.09,710144413>0.2,1.30625
STKR,-1.05,710144413>0.2,-0.82875
KHS,1.05,710144413>0.2,1.095
PASK,1.04,710144413>0.2,0.27375000000000005
TAO,1.04,710144413>0.2,1.6175000000000002
MOS,1.04,710144413>0.2,1.13125
WNK,1.04,710144413>0.2,1.60375
CLK,-0.98,710144413>0.2,-0.75375
NIK,-0.98,710144413>0.2,-0.7424999999999999
GRK,-0.97,710144413>0.2,-0.595
CAMKK,-0.97,710144413>0.2,-0.7374999999999999
SLK,-0.95,710144413>0.2,-0.73
BRSK,-0.95,710144413>0.2,-0.73
CK1,-0.95,710144413>0.2,-1.07
ULK,-0.94,710144413>0.2,-0.73
PKCH,-0.83,710144413>0.2,-0.5175
MLK,0.73,710144413>0.2,0.33749999999999997
FRAY,-0.73,710144413>0.2,-0.6725
RIPK,0.7,710144413>0.2,0.7125
CK2,-0.6,710144413>0.2,-0.47
QIK,0.43,710144413>0.2,-0.20749999999999996
PEK,-0.42,710144413>0.2,-0.42375
PRKDC,-0.41,710144413>0.2,-0.42875
COT,-0.31,710144413>0.2,-0.64625
MELK,0.28,710144413>0.2,0.18124999999999997
RAF,-0.17,710144413>0.2,0.24999999999999994
DAPK,-0.16,710144413>0.2,-0.13000000000000003
ATR,-0.14,710144413>0.2,-0.1175
IKK,0.13,710144413>0.2,0.08875
NUAK,0.1,710144413>0.2,-0.31875000000000003
ATM,0.09,710144413>0.2,-0.32999999999999996
HAL,0.07,710144413>0.2,0.27125
PAKB,0.07,710144413>0.2,0.07250000000000001
TTK,0.05,710144413>0.2,-0.34500000000000003
NEK,0.02,710144413>0.2,-0.30125
CAMK2,-0.01,710144413>0.2,-0.2925000000000001
ERK,-5.2,710144413>0.3,-4.3375
DYRK,-4.59,710144413>0.3,-4.04375
PKA,4.24,710144413>0.3,3.64625
JNK,-4.19,710144413>0.3,-3.85
RSK,3.52,710144413>0.3,2.99375
STE7,-3.45,710144413>0.3,-2.38
PDK1,-3.37,710144413>0.3,-2.40875
SGK,3.04,710144413>0.3,1.88
NMO,-3.02,710144413>0.3,-2.46375
PKG,3.01,710144413>0.3,2.5875
P38,-2.84,710144413>0.3,-2.635
AMPK,2.65,710144413>0.3,2.3125
AKT,2.61,710144413>0.3,2.25375
RAD53,2.46,710144413>0.3,2.01875
MST,-2.45,710144413>0.3,-2.1725
PAKA,2.42,710144413>0.3,1.8675
DMPK,2.37,710144413>0.3,1.8925
GSK,-2.32,710144413>0.3,-2.07875
IRAK,-2.3,710144413>0.3,-1.33625
PKCA,2.2,710144413>0.3,2.27375
MAPKAPK,2.2,710144413>0.3,2.14875
PKD,2.08,710144413>0.3,2.18625
CDK,-2.07,710144413>0.3,-2.26
MARK,2.05,710144413>0.3,1.8425
BARK2,2.04,710144413>0.3,1.1225
PHK,1.79,710144413>0.3,1.5350000000000001
FRAY,-1.72,710144413>0.3,-0.6725
NDR,1.71,710144413>0.3,1.72875
LKB,-1.67,710144413>0.3,-1.7550000000000001
PLK,-1.65,710144413>0.3,-1.9949999999999999
PIM,1.6,710144413>0.3,1.39
CAMK1,1.54,710144413>0.3,1.195
STE11,-1.5,710144413>0.3,-1.43125
AUR,1.47,710144413>0.3,1.06375
PKCI,1.46,710144413>0.3,1.19875
CHK1,1.43,710144413>0.3,1.30625
NAK,-1.23,710144413>0.3,-1.06375
PKN,-1.22,710144413>0.3,-1.05
TAO,1.22,710144413>0.3,1.6175000000000002
MTOR,-1.21,710144413>0.3,-1.02875
KHS,1.19,710144413>0.3,1.095
WNK,1.19,710144413>0.3,1.60375
PASK,1.18,710144413>0.3,0.27375000000000005
MOS,1.17,710144413>0.3,1.13125
TLK,-1.17,710144413>0.3,-1.04625
IKK,1.16,710144413>0.3,0.08875
BUD32,1.15,710144413>0.3,0.28375
RIPK,1.11,710144413>0.3,0.7125
MLCK,-1.04,710144413>0.3,-1.3225
VRK1,-1.03,710144413>0.3,-1.205
COT,-1.03,710144413>0.3,-0.64625
CK1,-0.9,710144413>0.3,-1.07
CLK,-0.87,710144413>0.3,-0.75375
PKCD,0.87,710144413>0.3,1.07
CAMKK,-0.87,710144413>0.3,-0.7374999999999999
BRSK,-0.84,710144413>0.3,-0.73
ULK,-0.84,710144413>0.3,-0.73
SLK,-0.83,710144413>0.3,-0.73
NIK,-0.81,710144413>0.3,-0.7424999999999999
STKR,-0.74,710144413>0.3,-0.82875
GRK,-0.73,710144413>0.3,-0.595
MLK,0.68,710144413>0.3,0.33749999999999997
PDHK,0.56,710144413>0.3,0.59875
PEK,-0.46,710144413>0.3,-0.42375
PKCH,-0.44,710144413>0.3,-0.5175
MELK,0.43,710144413>0.3,0.18124999999999997
CAMK2,0.41,710144413>0.3,-0.2925000000000001
MSN,0.38,710144413>0.3,1.37375
DAPK,0.33,710144413>0.3,-0.13000000000000003
CK2,-0.31,710144413>0.3,-0.47
ATM,0.3,710144413>0.3,-0.32999999999999996
ATR,0.26,710144413>0.3,-0.1175
NUAK,0.22,710144413>0.3,-0.31875000000000003
HAL,0.22,710144413>0.3,0.27125
TTK,0.19,710144413>0.3,-0.34500000000000003
PAKB,0.19,710144413>0.3,0.07250000000000001
RAF,-0.12,710144413>0.3,0.24999999999999994
QIK,-0.08,710144413>0.3,-0.20749999999999996
PRKDC,-0.03,710144413>0.3,-0.42875
NEK,0.02,710144413>0.3,-0.30125
ERK,-4.11,710144413>0.4,-4.3375
DYRK,-3.56,710144413>0.4,-4.04375
PKA,3.39,710144413>0.4,3.64625
PKG,3.14,710144413>0.4,2.5875
RAD53,2.97,710144413>0.4,2.01875
JNK,-2.87,710144413>0.4,-3.85
