Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
NUAK1,O60285,CAMK,CAMKL,0.47712125471966244,2.6989700043360187,3.1760912590556813,3.1760912590556813,-1.1617773847424173,-1.1617773847424173,0,-0.33701307855117957,3
DAPK3,O43293,CAMK,DAPK,0.17609125905568127,2.0969100130080562,2.2730012720637376,2.2730012720637376,-0.9572816402256382,-0.9572816402256382,NA,-0.27684644862637714,3
PRKY,O43930,AGC,PKA,0.1173941727037875,1.1814011159941495,1.5133334273741073,1.6709412807357753,0.48161709846807516,0.43681258144704793,0.19537034955232313,0.1547198329335238,8
CDK2,P24941,CMGC,CDK,0,1.1892339076339238,1.3187587626244128,1.3767507096020994,0.560808528079414,0.5241987170282921,0.09686045558633248,0.1586519936841312,4
MAPK9,P45984,CMGC,MAPK,0,1.2011428590670126,1.2218487496163564,1.3979400086720375,0.44150506484038216,0.43915702661275047,0.014893174167592808,0.06332071916213589,6
MAPK10,P53779,CMGC,MAPK,0,1.088255093518172,1.0861861476162833,1.2365720064370627,0.31374228481052124,0.3241122498548897,0.01555494756655268,0.020271798988498527,9
MAPK8,P45983,CMGC,MAPK,0,1.07612793024872,1.0655015487564323,1.2365720064370627,0.31374228481052124,0.3206555948401002,0.013718174305915909,0.020271798988498527,9
NPR2,P20594,RGC,RGC,0.05869708635189376,1.0895886352347568,1.0555173278498313,1.343582346349445,0.44558571834705224,0.47244906560815464,0.04652868231759557,0.04582127109024272,5
CDK4,P11802,CMGC,CDK,0,1.0457574905606752,1.0457574905606752,1.0457574905606752,0.4726659500674786,0.4726659500674786,NA,0.13364922113384636,4
PRKAA1,Q13131,CAMK,CAMKL,0,0.9837115118938246,0.9829666607012196,1.207608310501746,0.26260873052385886,0.2661492909201283,0.01677763643670889,0.009182731834312952,11
MAPK13,O15264,CMGC,MAPK,0,0.9128688877318846,0.958607314841775,1.1307682802690238,0.34110159086087266,0.332502982964421,0.012897911844677508,0.047960210313130816,7
PRKACA,P17612,AGC,PKA,0,0.7671541847214488,0.9430951486635274,1.1426675035687315,0.1317193599514782,0.11065176038123646,0.030436509801784962,0.03387416885294318,49
MAPK3,P27361,CMGC,MAPK,0,0.8340822279583657,0.835647144215563,1.154901959985743,0.3297088837611869,0.3110561624543435,0.032536699500089555,0.02282508102490251,6
CSNK1A1,P48729,CK1,CK1,0,0.8197428490123162,0.8181564120552275,0.9507819773298184,0.29483694820114953,0.28713516409360473,0.036757375655345745,0.0239950215958284,8
PRKCA,P17252,AGC,PKC,0,0.7555070821756715,0.8068754016455384,0.8728952016351923,0.17389265621257277,0.17291988541739506,0.008549070112077652,0.08235307313519444,21
PRKCB,P05771,AGC,PKC,0,0.649715838129521,0.7399286120149252,0.7798919119599449,0.18284450693515,0.17489601009491298,0.02458485308199459,0.06585889058073888,16
CDK9,P50750,CMGC,CDK,0,0.611211261996984,0.6946486305533762,0.8181564120552275,-0.3634549762217364,-0.31392962078002007,0.0742880331625745,-0.26408976270278883,4
AKT3,Q9Y243,AGC,AKT,0.05869708635189375,0.5403563919544814,0.6903698325741012,1.2218487496163566,0.24812425139524982,0.22160833903240032,0.1273687229924492,0.08927080014778943,8
CDK17,Q00537,CMGC,CDK,0,0.6270879970298935,0.6270879970298935,0.6270879970298935,-0.3588272083458259,-0.3588272083458259,NA,-0.225454306793709,3
SGK2,Q9HBY8,AGC,SGK,0,0.5400436018513836,0.6055483191737837,0.8794260687941501,0.17584525905532206,0.12939488713074643,0.10541580588079236,0.029653811729407044,13
CDK6,Q00534,CMGC,CDK,0,0.6013850333713171,0.5934631590341062,0.6777807052660807,0.3321149391397745,0.3321149391397745,0,0.07734616323115917,3
MAPK7,Q13164,CMGC,MAPK,0,0.4243870853957827,0.5917600346881504,0.707743928643524,0.2868101874240944,0.13034139141694062,0.20201070886323372,0.01875388309229633,4
SGK3,Q96BR1,AGC,SGK,0.019565695450631256,0.610213914838543,0.585026652029182,1.343582346349445,0.17798423840935304,0.20440983411312766,0.10864849473665178,0.02470305485686941,12
MAPK1,P28482,CMGC,MAPK,0,0.4612964860780864,0.5718652059712112,0.8664610916297825,0.2751689724591041,0.17852890781771527,0.15762697709171813,0.0016501677564171758,5
NPR1,P16066,RGC,RGC,0,0.5676370571292303,0.562249437179612,1.0362121726544447,0.1612509637177769,0.1570219753628097,0.031050581731000976,0.03127167918765424,16
CDK13,Q14004,CMGC,CDK,0,0.5257837359237448,0.5257837359237448,0.5257837359237448,-0.3124544014469544,-0.3124544014469544,NA,-0.20255309692813558,3
RPS6KB2,Q9UBS0,AGC,RSK,0,0.5915051508331596,0.5257837359237448,1.0655015487564323,0.13028653263520576,0.16550634027862585,0.07880068252093865,0.05401915856001659,21
CDKL5,O76039,CMGC,CDKL,0,0.5557081504926883,0.5199930570428494,0.6615435063953952,0.29110376012593026,0.2934315144287631,0.0031874088499781006,-0.00549797349647078,4
CSNK2A1,P68400,CMGC,CK2,0,0.5096731956906972,0.51427857351842,0.5883802940367698,-0.28868719853409114,-0.28868719853409114,0,-0.2083126902068043,3
