Kinase,Z,method,AvgZ
ERK,-3.97,710317315>0.15,-2.94
CK1,-3.81,710317315>0.15,-2.625
JNK,-3.71,710317315>0.15,-2.9383333333333335
P38,-3.55,710317315>0.15,-2.8841666666666668
STE7,-3.2,710317315>0.15,-2.5308333333333333
PLK,-3.2,710317315>0.15,-2.1283333333333334
DYRK,-3.11,710317315>0.15,-2.2625
NMO,-2.96,710317315>0.15,-2.0716666666666668
STKR,-2.76,710317315>0.15,-2.0391666666666666
PKCI,2.71,710317315>0.15,1.8366666666666667
CDK,-2.54,710317315>0.15,-1.96
PKCD,2.48,710317315>0.15,2.421666666666667
PAKA,2.35,710317315>0.15,2.1283333333333334
RAD53,2.34,710317315>0.15,1.595
RSK,2.15,710317315>0.15,1.2033333333333334
DMPK,2.14,710317315>0.15,2.02
AUR,2.12,710317315>0.15,2.078333333333333
PIM,2.1,710317315>0.15,1.3241666666666667
PKA,2.01,710317315>0.15,1.9441666666666666
PKCH,2.01,710317315>0.15,0.925
GRK,-1.97,710317315>0.15,-1.2691666666666668
FRAY,1.81,710317315>0.15,1.4816666666666667
PHK,1.69,710317315>0.15,1.59
AKT,1.66,710317315>0.15,1.2116666666666667
PDK1,-1.58,710317315>0.15,-1.13
TLK,-1.5,710317315>0.15,-1.1383333333333334
PKG,1.46,710317315>0.15,1.5991666666666666
NAK,-1.45,710317315>0.15,-1.1300000000000001
STE11,-1.44,710317315>0.15,-0.8791666666666667
HAL,-1.44,710317315>0.15,-1.1441666666666666
NEK,-1.39,710317315>0.15,-0.6375
IKK,-1.39,710317315>0.15,-0.4158333333333334
PKN,1.37,710317315>0.15,0.42750000000000005
MLK,1.36,710317315>0.15,1.195
PAKB,1.35,710317315>0.15,0.6925
PDHK,1.31,710317315>0.15,1.1383333333333332
COT,1.31,710317315>0.15,-0.04000000000000008
GSK,-1.31,710317315>0.15,-0.7925
RAF,-1.11,710317315>0.15,-1.1441666666666668
PKCA,1.11,710317315>0.15,0.9716666666666667
LKB,-1.06,710317315>0.15,-0.925
CLK,-1.05,710317315>0.15,-0.81
ULK,-1.04,710317315>0.15,-0.7966666666666666
NIK,-1.04,710317315>0.15,-0.7983333333333333
KHS,-1.04,710317315>0.15,-0.7958333333333334
CAMKK,-1.03,710317315>0.15,-0.7941666666666667
MOS,-1.02,710317315>0.15,-0.8016666666666666
SLK,-1.02,710317315>0.15,-0.8049999999999999
RIPK,-1.01,710317315>0.15,0.2841666666666666
BRSK,1.01,710317315>0.15,0.7500000000000001
TAO,-1.01,710317315>0.15,-0.7983333333333333
PKD,1.01,710317315>0.15,1.1691666666666667
MARK,-0.97,710317315>0.15,-0.6933333333333332
WNK,0.96,710317315>0.15,0.7775
BUD32,0.96,710317315>0.15,0.9091666666666667
PASK,0.93,710317315>0.15,1.3091666666666666
CAMK2,-0.92,710317315>0.15,-0.8991666666666667
CK2,-0.85,710317315>0.15,-0.15166666666666673
MST,-0.85,710317315>0.15,-0.8375
PEK,-0.8,710317315>0.15,-0.3708333333333334
SGK,0.68,710317315>0.15,0.2175
IRAK,-0.67,710317315>0.15,-0.5208333333333334
AMPK,0.66,710317315>0.15,0.6091666666666666
MELK,0.61,710317315>0.15,0.47
BARK2,0.53,710317315>0.15,0.6174999999999999
VRK1,-0.53,710317315>0.15,-0.3475
PRKDC,0.5,710317315>0.15,0.12083333333333332
CHK1,-0.42,710317315>0.15,-0.43083333333333335
NDR,0.39,710317315>0.15,0.4925
MLCK,0.34,710317315>0.15,0.14666666666666664
QIK,-0.28,710317315>0.15,0.3433333333333333
DAPK,0.24,710317315>0.15,0.43833333333333335
MAPKAPK,0.23,710317315>0.15,-0.15166666666666667
ATR,0.16,710317315>0.15,-0.17833333333333334
ATM,-0.08,710317315>0.15,0.02583333333333334
TTK,-0.08,710317315>0.15,0.0875
MSN,-0.06,710317315>0.15,-0.5783333333333334
CAMK1,0.05,710317315>0.15,0.13416666666666666
NUAK,-0.03,710317315>0.15,0.09249999999999999
MTOR,-0.01,710317315>0.15,-0.4941666666666667
JNK,-3.8,710317315>0.2,-2.9383333333333335
ERK,-3.79,710317315>0.2,-2.94
P38,-3.49,710317315>0.2,-2.8841666666666668
PLK,-3.43,710317315>0.2,-2.1283333333333334
CK1,-3.4,710317315>0.2,-2.625
DYRK,-3,710317315>0.2,-2.2625
STE7,-2.93,710317315>0.2,-2.5308333333333333
PKCI,2.83,710317315>0.2,1.8366666666666667
NMO,-2.72,710317315>0.2,-2.0716666666666668
STKR,-2.67,710317315>0.2,-2.0391666666666666
CDK,-2.55,710317315>0.2,-1.96
AUR,2.23,710317315>0.2,2.078333333333333
PIM,2.21,710317315>0.2,1.3241666666666667
RAD53,2.21,710317315>0.2,1.595
PKCD,2.1,710317315>0.2,2.421666666666667
FRAY,2,710317315>0.2,1.4816666666666667
DMPK,1.91,710317315>0.2,2.02
PAKA,1.84,710317315>0.2,2.1283333333333334
GRK,-1.81,710317315>0.2,-1.2691666666666668
PKA,1.68,710317315>0.2,1.9441666666666666
IKK,-1.66,710317315>0.2,-0.4158333333333334
MARK,-1.63,710317315>0.2,-0.6933333333333332
RSK,1.59,710317315>0.2,1.2033333333333334
PKCH,1.59,710317315>0.2,0.925
PKG,1.52,710317315>0.2,1.5991666666666666
TLK,-1.45,710317315>0.2,-1.1383333333333334
PDHK,1.43,710317315>0.2,1.1383333333333332
HAL,-1.42,710317315>0.2,-1.1441666666666666
PKN,1.41,710317315>0.2,0.42750000000000005
PHK,1.41,710317315>0.2,1.59
PDK1,-1.4,710317315>0.2,-1.13
NAK,-1.35,710317315>0.2,-1.1300000000000001
STE11,-1.3,710317315>0.2,-0.8791666666666667
RAF,-1.23,710317315>0.2,-1.1441666666666668
GSK,-1.13,710317315>0.2,-0.7925
AKT,1.13,710317315>0.2,1.2116666666666667
NEK,-1.13,710317315>0.2,-0.6375
MST,-1.06,710317315>0.2,-0.8375
CLK,-1.05,710317315>0.2,-0.81
RIPK,-1.03,710317315>0.2,0.2841666666666666
MLK,1.03,710317315>0.2,1.195
BRSK,1.02,710317315>0.2,0.7500000000000001
WNK,1.01,710317315>0.2,0.7775
BUD32,1,710317315>0.2,0.9091666666666667
NIK,-1,710317315>0.2,-0.7983333333333333
KHS,-0.99,710317315>0.2,-0.7958333333333334
MOS,-0.99,710317315>0.2,-0.8016666666666666
CAMKK,-0.98,710317315>0.2,-0.7941666666666667
PASK,0.98,710317315>0.2,1.3091666666666666
SLK,-0.97,710317315>0.2,-0.8049999999999999
ULK,-0.96,710317315>0.2,-0.7966666666666666
LKB,-0.95,710317315>0.2,-0.925
TAO,-0.95,710317315>0.2,-0.7983333333333333
PKCA,0.89,710317315>0.2,0.9716666666666667
CAMK2,-0.72,710317315>0.2,-0.8991666666666667
CK2,-0.69,710317315>0.2,-0.15166666666666673
CAMK1,-0.66,710317315>0.2,0.13416666666666666
PRKDC,0.62,710317315>0.2,0.12083333333333332
BARK2,0.59,710317315>0.2,0.6174999999999999
