Kinase	Observed	SamplingAvg	SD	Z
ERK	7	17.2215	2.717375538071147	-3.7615338243809484
JNK	5	13.9405	2.4922008913089893	-3.5873913821225476
DYRK	7	15.7545	2.670542201093986	-3.2781732475201943
CDK	22	29.14	2.4358502998627953	-2.9312146154475
P38	8	15.14	2.6707614051505275	-2.6733949300864563
AUR	7	3.213	1.4548846499541934	2.602955498993843
PDK1	12	18.4245	2.7404479154672314	-2.3443247958626707
PKCD	7	3.7485	1.512412458862615	2.149876497609149
DMPK	35	30.0255	2.3842592342377587	2.0863922549052574
MSN	3	1.167	0.8930340166407094	2.052553391969461
PKG	19	13.9215	2.6018690611377147	1.951866093437974
PKA	22	17.39	2.643557110617917	1.7438624577028476
PLK	9	13.4355	2.5618589560425313	-1.7313599523261038
SLK	1	0.2795	0.44886578199404165	1.6051568840896053
CK1	8	11.9155	2.465846700420565	-1.5878927101722047
MOS	1	0.293	0.4552522677743152	1.5529851250526558
COT	3	1.461	1.000489625006113	1.538246835883577
NMO	1	3.166	1.408700187445524	-1.537587642355419
BUD32	1	0.299	0.45793433145590096	1.5307871715390404
PASK	1	0.2995	0.45815357943726204	1.5289632809600782
RSK	28	24.192	2.7200800388423967	1.3999588047492149
PKCI	5	3.225	1.4793475705922894	1.199853256452329
IKK	20	16.96	2.654415747670425	1.1452614394214515
FRAY	8	5.781	1.942144423692852	1.1425514873815237
PHK	31	28.2235	2.4593844831619984	1.1289410090244567
STE7	12	14.8175	2.5726451371109755	-1.0951763068123697
MST	5	7.2185	2.081567729406385	-1.0657832405158707
PDHK	21	18.1345	2.727843528349377	1.0504634779158026
PAKA	12	9.606	2.3169912006980207	1.033236552335106
AKT	14	11.632	2.4587799412309552	0.9630792737045402
PKCA	37	35.177	1.8940603824498794	0.9624825147559627
RAF	5	6.9255	2.0523293541459044	-0.9382022413265705
TLK	0	0.586	0.6291278891850808	-0.9314481364974218
PAKB	0	0.5955	0.6465978614233104	-0.9209742801950623
NAK	0	0.592	0.6585991773743869	-0.8988775272391086
RIPK	13	11.025	2.3541763045779978	0.8389346185157666
MAPKAPK	16	14.2205	2.5513005148666004	0.6974874146070735
MARK	1	1.7715	1.1094607706452717	-0.6953828566207791
PKN	1	0.5745	0.6416039103597284	0.6631817436421712
TTK	1	0.572	0.6496360623508777	0.6588304202989753
BRSK	0	0.3	0.4583721768675136	-0.6544899868272568
HAL	1	0.5845	0.6372305559141803	0.6520402955315248
TAO	0	0.2965	0.4568283004018293	-0.6490403500378513
CLK	0	0.2925	0.4550244758656598	-0.6428225634314162
CAMKK	0	0.29	0.45387553525250773	-0.6389416865984245
KHS	0	0.2865	0.4522388859938987	-0.6335147393845854
NIK	0	0.282	0.45008586807888357	-0.6265471102295878
WNK	0	0.2785	0.44837291302504806	-0.6211347561587464
ULK	0	0.278	0.4481254380238886	-0.6203620156577241
QIK	19	20.65	2.685536455352359	-0.6144023838185092
VRK1	2	1.395	0.9911943467940877	0.6103747483597015
NUAK	1	0.6115	0.64325316735999	0.6039612701705982
GSK	5	6.1235	1.9099926140938206	-0.5882221699234343
NEK	5	6.1145	1.922560238050935	-0.5796957504592232
MTOR	6	7.1975	2.1146464514919283	-0.5662885155838404
MLCK	2	1.4575	1.022602859522773	0.5305089800483965
AMPK	8	6.9625	2.0119934912679147	0.5156577317485205
PIM	22	20.6535	2.6529147608553467	0.5075549429133801
DAPK	6	6.9995	2.078619753596126	-0.480847927222288
NDR	1	1.452	1.0060825518070202	-0.4492673083219313
CAMK1	7	6.1455	1.9792140849835065	0.43173702455089424
MELK	9	8.1335	2.1918211126583635	0.39533335772510214
PKCH	4	4.652	1.6965656979863148	-0.3843057777095641
GRK	4	3.4555	1.5013816381625646	0.36266595125432294
PRKDC	4	3.5185	1.5015942003654934	0.32065920332057835
PEK	29	28.22	2.494536300733633	0.31268336314472805
CK2	2	2.3075	1.2516897033837013	-0.24566791527383605
SGK	7	7.4675	2.1599250885607346	-0.2164426916822003
PKD	13	12.576	2.4785672570708894	0.17106657033026104
MLK	5	5.3005	1.7851591376046245	-0.16833233165039815
CHK1	4	3.74	1.6030236562263236	0.16219348915415605
BARK2	1	0.8745	0.7836177501749144	0.1601546161658367
RAD53	10	9.641	2.30125332882795	0.15600194707066087
ATM	1	1.121	0.8909297828330635	-0.13581317218426872
LKB	3	3.1895	1.4627575259727412	-0.1295498376424222
ATR	4	3.8175	1.5695303318927498	0.116276822621145
STE11	3	2.8595	1.380113077270492	0.10180325243919335
IRAK	4	4.0905	1.5609381839160075	-0.05797795257526309
CAMK2	5	4.91	1.7715725315711204	0.050802323018738216
STKR	2	2.038	1.1917491905038298	-0.03188590376464594
