Barcode	Peptide	LFC	totalMeanLFC
710296119	ACM1_421_433	-0.44624579980117574	-0.44624579980117574
710296119	ACM1_444_456	-0.677240620133782	-0.677240620133782
710296119	ACM4_456_468	0.28824496863107374	0.28824496863107374
710296119	ACM5_494_506	0.19314178823853645	0.19314178823853645
710296119	ACM5_498_510	0.14108346753925538	0.14108346753925538
710296119	ADDB_696_708	-0.9914885001444826	-0.9914885001444826
710296119	ADDB_706_718	0.3971894979459192	0.3971894979459192
710296119	ADRB2_338_350	0.591955704142122	0.591955704142122
710296119	AKT1_301_313	0.560087832082127	0.560087832082127
710296119	ANDR_785_797	0.3374887492853933	0.3374887492853933
710296119	BAD_112_124	0.7966178714500929	0.7966178714500929
710296119	BAD_69_81	-0.26619994751169784	-0.26619994751169784
710296119	BAD_93_105	-0.38475005712040744	-0.38475005712040744
710296119	BCKD_45_57	0.531646686188699	0.531646686188699
710296119	C1R_201_213	0.84799690655495	0.84799690655495
710296119	CA2D1_494_506	0.09120439895896038	0.09120439895896038
710296119	CAC1C_1974_1986	0.5252891872006877	0.5252891872006877
710296119	CD27_212_224	0.36147857561341556	0.36147857561341556
710296119	CDC2_154_169	0.4107880262774861	0.4107880262774861
710296119	CDN1A_139_151	1.4427327191200874	1.4427327191200874
710296119	CENPA_1_14	-0.69473116175305	-0.69473116175305
710296119	CFTR_761_773	0.02856915219677081	0.02856915219677081
710296119	CGHB_109_121	3.9619319591664808	3.9619319591664808
710296119	CREB1_126_138	0.19801291883995464	0.19801291883995464
710296119	CSF1R_701_713	0.7200287449518168	0.7200287449518168
710296119	DCX_49_61	-0.20053298737270886	-0.20053298737270886
710296119	DESP_2842_2854	-0.3930591301833495	-0.3930591301833495
710296119	E1A_ADE05_212_224	4.50725318962342	4.50725318962342
710296119	ELK1_356_368	0.40756624984770884	0.40756624984770884
710296119	EPB42_241_253	-0.47457944493324966	-0.47457944493324966
710296119	ERBB2_679_691	0.015856761743361147	0.015856761743361147
710296119	FIBA_569_581	-0.3649685754332248	-0.3649685754332248
710296119	FOXO3_25_37	-0.15394978789895042	-0.15394978789895042
710296119	GBRB2_427_439	-0.3778567457840696	-0.3778567457840696
710296119	GPR6_349_361	-0.0786989614673157	-0.0786989614673157
710296119	GPSM2_394_406	0.5447454006447545	0.5447454006447545
710296119	GRIK2_708_720	-0.20401389202159326	-0.20401389202159326
710296119	GSUB_61_73	0.32023974473459216	0.32023974473459216
710296119	GYS2_1_13	-0.20209387978678794	-0.20209387978678794
710296119	H2B1B_ 27_40	0.29688469603372614	0.29688469603372614
710296119	H32_3_18	-0.6778420118700375	-0.6778420118700375
710296119	IF4E_203_215	-0.07943446749440497	-0.07943446749440497
710296119	KAP2_92_104	-0.09859993570450776	-0.09859993570450776
710296119	KAP3_107_119	0.2001031501073376	0.2001031501073376
710296119	KAPCG_192_206	0.6609307722912439	0.6609307722912439
710296119	KCC2G_278_289	0.9822979982665414	0.9822979982665414
710296119	KCNA2_442_454	-0.5200729699771331	-0.5200729699771331
710296119	KCNA3_461_473	-0.040357737616141254	-0.040357737616141254
710296119	KCNA6_504_516	3.5552443377569327	3.5552443377569327
710296119	KCNB1_489_501	0.1182628816198199	0.1182628816198199
710296119	KIF2C_105_118_S106G	0.9837980477386035	0.9837980477386035
710296119	KPCB_19_31_A25S	0.13414488403573444	0.13414488403573444
710296119	KPCB_626_639	-0.3228211280578699	-0.3228211280578699
710296119	KS6A1_374_386	0.028968224165261347	0.028968224165261347
710296119	LIPS_944_956	-1.1745946084172982	-1.1745946084172982
710296119	MARCS_152_164	0.2606418761960958	0.2606418761960958
710296119	MARCS_160_172	0.29364745284871496	0.29364745284871496
710296119	MBP_222_234	-0.28743971850207206	-0.28743971850207206
710296119	MP2K1_287_299	-0.3639204502612179	-0.3639204502612179
710296119	MPIP1_172_184	0.09079204047893796	0.09079204047893796
710296119	MPIP3_208_220	0.15074803025942574	0.15074803025942574
710296119	MYC_51_63	4.278251505501586	4.278251505501586
710296119	MYPC3_268_280	0.5816873686882946	0.5816873686882946
710296119	NCF1_296_308	-0.6004852043953672	-0.6004852043953672
710296119	NEK2_172_184	-0.21364637887163074	-0.21364637887163074
710296119	NEK3_158_170	0.3084585487238094	0.3084585487238094
710296119	NFKB1_330_342	1.2854022188622483	1.2854022188622483
710296119	NMDZ1_890_902	-0.22689850008835943	-0.22689850008835943
710296119	NOS3_1171_1183	0.10287484709042793	0.10287484709042793
710296119	NR4A1_344_356	-0.4830411450732699	-0.4830411450732699
710296119	NTRK3_824_836	0.9182390281770618	0.9182390281770618
710296119	P53_12_24	0.6569921869938091	0.6569921869938091
710296119	P53_308_323	0.5150492312537738	0.5150492312537738
710296119	PLEK_106_118	-0.12303783462750584	-0.12303783462750584
710296119	PP2AB_297_309	-0.14842542257033164	-0.14842542257033164
710296119	PPR1A_28_40	-0.66691809663795	-0.66691809663795
710296119	PRKDC_2618_2630	-0.2735129236380578	-0.2735129236380578
710296119	PTK6_436_448	7.28174641458849	7.28174641458849
710296119	PTN12_32_44	-0.1902449858219084	-0.1902449858219084
710296119	PYGL_8_20	-0.4256931094255245	-0.4256931094255245
710296119	RADI_559_569	-0.596935142387232	-0.596935142387232
710296119	RAF1_253_265	-0.022367813028454364	-0.022367813028454364
710296119	RAP1B_172_184	0.40432701919684266	0.40432701919684266
710296119	RB_242_254	-0.17821719673848246	-0.17821719673848246
710296119	RB_350_362	-0.0931094043914813	-0.0931094043914813
710296119	RB_774_786	0.1057392535395798	0.1057392535395798
710296119	RB_803_815	0.07758978276347328	0.07758978276347328
710296119	RBL2_655_667	0.3913046498056918	0.3913046498056918
710296119	RS6_228_240	-0.18057224564182084	-0.18057224564182084
